ko:K01212	bqy:MUS_4457
ko:K22132	bqy:MUS_3015
ko:K22109	bqy:MUS_3385
ko:K01932	bqy:MUS_3935
ko:K22116	bqy:MUS_3934
ko:K22230	bqy:MUS_3396
ko:K03547	bqy:MUS_1034
ko:K22278	bqy:MUS_2868
ko:K03077	bqy:MUS_3153
ko:K22301	bqy:MUS_3707
ko:K22299	bqy:MUS_3693
ko:K01486	bqy:MUS_1537
ko:K02257	bqy:MUS_0849
ko:K02257	bqy:MUS_1634
ko:K22299	bqy:MUS_3692
ko:K22301	bqy:MUS_3713
ko:K03574	bqy:MUS_0425
ko:K09988	bqy:MUS_0412
ko:K13566	bqy:MUS_1438
ko:K18672	bqy:MUS_2294
ko:K22441	bqy:MUS_3773
ko:K22579	bqy:MUS_2077
