ko:K12132	btg:BTB_c39880
ko:K01992	btg:BTB_c14020
ko:K01990	btg:BTB_c17830
ko:K01990	btg:BTB_c25810
ko:K01990	btg:BTB_c46850
ko:K05592	btg:BTB_c25030
ko:K17472	btg:BTB_c45380
ko:K17686	btg:BTB_c38010
ko:K01739	btg:BTB_c43990
ko:K01791	btg:BTB_c53900
ko:K17836	btg:BTB_c32940
ko:K07979	btg:BTB_c43640
ko:K17836	btg:BTB_c25770
ko:K06518	btg:BTB_c37470
ko:K06518	btg:BTB_c38290
ko:K07284	btg:BTB_c49740
ko:K17828	btg:BTB_c40120
ko:K00537	btg:BTB_c52150
ko:K17837	btg:BTB_c35090
ko:K07284	btg:BTB_c10100
ko:K01843	btg:BTB_c23330
ko:K12574	btg:BTB_c38700
ko:K12574	btg:BTB_c41110
ko:K18115	btg:BTB_c36330
ko:K01183	btg:BTB_c37960
ko:K00661	btg:BTB_c48150
ko:K00661	btg:BTB_c34030
ko:K01497	btg:BTB_c34480
ko:K17733	btg:BTB_c27830
ko:K07284	btg:BTB_502p05100
ko:K02171	btg:BTB_c11430
ko:K18104	btg:BTB_c20240
ko:K02479	btg:BTB_c22930
ko:K00104	btg:BTB_c13410
ko:K01759	btg:BTB_c54090
ko:K08168	btg:BTB_c46450
ko:K00632	btg:BTB_c52310
ko:K02809	btg:BTB_c09100
ko:K02810	btg:BTB_c09100
ko:K21379	btg:BTB_c20130
ko:K18220	btg:BTB_c31410
ko:K00102	btg:BTB_c35740
ko:K08221	btg:BTB_c55720
ko:K01286	btg:BTB_c52340
ko:K02809	btg:BTB_c08440
ko:K02810	btg:BTB_c08440
ko:K00004	btg:BTB_c06890
ko:K05303	btg:BTB_c12590
ko:K01046	btg:BTB_c26610
ko:K01046	btg:BTB_c50240
ko:K17910	btg:BTB_c14210
ko:K02172	btg:BTB_c11440
ko:K00663	btg:BTB_c30760
ko:K07222	btg:BTB_c35170
ko:K03206	btg:BTB_c23090
ko:K05396	btg:BTB_c33040
ko:K05281	btg:BTB_c31450
ko:K07145	btg:BTB_c46910
ko:K07145	btg:BTB_c30980
ko:K21472	btg:BTB_c51980
ko:K03719	btg:BTB_c14050
ko:K03719	btg:BTB_c53080
ko:K01286	btg:BTB_c13210
ko:K06880	btg:BTB_c32870
ko:K06880	btg:BTB_c32090
ko:K18118	btg:BTB_c18410
ko:K21993	btg:BTB_c37980
ko:K18234	btg:BTB_c27390
ko:K19302	btg:BTB_c27660
ko:K19449	btg:BTB_c13260
ko:K03761	btg:BTB_c09930
ko:K02476	btg:BTB_c05730
ko:K01436	btg:BTB_c14160
ko:K02004	btg:BTB_c32900
ko:K02003	btg:BTB_c32910
ko:K06372	btg:BTB_c13270
ko:K03088	btg:BTB_c36700
ko:K03667	btg:BTB_c39540
ko:K01455	btg:BTB_c40720
ko:K02563	btg:BTB_c43960
ko:K03346	btg:BTB_c46320
ko:K02003	btg:BTB_c49820
ko:K03091	btg:BTB_c51410
ko:K13853	btg:BTB_c48310
ko:K02069	btg:BTB_c51670
ko:K03581	btg:BTB_8p00030
ko:K03666	btg:BTB_78p00140
ko:K01972	btg:BTB_502p01460
ko:K03698	btg:BTB_502p03090
ko:K03095	btg:BTB_502p03290
ko:K03095	btg:BTB_502p03300
ko:K07692	btg:BTB_78p00820
ko:K03647	btg:BTB_502p00390
ko:K03969	btg:BTB_502p03830
ko:K03979	btg:BTB_502p04050
ko:K06375	btg:BTB_502p04060
ko:K02899	btg:BTB_502p04070
ko:K07584	btg:BTB_502p04080
ko:K02888	btg:BTB_502p04090
ko:K03763	btg:BTB_502p05460
ko:K00567	btg:BTB_c20940
ko:K10536	btg:BTB_c25220
ko:K06284	btg:BTB_c25250
ko:K06284	btg:BTB_c26860
ko:K03100	btg:BTB_c27470
ko:K03581	btg:BTB_502p07220
ko:K03413	btg:BTB_502p07240
ko:K00943	btg:BTB_502p07290
ko:K03530	btg:BTB_502p07600
ko:K01449	btg:BTB_502p00420
ko:K02283	btg:BTB_502p02070
ko:K02654	btg:BTB_502p02180
ko:K03655	btg:BTB_502p06060
ko:K04763	btg:BTB_502p05060
ko:K05795	btg:BTB_502p04750
ko:K00951	btg:BTB_502p05130
ko:K03070	btg:BTB_502p06360
ko:K03544	btg:BTB_502p06610
ko:K05808	btg:BTB_502p07140
ko:K01426	btg:BTB_c19000
ko:K07729	btg:BTB_c19060
ko:K06284	btg:BTB_c19420
ko:K07533	btg:BTB_c29800
ko:K09607	btg:BTB_c31140
ko:K01387	btg:BTB_c31330
ko:K09607	btg:BTB_c32070
ko:K06889	btg:BTB_c32230
ko:K21113	btg:BTB_c27420
ko:K07260	btg:BTB_c46620
ko:K18346	btg:BTB_c31150
ko:K02475	btg:BTB_c05740
ko:K03742	btg:BTB_c38530
ko:K01200	btg:BTB_c48560
ko:K01200	btg:BTB_c28470
ko:K02031	btg:BTB_c02490
ko:K02032	btg:BTB_c02500
ko:K15640	btg:BTB_c40620
ko:K03296	btg:BTB_c56360
ko:K06384	btg:BTB_c42290
ko:K06380	btg:BTB_c45930
ko:K01585	btg:BTB_c40950
ko:K03466	btg:BTB_c07450
ko:K12555	btg:BTB_c14960
ko:K12555	btg:BTB_c11350
ko:K18640	btg:BTB_c28600
ko:K06896	btg:BTB_c04310
ko:K18640	btg:BTB_78p00750
ko:K18672	btg:BTB_c01880
ko:K18707	btg:BTB_c44520
ko:K18692	btg:BTB_c44290
ko:K18929	btg:BTB_c13480
ko:K18928	btg:BTB_c13470
ko:K18924	btg:BTB_c43560
ko:K18925	btg:BTB_c43570
ko:K03790	btg:BTB_c31220
ko:K18907	btg:BTB_c27870
ko:K03790	btg:BTB_c31650
ko:K03790	btg:BTB_c29670
ko:K03790	btg:BTB_c23450
ko:K03790	btg:BTB_c24340
ko:K01777	btg:BTB_c09760
ko:K07012	btg:BTB_502p07060
ko:K06147	btg:BTB_c24490
ko:K05366	btg:BTB_502p05420
ko:K03789	btg:BTB_c16040
ko:K07171	btg:BTB_c02690
ko:K18967	btg:BTB_c56140
ko:K03790	btg:BTB_c18480
ko:K03790	btg:BTB_c28160
ko:K04565	btg:BTB_c50710
ko:K03205	btg:BTB_78p00620
ko:K03111	btg:BTB_502p00100
ko:K03111	btg:BTB_c56750
ko:K03497	btg:BTB_c56810
ko:K03496	btg:BTB_c56820
ko:K03497	btg:BTB_c56830
ko:K03169	btg:BTB_502p07170
ko:K00662	btg:BTB_c30450
ko:K03169	btg:BTB_c18860
ko:K05593	btg:BTB_c20300
ko:K03111	btg:BTB_c22150
ko:K08151	btg:BTB_c25000
ko:K02315	btg:BTB_c26820
ko:K19055	btg:BTB_c51960
ko:K03466	btg:BTB_c51050
ko:K19005	btg:BTB_c30620
ko:K09145	btg:BTB_c14750
ko:K01872	btg:BTB_c37030
ko:K07029	btg:BTB_c03710
ko:K03526	btg:BTB_c44220
ko:K18979	btg:BTB_c05590
ko:K03466	btg:BTB_c19820
ko:K03741	btg:BTB_c32430
ko:K07816	btg:BTB_c44860
ko:K14742	btg:BTB_c02900
ko:K19091	btg:BTB_502p07010
ko:K01239	btg:BTB_c24110
ko:K05799	btg:BTB_c13460
ko:K01090	btg:BTB_c31610
ko:K03892	btg:BTB_c32460
ko:K00344	btg:BTB_c34410
ko:K19075	btg:BTB_502p06990
ko:K00354	btg:BTB_c20930
ko:K02777	btg:BTB_c55210
ko:K01239	btg:BTB_c30070
ko:K01239	btg:BTB_c53250
ko:K00001	btg:BTB_c35670
ko:K01239	btg:BTB_c36270
ko:K02032	btg:BTB_c02130
ko:K11615	btg:BTB_c05920
ko:K01090	btg:BTB_c12550
ko:K03296	btg:BTB_c07900
ko:K01271	btg:BTB_c40030
ko:K06308	btg:BTB_c48890
ko:K01081	btg:BTB_c52010
ko:K03328	btg:BTB_c00610
ko:K00798	btg:BTB_c15190
ko:K00344	btg:BTB_c35450
ko:K01710	btg:BTB_c12670
ko:K00571	btg:BTB_c47910
ko:K00433	btg:BTB_c49340
ko:K06307	btg:BTB_c36500
ko:K01897	btg:BTB_c37070
ko:K01447	btg:BTB_c09580
ko:K06345	btg:BTB_c45640
ko:K01447	btg:BTB_c15340
ko:K03293	btg:BTB_c07640
ko:K02032	btg:BTB_c09830
ko:K00344	btg:BTB_c21710
ko:K01239	btg:BTB_c27900
ko:K01239	btg:BTB_c39030
ko:K21900	btg:BTB_c53680
ko:K01073	btg:BTB_c21080
ko:K02032	btg:BTB_c06750
ko:K02031	btg:BTB_c06760
ko:K01117	btg:BTB_c06920
ko:K06893	btg:BTB_c09130
ko:K08651	btg:BTB_c23960
ko:K01777	btg:BTB_c29530
ko:K03293	btg:BTB_c35240
ko:K00456	btg:BTB_c26360
ko:K11638	btg:BTB_c09950
ko:K00020	btg:BTB_c23720
ko:K00020	btg:BTB_c41770
ko:K19271	btg:BTB_c24240
ko:K03722	btg:BTB_c15830
ko:K03722	btg:BTB_c16020
ko:K01567	btg:BTB_c04840
ko:K01992	btg:BTB_c17850
ko:K07496	btg:BTB_c34020
ko:K02538	btg:BTB_c54610
ko:K19302	btg:BTB_c13340
ko:K00638	btg:BTB_c25280
ko:K01992	btg:BTB_c55990
ko:K02031	btg:BTB_c09820
ko:K19405	btg:BTB_c01030
ko:K01992	btg:BTB_c54850
ko:K01990	btg:BTB_c56000
ko:K01990	btg:BTB_c14010
ko:K01990	btg:BTB_c37420
ko:K19411	btg:BTB_c01020
ko:K06867	btg:BTB_c05780
ko:K19350	btg:BTB_c35910
ko:K07496	btg:BTB_c09500
ko:K06419	btg:BTB_c09420
ko:K01447	btg:BTB_c27250
ko:K06867	btg:BTB_c48240
ko:K03574	btg:BTB_c49460
ko:K01436	btg:BTB_c07770
ko:K07496	btg:BTB_c43950
ko:K07496	btg:BTB_c49010
ko:K19302	btg:BTB_c49140
ko:K18567	btg:BTB_c52410
ko:K06881	btg:BTB_c47590
ko:K00887	btg:BTB_c44430
ko:K20527	btg:BTB_502p05480
ko:K19689	btg:BTB_c48350
ko:K19689	btg:BTB_c18630
ko:K19701	btg:BTB_c55600
ko:K07315	btg:BTB_c10560
ko:K01258	btg:BTB_c42880
ko:K19689	btg:BTB_c33070
ko:K20480	btg:BTB_c06120
ko:K20481	btg:BTB_c06130
ko:K00547	btg:BTB_c43980
ko:K00297	btg:BTB_c43980
ko:K15777	btg:BTB_c18380
ko:K19802	btg:BTB_c29700
ko:K00863	btg:BTB_c10260
ko:K00863	btg:BTB_c10280
ko:K19955	btg:BTB_c37910
ko:K01259	btg:BTB_c18520
ko:K21636	btg:BTB_c36830
ko:K05770	btg:BTB_c32330
ko:K20074	btg:BTB_c39890
ko:K10680	btg:BTB_c37240
ko:K07484	btg:BTB_c52990
ko:K20201	btg:BTB_c55200
ko:K20116	btg:BTB_c41850
ko:K20117	btg:BTB_c41850
ko:K20118	btg:BTB_c41850
ko:K20390	btg:BTB_c55510
ko:K20391	btg:BTB_c55520
ko:K00526	btg:BTB_c13970
ko:K20418	btg:BTB_c11290
ko:K18889	btg:BTB_c09370
ko:K08884	btg:BTB_c23400
ko:K18889	btg:BTB_c37580
ko:K18890	btg:BTB_c09380
ko:K18890	btg:BTB_c37570
ko:K20534	btg:BTB_c56310
ko:K00302	btg:BTB_c29570
ko:K00302	btg:BTB_c29580
ko:K20742	btg:BTB_c29690
ko:K11751	btg:BTB_c32100
ko:K01208	btg:BTB_c41480
ko:K21029	btg:BTB_c36430
ko:K20895	btg:BTB_c04920
ko:K21029	btg:BTB_c21870
ko:K21029	btg:BTB_c48780
ko:K21064	btg:BTB_c12200
ko:K08968	btg:BTB_c48060
ko:K00821	btg:BTB_c31310
ko:K00821	btg:BTB_c42720
ko:K00435	btg:BTB_c55880
ko:K07313	btg:BTB_c05850
ko:K02314	btg:BTB_c10000
ko:K07455	btg:BTB_c07060
ko:K02315	btg:BTB_c07080
ko:K01286	btg:BTB_c20190
ko:K01286	btg:BTB_c21250
ko:K00560	btg:BTB_c22680
ko:K00287	btg:BTB_c22690
ko:K03546	btg:BTB_c23790
ko:K01286	btg:BTB_c26000
ko:K01286	btg:BTB_c17360
ko:K03546	btg:BTB_c19100
ko:K02314	btg:BTB_c39130
ko:K04068	btg:BTB_c36820
ko:K03553	btg:BTB_c38520
ko:K06904	btg:BTB_c51260
ko:K07451	btg:BTB_c51320
ko:K02315	btg:BTB_c51430
ko:K02316	btg:BTB_c44360
ko:K06217	btg:BTB_c44460
ko:K01493	btg:BTB_c44680
ko:K00857	btg:BTB_c55320
ko:K01286	btg:BTB_c55890
ko:K00857	btg:BTB_502p01220
ko:K00558	btg:BTB_502p07440
ko:K02314	btg:BTB_c56700
ko:K11089	btg:BTB_502p06030
ko:K07313	btg:BTB_502p06250
ko:K07313	btg:BTB_502p06270
ko:K03546	btg:BTB_502p07110
ko:K01286	btg:BTB_c31360
ko:K01286	btg:BTB_c32080
ko:K01286	btg:BTB_c32730
ko:K07258	btg:BTB_c15100
ko:K02031	btg:BTB_c02120
ko:K05375	btg:BTB_c23890
ko:K02335	btg:BTB_c47380
ko:K00525	btg:BTB_c13960
ko:K02335	btg:BTB_c19230
ko:K07097	btg:BTB_502p00290
ko:K21416	btg:BTB_c28930
ko:K21417	btg:BTB_c28920
ko:K21405	btg:BTB_c28800
ko:K21481	btg:BTB_c11340
ko:K21464	btg:BTB_c55750
ko:K21465	btg:BTB_c44160
ko:K21471	btg:BTB_c14730
ko:K21465	btg:BTB_c25760
ko:K21465	btg:BTB_c31800
ko:K21467	btg:BTB_c22700
ko:K21467	btg:BTB_c25720
ko:K21468	btg:BTB_c45180
ko:K22044	btg:BTB_c56790
ko:K21471	btg:BTB_c53850
ko:K21471	btg:BTB_502p05170
ko:K21567	btg:BTB_c04020
ko:K21493	btg:BTB_c27280
ko:K21613	btg:BTB_c37400
ko:K21567	btg:BTB_c50940
ko:K21600	btg:BTB_c38030
ko:K21493	btg:BTB_c03000
ko:K21713	btg:BTB_c29450
ko:K21828	btg:BTB_c04260
ko:K21929	btg:BTB_c15700
ko:K21902	btg:BTB_c55730
ko:K11923	btg:BTB_c34190
ko:K21935	btg:BTB_c23310
ko:K18244	btg:BTB_c55440
ko:K21993	btg:BTB_c36440
ko:K21903	btg:BTB_c06090
ko:K00754	btg:BTB_c15760
ko:K01463	btg:BTB_c15750
ko:K22135	btg:BTB_c35300
ko:K22136	btg:BTB_c40470
ko:K14274	btg:BTB_c26450
ko:K03547	btg:BTB_c10740
ko:K03595	btg:BTB_c44410
ko:K02116	btg:BTB_c10220
ko:K22112	btg:BTB_c56480
ko:K22132	btg:BTB_c45410
ko:K22106	btg:BTB_c30660
ko:K08994	btg:BTB_c35560
ko:K07456	btg:BTB_c35480
ko:K22278	btg:BTB_c20310
ko:K22278	btg:BTB_c36970
ko:K03168	btg:BTB_78p00190
ko:K02257	btg:BTB_c40780
ko:K06993	btg:BTB_502p04210
ko:K13566	btg:BTB_c41690
ko:K01551	btg:BTB_c03650
ko:K18672	btg:BTB_c50840
ko:K00590	btg:BTB_c19330
ko:K22491	btg:BTB_c15290
