ko:K09796	psr:PSTAA_2146
ko:K14218	psr:PSTAA_1707
ko:K01985	psr:PSTAA_4371
ko:K01985	psr:PSTAA_4373
ko:K01985	psr:PSTAA_4372
ko:K01985	psr:PSTAA_4374
ko:K14236	psr:PSTAA_0704
ko:K14233	psr:PSTAA_1404
ko:K14233	psr:PSTAA_1674
ko:K14233	psr:PSTAA_2018
ko:K14233	psr:PSTAA_2909
ko:K14219	psr:PSTAA_1415
ko:K14234	psr:PSTAA_1486
ko:K14237	psr:PSTAA_1806
ko:K14226	psr:PSTAA_2087
ko:K14228	psr:PSTAA_2088
ko:K14228	psr:PSTAA_2138
ko:K14228	psr:PSTAA_3216
ko:K14222	psr:PSTAA_2121
ko:K14230	psr:PSTAA_3391
ko:K14234	psr:PSTAA_3924
ko:K14231	psr:PSTAA_4251
ko:K14228	psr:PSTAA_3755
ko:K11961	psr:PSTAA_3811
ko:K11962	psr:PSTAA_3812
ko:K11962	psr:PSTAA_1516
ko:K11963	psr:PSTAA_3813
ko:K11963	psr:PSTAA_1517
ko:K09017	psr:PSTAA_3691
ko:K02075	psr:PSTAA_3249
ko:K07684	psr:PSTAA_0836
ko:K10110	psr:PSTAA_3580
ko:K00537	psr:PSTAA_2962
ko:K07090	psr:PSTAA_0465
ko:K01959	psr:PSTAA_0248
ko:K14475	psr:PSTAA_1203
ko:K00128	psr:PSTAA_3772
ko:K11384	psr:PSTAA_4203
ko:K06970	psr:PSTAA_3229
ko:K02030	psr:PSTAA_4057
ko:K02030	psr:PSTAA_4256
ko:K02030	psr:PSTAA_0018
ko:K00114	psr:PSTAA_2293
ko:K06148	psr:PSTAA_1716
ko:K15864	psr:PSTAA_3629
ko:K00355	psr:PSTAA_1654
ko:K00034	psr:PSTAA_4020
ko:K09810	psr:PSTAA_2763
ko:K01485	psr:PSTAA_3667
ko:K03559	psr:PSTAA_2758
ko:K03559	psr:PSTAA_0760
ko:K06075	psr:PSTAA_2574
ko:K10027	psr:PSTAA_3966
ko:K00265	psr:PSTAA_0617
ko:K11383	psr:PSTAA_4204
ko:K07794	psr:PSTAA_4190
ko:K09810	psr:PSTAA_2629
ko:K00114	psr:PSTAA_2299
ko:K00042	psr:PSTAA_3281
ko:K00108	psr:PSTAA_1762
ko:K16872	psr:PSTAA_2980
ko:K02303	psr:PSTAA_3634
ko:K14742	psr:PSTAA_2865
ko:K03719	psr:PSTAA_3805
ko:K03719	psr:PSTAA_0535
ko:K03574	psr:PSTAA_3329
ko:K11904	psr:PSTAA_0103
ko:K12976	psr:PSTAA_3344
ko:K11916	psr:PSTAA_0104
ko:K12254	psr:PSTAA_0048
ko:K08365	psr:PSTAA_3544
ko:K02661	psr:PSTAA_4098
ko:K15555	psr:PSTAA_0281
ko:K03417	psr:PSTAA_2065
ko:K02428	psr:PSTAA_1603
ko:K08316	psr:PSTAA_4146
ko:K02030	psr:PSTAA_1474
ko:K01802	psr:PSTAA_2845
ko:K02030	psr:PSTAA_4237
ko:K02030	psr:PSTAA_3800
ko:K02030	psr:PSTAA_4253
ko:K17316	psr:PSTAA_2547
ko:K18979	psr:PSTAA_3767
ko:K17317	psr:PSTAA_2546
ko:K17315	psr:PSTAA_2548
ko:K02028	psr:PSTAA_4255
ko:K02058	psr:PSTAA_3242
ko:K04091	psr:PSTAA_0279
ko:K08738	psr:PSTAA_4186
ko:K08738	psr:PSTAA_3626
ko:K02052	psr:PSTAA_0675
ko:K02028	psr:PSTAA_0015
ko:K17103	psr:PSTAA_3418
ko:K00951	psr:PSTAA_2791
ko:K17218	psr:PSTAA_2631
ko:K01897	psr:PSTAA_3126
ko:K01897	psr:PSTAA_3127
ko:K17713	psr:PSTAA_3190
ko:K17226	psr:PSTAA_2296
ko:K01992	psr:PSTAA_2820
ko:K10112	psr:PSTAA_2545
ko:K01990	psr:PSTAA_1680
ko:K01990	psr:PSTAA_2312
ko:K01990	psr:PSTAA_4079
ko:K07576	psr:PSTAA_3006
ko:K01992	psr:PSTAA_1681
ko:K01992	psr:PSTAA_2313
ko:K01992	psr:PSTAA_4078
ko:K02049	psr:PSTAA_3024
ko:K07576	psr:PSTAA_1534
ko:K17686	psr:PSTAA_3708
ko:K01990	psr:PSTAA_2821
ko:K17686	psr:PSTAA_3528
ko:K01533	psr:PSTAA_1861
ko:K10111	psr:PSTAA_2223
ko:K17675	psr:PSTAA_1633
ko:K17836	psr:PSTAA_0874
ko:K00344	psr:PSTAA_0026
ko:K00632	psr:PSTAA_2610
ko:K03892	psr:PSTAA_2128
ko:K03566	psr:PSTAA_1662
ko:K05540	psr:PSTAA_3440
ko:K07263	psr:PSTAA_4144
ko:K07263	psr:PSTAA_4145
ko:K11928	psr:PSTAA_1210
ko:K11928	psr:PSTAA_1207
ko:K17752	psr:PSTAA_0360
ko:K17763	psr:PSTAA_0362
ko:K17762	psr:PSTAA_0361
ko:K01658	psr:PSTAA_0684
ko:K00248	psr:PSTAA_3971
ko:K07577	psr:PSTAA_2782
ko:K00632	psr:PSTAA_1741
ko:K17758	psr:PSTAA_3766
ko:K17759	psr:PSTAA_3766
ko:K00135	psr:PSTAA_0679
ko:K00018	psr:PSTAA_1078
ko:K17836	psr:PSTAA_0873
ko:K00661	psr:PSTAA_3576
ko:K00135	psr:PSTAA_0115
ko:K01497	psr:PSTAA_0783
ko:K01267	psr:PSTAA_1441
ko:K17760	psr:PSTAA_3020
ko:K17838	psr:PSTAA_2824
ko:K01187	psr:PSTAA_3575
ko:K01187	psr:PSTAA_0544
ko:K01046	psr:PSTAA_2046
ko:K18139	psr:PSTAA_4088
ko:K18118	psr:PSTAA_2920
ko:K00249	psr:PSTAA_2226
ko:K02614	psr:PSTAA_0328
ko:K07003	psr:PSTAA_2521
ko:K01800	psr:PSTAA_0815
ko:K01007	psr:PSTAA_2070
ko:K07483	psr:PSTAA_3509
ko:K05396	psr:PSTAA_2376
ko:K00249	psr:PSTAA_1724
ko:K07506	psr:PSTAA_2292
ko:K18138	psr:PSTAA_3308
ko:K00004	psr:PSTAA_3015
ko:K11745	psr:PSTAA_2383
ko:K09017	psr:PSTAA_3002
ko:K03585	psr:PSTAA_3307
ko:K21430	psr:PSTAA_1477
ko:K16011	psr:PSTAA_1128
ko:K00557	psr:PSTAA_0864
ko:K11894	psr:PSTAA_0110
ko:K00523	psr:PSTAA_0600
ko:K18289	psr:PSTAA_1727
ko:K18292	psr:PSTAA_1728
ko:K12262	psr:PSTAA_4092
ko:K18297	psr:PSTAA_2196
ko:K18298	psr:PSTAA_2198
ko:K18299	psr:PSTAA_2199
ko:K18300	psr:PSTAA_2200
ko:K18302	psr:PSTAA_2860
ko:K07092	psr:PSTAA_0221
ko:K11688	psr:PSTAA_1734
ko:K04084	psr:PSTAA_3525
ko:K07665	psr:PSTAA_3529
ko:K07644	psr:PSTAA_3537
ko:K00404	psr:PSTAA_1870
ko:K00404	psr:PSTAA_1871
ko:K02407	psr:PSTAA_1891
ko:K00404	psr:PSTAA_3638
ko:K11688	psr:PSTAA_3653
ko:K11688	psr:PSTAA_3654
ko:K01897	psr:PSTAA_0127
ko:K03589	psr:PSTAA_1047
ko:K08309	psr:PSTAA_0203
ko:K02051	psr:PSTAA_3782
ko:K07316	psr:PSTAA_0294
ko:K00254	psr:PSTAA_2097
ko:K00627	psr:PSTAA_3018
ko:K05524	psr:PSTAA_3029
ko:K00528	psr:PSTAA_3033
ko:K02439	psr:PSTAA_1335
ko:K00127	psr:PSTAA_2188
ko:K00123	psr:PSTAA_2190
ko:K00123	psr:PSTAA_2191
ko:K11688	psr:PSTAA_2204
ko:K07080	psr:PSTAA_2236
ko:K03088	psr:PSTAA_0569
ko:K02424	psr:PSTAA_2377
ko:K10010	psr:PSTAA_2380
ko:K03696	psr:PSTAA_2385
ko:K03696	psr:PSTAA_2386
ko:K02358	psr:PSTAA_0708
ko:K03406	psr:PSTAA_4263
ko:K08085	psr:PSTAA_0937
ko:K18291	psr:PSTAA_1723
ko:K18301	psr:PSTAA_2859
ko:K18303	psr:PSTAA_2858
ko:K00138	psr:PSTAA_2103
ko:K00984	psr:PSTAA_2202
ko:K18456	psr:PSTAA_3241
ko:K18480	psr:PSTAA_0095
ko:K00681	psr:PSTAA_3008
ko:K00681	psr:PSTAA_4155
ko:K18691	psr:PSTAA_3238
ko:K09691	psr:PSTAA_3918
ko:K21645	psr:PSTAA_0260
ko:K18800	psr:PSTAA_4217
ko:K18893	psr:PSTAA_4297
ko:K20862	psr:PSTAA_0561
ko:K09892	psr:PSTAA_4222
ko:K18954	psr:PSTAA_1506
ko:K18954	psr:PSTAA_2149
ko:K18850	psr:PSTAA_2335
ko:K18930	psr:PSTAA_3503
ko:K01971	psr:PSTAA_2161
ko:K03497	psr:PSTAA_4355
ko:K03496	psr:PSTAA_4356
ko:K05785	psr:PSTAA_1774
ko:K03496	psr:PSTAA_2672
ko:K04565	psr:PSTAA_2683
ko:K08363	psr:PSTAA_3545
ko:K03646	psr:PSTAA_2927
ko:K11811	psr:PSTAA_2129
ko:K03169	psr:PSTAA_1279
ko:K03111	psr:PSTAA_1280
ko:K09797	psr:PSTAA_3076
ko:K03169	psr:PSTAA_3081
ko:K03496	psr:PSTAA_0468
ko:K08364	psr:PSTAA_4054
ko:K03496	psr:PSTAA_2407
ko:K03205	psr:PSTAA_2446
ko:K07483	psr:PSTAA_3508
ko:K07483	psr:PSTAA_3534
ko:K03976	psr:PSTAA_2986
ko:K07063	psr:PSTAA_3549
ko:K07481	psr:PSTAA_0644
ko:K07481	psr:PSTAA_0289
ko:K07481	psr:PSTAA_3551
ko:K07481	psr:PSTAA_2942
ko:K07481	psr:PSTAA_2945
ko:K07481	psr:PSTAA_0307
ko:K07481	psr:PSTAA_1237
ko:K07481	psr:PSTAA_3569
ko:K03526	psr:PSTAA_3193
ko:K07481	psr:PSTAA_3531
ko:K07481	psr:PSTAA_3532
ko:K07481	psr:PSTAA_2796
ko:K07481	psr:PSTAA_0308
ko:K07481	psr:PSTAA_4034
ko:K07481	psr:PSTAA_4100
ko:K07481	psr:PSTAA_2392
ko:K07481	psr:PSTAA_2437
ko:K02663	psr:PSTAA_0610
ko:K18981	psr:PSTAA_4011
ko:K07497	psr:PSTAA_3507
ko:K07497	psr:PSTAA_3533
ko:K02664	psr:PSTAA_0611
ko:K06858	psr:PSTAA_0785
ko:K19156	psr:PSTAA_1239
ko:K00433	psr:PSTAA_0233
ko:K02030	psr:PSTAA_0254
ko:K03668	psr:PSTAA_3152
ko:K02030	psr:PSTAA_0505
ko:K19170	psr:PSTAA_2391
ko:K07063	psr:PSTAA_4051
ko:K03458	psr:PSTAA_3261
ko:K01154	psr:PSTAA_1491
ko:K16291	psr:PSTAA_2052
ko:K01505	psr:PSTAA_1843
ko:K19171	psr:PSTAA_2390
ko:K01710	psr:PSTAA_0091
ko:K01710	psr:PSTAA_3923
ko:K09017	psr:PSTAA_3267
ko:K11615	psr:PSTAA_0412
ko:K02030	psr:PSTAA_4236
ko:K00344	psr:PSTAA_4228
ko:K19155	psr:PSTAA_1240
ko:K19168	psr:PSTAA_1184
ko:K07448	psr:PSTAA_1663
ko:K19221	psr:PSTAA_1323
ko:K00020	psr:PSTAA_3138
ko:K19344	psr:PSTAA_3625
ko:K19416	psr:PSTAA_2017
ko:K01992	psr:PSTAA_0092
ko:K03722	psr:PSTAA_1546
ko:K04771	psr:PSTAA_1190
ko:K19342	psr:PSTAA_3643
ko:K07497	psr:PSTAA_3570
ko:K07497	psr:PSTAA_2730
ko:K05568	psr:PSTAA_0437
ko:K19345	psr:PSTAA_3624
ko:K00800	psr:PSTAA_2365
ko:K19337	psr:PSTAA_0246
ko:K19337	psr:PSTAA_3594
ko:K06867	psr:PSTAA_2985
ko:K01785	psr:PSTAA_3992
ko:K19339	psr:PSTAA_3648
ko:K06867	psr:PSTAA_3664
ko:K19340	psr:PSTAA_3645
ko:K19341	psr:PSTAA_3644
ko:K19302	psr:PSTAA_3869
ko:K19609	psr:PSTAA_1822
ko:K06884	psr:PSTAA_3288
ko:K07344	psr:PSTAA_2454
ko:K19591	psr:PSTAA_3709
ko:K19577	psr:PSTAA_3086
ko:K00799	psr:PSTAA_3330
ko:K19713	psr:PSTAA_2981
ko:K00992	psr:PSTAA_0669
ko:K12960	psr:PSTAA_2348
ko:K19696	psr:PSTAA_1752
ko:K07666	psr:PSTAA_0851
ko:K07645	psr:PSTAA_0850
ko:K01003	psr:PSTAA_3825
ko:K06132	psr:PSTAA_0533
ko:K06131	psr:PSTAA_2181
ko:K00995	psr:PSTAA_2119
ko:K07147	psr:PSTAA_3417
ko:K07119	psr:PSTAA_2704
ko:K08992	psr:PSTAA_1510
ko:K19803	psr:PSTAA_0344
ko:K21636	psr:PSTAA_3605
ko:K14596	psr:PSTAA_3968
ko:K01457	psr:PSTAA_2035
ko:K20034	psr:PSTAA_1942
ko:K20023	psr:PSTAA_4003
ko:K20023	psr:PSTAA_4005
ko:K20971	psr:PSTAA_3838
ko:K20074	psr:PSTAA_3119
ko:K11915	psr:PSTAA_0105
ko:K20266	psr:PSTAA_2452
ko:K00525	psr:PSTAA_0130
ko:K09788	psr:PSTAA_2068
ko:K20455	psr:PSTAA_2067
ko:K03406	psr:PSTAA_1623
ko:K20527	psr:PSTAA_2448
ko:K20531	psr:PSTAA_2455
ko:K20532	psr:PSTAA_2456
ko:K20543	psr:PSTAA_0330
ko:K20533	psr:PSTAA_2457
ko:K20528	psr:PSTAA_2449
ko:K20534	psr:PSTAA_1233
ko:K20529	psr:PSTAA_2450
ko:K20530	psr:PSTAA_2451
ko:K20541	psr:PSTAA_0331
ko:K20972	psr:PSTAA_3444
ko:K01214	psr:PSTAA_2173
ko:K11529	psr:PSTAA_3282
ko:K07100	psr:PSTAA_0425
ko:K20881	psr:PSTAA_0371
ko:K01200	psr:PSTAA_3129
ko:K20966	psr:PSTAA_0423
ko:K20997	psr:PSTAA_2598
ko:K21019	psr:PSTAA_1109
ko:K01768	psr:PSTAA_2569
ko:K20975	psr:PSTAA_2009
ko:K20976	psr:PSTAA_2693
ko:K20977	psr:PSTAA_2694
ko:K20978	psr:PSTAA_2695
ko:K07689	psr:PSTAA_2117
ko:K21053	psr:PSTAA_3703
ko:K21020	psr:PSTAA_0880
ko:K22253	psr:PSTAA_3585
ko:K00840	psr:PSTAA_1677
ko:K21024	psr:PSTAA_3298
ko:K21029	psr:PSTAA_3346
ko:K21025	psr:PSTAA_3885
ko:K21218	psr:PSTAA_1164
ko:K00287	psr:PSTAA_4168
ko:K03676	psr:PSTAA_4230
ko:K00560	psr:PSTAA_0467
ko:K07336	psr:PSTAA_0959
ko:K02314	psr:PSTAA_3747
ko:K06217	psr:PSTAA_3845
ko:K14623	psr:PSTAA_0295
ko:K06919	psr:PSTAA_1499
ko:K03553	psr:PSTAA_1531
ko:K01520	psr:PSTAA_0524
ko:K02316	psr:PSTAA_0651
ko:K03546	psr:PSTAA_0787
ko:K00525	psr:PSTAA_1665
ko:K02335	psr:PSTAA_0136
ko:K02030	psr:PSTAA_2712
ko:K09983	psr:PSTAA_4299
ko:K00526	psr:PSTAA_1664
ko:K21417	psr:PSTAA_3016
ko:K21416	psr:PSTAA_3014
ko:K21393	psr:PSTAA_2230
ko:K21395	psr:PSTAA_2229
ko:K21420	psr:PSTAA_2324
ko:K11690	psr:PSTAA_0083
ko:K21405	psr:PSTAA_3011
ko:K21470	psr:PSTAA_0318
ko:K01420	psr:PSTAA_1856
ko:K21563	psr:PSTAA_3606
ko:K07334	psr:PSTAA_2459
ko:K21498	psr:PSTAA_2460
ko:K21711	psr:PSTAA_0247
ko:K21563	psr:PSTAA_0834
ko:K21563	psr:PSTAA_3615
ko:K08365	psr:PSTAA_4056
ko:K01816	psr:PSTAA_3137
ko:K01816	psr:PSTAA_3280
ko:K22132	psr:PSTAA_2814
ko:K22067	psr:PSTAA_2509
ko:K03595	psr:PSTAA_1195
ko:K07183	psr:PSTAA_2510
ko:K22187	psr:PSTAA_3997
ko:K22292	psr:PSTAA_2350
ko:K02257	psr:PSTAA_4326
ko:K11391	psr:PSTAA_0877
ko:K03469	psr:PSTAA_2279
ko:K11206	psr:PSTAA_0986
ko:K13566	psr:PSTAA_3186
ko:K01551	psr:PSTAA_0428
ko:K22491	psr:PSTAA_2005
ko:K22491	psr:PSTAA_1993
ko:K22452	psr:PSTAA_1934
