ko:K07489	ypv:BZ15_2605
ko:K01629	ypv:BZ15_3245
ko:K03534	ypv:BZ15_3247
ko:K03111	ypv:BZ15_3248
ko:K03701	ypv:BZ15_3249
ko:K00832	ypv:BZ15_3251
ko:K01775	ypv:BZ15_3252
ko:K05539	ypv:BZ15_3256
ko:K09823	ypv:BZ15_3257
ko:K01356	ypv:BZ15_3258
ko:K04091	ypv:BZ15_4069
ko:K15554	ypv:BZ15_4070
ko:K15555	ypv:BZ15_4071
ko:K07473	ypv:BZ15_4072
ko:K06901	ypv:BZ15_4073
ko:K03316	ypv:BZ15_4074
ko:K12974	ypv:BZ15_4076
ko:K02058	ypv:BZ15_4077
ko:K02056	ypv:BZ15_4078
ko:K02057	ypv:BZ15_4079
ko:K02057	ypv:BZ15_4080
ko:K11209	ypv:BZ15_4083
ko:K07491	ypv:BZ15_4086
ko:K03704	ypv:BZ15_4087
ko:K03704	ypv:BZ15_4088
ko:K01607	ypv:BZ15_4092
ko:K03557	ypv:BZ15_4096
ko:K05540	ypv:BZ15_4097
ko:K02687	ypv:BZ15_4098
ko:K14392	ypv:BZ15_4099
ko:K01961	ypv:BZ15_4102
ko:K02160	ypv:BZ15_4103
ko:K03786	ypv:BZ15_4104
ko:K17247	ypv:BZ15_4105
ko:K18765	ypv:BZ15_4108
ko:K03569	ypv:BZ15_4109
ko:K03570	ypv:BZ15_4110
ko:K03571	ypv:BZ15_4111
ko:K06287	ypv:BZ15_4112
ko:K08301	ypv:BZ15_4113
ko:K03568	ypv:BZ15_4116
ko:K11021	ypv:BZ15_4117
ko:K11021	ypv:BZ15_4118
ko:K06887	ypv:BZ15_734
ko:K07724	ypv:BZ15_739
ko:K05367	ypv:BZ15_740
ko:K03475	ypv:BZ15_743
ko:K07095	ypv:BZ15_745
ko:K07071	ypv:BZ15_747
ko:K10017	ypv:BZ15_748
ko:K10015	ypv:BZ15_749
ko:K10016	ypv:BZ15_750
ko:K10014	ypv:BZ15_751
ko:K03186	ypv:BZ15_752
ko:K00764	ypv:BZ15_753
ko:K03558	ypv:BZ15_754
ko:K03749	ypv:BZ15_755
ko:K11754	ypv:BZ15_756
ko:K01963	ypv:BZ15_757
ko:K03975	ypv:BZ15_758
ko:K06173	ypv:BZ15_759
ko:K07491	ypv:BZ15_761
ko:K03473	ypv:BZ15_762
ko:K01779	ypv:BZ15_767
ko:K00647	ypv:BZ15_768
ko:K15461	ypv:BZ15_769
ko:K09906	ypv:BZ15_771
ko:K07090	ypv:BZ15_772
ko:K07261	ypv:BZ15_773
ko:K01736	ypv:BZ15_774
ko:K07320	ypv:BZ15_775
ko:K08296	ypv:BZ15_777
ko:K01782	ypv:BZ15_778
ko:K06076	ypv:BZ15_781
ko:K04754	ypv:BZ15_782
ko:K02004	ypv:BZ15_1597
ko:K02004	ypv:BZ15_1598
ko:K07230	ypv:BZ15_1600
ko:K07243	ypv:BZ15_1601
ko:K01425	ypv:BZ15_1603
ko:K11738	ypv:BZ15_1605
ko:K00350	ypv:BZ15_1607
ko:K18292	ypv:BZ15_1614
ko:K18290	ypv:BZ15_1615
ko:K18288	ypv:BZ15_1616
ko:K07688	ypv:BZ15_1618
ko:K07345	ypv:BZ15_1621
ko:K07347	ypv:BZ15_1623
ko:K04781	ypv:BZ15_1628
ko:K05373	ypv:BZ15_1629
ko:K06147	ypv:BZ15_1630
ko:K06147	ypv:BZ15_1631
ko:K05372	ypv:BZ15_1632
ko:K04784	ypv:BZ15_1633
ko:K04786	ypv:BZ15_1634
ko:K04785	ypv:BZ15_1635
ko:K05374	ypv:BZ15_1636
ko:K04783	ypv:BZ15_1637
ko:K15721	ypv:BZ15_1638
ko:K07733	ypv:BZ15_1641
ko:K10111	ypv:BZ15_1649
ko:K10111	ypv:BZ15_1650
ko:K02026	ypv:BZ15_1651
ko:K02025	ypv:BZ15_1652
ko:K02027	ypv:BZ15_1653
ko:K00240	ypv:BZ15_2451
ko:K00239	ypv:BZ15_2452
ko:K00242	ypv:BZ15_2453
ko:K00241	ypv:BZ15_2454
ko:K01647	ypv:BZ15_2455
ko:K03687	ypv:BZ15_2456
ko:K00858	ypv:BZ15_2457
ko:K03631	ypv:BZ15_2458
ko:K06186	ypv:BZ15_2459
ko:K09801	ypv:BZ15_2460
ko:K03664	ypv:BZ15_2462
ko:K07491	ypv:BZ15_2463
ko:K07733	ypv:BZ15_2468
ko:K03457	ypv:BZ15_2480
ko:K02342	ypv:BZ15_2482
ko:K03469	ypv:BZ15_2483
ko:K01069	ypv:BZ15_2485
ko:K08307	ypv:BZ15_2486
ko:K06222	ypv:BZ15_2489
ko:K03273	ypv:BZ15_2495
ko:K02071	ypv:BZ15_2496
ko:K02072	ypv:BZ15_2497
ko:K02073	ypv:BZ15_2498
ko:K06080	ypv:BZ15_2499
ko:K01881	ypv:BZ15_2501
ko:K06079	ypv:BZ15_2502
ko:K15034	ypv:BZ15_2503
ko:K19000	ypv:BZ15_2506
ko:K18984	ypv:BZ15_3312
ko:K03220	ypv:BZ15_3313
ko:K03219	ypv:BZ15_3314
ko:K14978	ypv:BZ15_3315
ko:K14979	ypv:BZ15_3316
ko:K11102	ypv:BZ15_3317
ko:K01895	ypv:BZ15_3318
ko:K14393	ypv:BZ15_3320
ko:K00014	ypv:BZ15_3325
ko:K07566	ypv:BZ15_3326
ko:K07479	ypv:BZ15_3327
ko:K03747	ypv:BZ15_3328
ko:K04096	ypv:BZ15_3329
ko:K01462	ypv:BZ15_3330
ko:K00604	ypv:BZ15_3331
ko:K03500	ypv:BZ15_3332
ko:K03499	ypv:BZ15_3333
ko:K03282	ypv:BZ15_3334
ko:K09890	ypv:BZ15_3335
ko:K02879	ypv:BZ15_3337
ko:K03040	ypv:BZ15_3338
ko:K02986	ypv:BZ15_3339
ko:K02948	ypv:BZ15_3340
ko:K02952	ypv:BZ15_3341
ko:K02919	ypv:BZ15_3342
ko:K03076	ypv:BZ15_3343
ko:K02876	ypv:BZ15_3344
ko:K02907	ypv:BZ15_3345
ko:K02988	ypv:BZ15_3346
ko:K02881	ypv:BZ15_3347
ko:K02933	ypv:BZ15_3348
ko:K02994	ypv:BZ15_3349
ko:K02954	ypv:BZ15_3350
ko:K02931	ypv:BZ15_3351
ko:K02895	ypv:BZ15_3352
ko:K02874	ypv:BZ15_3353
ko:K02961	ypv:BZ15_3354
ko:K02904	ypv:BZ15_3355
ko:K02878	ypv:BZ15_3356
ko:K02982	ypv:BZ15_3357
ko:K02890	ypv:BZ15_3358
ko:K02965	ypv:BZ15_3359
ko:K02886	ypv:BZ15_3360
ko:K02892	ypv:BZ15_3361
ko:K02926	ypv:BZ15_3362
ko:K02906	ypv:BZ15_3363
ko:K02946	ypv:BZ15_3364
ko:K03600	ypv:BZ15_4175
ko:K00266	ypv:BZ15_4177
ko:K00265	ypv:BZ15_4178
ko:K07139	ypv:BZ15_4179
ko:K07648	ypv:BZ15_4180
ko:K03814	ypv:BZ15_4182
ko:K12961	ypv:BZ15_4184
ko:K07460	ypv:BZ15_4185
ko:K07121	ypv:BZ15_4186
ko:K07056	ypv:BZ15_4187
ko:K06911	ypv:BZ15_4188
ko:K07393	ypv:BZ15_4190
ko:K06889	ypv:BZ15_4194
ko:K02990	ypv:BZ15_4196
ko:K02963	ypv:BZ15_4197
ko:K02939	ypv:BZ15_4198
ko:K07491	ypv:BZ15_4199
ko:K07269	ypv:BZ15_4201
ko:K03773	ypv:BZ15_4202
ko:K07322	ypv:BZ15_4203
ko:K01119	ypv:BZ15_4204
ko:K01082	ypv:BZ15_4205
ko:K07109	ypv:BZ15_4206
ko:K07304	ypv:BZ15_4209
ko:K07278	ypv:BZ15_4210
ko:K09800	ypv:BZ15_4211
ko:K01507	ypv:BZ15_4213
ko:K03841	ypv:BZ15_4214
ko:K07128	ypv:BZ15_4219
ko:K07128	ypv:BZ15_4221
ko:K02558	ypv:BZ15_1
ko:K03402	ypv:BZ15_3
ko:K00024	ypv:BZ15_4
ko:K07724	ypv:BZ15_5
ko:K02523	ypv:BZ15_7
ko:K02888	ypv:BZ15_8
ko:K01546	ypv:BZ15_839
ko:K01547	ypv:BZ15_840
ko:K01548	ypv:BZ15_841
ko:K07646	ypv:BZ15_842
ko:K07667	ypv:BZ15_843
ko:K08978	ypv:BZ15_844
ko:K01835	ypv:BZ15_847
ko:K03645	ypv:BZ15_848
ko:K03478	ypv:BZ15_851
ko:K03490	ypv:BZ15_852
ko:K02759	ypv:BZ15_853
ko:K02761	ypv:BZ15_854
ko:K02760	ypv:BZ15_855
ko:K06199	ypv:BZ15_856
ko:K06199	ypv:BZ15_857
ko:K10716	ypv:BZ15_858
ko:K07241	ypv:BZ15_860
ko:K08717	ypv:BZ15_861
ko:K03190	ypv:BZ15_862
ko:K03189	ypv:BZ15_863
ko:K03188	ypv:BZ15_864
ko:K03187	ypv:BZ15_865
ko:K01428	ypv:BZ15_866
ko:K01429	ypv:BZ15_867
ko:K01430	ypv:BZ15_868
ko:K02034	ypv:BZ15_872
ko:K02033	ypv:BZ15_873
ko:K02035	ypv:BZ15_874
ko:K03704	ypv:BZ15_875
ko:K03647	ypv:BZ15_883
ko:K02000	ypv:BZ15_886
ko:K02001	ypv:BZ15_887
ko:K02002	ypv:BZ15_888
ko:K16842	ypv:BZ15_889
ko:K02422	ypv:BZ15_1710
ko:K02423	ypv:BZ15_1711
ko:K01247	ypv:BZ15_1715
ko:K07341	ypv:BZ15_1716
ko:K02408	ypv:BZ15_1718
ko:K02409	ypv:BZ15_1719
ko:K02410	ypv:BZ15_1720
ko:K02411	ypv:BZ15_1721
ko:K02412	ypv:BZ15_1722
ko:K02413	ypv:BZ15_1723
ko:K02414	ypv:BZ15_1724
ko:K02415	ypv:BZ15_1725
ko:K02416	ypv:BZ15_1726
ko:K02417	ypv:BZ15_1727
ko:K02418	ypv:BZ15_1728
ko:K02419	ypv:BZ15_1729
ko:K02420	ypv:BZ15_1730
ko:K02421	ypv:BZ15_1731
ko:K02057	ypv:BZ15_1735
ko:K02056	ypv:BZ15_1736
ko:K02058	ypv:BZ15_1737
ko:K02057	ypv:BZ15_1738
ko:K02397	ypv:BZ15_1741
ko:K02396	ypv:BZ15_1742
ko:K02395	ypv:BZ15_1743
ko:K02394	ypv:BZ15_1744
ko:K02393	ypv:BZ15_1745
ko:K02392	ypv:BZ15_1746
ko:K02391	ypv:BZ15_1747
ko:K02390	ypv:BZ15_1748
ko:K02389	ypv:BZ15_1749
ko:K02388	ypv:BZ15_1750
ko:K02387	ypv:BZ15_1751
ko:K02386	ypv:BZ15_1752
ko:K02398	ypv:BZ15_1753
ko:K02399	ypv:BZ15_1754
ko:K07491	ypv:BZ15_1756
ko:K03516	ypv:BZ15_1758
ko:K02400	ypv:BZ15_1759
ko:K02401	ypv:BZ15_1760
ko:K02014	ypv:BZ15_2563
ko:K01258	ypv:BZ15_2564
ko:K12942	ypv:BZ15_2565
ko:K12678	ypv:BZ15_2569
ko:K07483	ypv:BZ15_2577
ko:K02014	ypv:BZ15_2579
ko:K03897	ypv:BZ15_2580
ko:K03895	ypv:BZ15_2581
ko:K03896	ypv:BZ15_2582
ko:K03894	ypv:BZ15_2583
ko:K03894	ypv:BZ15_2584
ko:K07052	ypv:BZ15_2591
ko:K11901	ypv:BZ15_2596
ko:K11900	ypv:BZ15_2597
ko:K11893	ypv:BZ15_2598
ko:K11892	ypv:BZ15_2599
ko:K11903	ypv:BZ15_2601
ko:K11907	ypv:BZ15_2602
ko:K11904	ypv:BZ15_2603
ko:K07480	ypv:BZ15_2610
ko:K01735	ypv:BZ15_3416
ko:K00891	ypv:BZ15_3417
ko:K02507	ypv:BZ15_3418
ko:K12291	ypv:BZ15_3419
ko:K12290	ypv:BZ15_3420
ko:K12289	ypv:BZ15_3421
ko:K12288	ypv:BZ15_3422
ko:K05366	ypv:BZ15_3423
ko:K08312	ypv:BZ15_3424
ko:K04762	ypv:BZ15_3428
ko:K04083	ypv:BZ15_3429
ko:K01610	ypv:BZ15_3430
ko:K07638	ypv:BZ15_3431
ko:K07659	ypv:BZ15_3432
ko:K04760	ypv:BZ15_3433
ko:K06959	ypv:BZ15_3434
ko:K04758	ypv:BZ15_3435
ko:K04759	ypv:BZ15_3436
ko:K07490	ypv:BZ15_3437
ko:K02170	ypv:BZ15_3439
ko:K07400	ypv:BZ15_3441
ko:K00705	ypv:BZ15_3442
ko:K00688	ypv:BZ15_3443
ko:K03556	ypv:BZ15_3445
ko:K02439	ypv:BZ15_3446
ko:K02441	ypv:BZ15_3447
ko:K02444	ypv:BZ15_3448
ko:K07483	ypv:BZ15_3449
ko:K00297	ypv:BZ15_3451
ko:K12525	ypv:BZ15_3452
ko:K01739	ypv:BZ15_3454
ko:K03764	ypv:BZ15_3455
ko:K02909	ypv:BZ15_3457
ko:K04066	ypv:BZ15_3458
ko:K05499	ypv:BZ15_3460
ko:K03591	ypv:BZ15_3461
ko:K01419	ypv:BZ15_3462
ko:K03667	ypv:BZ15_3463
ko:K02548	ypv:BZ15_3464
ko:K02553	ypv:BZ15_3465
ko:K13408	ypv:BZ15_3468
ko:K03497	ypv:BZ15_4291
ko:K03219	ypv:BZ15_4314
ko:K03220	ypv:BZ15_4315
ko:K04050	ypv:BZ15_4316
ko:K03221	ypv:BZ15_4317
ko:K04051	ypv:BZ15_4318
ko:K04052	ypv:BZ15_4319
ko:K04053	ypv:BZ15_4320
ko:K03222	ypv:BZ15_4321
ko:K04054	ypv:BZ15_4322
ko:K03223	ypv:BZ15_4323
ko:K08598	ypv:BZ15_4331
ko:K07483	ypv:BZ15_4334
ko:K07483	ypv:BZ15_4343
ko:K02034	ypv:BZ15_71
ko:K02033	ypv:BZ15_72
ko:K00611	ypv:BZ15_76
ko:K09893	ypv:BZ15_77
ko:K03828	ypv:BZ15_78
ko:K01873	ypv:BZ15_79
ko:K02339	ypv:BZ15_80
ko:K01255	ypv:BZ15_81
ko:K07091	ypv:BZ15_82
ko:K11720	ypv:BZ15_83
ko:K07491	ypv:BZ15_90
ko:K09862	ypv:BZ15_91
ko:K18778	ypv:BZ15_92
ko:K00859	ypv:BZ15_93
ko:K00364	ypv:BZ15_94
ko:K02505	ypv:BZ15_95
ko:K02504	ypv:BZ15_96
ko:K02682	ypv:BZ15_97
ko:K00767	ypv:BZ15_98
ko:K03806	ypv:BZ15_99
ko:K03807	ypv:BZ15_100
ko:K11734	ypv:BZ15_101
ko:K00163	ypv:BZ15_103
ko:K00627	ypv:BZ15_104
ko:K00382	ypv:BZ15_105
ko:K07491	ypv:BZ15_106
ko:K01682	ypv:BZ15_107
ko:K09910	ypv:BZ15_108
ko:K01611	ypv:BZ15_110
ko:K00797	ypv:BZ15_111
ko:K14588	ypv:BZ15_113
ko:K00760	ypv:BZ15_114
ko:K01673	ypv:BZ15_115
ko:K01990	ypv:BZ15_116
ko:K01992	ypv:BZ15_117
ko:K01579	ypv:BZ15_119
ko:K01918	ypv:BZ15_120
ko:K00606	ypv:BZ15_121
ko:K06147	ypv:BZ15_949
ko:K03337	ypv:BZ15_951
ko:K03335	ypv:BZ15_952
ko:K03338	ypv:BZ15_953
ko:K17209	ypv:BZ15_955
ko:K17210	ypv:BZ15_956
ko:K17208	ypv:BZ15_957
ko:K00010	ypv:BZ15_958
ko:K00010	ypv:BZ15_959
ko:K03336	ypv:BZ15_960
ko:K00140	ypv:BZ15_961
ko:K08996	ypv:BZ15_964
ko:K06894	ypv:BZ15_966
ko:K02822	ypv:BZ15_969
ko:K02821	ypv:BZ15_970
ko:K13788	ypv:BZ15_972
ko:K00925	ypv:BZ15_973
ko:K09899	ypv:BZ15_974
ko:K09161	ypv:BZ15_975
ko:K08722	ypv:BZ15_978
ko:K14260	ypv:BZ15_979
ko:K00330	ypv:BZ15_981
ko:K00331	ypv:BZ15_982
ko:K13378	ypv:BZ15_983
ko:K00334	ypv:BZ15_984
ko:K00335	ypv:BZ15_985
ko:K00336	ypv:BZ15_986
ko:K00337	ypv:BZ15_987
ko:K00338	ypv:BZ15_988
ko:K00339	ypv:BZ15_989
ko:K00340	ypv:BZ15_990
ko:K00341	ypv:BZ15_991
ko:K01120	ypv:BZ15_835
ko:K04772	ypv:BZ15_4169
ko:K04771	ypv:BZ15_140
ko:K04055	ypv:BZ15_4324
ko:K01139	ypv:BZ15_3530
ko:K19270	ypv:BZ15_976
ko:K07497	ypv:BZ15_3182
ko:K07497	ypv:BZ15_4032
ko:K07497	ypv:BZ15_1657
ko:K19265	ypv:BZ15_553
ko:K00839	ypv:BZ15_281
ko:K07497	ypv:BZ15_1673
ko:K07489	ypv:BZ15_2609
ko:K03722	ypv:BZ15_1465
ko:K07497	ypv:BZ15_2576
ko:K07497	ypv:BZ15_3450
ko:K07497	ypv:BZ15_4325
ko:K07497	ypv:BZ15_4327
ko:K07497	ypv:BZ15_4330
ko:K07497	ypv:BZ15_4341
ko:K07497	ypv:BZ15_31
ko:K07497	ypv:BZ15_893
ko:K07497	ypv:BZ15_4354
ko:K07497	ypv:BZ15_4355
ko:K07497	ypv:BZ15_4363
ko:K07497	ypv:BZ15_4372
ko:K07497	ypv:BZ15_3610
ko:K07497	ypv:BZ15_2818
ko:K07497	ypv:BZ15_3658
ko:K07497	ypv:BZ15_3771
ko:K01138	ypv:BZ15_2746
ko:K03722	ypv:BZ15_2351
ko:K19267	ypv:BZ15_1906
ko:K19337	ypv:BZ15_1472
ko:K19334	ypv:BZ15_75
ko:K12341	ypv:BZ15_4346
ko:K02464	ypv:BZ15_2768
ko:K02485	ypv:BZ15_1365
ko:K01175	ypv:BZ15_895
ko:K19092	ypv:BZ15_4366
ko:K19270	ypv:BZ15_1081
ko:K19302	ypv:BZ15_2230
ko:K19304	ypv:BZ15_1475
ko:K19333	ypv:BZ15_1835
ko:K00525	ypv:BZ15_884
ko:K02031	ypv:BZ15_70
ko:K02031	ypv:BZ15_871
ko:K06867	ypv:BZ15_822
ko:K06867	ypv:BZ15_2571
ko:K06867	ypv:BZ15_185
ko:K19303	ypv:BZ15_1142
ko:K01096	ypv:BZ15_1317
ko:K01007	ypv:BZ15_1116
ko:K19577	ypv:BZ15_2777
ko:K06415	ypv:BZ15_1393
ko:K07486	ypv:BZ15_4272
ko:K14237	ypv:BZ15_1133
ko:K14237	ypv:BZ15_1132
ko:K14237	ypv:BZ15_547
ko:K14237	ypv:BZ15_548
ko:K14232	ypv:BZ15_2293
ko:K14228	ypv:BZ15_3146
ko:K14228	ypv:BZ15_3858
ko:K14230	ypv:BZ15_23
ko:K14230	ypv:BZ15_2547
ko:K14230	ypv:BZ15_2548
ko:K14230	ypv:BZ15_2933
ko:K14233	ypv:BZ15_1501
ko:K14233	ypv:BZ15_1511
ko:K14233	ypv:BZ15_2106
ko:K14233	ypv:BZ15_2331
ko:K14219	ypv:BZ15_221
ko:K14219	ypv:BZ15_222
ko:K14219	ypv:BZ15_223
ko:K14218	ypv:BZ15_542
ko:K14218	ypv:BZ15_544
ko:K02483	ypv:BZ15_528
ko:K14227	ypv:BZ15_256
ko:K14227	ypv:BZ15_4000
ko:K14227	ypv:BZ15_3958
ko:K14228	ypv:BZ15_84
ko:K14228	ypv:BZ15_22
ko:K14228	ypv:BZ15_912
ko:K14233	ypv:BZ15_220
ko:K07489	ypv:BZ15_2593
ko:K14238	ypv:BZ15_3672
ko:K14228	ypv:BZ15_1680
ko:K14230	ypv:BZ15_911
ko:K14230	ypv:BZ15_914
ko:K14219	ypv:BZ15_706
ko:K14219	ypv:BZ15_3855
ko:K14219	ypv:BZ15_793
ko:K14218	ypv:BZ15_3959
ko:K14218	ypv:BZ15_4001
ko:K14218	ypv:BZ15_257
ko:K02796	ypv:BZ15_1793
ko:K08566	ypv:BZ15_4409
ko:K00525	ypv:BZ15_2343
ko:K01985	ypv:BZ15_4006
ko:K01985	ypv:BZ15_3801
ko:K01985	ypv:BZ15_4004
ko:K01985	ypv:BZ15_260
ko:K01985	ypv:BZ15_3961
ko:K01985	ypv:BZ15_3557
ko:K01985	ypv:BZ15_2491
ko:K14225	ypv:BZ15_2689
ko:K01977	ypv:BZ15_3999
ko:K01977	ypv:BZ15_3957
ko:K01977	ypv:BZ15_3798
ko:K01977	ypv:BZ15_255
ko:K01977	ypv:BZ15_3560
ko:K01977	ypv:BZ15_2494
ko:K01980	ypv:BZ15_3800
ko:K01980	ypv:BZ15_4002
ko:K01980	ypv:BZ15_258
ko:K01980	ypv:BZ15_3558
ko:K01980	ypv:BZ15_3960
ko:K01980	ypv:BZ15_2492
ko:K05875	ypv:BZ15_3641
ko:K19775	ypv:BZ15_2997
ko:K19745	ypv:BZ15_4107
ko:K19778	ypv:BZ15_859
ko:K13060	ypv:BZ15_1072
ko:K11009	ypv:BZ15_4274
ko:K00799	ypv:BZ15_2240
ko:K07147	ypv:BZ15_4106
ko:K15777	ypv:BZ15_2916
ko:K07662	ypv:BZ15_3495
ko:K19802	ypv:BZ15_1186
ko:K19803	ypv:BZ15_2276
ko:K05874	ypv:BZ15_1877
ko:K01138	ypv:BZ15_481
ko:K19804	ypv:BZ15_1315
ko:K19810	ypv:BZ15_3219
ko:K15540	ypv:BZ15_587
ko:K00681	ypv:BZ15_333
ko:K07263	ypv:BZ15_3714
ko:K05874	ypv:BZ15_2773
ko:K07274	ypv:BZ15_1385
ko:K21636	ypv:BZ15_68
ko:K14224	ypv:BZ15_2493
ko:K14224	ypv:BZ15_3799
ko:K14224	ypv:BZ15_3559
ko:K14229	ypv:BZ15_2434
ko:K14229	ypv:BZ15_2435
ko:K14229	ypv:BZ15_549
ko:K14229	ypv:BZ15_1690
ko:K14222	ypv:BZ15_1681
ko:K14223	ypv:BZ15_913
ko:K14223	ypv:BZ15_915
ko:K07686	ypv:BZ15_3694
ko:K20268	ypv:BZ15_1006
ko:K14221	ypv:BZ15_2490
ko:K14221	ypv:BZ15_3802
ko:K20264	ypv:BZ15_1975
ko:K14221	ypv:BZ15_2481
ko:K14234	ypv:BZ15_2330
ko:K14234	ypv:BZ15_3968
ko:K14225	ypv:BZ15_3970
ko:K19591	ypv:BZ15_443
ko:K22443	ypv:BZ15_1039
ko:K22132	ypv:BZ15_2545
ko:K14220	ypv:BZ15_1626
ko:K14220	ypv:BZ15_1976
ko:K14220	ypv:BZ15_1817
ko:K14225	ypv:BZ15_1682
ko:K14225	ypv:BZ15_3205
ko:K14231	ypv:BZ15_2613
ko:K14231	ypv:BZ15_3232
ko:K14229	ypv:BZ15_2433
ko:K02438	ypv:BZ15_3764
ko:K20885	ypv:BZ15_1056
ko:K14234	ypv:BZ15_3971
ko:K14234	ypv:BZ15_4005
ko:K20862	ypv:BZ15_3871
ko:K14232	ypv:BZ15_3698
ko:K14226	ypv:BZ15_3856
ko:K14236	ypv:BZ15_1370
ko:K14236	ypv:BZ15_3969
ko:K14235	ypv:BZ15_3803
ko:K14232	ypv:BZ15_3859
ko:K21021	ypv:BZ15_3123
ko:K22025	ypv:BZ15_1303
ko:K21086	ypv:BZ15_3717
ko:K21087	ypv:BZ15_313
ko:K08968	ypv:BZ15_1847
ko:K00821	ypv:BZ15_3398
ko:K20968	ypv:BZ15_4404
ko:K00526	ypv:BZ15_2344
ko:K00526	ypv:BZ15_885
ko:K02335	ypv:BZ15_3550
ko:K00857	ypv:BZ15_1362
ko:K00287	ypv:BZ15_3084
ko:K14744	ypv:BZ15_1439
ko:K01185	ypv:BZ15_1440
ko:K06223	ypv:BZ15_1449
ko:K14059	ypv:BZ15_1453
ko:K02314	ypv:BZ15_3253
ko:K17733	ypv:BZ15_4120
ko:K06217	ypv:BZ15_1585
ko:K06866	ypv:BZ15_825
ko:K06903	ypv:BZ15_1667
ko:K06907	ypv:BZ15_1671
ko:K06223	ypv:BZ15_3414
ko:K09882	ypv:BZ15_4262
ko:K06191	ypv:BZ15_882
ko:K06217	ypv:BZ15_918
ko:K03676	ypv:BZ15_3502
ko:K04068	ypv:BZ15_67
ko:K06919	ypv:BZ15_2696
ko:K01520	ypv:BZ15_3521
ko:K03553	ypv:BZ15_216
ko:K00560	ypv:BZ15_2790
ko:K03546	ypv:BZ15_323
ko:K02316	ypv:BZ15_2931
ko:K10954	ypv:BZ15_1246
ko:K10954	ypv:BZ15_1260
ko:K00050	ypv:BZ15_1000
ko:K00108	ypv:BZ15_2392
ko:K13695	ypv:BZ15_1110
ko:K21470	ypv:BZ15_2145
ko:K01420	ypv:BZ15_1225
ko:K21698	ypv:BZ15_4127
ko:K21695	ypv:BZ15_4128
ko:K21936	ypv:BZ15_3283
ko:K21948	ypv:BZ15_2320
ko:K13638	ypv:BZ15_3336
ko:K22015	ypv:BZ15_3228
ko:K22051	ypv:BZ15_3210
ko:K22130	ypv:BZ15_2319
ko:K03595	ypv:BZ15_808
ko:K22105	ypv:BZ15_3793
ko:K22131	ypv:BZ15_2317
ko:K22110	ypv:BZ15_3709
ko:K22110	ypv:BZ15_1831
ko:K03079	ypv:BZ15_190
ko:K22444	ypv:BZ15_1040
ko:K03077	ypv:BZ15_197
ko:K22278	ypv:BZ15_1979
ko:K03077	ypv:BZ15_1310
ko:K02257	ypv:BZ15_360
ko:K11391	ypv:BZ15_2985
ko:K00590	ypv:BZ15_3181
ko:K07319	ypv:BZ15_4285
ko:K00424	ypv:BZ15_2444
ko:K22601	ypv:BZ15_274
