ko:K18928	bpsd:BBX_5391
ko:K02313	bpsd:BBX_258
ko:K02338	bpsd:BBX_259
ko:K02470	bpsd:BBX_260
ko:K03781	bpsd:BBX_263
ko:K03088	bpsd:BBX_264
ko:K01782	bpsd:BBX_272
ko:K00626	bpsd:BBX_273
ko:K02616	bpsd:BBX_276
ko:K05712	bpsd:BBX_1102
ko:K08195	bpsd:BBX_1104
ko:K00451	bpsd:BBX_1105
ko:K01555	bpsd:BBX_1106
ko:K04719	bpsd:BBX_1109
ko:K03778	bpsd:BBX_1110
ko:K07506	bpsd:BBX_1113
ko:K13482	bpsd:BBX_1118
ko:K02014	bpsd:BBX_1121
ko:K02013	bpsd:BBX_1122
ko:K02016	bpsd:BBX_1123
ko:K02015	bpsd:BBX_1124
ko:K07518	bpsd:BBX_1129
ko:K07090	bpsd:BBX_1131
ko:K01126	bpsd:BBX_1133
ko:K07275	bpsd:BBX_1141
ko:K04078	bpsd:BBX_1147
ko:K04077	bpsd:BBX_1148
ko:K00941	bpsd:BBX_1149
ko:K00003	bpsd:BBX_1958
ko:K01733	bpsd:BBX_1959
ko:K03750	bpsd:BBX_1960
ko:K03636	bpsd:BBX_1961
ko:K03635	bpsd:BBX_1962
ko:K06886	bpsd:BBX_1963
ko:K13771	bpsd:BBX_1964
ko:K03695	bpsd:BBX_1965
ko:K01607	bpsd:BBX_1969
ko:K03327	bpsd:BBX_1970
ko:K02909	bpsd:BBX_1972
ko:K09933	bpsd:BBX_1973
ko:K03628	bpsd:BBX_1976
ko:K03671	bpsd:BBX_1977
ko:K02343	bpsd:BBX_1978
ko:K02343	bpsd:BBX_1979
ko:K09747	bpsd:BBX_1980
ko:K06187	bpsd:BBX_1981
ko:K03787	bpsd:BBX_1983
ko:K00573	bpsd:BBX_1984
ko:K06194	bpsd:BBX_1985
ko:K03087	bpsd:BBX_1986
ko:K07501	bpsd:BBX_1987
ko:K03215	bpsd:BBX_1989
ko:K00940	bpsd:BBX_1991
ko:K06941	bpsd:BBX_1992
ko:K15539	bpsd:BBX_1993
ko:K01892	bpsd:BBX_1995
ko:K17713	bpsd:BBX_1997
ko:K03977	bpsd:BBX_1998
ko:K03666	bpsd:BBX_1999
ko:K03665	bpsd:BBX_2000
ko:K04088	bpsd:BBX_2001
ko:K04087	bpsd:BBX_2002
ko:K09937	bpsd:BBX_2003
ko:K02502	bpsd:BBX_2004
ko:K01939	bpsd:BBX_2005
ko:K07101	bpsd:BBX_2006
ko:K03549	bpsd:BBX_2007
ko:K06959	bpsd:BBX_2010
ko:K00969	bpsd:BBX_2808
ko:K09710	bpsd:BBX_2809
ko:K00783	bpsd:BBX_2810
ko:K06287	bpsd:BBX_2811
ko:K08301	bpsd:BBX_2812
ko:K16345	bpsd:BBX_2836
ko:K03088	bpsd:BBX_2843
ko:K02849	bpsd:BBX_2850
ko:K11085	bpsd:BBX_2855
ko:K02337	bpsd:BBX_2856
ko:K07146	bpsd:BBX_2858
ko:K01894	bpsd:BBX_2859
ko:K08289	bpsd:BBX_2863
ko:K03762	bpsd:BBX_3665
ko:K07141	bpsd:BBX_3668
ko:K03406	bpsd:BBX_3669
ko:K03587	bpsd:BBX_3671
ko:K02058	bpsd:BBX_3672
ko:K03455	bpsd:BBX_3674
ko:K07044	bpsd:BBX_3675
ko:K16074	bpsd:BBX_3680
ko:K02027	bpsd:BBX_3686
ko:K02026	bpsd:BBX_3687
ko:K05351	bpsd:BBX_3688
ko:K10112	bpsd:BBX_3689
ko:K00854	bpsd:BBX_3691
ko:K07258	bpsd:BBX_3692
ko:K03587	bpsd:BBX_3693
ko:K00380	bpsd:BBX_3695
ko:K00363	bpsd:BBX_3696
ko:K00362	bpsd:BBX_3697
ko:K02575	bpsd:BBX_3698
ko:K02303	bpsd:BBX_3699
ko:K01495	bpsd:BBX_3702
ko:K00059	bpsd:BBX_3709
ko:K13953	bpsd:BBX_4517
ko:K02115	bpsd:BBX_4518
ko:K02111	bpsd:BBX_4519
ko:K02109	bpsd:BBX_4520
ko:K02110	bpsd:BBX_4521
ko:K02108	bpsd:BBX_4522
ko:K02116	bpsd:BBX_4524
ko:K02114	bpsd:BBX_4525
ko:K02112	bpsd:BBX_4526
ko:K03821	bpsd:BBX_4527
ko:K00625	bpsd:BBX_4528
ko:K00925	bpsd:BBX_4529
ko:K16370	bpsd:BBX_4530
ko:K01489	bpsd:BBX_4532
ko:K00758	bpsd:BBX_4533
ko:K01619	bpsd:BBX_4536
ko:K03317	bpsd:BBX_4537
ko:K07006	bpsd:BBX_4538
ko:K12340	bpsd:BBX_710
ko:K13409	bpsd:BBX_711
ko:K13408	bpsd:BBX_712
ko:K01256	bpsd:BBX_715
ko:K09941	bpsd:BBX_720
ko:K04046	bpsd:BBX_724
ko:K00459	bpsd:BBX_1528
ko:K08303	bpsd:BBX_1529
ko:K04561	bpsd:BBX_1539
ko:K00496	bpsd:BBX_1540
ko:K01669	bpsd:BBX_1541
ko:K00860	bpsd:BBX_1542
ko:K07782	bpsd:BBX_1543
ko:K06133	bpsd:BBX_1545
ko:K01745	bpsd:BBX_1546
ko:K05836	bpsd:BBX_1547
ko:K01712	bpsd:BBX_1548
ko:K09975	bpsd:BBX_1549
ko:K01468	bpsd:BBX_1550
ko:K05603	bpsd:BBX_1551
ko:K07010	bpsd:BBX_1554
ko:K01915	bpsd:BBX_1555
ko:K12256	bpsd:BBX_1556
ko:K14682	bpsd:BBX_1565
ko:K03578	bpsd:BBX_1566
ko:K01915	bpsd:BBX_1572
ko:K07708	bpsd:BBX_1573
ko:K07712	bpsd:BBX_1574
ko:K01142	bpsd:BBX_1575
ko:K07684	bpsd:BBX_1576
ko:K07673	bpsd:BBX_1577
ko:K00374	bpsd:BBX_1578
ko:K00373	bpsd:BBX_1579
ko:K00371	bpsd:BBX_1580
ko:K06207	bpsd:BBX_2385
ko:K03543	bpsd:BBX_2388
ko:K03446	bpsd:BBX_2389
ko:K03177	bpsd:BBX_2390
ko:K02834	bpsd:BBX_2391
ko:K02519	bpsd:BBX_2392
ko:K09748	bpsd:BBX_2394
ko:K06178	bpsd:BBX_2395
ko:K06024	bpsd:BBX_2396
ko:K07287	bpsd:BBX_2405
ko:K04764	bpsd:BBX_2412
ko:K01890	bpsd:BBX_2413
ko:K01889	bpsd:BBX_2414
ko:K02887	bpsd:BBX_2415
ko:K02916	bpsd:BBX_2416
ko:K02520	bpsd:BBX_2417
ko:K01868	bpsd:BBX_2418
ko:K00951	bpsd:BBX_2420
ko:K01029	bpsd:BBX_2428
ko:K01028	bpsd:BBX_2429
ko:K07107	bpsd:BBX_2433
ko:K00311	bpsd:BBX_2435
ko:K01736	bpsd:BBX_2436
ko:K00763	bpsd:BBX_3233
ko:K02050	bpsd:BBX_3236
ko:K02049	bpsd:BBX_3237
ko:K06917	bpsd:BBX_3239
ko:K11103	bpsd:BBX_3242
ko:K03776	bpsd:BBX_3245
ko:K01684	bpsd:BBX_3252
ko:K07245	bpsd:BBX_3253
ko:K11927	bpsd:BBX_3256
ko:K02444	bpsd:BBX_3260
ko:K00111	bpsd:BBX_3263
ko:K00864	bpsd:BBX_3264
ko:K02440	bpsd:BBX_3265
ko:K00800	bpsd:BBX_3267
ko:K00800	bpsd:BBX_3268
ko:K01953	bpsd:BBX_3269
ko:K02858	bpsd:BBX_3273
ko:K06168	bpsd:BBX_3277
ko:K07042	bpsd:BBX_3279
ko:K07232	bpsd:BBX_3280
ko:K06189	bpsd:BBX_3281
ko:K03820	bpsd:BBX_3282
ko:K01878	bpsd:BBX_3283
ko:K01879	bpsd:BBX_3284
ko:K03273	bpsd:BBX_3285
ko:K07154	bpsd:BBX_4097
ko:K12255	bpsd:BBX_4100
ko:K03219	bpsd:BBX_4107
ko:K02669	bpsd:BBX_4117
ko:K07657	bpsd:BBX_4119
ko:K03220	bpsd:BBX_4129
ko:K03227	bpsd:BBX_4131
ko:K03226	bpsd:BBX_4132
ko:K03225	bpsd:BBX_4133
ko:K03230	bpsd:BBX_4134
ko:K03229	bpsd:BBX_4135
ko:K18374	bpsd:BBX_4137
ko:K03222	bpsd:BBX_4138
ko:K03223	bpsd:BBX_4140
ko:K03224	bpsd:BBX_4141
ko:K05366	bpsd:BBX_4950
ko:K03825	bpsd:BBX_4957
ko:K02480	bpsd:BBX_4962
ko:K02004	bpsd:BBX_4972
ko:K02003	bpsd:BBX_4973
ko:K07003	bpsd:BBX_4978
ko:K04754	bpsd:BBX_4979
ko:K01607	bpsd:BBX_4980
ko:K10038	bpsd:BBX_4983
ko:K10037	bpsd:BBX_4984
ko:K10036	bpsd:BBX_4985
ko:K06045	bpsd:BBX_4987
ko:K03410	bpsd:BBX_4991
ko:K03088	bpsd:BBX_4995
ko:K04064	bpsd:BBX_5797
ko:K00375	bpsd:BBX_5799
ko:K07644	bpsd:BBX_5801
ko:K00666	bpsd:BBX_5803
ko:K00694	bpsd:BBX_5807
ko:K00822	bpsd:BBX_5814
ko:K00140	bpsd:BBX_5815
ko:K07068	bpsd:BBX_5824
ko:K01912	bpsd:BBX_5826
ko:K00523	bpsd:BBX_5830
ko:K04090	bpsd:BBX_5831
ko:K09780	bpsd:BBX_5833
ko:K00817	bpsd:BBX_5834
ko:K00059	bpsd:BBX_5835
ko:K07001	bpsd:BBX_5836
ko:K10112	bpsd:BBX_5848
ko:K00799	bpsd:BBX_4540
ko:K16692	bpsd:BBX_4554
ko:K01158	bpsd:BBX_4563
ko:K00645	bpsd:BBX_5369
ko:K01586	bpsd:BBX_5372
ko:K00053	bpsd:BBX_5374
ko:K00137	bpsd:BBX_5376
ko:K02073	bpsd:BBX_5383
ko:K02071	bpsd:BBX_5385
ko:K02072	bpsd:BBX_5386
ko:K00782	bpsd:BBX_5393
ko:K03303	bpsd:BBX_5394
ko:K15977	bpsd:BBX_5395
ko:K12658	bpsd:BBX_5402
ko:K00457	bpsd:BBX_5409
ko:K03786	bpsd:BBX_5410
ko:K00014	bpsd:BBX_5411
ko:K08194	bpsd:BBX_5412
ko:K03430	bpsd:BBX_5413
ko:K11081	bpsd:BBX_5414
ko:K11084	bpsd:BBX_5415
ko:K11083	bpsd:BBX_5416
ko:K11082	bpsd:BBX_5417
ko:K07282	bpsd:BBX_6225
ko:K01537	bpsd:BBX_6229
ko:K00941	bpsd:BBX_6233
ko:K10947	bpsd:BBX_279
ko:K01999	bpsd:BBX_285
ko:K01997	bpsd:BBX_286
ko:K01998	bpsd:BBX_287
ko:K01995	bpsd:BBX_288
ko:K01996	bpsd:BBX_289
ko:K01156	bpsd:BBX_292
ko:K07316	bpsd:BBX_293
ko:K07649	bpsd:BBX_296
ko:K02050	bpsd:BBX_297
ko:K02049	bpsd:BBX_298
ko:K02051	bpsd:BBX_299
ko:K02421	bpsd:BBX_303
ko:K02420	bpsd:BBX_304
ko:K02419	bpsd:BBX_305
ko:K02418	bpsd:BBX_306
ko:K02417	bpsd:BBX_307
ko:K02416	bpsd:BBX_308
ko:K02415	bpsd:BBX_309
ko:K06518	bpsd:BBX_312
ko:K03446	bpsd:BBX_314
ko:K03704	bpsd:BBX_728
ko:K03186	bpsd:BBX_731
ko:K07390	bpsd:BBX_732
ko:K02493	bpsd:BBX_733
ko:K02835	bpsd:BBX_734
ko:K02492	bpsd:BBX_735
ko:K01262	bpsd:BBX_738
ko:K01560	bpsd:BBX_740
ko:K01126	bpsd:BBX_743
ko:K11735	bpsd:BBX_745
ko:K06942	bpsd:BBX_750
ko:K03981	bpsd:BBX_754
ko:K01118	bpsd:BBX_756
ko:K03648	bpsd:BBX_757
ko:K01609	bpsd:BBX_759
ko:K00766	bpsd:BBX_760
ko:K01658	bpsd:BBX_761
ko:K01657	bpsd:BBX_762
ko:K01091	bpsd:BBX_763
ko:K01783	bpsd:BBX_764
ko:K06195	bpsd:BBX_765
ko:K08304	bpsd:BBX_767
ko:K01912	bpsd:BBX_768
ko:K02614	bpsd:BBX_769
ko:K15866	bpsd:BBX_770
ko:K01692	bpsd:BBX_773
ko:K00370	bpsd:BBX_1581
ko:K02575	bpsd:BBX_1582
ko:K02575	bpsd:BBX_1583
ko:K02346	bpsd:BBX_1585
ko:K01414	bpsd:BBX_1586
ko:K01491	bpsd:BBX_1587
ko:K00163	bpsd:BBX_1590
ko:K00627	bpsd:BBX_1591
ko:K00382	bpsd:BBX_1592
ko:K07262	bpsd:BBX_1594
ko:K01104	bpsd:BBX_1599
ko:K13643	bpsd:BBX_1600
ko:K04487	bpsd:BBX_1601
ko:K04488	bpsd:BBX_1602
ko:K13628	bpsd:BBX_1603
ko:K04082	bpsd:BBX_1604
ko:K04044	bpsd:BBX_1605
ko:K04755	bpsd:BBX_1606
ko:K04567	bpsd:BBX_1609
ko:K02836	bpsd:BBX_1610
ko:K07462	bpsd:BBX_1611
ko:K09808	bpsd:BBX_1613
ko:K09810	bpsd:BBX_1614
ko:K03424	bpsd:BBX_1615
ko:K02238	bpsd:BBX_1616
ko:K01937	bpsd:BBX_1618
ko:K01627	bpsd:BBX_1619
ko:K01689	bpsd:BBX_1620
ko:K05589	bpsd:BBX_1621
ko:K04083	bpsd:BBX_1623
ko:K07053	bpsd:BBX_1627
ko:K01867	bpsd:BBX_1630
ko:K01714	bpsd:BBX_1632
ko:K07287	bpsd:BBX_1633
ko:K07058	bpsd:BBX_2440
ko:K03809	bpsd:BBX_2441
ko:K03406	bpsd:BBX_2451
ko:K08223	bpsd:BBX_2452
ko:K01243	bpsd:BBX_2453
ko:K03657	bpsd:BBX_2454
ko:K01873	bpsd:BBX_2455
ko:K00963	bpsd:BBX_2456
ko:K00010	bpsd:BBX_2463
ko:K00010	bpsd:BBX_2464
ko:K02058	bpsd:BBX_2466
ko:K02057	bpsd:BBX_2467
ko:K02056	bpsd:BBX_2468
ko:K03338	bpsd:BBX_2469
ko:K03336	bpsd:BBX_2470
ko:K03335	bpsd:BBX_2471
ko:K03337	bpsd:BBX_2472
ko:K01996	bpsd:BBX_2473
ko:K01995	bpsd:BBX_2474
ko:K01998	bpsd:BBX_2474
ko:K01997	bpsd:BBX_2475
ko:K07107	bpsd:BBX_2476
ko:K01872	bpsd:BBX_2484
ko:K04062	bpsd:BBX_2486
ko:K01886	bpsd:BBX_2487
ko:K00655	bpsd:BBX_3286
ko:K07043	bpsd:BBX_3287
ko:K01759	bpsd:BBX_3288
ko:K02528	bpsd:BBX_3290
ko:K00097	bpsd:BBX_3291
ko:K21757	bpsd:BBX_4460
ko:K03587	bpsd:BBX_787
ko:K01928	bpsd:BBX_788
ko:K01929	bpsd:BBX_789
ko:K01000	bpsd:BBX_790
ko:K01925	bpsd:BBX_791
ko:K03588	bpsd:BBX_792
ko:K02563	bpsd:BBX_793
ko:K01924	bpsd:BBX_794
ko:K01921	bpsd:BBX_795
ko:K03589	bpsd:BBX_796
ko:K03590	bpsd:BBX_797
ko:K03531	bpsd:BBX_798
ko:K02535	bpsd:BBX_800
ko:K03070	bpsd:BBX_802
ko:K00620	bpsd:BBX_803
ko:K06923	bpsd:BBX_804
ko:K03574	bpsd:BBX_805
ko:K09862	bpsd:BBX_806
ko:K00859	bpsd:BBX_808
ko:K02654	bpsd:BBX_809
ko:K02653	bpsd:BBX_810
ko:K02652	bpsd:BBX_811
ko:K02523	bpsd:BBX_830
ko:K02888	bpsd:BBX_831
ko:K02899	bpsd:BBX_832
ko:K03979	bpsd:BBX_833
ko:K00931	bpsd:BBX_834
ko:K08311	bpsd:BBX_836
ko:K03775	bpsd:BBX_1637
ko:K03555	bpsd:BBX_1638
ko:K01207	bpsd:BBX_2490
ko:K00428	bpsd:BBX_2492
ko:K00209	bpsd:BBX_2494
ko:K03543	bpsd:BBX_2495
ko:K03446	bpsd:BBX_2496
ko:K07687	bpsd:BBX_2498
ko:K07347	bpsd:BBX_2501
ko:K07346	bpsd:BBX_2502
ko:K11896	bpsd:BBX_2530
ko:K04618	bpsd:BBX_2533
ko:K01192	bpsd:BBX_3342
ko:K09136	bpsd:BBX_3353
ko:K03701	bpsd:BBX_3380
ko:K01433	bpsd:BBX_3382
ko:K00759	bpsd:BBX_3385
ko:K03455	bpsd:BBX_3386
ko:K06041	bpsd:BBX_3387
ko:K03270	bpsd:BBX_3388
ko:K11719	bpsd:BBX_3389
ko:K09774	bpsd:BBX_3390
ko:K00963	bpsd:BBX_4200
ko:K01711	bpsd:BBX_4207
ko:K10764	bpsd:BBX_4210
ko:K00764	bpsd:BBX_4211
ko:K03558	bpsd:BBX_4212
ko:K03749	bpsd:BBX_4213
ko:K11754	bpsd:BBX_4214
ko:K01963	bpsd:BBX_4215
ko:K01695	bpsd:BBX_4216
ko:K01696	bpsd:BBX_4218
ko:K01817	bpsd:BBX_4219
ko:K06173	bpsd:BBX_4220
ko:K00133	bpsd:BBX_4222
ko:K00052	bpsd:BBX_4224
ko:K01704	bpsd:BBX_4225
ko:K01703	bpsd:BBX_4227
ko:K00163	bpsd:BBX_4231
ko:K01647	bpsd:BBX_4235
ko:K09159	bpsd:BBX_4236
ko:K00240	bpsd:BBX_4237
ko:K00239	bpsd:BBX_4238
ko:K00242	bpsd:BBX_4239
ko:K00241	bpsd:BBX_4240
ko:K03710	bpsd:BBX_4241
ko:K00024	bpsd:BBX_4242
ko:K01644	bpsd:BBX_4243
ko:K01720	bpsd:BBX_4245
ko:K08195	bpsd:BBX_5049
ko:K07240	bpsd:BBX_5056
ko:K08995	bpsd:BBX_5059
ko:K03088	bpsd:BBX_5061
ko:K03701	bpsd:BBX_5062
ko:K10125	bpsd:BBX_5067
ko:K10126	bpsd:BBX_5068
ko:K01114	bpsd:BBX_5073
ko:K11071	bpsd:BBX_5078
ko:K11070	bpsd:BBX_5079
ko:K11069	bpsd:BBX_5080
ko:K03671	bpsd:BBX_5086
ko:K02274	bpsd:BBX_5089
ko:K07345	bpsd:BBX_5095
ko:K15540	bpsd:BBX_5096
ko:K07347	bpsd:BBX_5097
ko:K07345	bpsd:BBX_5098
ko:K11892	bpsd:BBX_5099
ko:K11901	bpsd:BBX_5101
ko:K11900	bpsd:BBX_5102
ko:K05819	bpsd:BBX_5902
ko:K02056	bpsd:BBX_5907
ko:K02057	bpsd:BBX_5908
ko:K01685	bpsd:BBX_5910
ko:K07046	bpsd:BBX_5911
ko:K18335	bpsd:BBX_5912
ko:K18333	bpsd:BBX_5914
ko:K03534	bpsd:BBX_5915
ko:K01999	bpsd:BBX_5924
ko:K11068	bpsd:BBX_5925
ko:K11734	bpsd:BBX_5929
ko:K00832	bpsd:BBX_5930
ko:K03410	bpsd:BBX_5940
ko:K05367	bpsd:BBX_5941
ko:K06894	bpsd:BBX_5942
ko:K01869	bpsd:BBX_5946
ko:K03119	bpsd:BBX_5951
ko:K04127	bpsd:BBX_5952
ko:K01387	bpsd:BBX_5954
ko:K01897	bpsd:BBX_781
ko:K06134	bpsd:BBX_783
ko:K03925	bpsd:BBX_784
ko:K03438	bpsd:BBX_785
ko:K03586	bpsd:BBX_786
ko:K00505	bpsd:BBX_4253
ko:K14218	bpsd:BBX_2719
ko:K14218	bpsd:BBX_552
ko:K14218	bpsd:BBX_776
ko:K14218	bpsd:BBX_5423
ko:K00681	bpsd:BBX_3514
ko:K00681	bpsd:BBX_3747
ko:K00681	bpsd:BBX_3259
ko:K14230	bpsd:BBX_1584
ko:K14230	bpsd:BBX_2332
ko:K14224	bpsd:BBX_1749
ko:K14224	bpsd:BBX_1751
ko:K14228	bpsd:BBX_1862
ko:K14228	bpsd:BBX_2345
ko:K14228	bpsd:BBX_2346
ko:K14228	bpsd:BBX_2758
ko:K14228	bpsd:BBX_5898
ko:K14228	bpsd:BBX_3030
ko:K14226	bpsd:BBX_2320
ko:K14223	bpsd:BBX_3404
ko:K14231	bpsd:BBX_207
ko:K14229	bpsd:BBX_223
ko:K14219	bpsd:BBX_418
ko:K14222	bpsd:BBX_6138
ko:K14233	bpsd:BBX_5455
ko:K14218	bpsd:BBX_497
ko:K01977	bpsd:BBX_550
ko:K01977	bpsd:BBX_774
ko:K01977	bpsd:BBX_5421
ko:K01977	bpsd:BBX_2721
ko:K14236	bpsd:BBX_556
ko:K14235	bpsd:BBX_560
ko:K14232	bpsd:BBX_829
ko:K14219	bpsd:BBX_1271
ko:K14219	bpsd:BBX_1272
ko:K14219	bpsd:BBX_2569
ko:K14227	bpsd:BBX_2720
ko:K14227	bpsd:BBX_5422
ko:K14227	bpsd:BBX_551
ko:K14227	bpsd:BBX_775
ko:K01980	bpsd:BBX_554
ko:K01980	bpsd:BBX_778
ko:K01980	bpsd:BBX_2717
ko:K01980	bpsd:BBX_5424
ko:K01985	bpsd:BBX_555
ko:K01985	bpsd:BBX_779
ko:K01985	bpsd:BBX_2716
ko:K01985	bpsd:BBX_5425
ko:K14225	bpsd:BBX_557
ko:K14225	bpsd:BBX_1204
ko:K14225	bpsd:BBX_1424
ko:K14225	bpsd:BBX_1425
ko:K14234	bpsd:BBX_558
ko:K14234	bpsd:BBX_1288
ko:K14232	bpsd:BBX_2408
ko:K14232	bpsd:BBX_2581
ko:K14233	bpsd:BBX_1263
ko:K14233	bpsd:BBX_1706
ko:K04065	bpsd:BBX_4884
ko:K14221	bpsd:BBX_1750
ko:K14221	bpsd:BBX_1752
ko:K14221	bpsd:BBX_1889
ko:K14233	bpsd:BBX_1248
ko:K14219	bpsd:BBX_2916
ko:K14220	bpsd:BBX_1377
ko:K14220	bpsd:BBX_1378
ko:K14222	bpsd:BBX_1426
ko:K14237	bpsd:BBX_1559
ko:K14218	bpsd:BBX_1748
ko:K14234	bpsd:BBX_673
ko:K14230	bpsd:BBX_4319
ko:K03332	bpsd:BBX_5607
ko:K18676	bpsd:BBX_451
ko:K18138	bpsd:BBX_3160
ko:K18778	bpsd:BBX_807
ko:K18850	bpsd:BBX_1635
ko:K18928	bpsd:BBX_1596
ko:K18902	bpsd:BBX_5361
ko:K09691	bpsd:BBX_1164
ko:K18900	bpsd:BBX_5358
ko:K01046	bpsd:BBX_4967
ko:K07278	bpsd:BBX_2986
ko:K01971	bpsd:BBX_4850
ko:K18929	bpsd:BBX_5392
ko:K18901	bpsd:BBX_5360
ko:K18903	bpsd:BBX_5362
ko:K03746	bpsd:BBX_2509
ko:K03746	bpsd:BBX_2537
ko:K03111	bpsd:BBX_3378
ko:K03746	bpsd:BBX_5065
ko:K03746	bpsd:BBX_5918
ko:K03746	bpsd:BBX_5974
ko:K03746	bpsd:BBX_5182
ko:K01856	bpsd:BBX_4461
ko:K03169	bpsd:BBX_218
ko:K03646	bpsd:BBX_1081
ko:K03746	bpsd:BBX_6219
ko:K08151	bpsd:BBX_3723
ko:K14266	bpsd:BBX_4589
ko:K03496	bpsd:BBX_362
ko:K03497	bpsd:BBX_363
ko:K03746	bpsd:BBX_2117
ko:K04565	bpsd:BBX_2979
ko:K03496	bpsd:BBX_2991
ko:K03746	bpsd:BBX_454
ko:K03746	bpsd:BBX_486
ko:K03746	bpsd:BBX_4763
ko:K03746	bpsd:BBX_4001
ko:K03201	bpsd:BBX_678
ko:K15773	bpsd:BBX_4096
ko:K03496	bpsd:BBX_4998
ko:K03497	bpsd:BBX_4999
ko:K02483	bpsd:BBX_3930
ko:K07050	bpsd:BBX_2788
ko:K18249	bpsd:BBX_4455
ko:K15650	bpsd:BBX_3635
ko:K07497	bpsd:BBX_4718
ko:K07497	bpsd:BBX_3205
ko:K07497	bpsd:BBX_4311
ko:K07497	bpsd:BBX_4310
ko:K07497	bpsd:BBX_6188
ko:K07497	bpsd:BBX_4642
ko:K19055	bpsd:BBX_6186
ko:K09472	bpsd:BBX_5537
ko:K08642	bpsd:BBX_5646
ko:K05999	bpsd:BBX_4549
ko:K07050	bpsd:BBX_3781
ko:K00344	bpsd:BBX_5225
ko:K14742	bpsd:BBX_1764
ko:K03526	bpsd:BBX_1994
ko:K00820	bpsd:BBX_3431
ko:K03761	bpsd:BBX_5066
ko:K12238	bpsd:BBX_5650
ko:K12240	bpsd:BBX_5653
ko:K12241	bpsd:BBX_5654
ko:K03761	bpsd:BBX_2291
ko:K03761	bpsd:BBX_4030
ko:K03761	bpsd:BBX_4068
ko:K18979	bpsd:BBX_3112
ko:K18248	bpsd:BBX_4456
ko:K07497	bpsd:BBX_4309
ko:K10954	bpsd:BBX_6210
ko:K05396	bpsd:BBX_3642
ko:K02663	bpsd:BBX_618
ko:K07483	bpsd:BBX_3373
ko:K07483	bpsd:BBX_4560
ko:K07483	bpsd:BBX_4667
ko:K07483	bpsd:BBX_2124
ko:K07483	bpsd:BBX_4716
ko:K07483	bpsd:BBX_4783
ko:K07498	bpsd:BBX_4302
ko:K07498	bpsd:BBX_4636
ko:K07484	bpsd:BBX_4699
ko:K18373	bpsd:BBX_3869
ko:K05874	bpsd:BBX_1524
ko:K01458	bpsd:BBX_1552
ko:K13543	bpsd:BBX_2964
ko:K05396	bpsd:BBX_1229
ko:K01139	bpsd:BBX_1270
ko:K18373	bpsd:BBX_4136
ko:K16011	bpsd:BBX_1033
ko:K00632	bpsd:BBX_3301
ko:K00344	bpsd:BBX_2800
ko:K00335	bpsd:BBX_2752
ko:K00336	bpsd:BBX_2751
ko:K16319	bpsd:BBX_4458
ko:K07485	bpsd:BBX_531
ko:K18373	bpsd:BBX_4122
ko:K00146	bpsd:BBX_5996
ko:K00130	bpsd:BBX_3819
ko:K01505	bpsd:BBX_3788
ko:K07497	bpsd:BBX_2154
ko:K07485	bpsd:BBX_3423
ko:K07485	bpsd:BBX_4035
ko:K04772	bpsd:BBX_666
ko:K06867	bpsd:BBX_1920
ko:K07497	bpsd:BBX_499
ko:K06020	bpsd:BBX_741
ko:K05913	bpsd:BBX_5811
ko:K00148	bpsd:BBX_5610
ko:K05874	bpsd:BBX_2295
ko:K16011	bpsd:BBX_4402
ko:K07326	bpsd:BBX_4637
ko:K05874	bpsd:BBX_50
ko:K07326	bpsd:BBX_4712
ko:K19221	bpsd:BBX_2233
ko:K00344	bpsd:BBX_2761
ko:K12239	bpsd:BBX_5652
ko:K01851	bpsd:BBX_5647
ko:K02650	bpsd:BBX_3192
ko:K07749	bpsd:BBX_1982
ko:K00249	bpsd:BBX_3339
ko:K00433	bpsd:BBX_5509
ko:K03309	bpsd:BBX_5363
ko:K09017	bpsd:BBX_5338
ko:K05874	bpsd:BBX_5266
ko:K01801	bpsd:BBX_3413
ko:K00571	bpsd:BBX_4217
ko:K00020	bpsd:BBX_4906
ko:K00499	bpsd:BBX_4330
ko:K01046	bpsd:BBX_4265
ko:K06900	bpsd:BBX_4170
ko:K07100	bpsd:BBX_3232
ko:K00476	bpsd:BBX_3891
ko:K10811	bpsd:BBX_6232
ko:K02031	bpsd:BBX_6082
ko:K05875	bpsd:BBX_5805
ko:K02483	bpsd:BBX_5756
ko:K00020	bpsd:BBX_5684
ko:K00571	bpsd:BBX_690
ko:K08678	bpsd:BBX_4886
ko:K05875	bpsd:BBX_5277
ko:K00249	bpsd:BBX_4619
ko:K01710	bpsd:BBX_1159
ko:K07326	bpsd:BBX_4249
ko:K10844	bpsd:BBX_5984
ko:K03293	bpsd:BBX_5972
ko:K10439	bpsd:BBX_5906
ko:K12242	bpsd:BBX_5649
ko:K22468	bpsd:BBX_3739
ko:K00249	bpsd:BBX_2734
ko:K00146	bpsd:BBX_284
ko:K01167	bpsd:BBX_879
ko:K00102	bpsd:BBX_1001
ko:K07011	bpsd:BBX_1167
ko:K03328	bpsd:BBX_1178
ko:K03285	bpsd:BBX_1274
ko:K02351	bpsd:BBX_1476
ko:K03296	bpsd:BBX_1710
ko:K05799	bpsd:BBX_5390
ko:K16011	bpsd:BBX_3348
ko:K00249	bpsd:BBX_3445
ko:K07326	bpsd:BBX_2922
ko:K09459	bpsd:BBX_5673
ko:K19339	bpsd:BBX_2082
ko:K19265	bpsd:BBX_164
