ko:K00130	bsul:BSUA_03320
ko:K06595	bsul:BSUA_01135
ko:K17838	bsul:BSUA_00257
ko:K11640	bsul:BSUA_00322
ko:K06609	bsul:BSUA_00690
ko:K06415	bsul:BSUA_01035
ko:K19242	bsul:BSUA_01038
ko:K06293	bsul:BSUA_03815
ko:K13037	bsul:BSUA_04007
ko:K06360	bsul:BSUA_03904
ko:K06356	bsul:BSUA_04278
ko:K00148	bsul:BSUA_04271
ko:K07097	bsul:BSUA_01958
ko:K16921	bsul:BSUA_03234
ko:K06337	bsul:BSUA_03280
ko:K02032	bsul:BSUA_01417
ko:K02483	bsul:BSUA_00425
ko:K02777	bsul:BSUA_02390
ko:K06331	bsul:BSUA_03282
ko:K11633	bsul:BSUA_04207
ko:K01447	bsul:BSUA_02304
ko:K00354	bsul:BSUA_02555
ko:K06355	bsul:BSUA_03982
ko:K08166	bsul:BSUA_03993
ko:K13277	bsul:BSUA_04078
ko:K16699	bsul:BSUA_03785
ko:K01447	bsul:BSUA_02749
ko:K19220	bsul:BSUA_02088
ko:K00798	bsul:BSUA_03540
ko:K19223	bsul:BSUA_01032
ko:K19224	bsul:BSUA_01037
ko:K13614	bsul:BSUA_01852
ko:K13612	bsul:BSUA_01850
ko:K07149	bsul:BSUA_00407
ko:K17485	bsul:BSUA_03737
ko:K06345	bsul:BSUA_02969
ko:K06308	bsul:BSUA_00852
ko:K11615	bsul:BSUA_03372
ko:K01897	bsul:BSUA_01133
ko:K11195	bsul:BSUA_02888
ko:K11194	bsul:BSUA_02889
ko:K06893	bsul:BSUA_00760
ko:K02777	bsul:BSUA_04255
ko:K01447	bsul:BSUA_01396
ko:K01710	bsul:BSUA_04019
ko:K11634	bsul:BSUA_04208
ko:K06365	bsul:BSUA_04277
ko:K06288	bsul:BSUA_03530
ko:K01447	bsul:BSUA_01355
ko:K06338	bsul:BSUA_03281
ko:K16838	bsul:BSUA_03463
ko:K06424	bsul:BSUA_03483
ko:K01200	bsul:BSUA_03184
ko:K15640	bsul:BSUA_01131
ko:K15668	bsul:BSUA_01969
ko:K06336	bsul:BSUA_02637
ko:K00632	bsul:BSUA_03504
ko:K16044	bsul:BSUA_03581
ko:K06291	bsul:BSUA_03813
ko:K16236	bsul:BSUA_04181
ko:K06363	bsul:BSUA_02761
ko:K06419	bsul:BSUA_01070
ko:K11620	bsul:BSUA_03537
ko:K16706	bsul:BSUA_03787
ko:K01227	bsul:BSUA_03811
ko:K06362	bsul:BSUA_03872
ko:K06435	bsul:BSUA_03877
ko:K06364	bsul:BSUA_03981
ko:K03339	bsul:BSUA_04209
ko:K00456	bsul:BSUA_03328
ko:K19225	bsul:BSUA_02664
ko:K07462	bsul:BSUA_02192
ko:K01785	bsul:BSUA_01974
ko:K19426	bsul:BSUA_03656
ko:K19433	bsul:BSUA_02639
ko:K15667	bsul:BSUA_01970
ko:K00839	bsul:BSUA_03471
ko:K19285	bsul:BSUA_04047
ko:K19286	bsul:BSUA_00437
ko:K19424	bsul:BSUA_03659
ko:K06884	bsul:BSUA_00482
ko:K00020	bsul:BSUA_01521
ko:K02771	bsul:BSUA_02886
ko:K01585	bsul:BSUA_01592
ko:K02100	bsul:BSUA_03624
ko:K01567	bsul:BSUA_00872
ko:K01992	bsul:BSUA_00492
ko:K03722	bsul:BSUA_02381
ko:K03722	bsul:BSUA_02407
ko:K01046	bsul:BSUA_00910
ko:K19422	bsul:BSUA_03661
ko:K19421	bsul:BSUA_03662
ko:K01046	bsul:BSUA_00319
ko:K04771	bsul:BSUA_03523
ko:K15664	bsul:BSUA_01972
ko:K01400	bsul:BSUA_01599
ko:K04771	bsul:BSUA_01407
ko:K19302	bsul:BSUA_03887
ko:K19405	bsul:BSUA_00113
ko:K19411	bsul:BSUA_00112
ko:K00526	bsul:BSUA_02159
ko:K00525	bsul:BSUA_02162
ko:K00525	bsul:BSUA_01869
ko:K19432	bsul:BSUA_04059
ko:K00903	bsul:BSUA_03663
ko:K19423	bsul:BSUA_03660
ko:K19425	bsul:BSUA_03657
ko:K03574	bsul:BSUA_03252
ko:K19428	bsul:BSUA_03653
ko:K19431	bsul:BSUA_03650
ko:K15665	bsul:BSUA_01971
ko:K19418	bsul:BSUA_03654
ko:K02031	bsul:BSUA_01235
ko:K18567	bsul:BSUA_00638
ko:K19550	bsul:BSUA_04004
ko:K02483	bsul:BSUA_03701
ko:K06418	bsul:BSUA_03147
ko:K06881	bsul:BSUA_03115
ko:K03483	bsul:BSUA_00469
ko:K11625	bsul:BSUA_00599
ko:K16248	bsul:BSUA_00683
ko:K00887	bsul:BSUA_02708
ko:K01906	bsul:BSUA_03213
ko:K21755	bsul:BSUA_00411
ko:K06440	bsul:BSUA_02876
ko:K19552	bsul:BSUA_04006
ko:K19549	bsul:BSUA_04005
ko:K19548	bsul:BSUA_04008
ko:K19547	bsul:BSUA_04009
ko:K08164	bsul:BSUA_00238
ko:K19707	bsul:BSUA_03638
ko:K14228	bsul:BSUA_00968
ko:K14233	bsul:BSUA_00954
ko:K14221	bsul:BSUA_00655
ko:K14221	bsul:BSUA_04290
ko:K14221	bsul:BSUA_03296
ko:K14221	bsul:BSUA_00958
ko:K14223	bsul:BSUA_00221
ko:K14223	bsul:BSUA_00526
ko:K14223	bsul:BSUA_00964
ko:K19701	bsul:BSUA_04085
ko:K14227	bsul:BSUA_00009
ko:K14227	bsul:BSUA_00031
ko:K14227	bsul:BSUA_03292
ko:K14232	bsul:BSUA_00106
ko:K14232	bsul:BSUA_00194
ko:K14232	bsul:BSUA_03302
ko:K14222	bsul:BSUA_00966
ko:K14218	bsul:BSUA_03329
ko:K01258	bsul:BSUA_02564
ko:K14234	bsul:BSUA_00100
ko:K14234	bsul:BSUA_03308
ko:K14234	bsul:BSUA_00960
ko:K14234	bsul:BSUA_00219
ko:K14219	bsul:BSUA_03022
ko:K14223	bsul:BSUA_02653
ko:K07119	bsul:BSUA_00819
ko:K00547	bsul:BSUA_01198
ko:K00297	bsul:BSUA_01198
ko:K19802	bsul:BSUA_01415
ko:K19955	bsul:BSUA_03355
ko:K01342	bsul:BSUA_01127
ko:K05770	bsul:BSUA_03283
ko:K19955	bsul:BSUA_03354
ko:K18889	bsul:BSUA_01066
ko:K20074	bsul:BSUA_01707
ko:K18907	bsul:BSUA_01185
ko:K12132	bsul:BSUA_01708
ko:K20201	bsul:BSUA_03928
ko:K20116	bsul:BSUA_01514
ko:K20117	bsul:BSUA_01514
ko:K20118	bsul:BSUA_01514
ko:K02763	bsul:BSUA_00283
ko:K02764	bsul:BSUA_00283
ko:K02765	bsul:BSUA_00283
ko:K21613	bsul:BSUA_04189
ko:K11196	bsul:BSUA_02887
ko:K20389	bsul:BSUA_00756
ko:K01612	bsul:BSUA_00413
ko:K20534	bsul:BSUA_01405
ko:K06339	bsul:BSUA_01317
ko:K08884	bsul:BSUA_00079
ko:K08884	bsul:BSUA_00251
ko:K18890	bsul:BSUA_01067
ko:K20534	bsul:BSUA_00934
ko:K17474	bsul:BSUA_03736
ko:K21759	bsul:BSUA_00414
ko:K20628	bsul:BSUA_02003
ko:K22103	bsul:BSUA_03864
ko:K01179	bsul:BSUA_01951
ko:K20344	bsul:BSUA_02310
ko:K20742	bsul:BSUA_01416
ko:K07258	bsul:BSUA_02488
ko:K22106	bsul:BSUA_02899
ko:K01271	bsul:BSUA_01510
ko:K01208	bsul:BSUA_03691
ko:K21029	bsul:BSUA_01554
ko:K20895	bsul:BSUA_01665
ko:K03148	bsul:BSUA_01272
ko:K21064	bsul:BSUA_03818
ko:K21023	bsul:BSUA_01460
ko:K08968	bsul:BSUA_03154
ko:K00821	bsul:BSUA_01221
ko:K21064	bsul:BSUA_00457
ko:K00435	bsul:BSUA_04003
ko:K00526	bsul:BSUA_01870
ko:K01174	bsul:BSUA_01894
ko:K01520	bsul:BSUA_01898
ko:K00560	bsul:BSUA_01901
ko:K02316	bsul:BSUA_02698
ko:K06217	bsul:BSUA_02711
ko:K02314	bsul:BSUA_04295
ko:K01493	bsul:BSUA_02736
ko:K17733	bsul:BSUA_00330
ko:K03546	bsul:BSUA_01162
ko:K06909	bsul:BSUA_02797
ko:K07455	bsul:BSUA_02807
ko:K07474	bsul:BSUA_01368
ko:K06909	bsul:BSUA_01369
ko:K01520	bsul:BSUA_02157
ko:K00558	bsul:BSUA_02182
ko:K00558	bsul:BSUA_00673
ko:K00558	bsul:BSUA_00674
ko:K00287	bsul:BSUA_02346
ko:K00560	bsul:BSUA_02347
ko:K00857	bsul:BSUA_03941
ko:K03553	bsul:BSUA_01825
ko:K05799	bsul:BSUA_03646
ko:K05375	bsul:BSUA_03413
ko:K00980	bsul:BSUA_03801
ko:K21285	bsul:BSUA_03809
ko:K03328	bsul:BSUA_00068
ko:K03293	bsul:BSUA_00254
ko:K03293	bsul:BSUA_03243
ko:K00980	bsul:BSUA_03807
ko:K02483	bsul:BSUA_02822
ko:K02335	bsul:BSUA_03097
ko:K21416	bsul:BSUA_00881
ko:K07741	bsul:BSUA_02224
ko:K21417	bsul:BSUA_00882
ko:K06607	bsul:BSUA_04220
ko:K13281	bsul:BSUA_03955
ko:K02101	bsul:BSUA_03065
ko:K21405	bsul:BSUA_00885
ko:K21464	bsul:BSUA_03986
ko:K21481	bsul:BSUA_01107
ko:K03892	bsul:BSUA_02759
ko:K21465	bsul:BSUA_02677
ko:K21467	bsul:BSUA_00467
ko:K21468	bsul:BSUA_02913
ko:K09809	bsul:BSUA_03805
ko:K21567	bsul:BSUA_00376
ko:K21487	bsul:BSUA_02046
ko:K21492	bsul:BSUA_02765
ko:K21493	bsul:BSUA_04171
ko:K21494	bsul:BSUA_04170
ko:K21601	bsul:BSUA_00447
ko:K21600	bsul:BSUA_03580
ko:K21567	bsul:BSUA_03429
ko:K21488	bsul:BSUA_02045
ko:K21489	bsul:BSUA_02322
ko:K21490	bsul:BSUA_02321
ko:K21491	bsul:BSUA_02764
ko:K21743	bsul:BSUA_03894
ko:K21745	bsul:BSUA_02881
ko:K11923	bsul:BSUA_01051
ko:K21701	bsul:BSUA_00208
ko:K21802	bsul:BSUA_00809
ko:K21902	bsul:BSUA_00813
ko:K21935	bsul:BSUA_02122
ko:K21959	bsul:BSUA_03515
ko:K19302	bsul:BSUA_02115
ko:K06299	bsul:BSUA_03398
ko:K21959	bsul:BSUA_01981
ko:K18244	bsul:BSUA_02589
ko:K00680	bsul:BSUA_03129
ko:K22043	bsul:BSUA_02058
ko:K00754	bsul:BSUA_02413
ko:K21960	bsul:BSUA_03130
ko:K21993	bsul:BSUA_02902
ko:K01463	bsul:BSUA_02414
ko:K22135	bsul:BSUA_02094
ko:K22136	bsul:BSUA_01642
ko:K14274	bsul:BSUA_03545
ko:K03595	bsul:BSUA_02706
ko:K22132	bsul:BSUA_02938
ko:K22109	bsul:BSUA_03321
ko:K01932	bsul:BSUA_03823
ko:K22116	bsul:BSUA_03822
ko:K22230	bsul:BSUA_03332
ko:K22187	bsul:BSUA_00295
ko:K03547	bsul:BSUA_01087
ko:K22278	bsul:BSUA_01318
ko:K03077	bsul:BSUA_03066
ko:K22301	bsul:BSUA_03602
ko:K22299	bsul:BSUA_03595
ko:K02257	bsul:BSUA_01316
ko:K02257	bsul:BSUA_01617
ko:K22299	bsul:BSUA_03594
ko:K22301	bsul:BSUA_03612
ko:K09988	bsul:BSUA_00473
ko:K13566	bsul:BSUA_01477
ko:K18672	bsul:BSUA_02090
ko:K22441	bsul:BSUA_03433
ko:K22579	bsul:BSUA_02025
