ko:K02495	send:DT104_40111
ko:K01998	send:DT104_35451
ko:K01997	send:DT104_35461
ko:K01999	send:DT104_35471
ko:K01999	send:DT104_35501
ko:K03089	send:DT104_35511
ko:K09811	send:DT104_35521
ko:K09812	send:DT104_35531
ko:K03110	send:DT104_35541
ko:K08993	send:DT104_35561
ko:K01534	send:DT104_35591
ko:K03406	send:DT104_35601
ko:K04085	send:DT104_35611
ko:K09125	send:DT104_35621
ko:K06133	send:DT104_35661
ko:K07722	send:DT104_35671
ko:K13926	send:DT104_35691
ko:K01993	send:DT104_35701
ko:K07007	send:DT104_35711
ko:K16322	send:DT104_35721
ko:K06144	send:DT104_35731
ko:K06149	send:DT104_35741
ko:K03305	send:DT104_35751
ko:K15984	send:DT104_35761
ko:K01414	send:DT104_35771
ko:K07115	send:DT104_35791
ko:K00383	send:DT104_35801
ko:K01424	send:DT104_35811
ko:K07792	send:DT104_35821
ko:K03710	send:DT104_35851
ko:K01194	send:DT104_35861
ko:K00791	send:DT104_43491
ko:K03666	send:DT104_43501
ko:K03665	send:DT104_43511
ko:K04088	send:DT104_43521
ko:K04087	send:DT104_43531
ko:K01939	send:DT104_43541
ko:K13771	send:DT104_43551
ko:K12573	send:DT104_43561
ko:K03218	send:DT104_43571
ko:K09980	send:DT104_43581
ko:K10716	send:DT104_43601
ko:K08989	send:DT104_43621
ko:K09456	send:DT104_43651
ko:K06889	send:DT104_43681
ko:K03477	send:DT104_43691
ko:K03476	send:DT104_43701
ko:K03475	send:DT104_43711
ko:K02822	send:DT104_43721
ko:K02821	send:DT104_43731
ko:K03078	send:DT104_43741
ko:K03079	send:DT104_43751
ko:K03077	send:DT104_43761
ko:K02990	send:DT104_43791
ko:K02686	send:DT104_43801
ko:K02963	send:DT104_43811
ko:K02939	send:DT104_43821
ko:K07269	send:DT104_43841
ko:K03773	send:DT104_43851
ko:K11737	send:DT104_43861
ko:K07322	send:DT104_43871
ko:K01119	send:DT104_43911
ko:K01082	send:DT104_43921
ko:K07109	send:DT104_43931
ko:K07304	send:DT104_43961
ko:K07278	send:DT104_43971
ko:K09800	send:DT104_43981
ko:K01443	send:DT104_07061
ko:K02564	send:DT104_07071
ko:K02802	send:DT104_07081
ko:K02803	send:DT104_07081
ko:K02804	send:DT104_07081
ko:K01886	send:DT104_07091
ko:K03288	send:DT104_07121
ko:K13795	send:DT104_07131
ko:K13796	send:DT104_07141
ko:K13794	send:DT104_07151
ko:K03711	send:DT104_07161
ko:K03839	send:DT104_07171
ko:K03645	send:DT104_07201
ko:K01835	send:DT104_07211
ko:K03756	send:DT104_07231
ko:K01581	send:DT104_07241
ko:K07667	send:DT104_07251
ko:K07646	send:DT104_07261
ko:K01548	send:DT104_07271
ko:K01547	send:DT104_07281
ko:K01546	send:DT104_07291
ko:K01669	send:DT104_07311
ko:K03305	send:DT104_07321
ko:K07160	send:DT104_07361
ko:K07357	send:DT104_07381
ko:K01854	send:DT104_07411
ko:K05522	send:DT104_07501
ko:K07120	send:DT104_07511
ko:K01647	send:DT104_07521
ko:K00241	send:DT104_07541
ko:K00242	send:DT104_07551
ko:K00239	send:DT104_07561
ko:K00240	send:DT104_07571
ko:K00164	send:DT104_07581
ko:K00027	send:DT104_15361
ko:K13953	send:DT104_15371
ko:K08350	send:DT104_15381
ko:K08349	send:DT104_15391
ko:K16076	send:DT104_15431
ko:K08167	send:DT104_15451
ko:K02575	send:DT104_15471
ko:K00370	send:DT104_15481
ko:K00371	send:DT104_15491
ko:K00373	send:DT104_15501
ko:K00374	send:DT104_15511
ko:K00675	send:DT104_15531
ko:K11738	send:DT104_15551
ko:K02014	send:DT104_15581
ko:K03823	send:DT104_15611
ko:K09936	send:DT104_15621
ko:K00137	send:DT104_15681
ko:K08641	send:DT104_15701
ko:K08303	send:DT104_15751
ko:K05782	send:DT104_15771
ko:K16868	send:DT104_15791
ko:K03304	send:DT104_15801
ko:K03817	send:DT104_15821
ko:K02774	send:DT104_15841
ko:K02775	send:DT104_15851
ko:K06971	send:DT104_15861
ko:K02773	send:DT104_15871
ko:K02551	send:DT104_23671
ko:K02552	send:DT104_23681
ko:K02348	send:DT104_23691
ko:K00784	send:DT104_23701
ko:K03415	send:DT104_23711
ko:K07114	send:DT104_23721
ko:K00343	send:DT104_23731
ko:K00342	send:DT104_23741
ko:K00341	send:DT104_23751
ko:K00339	send:DT104_23761
ko:K00338	send:DT104_23771
ko:K00337	send:DT104_23781
ko:K00334	send:DT104_23811
ko:K13378	send:DT104_23821
ko:K00331	send:DT104_23831
ko:K00330	send:DT104_23841
ko:K14260	send:DT104_23871
ko:K09161	send:DT104_23911
ko:K09899	send:DT104_23921
ko:K00925	send:DT104_23931
ko:K13788	send:DT104_23941
ko:K00615	send:DT104_23961
ko:K00615	send:DT104_23971
ko:K03475	send:DT104_23981
ko:K02822	send:DT104_23991
ko:K02821	send:DT104_24001
ko:K07095	send:DT104_24031
ko:K07071	send:DT104_24061
ko:K10017	send:DT104_24071
ko:K10015	send:DT104_24081
ko:K10016	send:DT104_24091
ko:K10013	send:DT104_24111
ko:K03186	send:DT104_24121
ko:K01586	send:DT104_24161
ko:K07347	send:DT104_03011
ko:K06445	send:DT104_03101
ko:K02346	send:DT104_03131
ko:K02839	send:DT104_03151
ko:K01270	send:DT104_03161
ko:K00769	send:DT104_03171
ko:K11750	send:DT104_03181
ko:K11926	send:DT104_03191
ko:K11929	send:DT104_03201
ko:K00931	send:DT104_03211
ko:K00147	send:DT104_03221
ko:K11941	send:DT104_11281
ko:K03670	send:DT104_11291
ko:K03669	send:DT104_11301
ko:K03585	send:DT104_05201
ko:K00879	send:DT104_29751
ko:K03973	send:DT104_16581
ko:K10038	send:DT104_08431
ko:K08351	send:DT104_36291
ko:K18015	send:DT104_23451
ko:K12979	send:DT104_42811
ko:K07494	send:DT104_p0431
ko:K03292	send:DT104_40741
ko:K17938	send:DT104_04201
ko:K00996	send:DT104_21411
ko:K18325	send:DT104_06101
ko:K07483	send:DT104_27701
ko:K03719	send:DT104_09341
ko:K11645	send:DT104_22001
ko:K07645	send:DT104_31741
ko:K03445	send:DT104_37601
ko:K01801	send:DT104_22361
ko:K18895	send:DT104_27761
ko:K01582	send:DT104_26111
ko:K01066	send:DT104_05331
ko:K03668	send:DT104_16191
ko:K00249	send:DT104_08721
ko:K13053	send:DT104_10541
ko:K10014	send:DT104_24101
ko:K04103	send:DT104_24631
ko:K18148	send:DT104_03141
ko:K18141	send:DT104_33831
ko:K00001	send:DT104_40521
ko:K11745	send:DT104_00901
ko:K17948	send:DT104_11101
ko:K00956	send:DT104_29321
ko:K15347	send:DT104_12041
ko:K01582	send:DT104_02391
ko:K02794	send:DT104_06051
ko:K09017	send:DT104_11021
ko:K00557	send:DT104_41371
ko:K02783	send:DT104_27511
ko:K13739	send:DT104_29431
ko:K05396	send:DT104_19651
ko:K01007	send:DT104_13261
ko:K21469	send:DT104_25311
ko:K03605	send:DT104_31421
ko:K03605	send:DT104_17571
ko:K07782	send:DT104_19621
ko:K03605	send:DT104_15051
ko:K00523	send:DT104_21521
ko:K05875	send:DT104_19351
ko:K18290	send:DT104_31151
ko:K08156	send:DT104_04381
ko:K21905	send:DT104_p0081
ko:K21430	send:DT104_08761
ko:K19597	send:DT104_03971
ko:K07005	send:DT104_07221
ko:K19164	send:DT104_p0261
ko:K05875	send:DT104_32121
ko:K18288	send:DT104_31141
ko:K18324	send:DT104_25341
ko:K18326	send:DT104_21891
ko:K05874	send:DT104_45231
ko:K04753	send:DT104_31681
ko:K07713	send:DT104_41711
ko:K12507	send:DT104_13271
ko:K07804	send:DT104_p0091
ko:K07126	send:DT104_06841
ko:K08278	send:DT104_00001
ko:K07757	send:DT104_08551
ko:K07307	send:DT104_09401
ko:K03310	send:DT104_09781
ko:K00984	send:DT104_38561
ko:K18476	send:DT104_38601
ko:K11904	send:DT104_02881
ko:K18479	send:DT104_40281
ko:K18478	send:DT104_40311
ko:K18446	send:DT104_31991
ko:K18475	send:DT104_19701
ko:K00681	send:DT104_35341
ko:K00335	send:DT104_23801
ko:K08087	send:DT104_05831
ko:K07794	send:DT104_27891
ko:K18691	send:DT104_26181
ko:K03791	send:DT104_18401
ko:K18697	send:DT104_26201
ko:K18142	send:DT104_33841
ko:K18765	send:DT104_33671
ko:K08138	send:DT104_44061
ko:K18795	send:DT104_38651
ko:K06218	send:DT104_44381
ko:K18850	send:DT104_12091
ko:K18889	send:DT104_05051
ko:K21645	send:DT104_45011
ko:K11741	send:DT104_43301
ko:K09691	send:DT104_07451
ko:K20861	send:DT104_08821
ko:K18829	send:DT104_30311
ko:K20866	send:DT104_40331
ko:K20881	send:DT104_34801
ko:K08968	send:DT104_18121
ko:K20862	send:DT104_39641
ko:K07319	send:DT104_33781
ko:K18800	send:DT104_30521
ko:K18778	send:DT104_01441
ko:K18831	send:DT104_40371
ko:K18657	send:DT104_10421
ko:K18890	send:DT104_05061
ko:K07448	send:DT104_45171
ko:K18975	send:DT104_38661
ko:K06218	send:DT104_15191
ko:K13450	send:DT104_p0391
ko:K03553	send:DT104_28261
ko:K18918	send:DT104_44371
ko:K05839	send:DT104_05171
ko:K12058	send:DT104_38341
ko:K12056	send:DT104_38401
ko:K12072	send:DT104_38411
ko:K03497	send:DT104_p0551
ko:K03502	send:DT104_p0561
ko:K03503	send:DT104_p0571
ko:K02345	send:DT104_p0651
ko:K03497	send:DT104_p0681
ko:K12068	send:DT104_p0771
ko:K04565	send:DT104_14131
ko:K12067	send:DT104_p0781
ko:K12066	send:DT104_p0791
ko:K12065	send:DT104_p0801
ko:K12063	send:DT104_p0861
ko:K12062	send:DT104_p0871
ko:K12061	send:DT104_p0881
ko:K12060	send:DT104_p0891
ko:K12059	send:DT104_p0911
ko:K12058	send:DT104_p0921
ko:K12057	send:DT104_p0941
ko:K12072	send:DT104_p0971
ko:K12056	send:DT104_p0981
ko:K10748	send:DT104_14421
ko:K03503	send:DT104_22871
ko:K05785	send:DT104_39911
ko:K08722	send:DT104_23881
ko:K03646	send:DT104_07691
ko:K07724	send:DT104_32991
ko:K03674	send:DT104_08871
ko:K03746	send:DT104_17211
ko:K07790	send:DT104_18311
ko:K04565	send:DT104_10211
ko:K07473	send:DT104_35011
ko:K07724	send:DT104_27501
ko:K03502	send:DT104_20081
ko:K11685	send:DT104_28011
ko:K03503	send:DT104_20091
ko:K08598	send:DT104_28621
ko:K03169	send:DT104_12741
ko:K18974	send:DT104_38671
ko:K03761	send:DT104_27081
ko:K03976	send:DT104_05381
ko:K01699	send:DT104_20981
ko:K19055	send:DT104_12571
ko:K04028	send:DT104_25171
ko:K18975	send:DT104_38571
ko:K03526	send:DT104_25751
ko:K12064	send:DT104_p0831
ko:K15367	send:DT104_13731
ko:K07483	send:DT104_05861
ko:K07483	send:DT104_37391
ko:K18979	send:DT104_43441
ko:K18974	send:DT104_38581
ko:K18988	send:DT104_04191
ko:K19048	send:DT104_02941
ko:K19048	send:DT104_45131
ko:K19048	send:DT104_02961
ko:K19046	send:DT104_29401
ko:K01185	send:DT104_18681
ko:K19000	send:DT104_02421
ko:K07805	send:DT104_12241
ko:K07801	send:DT104_26391
ko:K07497	send:DT104_27671
ko:K08970	send:DT104_30211
ko:K19229	send:DT104_16651
ko:K07746	send:DT104_29531
ko:K11748	send:DT104_34441
ko:K19157	send:DT104_35001
ko:K19222	send:DT104_13431
ko:K19165	send:DT104_35421
ko:K19166	send:DT104_40381
ko:K02777	send:DT104_24861
ko:K19226	send:DT104_16621
ko:K19123	send:DT104_29411
ko:K19235	send:DT104_08521
ko:K19236	send:DT104_11951
ko:K11023	send:DT104_26711
ko:K15349	send:DT104_16021
ko:K07448	send:DT104_44791
ko:K19163	send:DT104_p0271
ko:K13740	send:DT104_28751
ko:K15366	send:DT104_p0401
ko:K15352	send:DT104_27811
ko:K15351	send:DT104_13811
ko:K16291	send:DT104_20731
ko:K19238	send:DT104_23621
ko:K19124	send:DT104_29391
ko:K01710	send:DT104_21561
ko:K01710	send:DT104_39401
ko:K19148	send:DT104_37821
ko:K19227	send:DT104_16631
ko:K15354	send:DT104_10331
ko:K15353	send:DT104_23001
ko:K19125	send:DT104_29381
ko:K19228	send:DT104_16641
ko:K19126	send:DT104_29371
ko:K19234	send:DT104_13521
ko:K19162	send:DT104_05181
ko:K07451	send:DT104_20371
ko:K19168	send:DT104_30421
ko:K09951	send:DT104_29351
ko:K00336	send:DT104_23791
ko:K19270	send:DT104_23901
ko:K19265	send:DT104_24641
ko:K01992	send:DT104_08311
ko:K01992	send:DT104_08321
ko:K01992	send:DT104_35681
ko:K01066	send:DT104_40391
ko:K03722	send:DT104_17891
ko:K19416	send:DT104_10681
ko:K07801	send:DT104_18351
ko:K03722	send:DT104_08371
ko:K07497	send:DT104_25611
ko:K07497	send:DT104_02971
ko:K19335	send:DT104_16441
ko:K19353	send:DT104_41271
ko:K19267	send:DT104_43891
ko:K19337	send:DT104_19021
ko:K19298	send:DT104_26701
ko:K19304	send:DT104_19051
ko:K19505	send:DT104_45241
ko:K19334	send:DT104_44581
ko:K19302	send:DT104_08801
ko:K19270	send:DT104_12991
ko:K19354	send:DT104_36901
ko:K19336	send:DT104_16451
ko:K19333	send:DT104_18071
ko:K21637	send:DT104_31261
ko:K01785	send:DT104_40271
ko:K03293	send:DT104_39481
ko:K06884	send:DT104_16981
ko:K06884	send:DT104_14831
ko:K06884	send:DT104_11011
ko:K19303	send:DT104_14051
ko:K19510	send:DT104_45301
ko:K19556	send:DT104_p0411
ko:K19507	send:DT104_45261
ko:K00984	send:DT104_12401
ko:K19611	send:DT104_06131
ko:K11209	send:DT104_24051
ko:K19506	send:DT104_45251
ko:K19508	send:DT104_45271
ko:K19509	send:DT104_45281
ko:K19509	send:DT104_06031
ko:K02257	send:DT104_04851
ko:K00525	send:DT104_23351
ko:K02796	send:DT104_18001
ko:K19557	send:DT104_p0381
ko:K19592	send:DT104_03981
ko:K19594	send:DT104_03951
ko:K19709	send:DT104_13351
ko:K19688	send:DT104_08681
ko:K19745	send:DT104_33681
ko:K19778	send:DT104_15321
ko:K19776	send:DT104_38161
ko:K00799	send:DT104_08771
ko:K07119	send:DT104_15601
ko:K06131	send:DT104_08281
ko:K00799	send:DT104_24041
ko:K06132	send:DT104_11271
ko:K15777	send:DT104_31851
ko:K07147	send:DT104_33691
ko:K19784	send:DT104_38781
ko:K19802	send:DT104_16511
ko:K01185	send:DT104_10051
ko:K19803	send:DT104_22721
ko:K21636	send:DT104_44401
ko:K19804	send:DT104_16781
ko:K19810	send:DT104_43261
ko:K07662	send:DT104_40681
ko:K07497	send:DT104_03681
ko:K07497	send:DT104_09231
ko:K07126	send:DT104_04841
ko:K07011	send:DT104_07421
ko:K02485	send:DT104_17231
ko:K00713	send:DT104_18431
ko:K21638	send:DT104_10921
ko:K20023	send:DT104_36801
ko:K06952	send:DT104_20561
ko:K03676	send:DT104_36851
ko:K03546	send:DT104_04391
ko:K01520	send:DT104_37151
ko:K02315	send:DT104_45331
ko:K02316	send:DT104_32071
ko:K00857	send:DT104_17201
ko:K06197	send:DT104_17371
ko:K06903	send:DT104_41961
ko:K06905	send:DT104_42011
ko:K06908	send:DT104_42071
ko:K06907	send:DT104_42081
ko:K02314	send:DT104_42401
ko:K07313	send:DT104_18181
ko:K14744	send:DT104_26661
ko:K03791	send:DT104_26671
ko:K06223	send:DT104_34681
ko:K09960	send:DT104_18621
ko:K09961	send:DT104_18641
ko:K06909	send:DT104_18651
ko:K14744	send:DT104_18671
ko:K10906	send:DT104_18811
ko:K07455	send:DT104_18821
ko:K01160	send:DT104_26751
ko:K06866	send:DT104_27001
ko:K11089	send:DT104_35041
ko:K06217	send:DT104_11061
ko:K06919	send:DT104_27461
ko:K00558	send:DT104_20031
ko:K06191	send:DT104_28071
ko:K04068	send:DT104_44391
ko:K02314	send:DT104_03431
ko:K14744	send:DT104_03481
ko:K06904	send:DT104_20331
ko:K03791	send:DT104_20401
ko:K01160	send:DT104_20471
ko:K20265	send:DT104_24151
ko:K07686	send:DT104_37741
ko:K20276	send:DT104_27371
ko:K20117	send:DT104_27601
ko:K20118	send:DT104_27601
ko:K19591	send:DT104_05421
ko:K01612	send:DT104_29201
ko:K01236	send:DT104_15301
ko:K20542	send:DT104_36001
ko:K20534	send:DT104_41981
ko:K20543	send:DT104_35991
ko:K20534	send:DT104_05881
ko:K20534	send:DT104_03661
ko:K20541	send:DT104_36011
ko:K21394	send:DT104_36541
ko:K22132	send:DT104_29851
ko:K20609	send:DT104_15831
ko:K01214	send:DT104_15281
ko:K02438	send:DT104_35201
ko:K04333	send:DT104_11211
ko:K01023	send:DT104_41071
ko:K21029	send:DT104_08601
ko:K21021	send:DT104_27201
ko:K21023	send:DT104_33801
ko:K21084	send:DT104_21831
ko:K03077	send:DT104_01061
ko:K21085	send:DT104_19981
ko:K21086	send:DT104_35941
ko:K21087	send:DT104_17661
ko:K21089	send:DT104_22201
ko:K01023	send:DT104_31891
ko:K00821	send:DT104_34531
ko:K21090	send:DT104_17951
ko:K00525	send:DT104_28091
ko:K00526	send:DT104_28101
ko:K02335	send:DT104_40071
ko:K16711	send:DT104_21581
ko:K00560	send:DT104_29971
ko:K06904	send:DT104_22941
ko:K06217	send:DT104_06991
ko:K03292	send:DT104_01541
ko:K05934	send:DT104_20851
ko:K21393	send:DT104_36551
ko:K21395	send:DT104_36561
ko:K21449	send:DT104_36741
ko:K21470	send:DT104_09691
ko:K01420	send:DT104_16311
ko:K21602	send:DT104_36501
ko:K21645	send:DT104_07811
ko:K21739	send:DT104_05931
ko:K21740	send:DT104_05941
ko:K21741	send:DT104_05951
ko:K21746	send:DT104_05921
ko:K21698	send:DT104_33591
ko:K21695	send:DT104_33581
ko:K21759	send:DT104_29211
ko:K21948	send:DT104_29151
ko:K21990	send:DT104_24491
ko:K22041	send:DT104_11931
ko:K22024	send:DT104_01681
ko:K22044	send:DT104_08421
ko:K22025	send:DT104_29121
ko:K22051	send:DT104_43391
ko:K08319	send:DT104_29161
ko:K22131	send:DT104_29131
ko:K14274	send:DT104_27161
ko:K22130	send:DT104_29141
ko:K03595	send:DT104_26311
ko:K22129	send:DT104_01671
ko:K22105	send:DT104_41351
ko:K22104	send:DT104_33331
ko:K22110	send:DT104_40591
ko:K22110	send:DT104_11111
ko:K22110	send:DT104_40231
ko:K22270	send:DT104_22351
ko:K03079	send:DT104_36591
ko:K08994	send:DT104_14971
ko:K03078	send:DT104_36581
ko:K03077	send:DT104_36601
ko:K15634	send:DT104_45721
ko:K22397	send:DT104_35151
ko:K22293	send:DT104_14801
ko:K13566	send:DT104_03091
ko:K11206	send:DT104_06601
ko:K22488	send:DT104_28711
ko:K22486	send:DT104_28731
ko:K22489	send:DT104_29181
ko:K07319	send:DT104_p0601
ko:K22501	send:DT104_17621
ko:K00424	send:DT104_07641
ko:K22487	send:DT104_28691
ko:K22505	send:DT104_28681
ko:K22512	send:DT104_28921
ko:K22506	send:DT104_28911
ko:K22504	send:DT104_28951
ko:K22508	send:DT104_28861
ko:K22509	send:DT104_28851
ko:K22510	send:DT104_28841
ko:K22511	send:DT104_28941
ko:K22513	send:DT104_28901
ko:K22514	send:DT104_28891
