ko:K13060	yee:YE5303_14421
ko:K02056	yee:YE5303_25051
ko:K02057	yee:YE5303_25061
ko:K02057	yee:YE5303_25071
ko:K00880	yee:YE5303_25091
ko:K13009	yee:YE5303_25621
ko:K03555	yee:YE5303_25631
ko:K03087	yee:YE5303_25641
ko:K06194	yee:YE5303_25651
ko:K00573	yee:YE5303_25661
ko:K03787	yee:YE5303_25671
ko:K06176	yee:YE5303_25681
ko:K01770	yee:YE5303_25691
ko:K00991	yee:YE5303_25701
ko:K05589	yee:YE5303_25711
ko:K02030	yee:YE5303_25721
ko:K02029	yee:YE5303_25731
ko:K02028	yee:YE5303_25741
ko:K00860	yee:YE5303_25761
ko:K00956	yee:YE5303_25771
ko:K00957	yee:YE5303_25781
ko:K02302	yee:YE5303_25791
ko:K09612	yee:YE5303_25801
ko:K00390	yee:YE5303_25831
ko:K00381	yee:YE5303_25841
ko:K00380	yee:YE5303_25851
ko:K01737	yee:YE5303_25861
ko:K10026	yee:YE5303_25871
ko:K04565	yee:YE5303_25881
ko:K01761	yee:YE5303_25901
ko:K17218	yee:YE5303_25921
ko:K01689	yee:YE5303_25931
ko:K01937	yee:YE5303_25941
ko:K04765	yee:YE5303_25951
ko:K00951	yee:YE5303_25961
ko:K03215	yee:YE5303_25971
ko:K07678	yee:YE5303_25981
ko:K01129	yee:YE5303_26001
ko:K01243	yee:YE5303_26011
ko:K06858	yee:YE5303_26021
ko:K15724	yee:YE5303_26041
ko:K03281	yee:YE5303_26051
ko:K01845	yee:YE5303_26061
ko:K02015	yee:YE5303_26071
ko:K02016	yee:YE5303_26081
ko:K02013	yee:YE5303_26091
ko:K02535	yee:YE5303_26621
ko:K03531	yee:YE5303_26631
ko:K03590	yee:YE5303_26641
ko:K03589	yee:YE5303_26651
ko:K01921	yee:YE5303_26661
ko:K01924	yee:YE5303_26671
ko:K02563	yee:YE5303_26681
ko:K03588	yee:YE5303_26691
ko:K01925	yee:YE5303_26701
ko:K01000	yee:YE5303_26711
ko:K01929	yee:YE5303_26721
ko:K01928	yee:YE5303_26731
ko:K03587	yee:YE5303_26741
ko:K03586	yee:YE5303_26751
ko:K03438	yee:YE5303_26761
ko:K03925	yee:YE5303_26771
ko:K03435	yee:YE5303_26791
ko:K01653	yee:YE5303_26801
ko:K01652	yee:YE5303_26811
ko:K01897	yee:YE5303_26821
ko:K05798	yee:YE5303_26831
ko:K01649	yee:YE5303_26841
ko:K00052	yee:YE5303_26851
ko:K01703	yee:YE5303_26861
ko:K01704	yee:YE5303_26871
ko:K01667	yee:YE5303_26881
ko:K03835	yee:YE5303_26891
ko:K03291	yee:YE5303_26901
ko:K00656	yee:YE5303_26911
ko:K04069	yee:YE5303_26921
ko:K11925	yee:YE5303_26931
ko:K02064	yee:YE5303_26951
ko:K02063	yee:YE5303_26961
ko:K02062	yee:YE5303_26971
ko:K02336	yee:YE5303_26991
ko:K03580	yee:YE5303_27001
ko:K06177	yee:YE5303_27031
ko:K05801	yee:YE5303_27041
ko:K04744	yee:YE5303_27051
ko:K03771	yee:YE5303_27061
ko:K00097	yee:YE5303_27071
ko:K02528	yee:YE5303_27081
ko:K03654	yee:YE5303_28131
ko:K18837	yee:YE5303_28181
ko:K18838	yee:YE5303_28191
ko:K03630	yee:YE5303_28211
ko:K11720	yee:YE5303_28401
ko:K07091	yee:YE5303_28411
ko:K01255	yee:YE5303_28421
ko:K02339	yee:YE5303_28431
ko:K01873	yee:YE5303_28441
ko:K03828	yee:YE5303_28451
ko:K09893	yee:YE5303_28461
ko:K00611	yee:YE5303_28471
ko:K02035	yee:YE5303_28491
ko:K02033	yee:YE5303_28501
ko:K02034	yee:YE5303_28511
ko:K17758	yee:YE5303_29621
ko:K17759	yee:YE5303_29621
ko:K18979	yee:YE5303_29631
ko:K13288	yee:YE5303_29641
ko:K06949	yee:YE5303_29651
ko:K01613	yee:YE5303_29661
ko:K04568	yee:YE5303_29681
ko:K00244	yee:YE5303_29691
ko:K00245	yee:YE5303_29701
ko:K00246	yee:YE5303_29711
ko:K00247	yee:YE5303_29721
ko:K03098	yee:YE5303_29731
ko:K11741	yee:YE5303_29741
ko:K16348	yee:YE5303_29751
ko:K02356	yee:YE5303_29761
ko:K04077	yee:YE5303_29791
ko:K04078	yee:YE5303_29801
ko:K07113	yee:YE5303_29811
ko:K01744	yee:YE5303_29821
ko:K07791	yee:YE5303_29831
ko:K03926	yee:YE5303_29841
ko:K04084	yee:YE5303_29851
ko:K00865	yee:YE5303_29861
ko:K07483	yee:YE5303_29901
ko:K06915	yee:YE5303_30071
ko:K00014	yee:YE5303_37181
ko:K07566	yee:YE5303_37191
ko:K07479	yee:YE5303_37201
ko:K03747	yee:YE5303_37211
ko:K04096	yee:YE5303_37221
ko:K01462	yee:YE5303_37231
ko:K00604	yee:YE5303_37241
ko:K03500	yee:YE5303_37251
ko:K03499	yee:YE5303_37261
ko:K03282	yee:YE5303_37271
ko:K09890	yee:YE5303_37281
ko:K02879	yee:YE5303_37311
ko:K03040	yee:YE5303_37321
ko:K02986	yee:YE5303_37331
ko:K02948	yee:YE5303_37341
ko:K02952	yee:YE5303_37351
ko:K02919	yee:YE5303_37361
ko:K03076	yee:YE5303_37371
ko:K02876	yee:YE5303_37381
ko:K02907	yee:YE5303_37391
ko:K02988	yee:YE5303_37401
ko:K02881	yee:YE5303_37411
ko:K02933	yee:YE5303_37421
ko:K02994	yee:YE5303_37431
ko:K02954	yee:YE5303_37441
ko:K02931	yee:YE5303_37451
ko:K02895	yee:YE5303_37461
ko:K02874	yee:YE5303_37471
ko:K02961	yee:YE5303_37481
ko:K02904	yee:YE5303_37491
ko:K02878	yee:YE5303_37501
ko:K02982	yee:YE5303_37511
ko:K02890	yee:YE5303_37521
ko:K02965	yee:YE5303_37531
ko:K02886	yee:YE5303_37541
ko:K02892	yee:YE5303_37551
ko:K02926	yee:YE5303_37561
ko:K02906	yee:YE5303_37571
ko:K02946	yee:YE5303_37581
ko:K03594	yee:YE5303_37591
ko:K02192	yee:YE5303_37601
ko:K02358	yee:YE5303_37611
ko:K02355	yee:YE5303_37621
ko:K00362	yee:YE5303_37981
ko:K00363	yee:YE5303_37991
ko:K02598	yee:YE5303_38001
ko:K02302	yee:YE5303_38011
ko:K01867	yee:YE5303_38021
ko:K01091	yee:YE5303_38031
ko:K01783	yee:YE5303_38041
ko:K03112	yee:YE5303_38061
ko:K01735	yee:YE5303_38071
ko:K00891	yee:YE5303_38081
ko:K02507	yee:YE5303_38091
ko:K12291	yee:YE5303_38101
ko:K12290	yee:YE5303_38111
ko:K12289	yee:YE5303_38121
ko:K12288	yee:YE5303_38131
ko:K05366	yee:YE5303_38141
ko:K19221	yee:YE5303_38691
ko:K01676	yee:YE5303_38701
ko:K02303	yee:YE5303_38721
ko:K16651	yee:YE5303_38731
ko:K01846	yee:YE5303_38741
ko:K04835	yee:YE5303_38771
ko:K07007	yee:YE5303_38811
ko:K16322	yee:YE5303_38821
ko:K06144	yee:YE5303_38831
ko:K06149	yee:YE5303_38841
ko:K00262	yee:YE5303_38851
ko:K15984	yee:YE5303_38871
ko:K01414	yee:YE5303_38881
ko:K07115	yee:YE5303_38891
ko:K00383	yee:YE5303_38901
ko:K01990	yee:YE5303_38961
ko:K01790	yee:YE5303_39031
ko:K00067	yee:YE5303_39041
ko:K07058	yee:YE5303_39131
ko:K01521	yee:YE5303_39141
ko:K07290	yee:YE5303_39151
ko:K07733	yee:YE5303_39691
ko:K02529	yee:YE5303_39741
ko:K10544	yee:YE5303_39751
ko:K10545	yee:YE5303_39761
ko:K10543	yee:YE5303_39771
ko:K01805	yee:YE5303_39781
ko:K08160	yee:YE5303_39841
ko:K03833	yee:YE5303_39851
ko:K01042	yee:YE5303_39861
ko:K02380	yee:YE5303_39871
ko:K00127	yee:YE5303_39881
ko:K00124	yee:YE5303_39891
ko:K02379	yee:YE5303_39911
ko:K04564	yee:YE5303_39921
ko:K18828	yee:YE5303_39951
ko:K14762	yee:YE5303_39971
ko:K02562	yee:YE5303_40001
ko:K00009	yee:YE5303_40011
ko:K02798	yee:YE5303_40021
ko:K02799	yee:YE5303_40021
ko:K02800	yee:YE5303_40021
ko:K01879	yee:YE5303_40041
ko:K01878	yee:YE5303_40051
ko:K01246	yee:YE5303_40061
ko:K03826	yee:YE5303_40071
ko:K00090	yee:YE5303_40131
ko:K01176	yee:YE5303_40141
ko:K00835	yee:YE5303_40151
ko:K07085	yee:YE5303_40161
ko:K04081	yee:YE5303_40171
ko:K03628	yee:YE5303_41121
ko:K02851	yee:YE5303_41131
ko:K05790	yee:YE5303_41141
ko:K01791	yee:YE5303_41151
ko:K02472	yee:YE5303_41161
ko:K01710	yee:YE5303_41171
ko:K00973	yee:YE5303_41181
ko:K16704	yee:YE5303_41191
ko:K02805	yee:YE5303_41201
ko:K16693	yee:YE5303_41211
ko:K12582	yee:YE5303_41221
ko:K02853	yee:YE5303_41231
ko:K02852	yee:YE5303_41241
ko:K02498	yee:YE5303_41261
ko:K02496	yee:YE5303_41271
ko:K01719	yee:YE5303_41281
ko:K01749	yee:YE5303_41291
ko:K05851	yee:YE5303_41301
ko:K06202	yee:YE5303_41311
ko:K01778	yee:YE5303_41331
ko:K09921	yee:YE5303_41341
ko:K03733	yee:YE5303_41351
ko:K03657	yee:YE5303_41371
ko:K03284	yee:YE5303_41411
ko:K05786	yee:YE5303_41421
ko:K01058	yee:YE5303_41441
ko:K03654	yee:YE5303_41451
ko:K05835	yee:YE5303_41461
ko:K05834	yee:YE5303_41471
ko:K01126	yee:YE5303_41501
ko:K02445	yee:YE5303_41511
ko:K00111	yee:YE5303_41521
ko:K00112	yee:YE5303_41531
ko:K00113	yee:YE5303_41541
ko:K09125	yee:YE5303_41561
ko:K04085	yee:YE5303_41571
ko:K01534	yee:YE5303_41581
ko:K02016	yee:YE5303_03771
ko:K02015	yee:YE5303_03781
ko:K02015	yee:YE5303_03791
ko:K02013	yee:YE5303_03801
ko:K01265	yee:YE5303_03811
ko:K15549	yee:YE5303_03851
ko:K15547	yee:YE5303_03861
ko:K01581	yee:YE5303_03881
ko:K03756	yee:YE5303_03891
ko:K07483	yee:YE5303_03911
ko:K01190	yee:YE5303_03931
ko:K02532	yee:YE5303_03941
ko:K07480	yee:YE5303_03951
ko:K13993	yee:YE5303_04011
ko:K03696	yee:YE5303_04021
ko:K03798	yee:YE5303_04041
ko:K13993	yee:YE5303_04051
ko:K03672	yee:YE5303_04100
ko:K03455	yee:YE5303_04101
ko:K07481	yee:YE5303_04151
ko:K07480	yee:YE5303_04181
ko:K01581	yee:YE5303_04221
ko:K07090	yee:YE5303_04231
ko:K08306	yee:YE5303_04241
ko:K03575	yee:YE5303_04261
ko:K03439	yee:YE5303_04271
ko:K09923	yee:YE5303_04281
ko:K01425	yee:YE5303_04291
ko:K03290	yee:YE5303_09521
ko:K02048	yee:YE5303_09531
ko:K02046	yee:YE5303_09541
ko:K02047	yee:YE5303_09551
ko:K02045	yee:YE5303_09561
ko:K12339	yee:YE5303_09571
ko:K05685	yee:YE5303_09581
ko:K13888	yee:YE5303_09591
ko:K02484	yee:YE5303_09611
ko:K02777	yee:YE5303_09621
ko:K08483	yee:YE5303_09631
ko:K02784	yee:YE5303_09641
ko:K01738	yee:YE5303_09651
ko:K06203	yee:YE5303_09661
ko:K03528	yee:YE5303_09671
ko:K01972	yee:YE5303_09681
ko:K09954	yee:YE5303_09691
ko:K09962	yee:YE5303_09711
ko:K01885	yee:YE5303_09721
ko:K11535	yee:YE5303_09731
ko:K03322	yee:YE5303_09741
ko:K00845	yee:YE5303_09801
ko:K08177	yee:YE5303_09811
ko:K02477	yee:YE5303_09821
ko:K02478	yee:YE5303_09831
ko:K14261	yee:YE5303_09861
ko:K18843	yee:YE5303_09881
ko:K03488	yee:YE5303_09891
ko:K02755	yee:YE5303_09901
ko:K02756	yee:YE5303_09901
ko:K02757	yee:YE5303_09901
ko:K01223	yee:YE5303_09911
ko:K03329	yee:YE5303_09931
ko:K02010	yee:YE5303_09941
ko:K02011	yee:YE5303_09951
ko:K01120	yee:YE5303_33831
ko:K09017	yee:YE5303_22851
ko:K04772	yee:YE5303_02191
ko:K04771	yee:YE5303_25991
ko:K01139	yee:YE5303_43101
ko:K19270	yee:YE5303_11271
ko:K07497	yee:YE5303_09201
ko:K07497	yee:YE5303_09251
ko:K07497	yee:YE5303_15601
ko:K07497	yee:YE5303_03901
ko:K07497	yee:YE5303_04161
ko:K07497	yee:YE5303_05431
ko:K07497	yee:YE5303_22261
ko:K19265	yee:YE5303_09761
ko:K01992	yee:YE5303_10541
ko:K01992	yee:YE5303_33201
ko:K01992	yee:YE5303_33211
ko:K00839	yee:YE5303_36941
ko:K19268	yee:YE5303_38761
ko:K03722	yee:YE5303_16751
ko:K07497	yee:YE5303_22331
ko:K07497	yee:YE5303_23741
ko:K07497	yee:YE5303_32981
ko:K07497	yee:YE5303_28151
ko:K07497	yee:YE5303_29891
ko:K07497	yee:YE5303_25291
ko:K07497	yee:YE5303_30541
ko:K03722	yee:YE5303_32831
ko:K19267	yee:YE5303_15281
ko:K19337	yee:YE5303_16691
ko:K02031	yee:YE5303_28521
ko:K00632	yee:YE5303_10701
ko:K01582	yee:YE5303_06261
ko:K19334	yee:YE5303_28481
ko:K02464	yee:YE5303_05591
ko:K02485	yee:YE5303_17641
ko:K01175	yee:YE5303_34061
ko:K19270	yee:YE5303_20641
ko:K19302	yee:YE5303_13261
ko:K19304	yee:YE5303_16661
ko:K19333	yee:YE5303_20771
ko:K00525	yee:YE5303_06731
ko:K06867	yee:YE5303_07631
ko:K02031	yee:YE5303_06921
ko:K19303	yee:YE5303_19991
ko:K01096	yee:YE5303_18171
ko:K01007	yee:YE5303_20191
ko:K19577	yee:YE5303_05661
ko:K19577	yee:YE5303_21351
ko:K06415	yee:YE5303_16931
ko:K14237	yee:YE5303_tRNA0026
ko:K14237	yee:YE5303_tRNA0027
ko:K14237	yee:YE5303_tRNA0028
ko:K14228	yee:YE5303_tRNA0066
ko:K14228	yee:YE5303_tRNA0067
ko:K14228	yee:YE5303_tRNA0007
ko:K14219	yee:YE5303_tRNA0062
ko:K14219	yee:YE5303_tRNA0063
ko:K14219	yee:YE5303_tRNA0064
ko:K02483	yee:YE5303_09601
ko:K02032	yee:YE5303_28531
ko:K01185	yee:YE5303_16101
ko:K14233	yee:YE5303_tRNA0065
ko:K07344	yee:YE5303_09331
ko:K10775	yee:YE5303_34601
ko:K19611	yee:YE5303_26411
ko:K20263	yee:YE5303_24221
ko:K09690	yee:YE5303_38971
ko:K00854	yee:YE5303_23891
ko:K02796	yee:YE5303_15761
ko:K19697	yee:YE5303_31801
ko:K15035	yee:YE5303miscRNA0021
ko:K01983	yee:YE5303miscRNA0062
ko:K01985	yee:YE5303_rRNA0025
ko:K01985	yee:YE5303_rRNA0020
ko:K01985	yee:YE5303_rRNA0008
ko:K01985	yee:YE5303_rRNA0026
ko:K01985	yee:YE5303_rRNA0004
ko:K01985	yee:YE5303_rRNA0021
ko:K01985	yee:YE5303_rRNA0012
ko:K01985	yee:YE5303_rRNA0016
ko:K18507	yee:YE5303miscRNA0076
ko:K18507	yee:YE5303miscRNA0044
ko:K05875	yee:YE5303_39931
ko:K19775	yee:YE5303_02521
ko:K19745	yee:YE5303_01211
ko:K19778	yee:YE5303_07031
ko:K19778	yee:YE5303_15451
ko:K12144	yee:YE5303_32351
ko:K19776	yee:YE5303_16151
ko:K19784	yee:YE5303_40391
ko:K00799	yee:YE5303_21001
ko:K07147	yee:YE5303_01201
ko:K00799	yee:YE5303_13111
ko:K07119	yee:YE5303_23661
ko:K15777	yee:YE5303_02931
ko:K12137	yee:YE5303_32281
ko:K07662	yee:YE5303_42611
ko:K19802	yee:YE5303_19551
ko:K19803	yee:YE5303_12821
ko:K19804	yee:YE5303_18191
ko:K19813	yee:YE5303_08381
ko:K19810	yee:YE5303_29771
ko:K10918	yee:YE5303_24371
ko:K02756	yee:YE5303_12111
ko:K02757	yee:YE5303_12111
ko:K04128	yee:YE5303_29981
ko:K01155	yee:YE5303_30521
ko:K15540	yee:YE5303_31221
ko:K19956	yee:YE5303_25251
ko:K07263	yee:YE5303_39201
ko:K07274	yee:YE5303_17041
ko:K21636	yee:YE5303_28581
ko:K18527	yee:YE5303miscRNA0001
ko:K14235	yee:YE5303_tRNA0004
ko:K14219	yee:YE5303_tRNA0005
ko:K14225	yee:YE5303_tRNA0045
ko:K14225	yee:YE5303_tRNA0073
ko:K14225	yee:YE5303_tRNA0071
ko:K14225	yee:YE5303_tRNA0072
ko:K14230	yee:YE5303_tRNA0054
ko:K14230	yee:YE5303_tRNA0058
ko:K14224	yee:YE5303_tRNA0001
ko:K14224	yee:YE5303_tRNA0014
ko:K14224	yee:YE5303_tRNA0076
ko:K14224	yee:YE5303_tRNA0002
ko:K14224	yee:YE5303_tRNA0061
ko:K14224	yee:YE5303_tRNA0009
ko:K14224	yee:YE5303_tRNA0021
ko:K14231	yee:YE5303_tRNA0016
ko:K14231	yee:YE5303_tRNA0074
ko:K18522	yee:YE5303miscRNA0016
ko:K18521	yee:YE5303miscRNA0017
ko:K18515	yee:YE5303miscRNA0018
ko:K18520	yee:YE5303miscRNA0026
ko:K14218	yee:YE5303_tRNA0024
ko:K14218	yee:YE5303_tRNA0025
ko:K14229	yee:YE5303_tRNA0029
ko:K14229	yee:YE5303_tRNA0051
ko:K14229	yee:YE5303_tRNA0053
ko:K14229	yee:YE5303_tRNA0052
ko:K14229	yee:YE5303_tRNA0050
ko:K14229	yee:YE5303_tRNA0046
ko:K14233	yee:YE5303_tRNA0031
ko:K14233	yee:YE5303_tRNA0035
ko:K14233	yee:YE5303_tRNA0036
ko:K14233	yee:YE5303_tRNA0037
ko:K18508	yee:YE5303miscRNA0034
ko:K14237	yee:YE5303_tRNA0040
ko:K14237	yee:YE5303_tRNA0041
ko:K14237	yee:YE5303_tRNA0042
ko:K18518	yee:YE5303miscRNA0045
ko:K14228	yee:YE5303_tRNA0043
ko:K14228	yee:YE5303_tRNA0055
ko:K14222	yee:YE5303_tRNA0044
ko:K14220	yee:YE5303_tRNA0047
ko:K14220	yee:YE5303_tRNA0048
ko:K14220	yee:YE5303_tRNA0049
ko:K14223	yee:YE5303_tRNA0056
ko:K14223	yee:YE5303_tRNA0057
ko:K14223	yee:YE5303_tRNA0059
ko:K18503	yee:YE5303miscRNA0060
ko:K18511	yee:YE5303miscRNA0063
ko:K14228	yee:YE5303_tRNA0068
ko:K14228	yee:YE5303_tRNA0070
ko:K14234	yee:YE5303_tRNA0075
ko:K20265	yee:YE5303_02701
ko:K20266	yee:YE5303_09351
ko:K07686	yee:YE5303_39441
ko:K14221	yee:YE5303_tRNA0023
ko:K20264	yee:YE5303_24211
ko:K14219	yee:YE5303_tRNA0030
ko:K14219	yee:YE5303_tRNA0060
ko:K14226	yee:YE5303_tRNA0006
ko:K14232	yee:YE5303_tRNA0008
ko:K14232	yee:YE5303_tRNA0077
ko:K14232	yee:YE5303_tRNA0033
ko:K18505	yee:YE5303miscRNA0005
ko:K14234	yee:YE5303_tRNA0010
ko:K14234	yee:YE5303_tRNA0032
ko:K14234	yee:YE5303_tRNA0013
ko:K14236	yee:YE5303_tRNA0011
ko:K14236	yee:YE5303_tRNA0038
ko:K14236	yee:YE5303_tRNA0039
ko:K14225	yee:YE5303_tRNA0012
ko:K14225	yee:YE5303_tRNA0017
ko:K18504	yee:YE5303miscRNA0010
ko:K01978	yee:YE5303miscRNA0011
ko:K14230	yee:YE5303_tRNA0015
ko:K14230	yee:YE5303_tRNA0018
ko:K14230	yee:YE5303_tRNA0020
ko:K14230	yee:YE5303_tRNA0069
ko:K14230	yee:YE5303_tRNA0019
ko:K20542	yee:YE5303_39271
ko:K20543	yee:YE5303_39261
ko:K20541	yee:YE5303_39281
ko:K19591	yee:YE5303_35341
ko:K22132	yee:YE5303_05911
ko:K22214	yee:YE5303_20611
ko:K02438	yee:YE5303_38431
ko:K20881	yee:YE5303_38171
ko:K20862	yee:YE5303_41361
ko:K20866	yee:YE5303_43221
ko:K02790	yee:YE5303_18601
ko:K02791	yee:YE5303_18601
ko:K21021	yee:YE5303_27471
ko:K22025	yee:YE5303_03411
ko:K21086	yee:YE5303_39161
ko:K21087	yee:YE5303_36551
ko:K21088	yee:YE5303_05341
ko:K21084	yee:YE5303_08631
ko:K08968	yee:YE5303_20851
ko:K00821	yee:YE5303_37901
ko:K00526	yee:YE5303_11701
ko:K00526	yee:YE5303_06721
ko:K02335	yee:YE5303_43301
ko:K01185	yee:YE5303_15231
ko:K06952	yee:YE5303_00311
ko:K01160	yee:YE5303_00431
ko:K01185	yee:YE5303_00501
ko:K00560	yee:YE5303_05791
ko:K02314	yee:YE5303_00871
ko:K06223	yee:YE5303_01471
ko:K06191	yee:YE5303_06742
ko:K06952	yee:YE5303_12211
ko:K00558	yee:YE5303_12281
ko:K01160	yee:YE5303_12291
ko:K01185	yee:YE5303_12361
ko:K06919	yee:YE5303_42971
ko:K01520	yee:YE5303_42861
ko:K00857	yee:YE5303_17681
ko:K06217	yee:YE5303_21381
ko:K03676	yee:YE5303_42681
ko:K06866	yee:YE5303_07601
ko:K06903	yee:YE5303_22041
ko:K06907	yee:YE5303_22171
ko:K06908	yee:YE5303_22181
ko:K06906	yee:YE5303_22211
ko:K06905	yee:YE5303_22221
ko:K06217	yee:YE5303_34231
ko:K02316	yee:YE5303_02791
ko:K09961	yee:YE5303_22471
ko:K01185	yee:YE5303_22521
ko:K00558	yee:YE5303_22591
ko:K02314	yee:YE5303_22621
ko:K07313	yee:YE5303_34551
ko:K01185	yee:YE5303_35021
ko:K03553	yee:YE5303_24781
ko:K04068	yee:YE5303_28591
ko:K03546	yee:YE5303_29931
ko:K03546	yee:YE5303_36421
ko:K00287	yee:YE5303_27111
ko:K06223	yee:YE5303_38051
ko:K06919	yee:YE5303_39641
ko:K00050	yee:YE5303_11541
ko:K00525	yee:YE5303_11711
ko:K13695	yee:YE5303_20271
ko:K03892	yee:YE5303_04911
ko:K21470	yee:YE5303_13951
ko:K22589	yee:YE5303_36671
ko:K01420	yee:YE5303_19211
ko:K21698	yee:YE5303_01311
ko:K21695	yee:YE5303_01321
ko:K21936	yee:YE5303_30551
ko:K21948	yee:YE5303_21631
ko:K13638	yee:YE5303_37291
ko:K21990	yee:YE5303_10561
ko:K22015	yee:YE5303_32391
ko:K22051	yee:YE5303_29671
ko:K22131	yee:YE5303_21611
ko:K22130	yee:YE5303_21621
ko:K03595	yee:YE5303_07751
ko:K22105	yee:YE5303_42161
ko:K22110	yee:YE5303_39241
ko:K22110	yee:YE5303_20731
ko:K22214	yee:YE5303_34011
ko:K03079	yee:YE5303_25081
ko:K03077	yee:YE5303_25021
ko:K03077	yee:YE5303_18261
ko:K02257	yee:YE5303_36081
ko:K11391	yee:YE5303_02631
ko:K13566	yee:YE5303_36921
ko:K22601	yee:YE5303_37021
ko:K22602	yee:YE5303_37011
