ko:K18919	elp:P12B_c1512
ko:K15540	elp:P12B_c0127
ko:K08279	elp:P12B_c0030
ko:K07250	elp:P12B_c2771
ko:K11645	elp:P12B_c2195
ko:K13244	elp:P12B_c0334
ko:K09020	elp:P12B_c0996
ko:K02533	elp:P12B_c4477
ko:K01977	elp:P12B_r0014
ko:K01977	elp:P12B_r0017
ko:K01977	elp:P12B_r0011
ko:K01977	elp:P12B_r0020
ko:K01977	elp:P12B_r0001
ko:K01977	elp:P12B_r0006
ko:K01977	elp:P12B_r0010
ko:K03077	elp:P12B_c4295
ko:K07812	elp:P12B_c1213
ko:K16370	elp:P12B_c1360
ko:K01630	elp:P12B_c3241
ko:K16322	elp:P12B_c3623
ko:K16371	elp:P12B_c2192
ko:K12144	elp:P12B_c2591
ko:K10710	elp:P12B_c3472
ko:K14063	elp:P12B_c1742
ko:K10708	elp:P12B_c3470
ko:K16329	elp:P12B_c2259
ko:K08970	elp:P12B_c2204
ko:K11920	elp:P12B_c0549
ko:K04753	elp:P12B_c3117
ko:K18842	elp:P12B_c4329
ko:K12143	elp:P12B_c2590
ko:K16325	elp:P12B_c2255
ko:K07355	elp:P12B_c0546
ko:K02617	elp:P12B_c1726
ko:K05799	elp:P12B_c0102
ko:K16326	elp:P12B_c2257
ko:K16328	elp:P12B_c2260
ko:K04014	elp:P12B_c4181
ko:K04015	elp:P12B_c4182
ko:K03566	elp:P12B_c2906
ko:K07481	elp:P12B_c1057
ko:K07481	elp:P12B_c1156
ko:K07749	elp:P12B_c2491
ko:K02062	elp:P12B_c0059
ko:K10823	elp:P12B_c1893
ko:K16263	elp:P12B_c4240
ko:K04027	elp:P12B_c2559
ko:K07714	elp:P12B_c2312
ko:K00087	elp:P12B_c2964
ko:K00879	elp:P12B_c2902
ko:K02554	elp:P12B_c0368
ko:K01035	elp:P12B_c2314
ko:K16291	elp:P12B_c1028
ko:K03445	elp:P12B_c3801
ko:K16264	elp:P12B_c0714
ko:K16328	elp:P12B_c2254
ko:K11391	elp:P12B_c3200
ko:K10544	elp:P12B_c3697
ko:K01487	elp:P12B_c2981
ko:K00537	elp:P12B_c2597
ko:K16693	elp:P12B_c3922
ko:K03772	elp:P12B_c3449
ko:K03574	elp:P12B_c0091
ko:K02058	elp:P12B_c4332
ko:K09810	elp:P12B_c1989
ko:K07459	elp:P12B_c0861
ko:K07214	elp:P12B_c0570
ko:K00932	elp:P12B_c3231
ko:K16703	elp:P12B_c2146
ko:K16704	elp:P12B_c3919
ko:K03776	elp:P12B_c3189
ko:K08234	elp:P12B_c0175
ko:K00090	elp:P12B_c3682
ko:K16692	elp:P12B_c2164
ko:K16711	elp:P12B_c2145
ko:K07662	elp:P12B_c4029
ko:K16710	elp:P12B_c2147
ko:K00065	elp:P12B_c2934
ko:K03605	elp:P12B_c0961
ko:K14742	elp:P12B_c1274
ko:K02778	elp:P12B_c2006
ko:K02779	elp:P12B_c2006
ko:K16695	elp:P12B_c2150
ko:K01190	elp:P12B_c0362
ko:K00042	elp:P12B_c0521
ko:K02484	elp:P12B_c1055
ko:K05812	elp:P12B_c2684
ko:K00971	elp:P12B_c2153
ko:K13654	elp:P12B_c1678
ko:K07274	elp:P12B_c1297
ko:K19234	elp:P12B_c1404
ko:K19230	elp:P12B_c1803
ko:K16692	elp:P12B_c0968
ko:K07273	elp:P12B_c2200
ko:K00042	elp:P12B_c3240
ko:K00632	elp:P12B_c2435
ko:K01096	elp:P12B_c1812
ko:K00821	elp:P12B_c3459
ko:K09472	elp:P12B_c1794
ko:K01664	elp:P12B_c3460
ko:K04772	elp:P12B_c3346
ko:K02081	elp:P12B_c3246
ko:K05499	elp:P12B_c4049
ko:K09017	elp:P12B_c0998
ko:K03719	elp:P12B_c0875
ko:K03973	elp:P12B_c1788
ko:K05540	elp:P12B_c3369
ko:K04771	elp:P12B_c0150
ko:K02849	elp:P12B_c3760
ko:K15460	elp:P12B_c2676
ko:K00557	elp:P12B_c4086
ko:K04028	elp:P12B_c2558
ko:K07091	elp:P12B_c3083
ko:K12983	elp:P12B_c3752
ko:K02226	elp:P12B_c0620
ko:K01420	elp:P12B_c1761
ko:K03779	elp:P12B_c3157
ko:K09477	elp:P12B_c0596
ko:K03604	elp:P12B_c1423
ko:K03559	elp:P12B_c3106
ko:K00040	elp:P12B_c4409
ko:K08302	elp:P12B_c3255
ko:K00265	elp:P12B_c3329
ko:K12678	elp:P12B_c1566
ko:K07245	elp:P12B_c3595
ko:K00951	elp:P12B_c2882
ko:K01485	elp:P12B_c0354
ko:K00108	elp:P12B_c0330
ko:K01467	elp:P12B_c4249
ko:K06970	elp:P12B_c0794
ko:K03585	elp:P12B_c0476
ko:K02520	elp:P12B_c1365
ko:K06218	elp:P12B_c1511
ko:K03417	elp:P12B_c0348
ko:K06075	elp:P12B_c1439
ko:K07245	elp:P12B_c1245
ko:K08302	elp:P12B_c2193
ko:K00371	elp:P12B_c1661
ko:K00374	elp:P12B_c1662
ko:K19353	elp:P12B_c4076
ko:K03526	elp:P12B_c2615
ko:K11209	elp:P12B_c2395
ko:K03292	elp:P12B_c3787
ko:K03293	elp:P12B_c3926
ko:K00370	elp:P12B_c1660
ko:K10038	elp:P12B_c0796
ko:K04091	elp:P12B_c0922
ko:K01582	elp:P12B_c4231
ko:K01582	elp:P12B_c0174
ko:K01897	elp:P12B_c1276
ko:K17716	elp:P12B_c2138
ko:K12678	elp:P12B_c1570
ko:K00633	elp:P12B_c0360
ko:K10439	elp:P12B_c3890
ko:K04017	elp:P12B_c4184
ko:K08313	elp:P12B_c0810
ko:K08316	elp:P12B_c3563
ko:K17713	elp:P12B_c2612
ko:K02014	elp:P12B_c1677
ko:K07491	elp:P12B_c1695
ko:K01885	elp:P12B_c2515
ko:K02784	elp:P12B_c2527
ko:K08483	elp:P12B_c2528
ko:K03747	elp:P12B_c3382
ko:K03499	elp:P12B_c3387
ko:K04018	elp:P12B_c4185
ko:K07126	elp:P12B_c4187
ko:K04750	elp:P12B_c4210
ko:K11104	elp:P12B_c4223
ko:K07792	elp:P12B_c4226
ko:K02549	elp:P12B_c2356
ko:K08680	elp:P12B_c2358
ko:K02552	elp:P12B_c2360
ko:K02348	elp:P12B_c2361
ko:K00784	elp:P12B_c2362
ko:K07114	elp:P12B_c2364
ko:K00219	elp:P12B_c3198
ko:K07393	elp:P12B_c3221
ko:K07640	elp:P12B_c4028
ko:K13283	elp:P12B_c4031
ko:K02446	elp:P12B_c4040
ko:K08314	elp:P12B_c4068
ko:K05595	elp:P12B_c1548
ko:K00598	elp:P12B_c1558
ko:K00647	elp:P12B_c2416
ko:K01782	elp:P12B_c2434
ko:K02745	elp:P12B_c3248
ko:K02744	elp:P12B_c3252
ko:K12961	elp:P12B_c3268
ko:K03177	elp:P12B_c3284
ko:K02427	elp:P12B_c3296
ko:K00867	elp:P12B_c4091
ko:K03148	elp:P12B_c4104
ko:K07709	elp:P12B_c4115
ko:K07263	elp:P12B_c1635
ko:K01580	elp:P12B_c1636
ko:K02033	elp:P12B_c1643
ko:K04063	elp:P12B_c1647
ko:K00027	elp:P12B_c1650
ko:K13953	elp:P12B_c1651
ko:K08350	elp:P12B_c1652
ko:K13636	elp:P12B_c2481
ko:K01577	elp:P12B_c2490
ko:K00845	elp:P12B_c2507
ko:K07491	elp:P12B_c3299
ko:K02067	elp:P12B_c3309
ko:K02806	elp:P12B_c3321
ko:K01788	elp:P12B_c3334
ko:K01639	elp:P12B_c3336
ko:K13641	elp:P12B_c4125
ko:K00548	elp:P12B_c4126
ko:K03316	elp:P12B_c4175
ko:K01990	elp:P12B_c0117
ko:K10112	elp:P12B_c1776
ko:K11071	elp:P12B_c1981
ko:K11069	elp:P12B_c1983
ko:K02619	elp:P12B_c2011
ko:K00059	elp:P12B_c2014
ko:K06179	elp:P12B_c2021
ko:K04652	elp:P12B_c2829
ko:K04655	elp:P12B_c2832
ko:K03299	elp:P12B_c2843
ko:K03087	elp:P12B_c2844
ko:K00380	elp:P12B_c2863
ko:K00854	elp:P12B_c3693
ko:K03796	elp:P12B_c3699
ko:K01176	elp:P12B_c3700
ko:K01992	elp:P12B_c0118
ko:K04844	elp:P12B_c1778
ko:K02025	elp:P12B_c1783
ko:K04774	elp:P12B_c1819
ko:K01011	elp:P12B_c2621
ko:K13628	elp:P12B_c2628
ko:K04488	elp:P12B_c2629
ko:K01092	elp:P12B_c2633
ko:K06889	elp:P12B_c2634
ko:K02056	elp:P12B_c2648
ko:K07019	elp:P12B_c3454
ko:K10914	elp:P12B_c3457
ko:K07048	elp:P12B_c3477
ko:K06889	elp:P12B_c4288
ko:K03476	elp:P12B_c4290
ko:K03475	elp:P12B_c4291
ko:K02822	elp:P12B_c4292
ko:K02821	elp:P12B_c4293
ko:K01119	elp:P12B_c4320
ko:K01082	elp:P12B_c4321
ko:K07304	elp:P12B_c4326
ko:K01507	elp:P12B_c4331
ko:K03810	elp:P12B_c2041
ko:K08161	elp:P12B_c2055
ko:K04477	elp:P12B_c2074
ko:K07048	elp:P12B_c2084
ko:K04765	elp:P12B_c2879
ko:K02798	elp:P12B_c3728
ko:K02799	elp:P12B_c3728
ko:K02800	elp:P12B_c3728
ko:K00101	elp:P12B_c3735
ko:K00639	elp:P12B_c3747
ko:K02843	elp:P12B_c3749
ko:K10563	elp:P12B_c3763
ko:K00626	elp:P12B_c2317
ko:K02858	elp:P12B_c3140
ko:K00974	elp:P12B_c3152
ko:K01409	elp:P12B_c3160
ko:K03649	elp:P12B_c3164
ko:K09251	elp:P12B_c3190
ko:K00127	elp:P12B_c4009
ko:K00124	elp:P12B_c4010
ko:K01629	elp:P12B_c4019
ko:K01813	elp:P12B_c4020
ko:K02855	elp:P12B_c4022
ko:K01692	elp:P12B_c1733
ko:K00276	elp:P12B_c1740
ko:K14062	elp:P12B_c1748
ko:K14061	elp:P12B_c1749
ko:K00567	elp:P12B_c1760
ko:K06889	elp:P12B_c1766
ko:K00616	elp:P12B_c2566
ko:K01439	elp:P12B_c2574
ko:K07054	elp:P12B_c2577
ko:K03548	elp:P12B_c2595
ko:K02824	elp:P12B_c2599
ko:K00088	elp:P12B_c2609
ko:K02450	elp:P12B_c3422
ko:K02454	elp:P12B_c3428
ko:K03757	elp:P12B_c4232
ko:K00247	elp:P12B_c4250
ko:K00245	elp:P12B_c4252
ko:K03593	elp:P12B_c2212
ko:K01489	elp:P12B_c2238
ko:K03748	elp:P12B_c2239
ko:K10541	elp:P12B_c2242
ko:K10540	elp:P12B_c2244
ko:K02428	elp:P12B_c3042
ko:K01424	elp:P12B_c3045
ko:K03289	elp:P12B_c3052
ko:K02454	elp:P12B_c3064
ko:K00652	elp:P12B_c3081
ko:K02116	elp:P12B_c3877
ko:K03718	elp:P12B_c3882
ko:K10440	elp:P12B_c3889
ko:K00852	elp:P12B_c3891
ko:K03769	elp:P12B_c3905
ko:K02851	elp:P12B_c3912
ko:K02852	elp:P12B_c3925
ko:K05816	elp:P12B_c3548
ko:K05815	elp:P12B_c3549
ko:K05814	elp:P12B_c3550
ko:K02056	elp:P12B_c4333
ko:K01226	elp:P12B_c4345
ko:K09022	elp:P12B_c4349
ko:K00046	elp:P12B_c4373
ko:K00851	elp:P12B_c4375
ko:K03803	elp:P12B_c2671
ko:K01974	elp:P12B_c3520
ko:K02441	elp:P12B_c3524
ko:K00700	elp:P12B_c3534
ko:K00851	elp:P12B_c3538
ko:K03825	elp:P12B_c3542
ko:K00244	elp:P12B_c4253
ko:K07258	elp:P12B_c2115
ko:K00033	elp:P12B_c2133
ko:K02100	elp:P12B_c2933
ko:K00626	elp:P12B_c2936
ko:K12943	elp:P12B_c2963
ko:K07784	elp:P12B_c3805
ko:K00389	elp:P12B_c3816
ko:K15582	elp:P12B_c1895
ko:K00374	elp:P12B_c1908
ko:K06039	elp:P12B_c1916
ko:K04085	elp:P12B_c3567
ko:K07665	elp:P12B_c3594
ko:K13637	elp:P12B_c4410
ko:K01002	elp:P12B_c4437
ko:K15555	elp:P12B_c0920
ko:K01297	elp:P12B_c1942
ko:K11105	elp:P12B_c1943
ko:K07660	elp:P12B_c1976
ko:K01258	elp:P12B_c1979
ko:K11072	elp:P12B_c1980
ko:K00135	elp:P12B_c2770
ko:K03647	elp:P12B_c2782
ko:K03743	elp:P12B_c2801
ko:K08305	elp:P12B_c2802
ko:K02783	elp:P12B_c2803
ko:K02782	elp:P12B_c2804
ko:K02783	elp:P12B_c2804
ko:K00068	elp:P12B_c2806
ko:K02466	elp:P12B_c2807
ko:K07665	elp:P12B_c3611
ko:K06149	elp:P12B_c3625
ko:K00383	elp:P12B_c3630
ko:K01580	elp:P12B_c3646
ko:K00564	elp:P12B_c4446
ko:K01619	elp:P12B_c4456
ko:K00758	elp:P12B_c4457
ko:K03784	elp:P12B_c4459
ko:K07186	elp:P12B_c4462
ko:K03606	elp:P12B_c2151
ko:K01104	elp:P12B_c2165
ko:K00882	elp:P12B_c2262
ko:K06183	elp:P12B_c2278
ko:K02200	elp:P12B_c2285
ko:K02193	elp:P12B_c2292
ko:K02569	elp:P12B_c2293
ko:K02574	elp:P12B_c2295
ko:K11070	elp:P12B_c1982
ko:K02436	elp:P12B_c2187
ko:K00094	elp:P12B_c2188
ko:K02775	elp:P12B_c2189
ko:K01823	elp:P12B_c2986
ko:K04763	elp:P12B_c2991
ko:K01262	elp:P12B_c3002
ko:K00058	elp:P12B_c3006
ko:K01847	elp:P12B_c3009
ko:K07588	elp:P12B_c3010
ko:K03442	elp:P12B_c3016
ko:K02173	elp:P12B_c3021
ko:K02799	elp:P12B_c3025
ko:K02800	elp:P12B_c3025
ko:K02798	elp:P12B_c3026
ko:K01480	elp:P12B_c3029
ko:K01585	elp:P12B_c3030
ko:K07214	elp:P12B_c3855
ko:K02755	elp:P12B_c3857
ko:K02756	elp:P12B_c3857
ko:K02757	elp:P12B_c3857
ko:K03488	elp:P12B_c3859
ko:K11209	elp:P12B_c3092
ko:K06281	elp:P12B_c3097
ko:K06282	elp:P12B_c3100
ko:K01760	elp:P12B_c3108
ko:K01515	elp:P12B_c3134
ko:K01719	elp:P12B_c3930
ko:K03498	elp:P12B_c3971
ko:K00230	elp:P12B_c3972
ko:K00813	elp:P12B_c0915
ko:K05601	elp:P12B_c0858
ko:K17686	elp:P12B_c3605
ko:K07665	elp:P12B_c0554
ko:K03386	elp:P12B_c0590
ko:K05966	elp:P12B_c0597
ko:K03326	elp:P12B_c0605
ko:K07258	elp:P12B_c0615
ko:K07126	elp:P12B_c0626
ko:K07126	elp:P12B_c0630
ko:K02566	elp:P12B_c0646
ko:K02564	elp:P12B_c0649
ko:K03711	elp:P12B_c0655
ko:K01835	elp:P12B_c0660
ko:K03756	elp:P12B_c0663
ko:K05522	elp:P12B_c0684
ko:K07120	elp:P12B_c0685
ko:K00241	elp:P12B_c0692
ko:K15524	elp:P12B_c0702
ko:K03560	elp:P12B_c0707
ko:K01785	elp:P12B_c0718
ko:K01784	elp:P12B_c0722
ko:K02017	elp:P12B_c0727
ko:K07404	elp:P12B_c0729
ko:K00575	elp:P12B_c1201
ko:K06201	elp:P12B_c1210
ko:K09815	elp:P12B_c1228
ko:K07305	elp:P12B_c1301
ko:K01424	elp:P12B_c1313
ko:K01916	elp:P12B_c1343
ko:K01222	elp:P12B_c1349
ko:K03478	elp:P12B_c1350
ko:K07283	elp:P12B_c1361
ko:K08997	elp:P12B_c1378
ko:K19221	elp:P12B_c1821
ko:K08299	elp:P12B_c0031
ko:K03855	elp:P12B_c0039
ko:K01525	elp:P12B_c0044
ko:K06177	elp:P12B_c0051
ko:K00853	elp:P12B_c0056
ko:K06910	elp:P12B_c0763
ko:K00652	elp:P12B_c0766
ko:K03635	elp:P12B_c0775
ko:K07027	elp:P12B_c0778
ko:K07757	elp:P12B_c0807
ko:K07258	elp:P12B_c0824
ko:K05844	elp:P12B_c0836
ko:K09998	elp:P12B_c0846
ko:K10000	elp:P12B_c0849
ko:K01488	elp:P12B_c1459
ko:K00076	elp:P12B_c1464
ko:K01679	elp:P12B_c1473
ko:K07312	elp:P12B_c1492
ko:K00657	elp:P12B_c1497
ko:K16012	elp:P12B_c0871
ko:K16013	elp:P12B_c0872
ko:K07307	elp:P12B_c0881
ko:K07308	elp:P12B_c0882
ko:K02238	elp:P12B_c0899
ko:K11085	elp:P12B_c0900
ko:K09476	elp:P12B_c0916
ko:K03286	elp:P12B_c0944
ko:K07343	elp:P12B_c0946
ko:K09909	elp:P12B_c0951
ko:K11179	elp:P12B_c0956
ko:K06282	elp:P12B_c0958
ko:K06281	elp:P12B_c0959
ko:K07772	elp:P12B_c0982
ko:K01104	elp:P12B_c0969
ko:K02414	elp:P12B_c1078
ko:K06910	elp:P12B_c1128
ko:K07491	elp:P12B_c1130
ko:K01176	elp:P12B_c1134
ko:K11392	elp:P12B_c1248
ko:K02795	elp:P12B_c1264
ko:K02793	elp:P12B_c1265
ko:K02794	elp:P12B_c1265
ko:K03451	elp:P12B_c1280
ko:K06212	elp:P12B_c0890
ko:K00616	elp:P12B_c0007
ko:K07034	elp:P12B_c0009
ko:K00970	elp:P12B_c0130
ko:K01243	elp:P12B_c0148
ko:K07098	elp:P12B_c0153
ko:K00674	elp:P12B_c0154
ko:K03469	elp:P12B_c0197
ko:K02342	elp:P12B_c0198
ko:K07491	elp:P12B_c0215
ko:K02414	elp:P12B_c0255
ko:K03830	elp:P12B_c0263
ko:K00769	elp:P12B_c0266
ko:K03455	elp:P12B_c0285
ko:K00547	elp:P12B_c0315
ko:K02010	elp:P12B_c0316
ko:K05712	elp:P12B_c0365
ko:K05713	elp:P12B_c0366
ko:K04073	elp:P12B_c0369
ko:K00121	elp:P12B_c0378
ko:K01077	elp:P12B_c0399
ko:K07657	elp:P12B_c0411
ko:K04067	elp:P12B_c0479
ko:K00939	elp:P12B_c0486
ko:K03455	elp:P12B_c0490
ko:K11751	elp:P12B_c0492
ko:K02004	elp:P12B_c0509
ko:K01466	elp:P12B_c0525
ko:K02381	elp:P12B_c0532
ko:K03768	elp:P12B_c0539
ko:K06078	elp:P12B_c1405
ko:K01759	elp:P12B_c1430
ko:K00799	elp:P12B_c1446
ko:K03613	elp:P12B_c1449
ko:K03612	elp:P12B_c1450
ko:K03614	elp:P12B_c1451
ko:K03615	elp:P12B_c1452
ko:K03616	elp:P12B_c1453
ko:K03617	elp:P12B_c1454
ko:K17686	elp:P12B_c0498
ko:K19789	elp:P12B_c2279
ko:K01138	elp:P12B_c1631
ko:K06867	elp:P12B_c0337
ko:K06518	elp:P12B_c2236
ko:K02477	elp:P12B_c2222
ko:K08485	elp:P12B_c3323
ko:K12146	elp:P12B_c2593
ko:K17722	elp:P12B_c2240
ko:K17723	elp:P12B_c2241
ko:K13638	elp:P12B_c3389
ko:K08173	elp:P12B_c1534
ko:K12985	elp:P12B_c3753
ko:K02032	elp:P12B_c1646
ko:K02026	elp:P12B_c1782
ko:K01791	elp:P12B_c2136
ko:K14059	elp:P12B_c1085
ko:K02614	elp:P12B_c1730
ko:K01791	elp:P12B_c3914
ko:K01497	elp:P12B_c1813
ko:K00632	elp:P12B_c3967
ko:K02027	elp:P12B_c1784
ko:K17758	elp:P12B_c4262
ko:K17759	elp:P12B_c4262
ko:K02483	elp:P12B_c1054
ko:K02477	elp:P12B_c2500
ko:K04073	elp:P12B_c0311
ko:K11928	elp:P12B_c1000
ko:K00344	elp:P12B_c4155
ko:K00661	elp:P12B_c0473
ko:K01187	elp:P12B_c0415
ko:K13695	elp:P12B_c1375
ko:K03276	elp:P12B_c3756
ko:K07483	elp:P12B_c1023
ko:K07484	elp:P12B_c1020
ko:K18015	elp:P12B_c2363
ko:K07483	elp:P12B_c2765
ko:K07483	elp:P12B_c3426
ko:K07484	elp:P12B_c1045
ko:K07484	elp:P12B_c1606
ko:K07484	elp:P12B_c1722
ko:K07496	elp:P12B_c1694
ko:K17938	elp:P12B_c0395
ko:K07483	elp:P12B_c0125
ko:K07483	elp:P12B_c1011
ko:K07484	elp:P12B_c1044
ko:K07484	elp:P12B_c1605
ko:K07484	elp:P12B_c1723
ko:K07484	elp:P12B_c3603
ko:K06867	elp:P12B_c1362
ko:K06867	elp:P12B_c4124
ko:K01066	elp:P12B_c0488
ko:K01175	elp:P12B_c0658
ko:K07483	elp:P12B_c1019
ko:K07483	elp:P12B_c1043
ko:K07483	elp:P12B_c1604
ko:K07483	elp:P12B_c1724
ko:K07483	elp:P12B_c2079
ko:K22597	elp:P12B_c1785
ko:K01185	elp:P12B_c1867
ko:K01185	elp:P12B_c2734
ko:K07481	elp:P12B_c1291
ko:K07483	elp:P12B_c3602
ko:K07483	elp:P12B_c3686
ko:K05711	elp:P12B_c2641
ko:K21430	elp:P12B_c0822
ko:K21469	elp:P12B_c2542
ko:K01007	elp:P12B_c1381
ko:K03605	elp:P12B_c3096
ko:K05712	elp:P12B_c0307
ko:K05713	elp:P12B_c0308
ko:K05714	elp:P12B_c0309
ko:K03275	elp:P12B_c3757
ko:K16136	elp:P12B_c1463
ko:K01666	elp:P12B_c0312
ko:K05819	elp:P12B_c0313
ko:K02343	elp:P12B_c0483
ko:K02381	elp:P12B_c0531
ko:K11920	elp:P12B_c0548
ko:K06140	elp:P12B_c0594
ko:K07160	elp:P12B_c0683
ko:K01784	elp:P12B_c0721
ko:K07483	elp:P12B_c1575
ko:K07085	elp:P12B_c0832
ko:K11085	elp:P12B_c0901
ko:K02405	elp:P12B_c1139
ko:K02425	elp:P12B_c1144
ko:K01752	elp:P12B_c1153
ko:K03837	elp:P12B_c1154
ko:K10678	elp:P12B_c0835
ko:K03604	elp:P12B_c1422
ko:K02014	elp:P12B_c0138
ko:K02015	elp:P12B_c0141
ko:K01424	elp:P12B_c1314
ko:K16370	elp:P12B_c1359
ko:K02520	elp:P12B_c1364
ko:K18320	elp:P12B_c1049
ko:K18324	elp:P12B_c2572
ko:K18326	elp:P12B_c2180
ko:K05710	elp:P12B_c2640
ko:K02554	elp:P12B_c0310
ko:K09476	elp:P12B_c1062
ko:K18997	elp:P12B_c0986
ko:K07491	elp:P12B_c1696
ko:K02931	elp:P12B_c3407
ko:K02458	elp:P12B_c3432
ko:K02358	elp:P12B_c3441
ko:K00791	elp:P12B_c4267
ko:K07109	elp:P12B_c4322
ko:K02056	elp:P12B_c4334
ko:K02015	elp:P12B_c4393
ko:K07347	elp:P12B_c4402
ko:K07350	elp:P12B_c4406
ko:K02399	elp:P12B_c2038
ko:K08161	elp:P12B_c2056
ko:K02913	elp:P12B_c3764
ko:K01232	elp:P12B_c3817
ko:K21637	elp:P12B_c4412
ko:K16695	elp:P12B_c2149
ko:K07347	elp:P12B_c2209
ko:K01581	elp:P12B_c3053
ko:K00973	elp:P12B_c3918
ko:K16693	elp:P12B_c3921
ko:K01061	elp:P12B_c3102
ko:K01760	elp:P12B_c3109
ko:K06894	elp:P12B_c2320
ko:K00113	elp:P12B_c2337
ko:K06153	elp:P12B_c3153
ko:K07491	elp:P12B_c3977
ko:K19540	elp:P12B_c3469
ko:K18471	elp:P12B_c1309
ko:K18478	elp:P12B_c3996
ko:K01671	elp:P12B_c3998
ko:K18446	elp:P12B_c3150
ko:K11904	elp:P12B_c1673
ko:K18475	elp:P12B_c0234
ko:K16235	elp:P12B_c0314
ko:K18531	elp:P12B_c4015
ko:K00681	elp:P12B_c3545
ko:K18530	elp:P12B_c4016
ko:K00335	elp:P12B_c2378
ko:K18691	elp:P12B_c2659
ko:K18697	elp:P12B_c2661
ko:K18702	elp:P12B_c2488
ko:K18765	elp:P12B_c3361
ko:K18928	elp:P12B_c0326
ko:K18850	elp:P12B_c1978
ko:K18889	elp:P12B_c0462
ko:K18837	elp:P12B_c3797
ko:K03630	elp:P12B_c0274
ko:K07171	elp:P12B_c2880
ko:K21645	elp:P12B_c4413
ko:K18920	elp:P12B_c3685
ko:K11741	elp:P12B_c4247
ko:K18841	elp:P12B_c4330
ko:K18899	elp:P12B_c3643
ko:K20861	elp:P12B_c0828
ko:K20866	elp:P12B_c4003
ko:K20881	elp:P12B_c3498
ko:K08968	elp:P12B_c1251
ko:K20862	elp:P12B_c3937
ko:K07319	elp:P12B_c3371
ko:K18778	elp:P12B_c0092
ko:K18800	elp:P12B_c3000
ko:K18831	elp:P12B_c3199
ko:K18657	elp:P12B_c0933
ko:K18890	elp:P12B_c0463
ko:K18838	elp:P12B_c2109
ko:K07480	elp:P12B_c0318
ko:K03630	elp:P12B_c2108
ko:K03553	elp:P12B_c2800
ko:K18929	elp:P12B_c0327
ko:K18898	elp:P12B_c3642
ko:K18918	elp:P12B_c1510
ko:K07480	elp:P12B_c1293
ko:K03169	elp:P12B_c1318
ko:K10748	elp:P12B_c1474
ko:K05839	elp:P12B_c0474
ko:K07796	elp:P12B_c0555
ko:K07810	elp:P12B_c0556
ko:K03646	elp:P12B_c0708
ko:K07480	elp:P12B_c0018
ko:K03674	elp:P12B_c0833
ko:K07480	elp:P12B_c0974
ko:K14060	elp:P12B_c1533
ko:K08722	elp:P12B_c2385
ko:K07480	elp:P12B_c4054
ko:K07480	elp:P12B_c4055
ko:K15773	elp:P12B_c1585
ko:K07480	elp:P12B_c1612
ko:K07724	elp:P12B_c3305
ko:K03746	elp:P12B_c1902
ko:K07480	elp:P12B_c3588
ko:K07810	elp:P12B_c3609
ko:K07480	elp:P12B_c4399
ko:K07480	elp:P12B_c4400
ko:K07480	elp:P12B_c1060
ko:K07480	elp:P12B_c1161
ko:K07480	elp:P12B_c1164
ko:K04565	elp:P12B_c1435
ko:K03502	elp:P12B_c1950
ko:K03503	elp:P12B_c1951
ko:K11685	elp:P12B_c2777
ko:K07796	elp:P12B_c3610
ko:K15773	elp:P12B_c3616
ko:K05785	elp:P12B_c3964
ko:K07480	elp:P12B_c3174
ko:K22044	elp:P12B_c0795
ko:K18838	elp:P12B_c0273
ko:K03976	elp:P12B_c0493
ko:K07483	elp:P12B_c0390
ko:K07483	elp:P12B_c0762
ko:K07483	elp:P12B_c1037
ko:K07483	elp:P12B_c1061
ko:K07483	elp:P12B_c1169
ko:K07497	elp:P12B_c1024
ko:K07497	elp:P12B_c1567
ko:K07481	elp:P12B_c0281
ko:K18838	elp:P12B_c3166
ko:K07497	elp:P12B_c3776
ko:K07483	elp:P12B_c3777
ko:K07483	elp:P12B_c3794
ko:K07483	elp:P12B_c3796
ko:K18979	elp:P12B_c4261
ko:K18988	elp:P12B_c0394
ko:K18837	elp:P12B_c0272
ko:K18837	elp:P12B_c3165
ko:K19048	elp:P12B_c4426
ko:K19000	elp:P12B_c0177
ko:K19229	elp:P12B_c1802
ko:K19155	elp:P12B_c3245
ko:K19156	elp:P12B_c3244
ko:K19222	elp:P12B_c1397
ko:K19161	elp:P12B_c0261
ko:K19158	elp:P12B_c2121
ko:K19236	elp:P12B_c1994
ko:K02777	elp:P12B_c2529
ko:K07495	elp:P12B_c4381
ko:K22444	elp:P12B_c1278
ko:K19160	elp:P12B_c0262
ko:K01710	elp:P12B_c3916
ko:K19226	elp:P12B_c1799
ko:K19227	elp:P12B_c1800
ko:K19228	elp:P12B_c1801
ko:K07448	elp:P12B_c4430
ko:K19068	elp:P12B_c2137
ko:K19159	elp:P12B_c2122
ko:K00336	elp:P12B_c2377
ko:K19270	elp:P12B_c2387
ko:K07497	elp:P12B_c0299
ko:K07497	elp:P12B_c0305
ko:K07497	elp:P12B_c0391
ko:K07497	elp:P12B_c0761
ko:K07497	elp:P12B_c1173
ko:K07497	elp:P12B_c1179
ko:K01992	elp:P12B_c0781
ko:K01992	elp:P12B_c3585
ko:K19265	elp:P12B_c3103
ko:K19416	elp:P12B_c0957
ko:K03722	elp:P12B_c1273
ko:K03722	elp:P12B_c0788
ko:K07497	elp:P12B_c1601
ko:K07497	elp:P12B_c4390
