ko:K19504	seno:AU37_22215
ko:K15352	seno:AU37_13320
ko:K09824	seno:AU37_13325
ko:K07241	seno:AU37_13340
ko:K07649	seno:AU37_13345
ko:K00380	seno:AU37_14165
ko:K01737	seno:AU37_14170
ko:K06897	seno:AU37_14175
ko:K10026	seno:AU37_14180
ko:K01689	seno:AU37_14185
ko:K01937	seno:AU37_14190
ko:K04765	seno:AU37_14195
ko:K00951	seno:AU37_14235
ko:K03215	seno:AU37_14240
ko:K07678	seno:AU37_14245
ko:K00865	seno:AU37_14250
ko:K01706	seno:AU37_14255
ko:K13918	seno:AU37_14260
ko:K03535	seno:AU37_14265
ko:K06175	seno:AU37_14275
ko:K15723	seno:AU37_14285
ko:K06879	seno:AU37_14290
ko:K06966	seno:AU37_14295
ko:K03837	seno:AU37_14300
ko:K01752	seno:AU37_14305
ko:K01146	seno:AU37_14310
ko:K00048	seno:AU37_14315
ko:K01628	seno:AU37_14320
ko:K02429	seno:AU37_14325
ko:K01818	seno:AU37_14330
ko:K00879	seno:AU37_14335
ko:K02431	seno:AU37_14340
ko:K02430	seno:AU37_14345
ko:K06968	seno:AU37_14350
ko:K03566	seno:AU37_14360
ko:K01766	seno:AU37_14370
ko:K02426	seno:AU37_14375
ko:K08304	seno:AU37_14390
ko:K01448	seno:AU37_14405
ko:K14682	seno:AU37_14410
ko:K03581	seno:AU37_14415
ko:K03582	seno:AU37_14420
ko:K03583	seno:AU37_14430
ko:K02681	seno:AU37_14435
ko:K07229	seno:AU37_15755
ko:K03776	seno:AU37_15770
ko:K09251	seno:AU37_15775
ko:K00219	seno:AU37_15780
ko:K11391	seno:AU37_15785
ko:K07043	seno:AU37_15790
ko:K07862	seno:AU37_15810
ko:K15977	seno:AU37_15850
ko:K07393	seno:AU37_15855
ko:K06911	seno:AU37_15870
ko:K02444	seno:AU37_17270
ko:K02441	seno:AU37_17275
ko:K02439	seno:AU37_17280
ko:K00111	seno:AU37_17285
ko:K02040	seno:AU37_17295
ko:K00005	seno:AU37_17300
ko:K01687	seno:AU37_17310
ko:K00688	seno:AU37_17325
ko:K00703	seno:AU37_17330
ko:K00975	seno:AU37_17335
ko:K00700	seno:AU37_17345
ko:K00133	seno:AU37_17350
ko:K06156	seno:AU37_17355
ko:K00851	seno:AU37_17360
ko:K06145	seno:AU37_17365
ko:K06911	seno:AU37_17370
ko:K03825	seno:AU37_17385
ko:K09936	seno:AU37_17405
ko:K07048	seno:AU37_17410
ko:K00681	seno:AU37_17415
ko:K01126	seno:AU37_17425
ko:K05816	seno:AU37_17430
ko:K05815	seno:AU37_17435
ko:K05814	seno:AU37_17440
ko:K05813	seno:AU37_17445
ko:K07341	seno:AU37_17450
ko:K19165	seno:AU37_17455
ko:K01996	seno:AU37_17460
ko:K01995	seno:AU37_17465
ko:K01998	seno:AU37_17470
ko:K01997	seno:AU37_17475
ko:K01999	seno:AU37_17480
ko:K01999	seno:AU37_17490
ko:K03089	seno:AU37_17495
ko:K09811	seno:AU37_17500
ko:K09812	seno:AU37_17505
ko:K03110	seno:AU37_17510
ko:K08316	seno:AU37_17515
ko:K08993	seno:AU37_17520
ko:K01534	seno:AU37_17535
ko:K05790	seno:AU37_19215
ko:K01791	seno:AU37_19220
ko:K02472	seno:AU37_19225
ko:K01710	seno:AU37_19230
ko:K16704	seno:AU37_19240
ko:K02805	seno:AU37_19245
ko:K16693	seno:AU37_19250
ko:K12582	seno:AU37_19255
ko:K02853	seno:AU37_19260
ko:K02852	seno:AU37_19265
ko:K02498	seno:AU37_19295
ko:K02496	seno:AU37_19300
ko:K01719	seno:AU37_19305
ko:K01749	seno:AU37_19310
ko:K05851	seno:AU37_19315
ko:K06202	seno:AU37_19320
ko:K01778	seno:AU37_19340
ko:K09921	seno:AU37_19345
ko:K03733	seno:AU37_19350
ko:K03657	seno:AU37_19360
ko:K03284	seno:AU37_19365
ko:K05786	seno:AU37_19380
ko:K01058	seno:AU37_19390
ko:K03654	seno:AU37_19395
ko:K05835	seno:AU37_19400
ko:K05834	seno:AU37_19405
ko:K01048	seno:AU37_19410
ko:K03576	seno:AU37_19425
ko:K00549	seno:AU37_19430
ko:K06871	seno:AU37_19440
ko:K01061	seno:AU37_19445
ko:K00757	seno:AU37_19450
ko:K09760	seno:AU37_19455
ko:K03183	seno:AU37_19460
ko:K03690	seno:AU37_19465
ko:K03688	seno:AU37_19470
ko:K03116	seno:AU37_19475
ko:K03117	seno:AU37_19480
ko:K03118	seno:AU37_19485
ko:K03424	seno:AU37_19490
ko:K05785	seno:AU37_19495
ko:K11737	seno:AU37_21525
ko:K07322	seno:AU37_21540
ko:K01119	seno:AU37_21560
ko:K01082	seno:AU37_21565
ko:K07109	seno:AU37_21570
ko:K07304	seno:AU37_21585
ko:K07278	seno:AU37_21590
ko:K09800	seno:AU37_21595
ko:K01507	seno:AU37_21615
ko:K03841	seno:AU37_21620
ko:K02558	seno:AU37_21625
ko:K09889	seno:AU37_21630
ko:K03592	seno:AU37_21635
ko:K15536	seno:AU37_21640
ko:K01465	seno:AU37_21670
ko:K01042	seno:AU37_21675
ko:K18918	seno:AU37_21690
ko:K06218	seno:AU37_21695
ko:K01226	seno:AU37_21710
ko:K02818	seno:AU37_21715
ko:K02819	seno:AU37_21715
ko:K03485	seno:AU37_21720
ko:K01531	seno:AU37_21725
ko:K09022	seno:AU37_21735
ko:K00610	seno:AU37_21740
ko:K00609	seno:AU37_21745
ko:K00611	seno:AU37_21770
ko:K00926	seno:AU37_21775
ko:K01478	seno:AU37_21780
ko:K00611	seno:AU37_21790
ko:K09893	seno:AU37_21795
ko:K07644	seno:AU37_02745
ko:K11732	seno:AU37_02780
ko:K16053	seno:AU37_02785
ko:K12686	seno:AU37_02790
ko:K10679	seno:AU37_02795
ko:K18325	seno:AU37_02810
ko:K06048	seno:AU37_02820
ko:K02362	seno:AU37_02825
ko:K07214	seno:AU37_02835
ko:K02364	seno:AU37_02845
ko:K02013	seno:AU37_02855
ko:K02015	seno:AU37_02860
ko:K02015	seno:AU37_02865
ko:K08225	seno:AU37_02870
ko:K02016	seno:AU37_02875
ko:K02361	seno:AU37_02880
ko:K02363	seno:AU37_02885
ko:K01252	seno:AU37_02890
ko:K00216	seno:AU37_02895
ko:K06200	seno:AU37_02905
ko:K08317	seno:AU37_02915
ko:K14287	seno:AU37_02920
ko:K03805	seno:AU37_02940
ko:K03386	seno:AU37_02945
ko:K03387	seno:AU37_02950
ko:K11932	seno:AU37_02975
ko:K06140	seno:AU37_02985
ko:K01169	seno:AU37_02990
ko:K09477	seno:AU37_03000
ko:K05966	seno:AU37_03005
ko:K05964	seno:AU37_03010
ko:K01643	seno:AU37_03015
ko:K01644	seno:AU37_03020
ko:K01646	seno:AU37_03025
ko:K08323	seno:AU37_07415
ko:K14587	seno:AU37_07430
ko:K02773	seno:AU37_07435
ko:K06971	seno:AU37_07440
ko:K02775	seno:AU37_07445
ko:K02774	seno:AU37_07450
ko:K03817	seno:AU37_07460
ko:K03304	seno:AU37_07470
ko:K16868	seno:AU37_07475
ko:K05782	seno:AU37_07485
ko:K08303	seno:AU37_07495
ko:K08641	seno:AU37_07515
ko:K00137	seno:AU37_07525
ko:K09936	seno:AU37_07560
ko:K03823	seno:AU37_07565
ko:K13654	seno:AU37_07575
ko:K02014	seno:AU37_07580
ko:K11738	seno:AU37_07595
ko:K00675	seno:AU37_07605
ko:K00374	seno:AU37_07615
ko:K00373	seno:AU37_07620
ko:K00371	seno:AU37_07625
ko:K00370	seno:AU37_07630
ko:K02575	seno:AU37_07635
ko:K08167	seno:AU37_07645
ko:K16076	seno:AU37_07655
ko:K08349	seno:AU37_07675
ko:K08350	seno:AU37_07680
ko:K13953	seno:AU37_07685
ko:K00027	seno:AU37_07690
ko:K02972	seno:AU37_07695
ko:K12265	seno:AU37_13635
ko:K04656	seno:AU37_13640
ko:K05796	seno:AU37_13645
ko:K08315	seno:AU37_13655
ko:K15834	seno:AU37_13660
ko:K15832	seno:AU37_13665
ko:K15831	seno:AU37_13670
ko:K15830	seno:AU37_13675
ko:K15829	seno:AU37_13680
ko:K15828	seno:AU37_13685
ko:K15827	seno:AU37_13690
ko:K15833	seno:AU37_13695
ko:K04651	seno:AU37_13700
ko:K04652	seno:AU37_13705
ko:K04653	seno:AU37_13710
ko:K04654	seno:AU37_13715
ko:K04655	seno:AU37_13720
ko:K15836	seno:AU37_13725
ko:K11604	seno:AU37_13735
ko:K11607	seno:AU37_13740
ko:K11605	seno:AU37_13745
ko:K11606	seno:AU37_13750
ko:K08598	seno:AU37_13755
ko:K03221	seno:AU37_13795
ko:K13740	seno:AU37_13820
ko:K02078	seno:AU37_13835
ko:K13284	seno:AU37_13840
ko:K13287	seno:AU37_13845
ko:K13286	seno:AU37_13850
ko:K13285	seno:AU37_13855
ko:K03225	seno:AU37_13885
ko:K00281	seno:AU37_14730
ko:K02437	seno:AU37_14735
ko:K00605	seno:AU37_14740
ko:K18800	seno:AU37_14745
ko:K03185	seno:AU37_14750
ko:K01262	seno:AU37_14755
ko:K09895	seno:AU37_14760
ko:K09888	seno:AU37_14765
ko:K01934	seno:AU37_14770
ko:K00058	seno:AU37_14775
ko:K01807	seno:AU37_14780
ko:K05596	seno:AU37_14785
ko:K09807	seno:AU37_14790
ko:K06895	seno:AU37_14795
ko:K03442	seno:AU37_14800
ko:K01624	seno:AU37_14805
ko:K00927	seno:AU37_14810
ko:K03472	seno:AU37_14815
ko:K06934	seno:AU37_14820
ko:K16923	seno:AU37_14825
ko:K16785	seno:AU37_14830
ko:K16786	seno:AU37_14835
ko:K16787	seno:AU37_14840
ko:K00615	seno:AU37_14845
ko:K07387	seno:AU37_14850
ko:K01480	seno:AU37_14855
ko:K01585	seno:AU37_14900
ko:K00789	seno:AU37_14915
ko:K08137	seno:AU37_14920
ko:K02742	seno:AU37_14925
ko:K01150	seno:AU37_14930
ko:K09761	seno:AU37_14935
ko:K01920	seno:AU37_14940
ko:K07735	seno:AU37_14945
ko:K07447	seno:AU37_14950
ko:K02669	seno:AU37_14960
ko:K06997	seno:AU37_14965
ko:K02221	seno:AU37_14970
ko:K09131	seno:AU37_14975
ko:K02428	seno:AU37_14980
ko:K01424	seno:AU37_14995
ko:K09923	seno:AU37_15005
ko:K03624	seno:AU37_16155
ko:K07259	seno:AU37_16165
ko:K03979	seno:AU37_16170
ko:K02899	seno:AU37_16180
ko:K02888	seno:AU37_16185
ko:K02523	seno:AU37_16190
ko:K07724	seno:AU37_16195
ko:K00790	seno:AU37_16200
ko:K07122	seno:AU37_16210
ko:K07323	seno:AU37_16215
ko:K02067	seno:AU37_16220
ko:K02066	seno:AU37_16225
ko:K02065	seno:AU37_16230
ko:K07301	seno:AU37_16235
ko:K06041	seno:AU37_16240
ko:K03270	seno:AU37_16245
ko:K11719	seno:AU37_16250
ko:K09774	seno:AU37_16255
ko:K06861	seno:AU37_16260
ko:K03092	seno:AU37_16265
ko:K05808	seno:AU37_16270
ko:K02806	seno:AU37_16275
ko:K06958	seno:AU37_16280
ko:K08485	seno:AU37_16285
ko:K03814	seno:AU37_16295
ko:K07648	seno:AU37_16305
ko:K07139	seno:AU37_16310
ko:K00265	seno:AU37_16320
ko:K00266	seno:AU37_16325
ko:K10974	seno:AU37_16335
ko:K01485	seno:AU37_16340
ko:K00885	seno:AU37_16350
ko:K01788	seno:AU37_16355
ko:K03290	seno:AU37_16360
ko:K01639	seno:AU37_16365
ko:K03600	seno:AU37_16375
ko:K03599	seno:AU37_16380
ko:K02996	seno:AU37_16390
ko:K02871	seno:AU37_16395
ko:K06916	seno:AU37_16400
ko:K09908	seno:AU37_16405
ko:K04691	seno:AU37_16415
ko:K01572	seno:AU37_16425
ko:K12975	seno:AU37_17845
ko:K07347	seno:AU37_17860
ko:K01246	seno:AU37_17885
ko:K03826	seno:AU37_17890
ko:K03445	seno:AU37_18560
ko:K07448	seno:AU37_22120
ko:K07448	seno:AU37_22125
ko:K04772	seno:AU37_16410
ko:K04771	seno:AU37_01065
ko:K00996	seno:AU37_10510
ko:K01977	seno:AU37_13105
ko:K14219	seno:AU37_12035
ko:K19270	seno:AU37_11720
ko:K07497	seno:AU37_13275
ko:K07497	seno:AU37_13285
ko:K07497	seno:AU37_02715
ko:K07497	seno:AU37_12625
ko:K07497	seno:AU37_21970
ko:K07497	seno:AU37_21980
ko:K07497	seno:AU37_23150
ko:K07497	seno:AU37_23160
ko:K19265	seno:AU37_12120
ko:K01992	seno:AU37_03930
ko:K01992	seno:AU37_03935
ko:K01992	seno:AU37_17580
ko:K14221	seno:AU37_01295
ko:K14221	seno:AU37_19105
ko:K14221	seno:AU37_01350
ko:K14228	seno:AU37_16120
ko:K01066	seno:AU37_19755
ko:K08348	seno:AU37_07670
ko:K14237	seno:AU37_08410
ko:K01985	seno:AU37_01290
ko:K01985	seno:AU37_20535
ko:K01985	seno:AU37_20325
ko:K01985	seno:AU37_16645
ko:K01985	seno:AU37_13090
ko:K01985	seno:AU37_19100
ko:K01985	seno:AU37_19565
ko:K01985	seno:AU37_16635
ko:K03722	seno:AU37_06245
ko:K19416	seno:AU37_04895
ko:K14219	seno:AU37_19275
ko:K14238	seno:AU37_18430
ko:K07497	seno:AU37_05215
ko:K07497	seno:AU37_09910
ko:K07497	seno:AU37_09920
ko:K07497	seno:AU37_01420
ko:K07497	seno:AU37_01555
ko:K11645	seno:AU37_10795
ko:K11745	seno:AU37_00430
ko:K19335	seno:AU37_06990
ko:K03722	seno:AU37_03960
ko:K01582	seno:AU37_01195
ko:K14219	seno:AU37_02710
ko:K14219	seno:AU37_09275
ko:K14219	seno:AU37_09350
ko:K01978	seno:AU37_23215
ko:K19353	seno:AU37_20240
ko:K19267	seno:AU37_21550
ko:K19337	seno:AU37_05765
ko:K19304	seno:AU37_05750
ko:K19505	seno:AU37_22190
ko:K19334	seno:AU37_21785
ko:K19302	seno:AU37_04200
ko:K15366	seno:AU37_22765
ko:K15354	seno:AU37_04725
ko:K01175	seno:AU37_03395
ko:K19270	seno:AU37_08915
ko:K19354	seno:AU37_18215
ko:K19336	seno:AU37_06985
ko:K19333	seno:AU37_06145
ko:K21637	seno:AU37_15125
ko:K07713	seno:AU37_20505
ko:K02483	seno:AU37_04945
ko:K03293	seno:AU37_19270
ko:K07274	seno:AU37_09155
ko:K06884	seno:AU37_06715
ko:K06884	seno:AU37_07945
ko:K06884	seno:AU37_05060
ko:K00632	seno:AU37_12010
ko:K02031	seno:AU37_09295
ko:K01785	seno:AU37_19695
ko:K01066	seno:AU37_02395
ko:K01980	seno:AU37_01285
ko:K01980	seno:AU37_16650
ko:K01980	seno:AU37_19560
ko:K01980	seno:AU37_20320
ko:K01980	seno:AU37_13095
ko:K01980	seno:AU37_20530
ko:K14222	seno:AU37_05495
ko:K18868	seno:AU37_23210
ko:K19303	seno:AU37_08360
ko:K01096	seno:AU37_06810
ko:K19510	seno:AU37_22220
ko:K19556	seno:AU37_22755
ko:K19507	seno:AU37_22200
ko:K00042	seno:AU37_02550
ko:K07497	seno:AU37_17945
ko:K19611	seno:AU37_02830
ko:K11209	seno:AU37_11800
ko:K19506	seno:AU37_22195
ko:K02257	seno:AU37_02145
ko:K19508	seno:AU37_22205
ko:K19509	seno:AU37_22210
ko:K18148	seno:AU37_01505
ko:K02796	seno:AU37_06195
ko:K19557	seno:AU37_22780
ko:K19592	seno:AU37_01705
ko:K19594	seno:AU37_01690
ko:K14229	seno:AU37_03615
ko:K14229	seno:AU37_12180
ko:K14229	seno:AU37_03635
ko:K14229	seno:AU37_03625
ko:K14229	seno:AU37_03630
ko:K14237	seno:AU37_08405
ko:K14233	seno:AU37_04900
ko:K14227	seno:AU37_01275
ko:K14227	seno:AU37_20310
ko:K14227	seno:AU37_19550
ko:K14228	seno:AU37_03305
ko:K14228	seno:AU37_05500
ko:K14237	seno:AU37_03620
ko:K14237	seno:AU37_12170
ko:K14237	seno:AU37_12165
ko:K14237	seno:AU37_12175
ko:K14233	seno:AU37_09930
ko:K14225	seno:AU37_05490
ko:K14225	seno:AU37_21300
ko:K14225	seno:AU37_21305
ko:K14225	seno:AU37_21310
ko:K14224	seno:AU37_13100
ko:K14224	seno:AU37_16655
ko:K14224	seno:AU37_20525
ko:K01977	seno:AU37_20305
ko:K14230	seno:AU37_03290
ko:K14230	seno:AU37_03310
ko:K14233	seno:AU37_13555
ko:K14220	seno:AU37_09940
ko:K14220	seno:AU37_10165
ko:K14220	seno:AU37_10155
ko:K14220	seno:AU37_09955
ko:K14232	seno:AU37_11240
ko:K14232	seno:AU37_17840
ko:K19709	seno:AU37_08740
ko:K14218	seno:AU37_01280
ko:K14218	seno:AU37_20315
ko:K14218	seno:AU37_19555
ko:K14234	seno:AU37_20345
ko:K14223	seno:AU37_03280
ko:K14223	seno:AU37_03285
ko:K14230	seno:AU37_14395
ko:K14230	seno:AU37_14400
ko:K14230	seno:AU37_16105
ko:K14230	seno:AU37_15555
ko:K14235	seno:AU37_19110
ko:K14226	seno:AU37_19280
ko:K14234	seno:AU37_16640
ko:K14234	seno:AU37_20360
ko:K14223	seno:AU37_03295
ko:K14223	seno:AU37_03300
ko:K14233	seno:AU37_04425
ko:K14233	seno:AU37_09905
ko:K14225	seno:AU37_14645
ko:K14236	seno:AU37_06565
ko:K14236	seno:AU37_06570
ko:K14236	seno:AU37_20350
ko:K14232	seno:AU37_19290
ko:K01977	seno:AU37_16660
ko:K01977	seno:AU37_20520
ko:K19688	seno:AU37_04130
ko:K14218	seno:AU37_12145
ko:K14234	seno:AU37_01550
ko:K14219	seno:AU37_13535
ko:K14219	seno:AU37_13550
ko:K14219	seno:AU37_13540
ko:K14219	seno:AU37_13545
ko:K14231	seno:AU37_15050
ko:K14231	seno:AU37_21145
ko:K05875	seno:AU37_15765
ko:K05875	seno:AU37_05605
ko:K19745	seno:AU37_16550
ko:K19778	seno:AU37_07710
ko:K19776	seno:AU37_18815
ko:K00799	seno:AU37_04185
ko:K06131	seno:AU37_03915
ko:K00799	seno:AU37_11795
ko:K06132	seno:AU37_09835
ko:K07119	seno:AU37_07570
ko:K15777	seno:AU37_15425
ko:K07147	seno:AU37_16555
ko:K19784	seno:AU37_18890
ko:K19802	seno:AU37_06955
ko:K07494	seno:AU37_22740
ko:K06148	seno:AU37_20850
ko:K19803	seno:AU37_11160
ko:K19804	seno:AU37_06820
ko:K00249	seno:AU37_04155
ko:K05799	seno:AU37_00765
ko:K01582	seno:AU37_12875
ko:K19810	seno:AU37_21205
ko:K07662	seno:AU37_19915
ko:K07126	seno:AU37_02140
ko:K07126	seno:AU37_02135
ko:K01185	seno:AU37_05900
ko:K02485	seno:AU37_06595
ko:K00042	seno:AU37_15925
ko:K01139	seno:AU37_18390
ko:K00146	seno:AU37_15115
ko:K01271	seno:AU37_19525
ko:K09017	seno:AU37_05065
ko:K03973	seno:AU37_06920
ko:K02032	seno:AU37_09290
ko:K21636	seno:AU37_21705
ko:K20023	seno:AU37_18165
ko:K20265	seno:AU37_11855
ko:K07686	seno:AU37_18600
ko:K20276	seno:AU37_13240
ko:K19591	seno:AU37_02445
ko:K01612	seno:AU37_14035
ko:K07448	seno:AU37_22130
ko:K01236	seno:AU37_07720
ko:K20542	seno:AU37_17740
ko:K20534	seno:AU37_02730
ko:K20543	seno:AU37_17735
ko:K20534	seno:AU37_12045
ko:K20541	seno:AU37_17745
ko:K21394	seno:AU37_18035
ko:K22132	seno:AU37_14385
ko:K20609	seno:AU37_07455
ko:K01214	seno:AU37_07730
ko:K02438	seno:AU37_17340
ko:K21029	seno:AU37_04090
ko:K04333	seno:AU37_09860
ko:K21021	seno:AU37_13160
ko:K21023	seno:AU37_16610
ko:K21084	seno:AU37_10720
ko:K21085	seno:AU37_05280
ko:K21086	seno:AU37_17710
ko:K21087	seno:AU37_06360
ko:K21089	seno:AU37_10895
ko:K08968	seno:AU37_06120
ko:K00525	seno:AU37_11430
ko:K00821	seno:AU37_17005
ko:K21090	seno:AU37_06215
ko:K00525	seno:AU37_13465
ko:K00526	seno:AU37_13470
ko:K03546	seno:AU37_01915
ko:K00857	seno:AU37_06610
ko:K06866	seno:AU37_13040
ko:K02316	seno:AU37_15540
ko:K06223	seno:AU37_17080
ko:K11089	seno:AU37_17260
ko:K06223	seno:AU37_15700
ko:K04068	seno:AU37_21700
ko:K14059	seno:AU37_07100
ko:K10906	seno:AU37_07105
ko:K14059	seno:AU37_07205
ko:K06191	seno:AU37_13455
ko:K03553	seno:AU37_13575
ko:K00560	seno:AU37_14460
ko:K02315	seno:AU37_22235
ko:K06217	seno:AU37_03260
ko:K03676	seno:AU37_18190
ko:K01520	seno:AU37_18335
ko:K01185	seno:AU37_22750
ko:K06908	seno:AU37_22940
ko:K06907	seno:AU37_22945
ko:K06903	seno:AU37_22980
ko:K01185	seno:AU37_23010
ko:K02314	seno:AU37_20775
ko:K06223	seno:AU37_23090
ko:K06905	seno:AU37_23180
ko:K06906	seno:AU37_23185
ko:K14059	seno:AU37_04700
ko:K00287	seno:AU37_00435
ko:K06217	seno:AU37_05090
ko:K00558	seno:AU37_05255
ko:K14744	seno:AU37_05905
ko:K03791	seno:AU37_05970
ko:K07313	seno:AU37_06090
ko:K16711	seno:AU37_10600
ko:K06197	seno:AU37_06505
ko:K03292	seno:AU37_00755
ko:K05934	seno:AU37_10230
ko:K00526	seno:AU37_11435
ko:K02335	seno:AU37_19600
ko:K13695	seno:AU37_08815
ko:K21393	seno:AU37_18040
ko:K21430	seno:AU37_04180
ko:K21395	seno:AU37_18045
ko:K21449	seno:AU37_18135
ko:K21470	seno:AU37_04650
ko:K01420	seno:AU37_07065
ko:K21602	seno:AU37_18015
ko:K21645	seno:AU37_03680
ko:K21739	seno:AU37_02760
ko:K21740	seno:AU37_02765
ko:K21741	seno:AU37_02770
ko:K21746	seno:AU37_02755
ko:K21698	seno:AU37_16505
ko:K21695	seno:AU37_16500
ko:K21759	seno:AU37_14040
ko:K21948	seno:AU37_14010
ko:K13638	seno:AU37_16730
ko:K21990	seno:AU37_12030
ko:K22041	seno:AU37_09510
ko:K22015	seno:AU37_20975
ko:K22015	seno:AU37_20970
ko:K22024	seno:AU37_00835
ko:K22044	seno:AU37_03985
ko:K22025	seno:AU37_13995
ko:K22051	seno:AU37_21275
ko:K08319	seno:AU37_14015
ko:K22131	seno:AU37_14000
ko:K01816	seno:AU37_02545
ko:K14274	seno:AU37_13140
ko:K22130	seno:AU37_14005
ko:K22129	seno:AU37_00830
ko:K03595	seno:AU37_12975
ko:K22105	seno:AU37_20280
ko:K22104	seno:AU37_16370
ko:K22110	seno:AU37_19875
ko:K22110	seno:AU37_05115
ko:K22110	seno:AU37_19675
ko:K22270	seno:AU37_10970
ko:K03079	seno:AU37_18060
ko:K08994	seno:AU37_07870
ko:K03078	seno:AU37_18055
ko:K03077	seno:AU37_18065
ko:K03077	seno:AU37_00500
ko:K15634	seno:AU37_22425
ko:K22397	seno:AU37_17315
ko:K22293	seno:AU37_07960
ko:K13566	seno:AU37_01475
ko:K11206	seno:AU37_03065
ko:K22488	seno:AU37_13800
ko:K22486	seno:AU37_13810
ko:K22489	seno:AU37_14025
ko:K22487	seno:AU37_13790
ko:K22505	seno:AU37_13785
ko:K22512	seno:AU37_13905
ko:K22504	seno:AU37_13920
ko:K22506	seno:AU37_13900
ko:K22507	seno:AU37_13880
ko:K22508	seno:AU37_13875
ko:K22509	seno:AU37_13870
ko:K22510	seno:AU37_13865
ko:K22511	seno:AU37_13915
ko:K22513	seno:AU37_13895
ko:K22514	seno:AU37_13890
