ko:K07456	ppq:PPSQR21_026280
ko:K02025	ppq:PPSQR21_003190
ko:K02026	ppq:PPSQR21_003200
ko:K01209	ppq:PPSQR21_003220
ko:K04079	ppq:PPSQR21_003230
ko:K01126	ppq:PPSQR21_003250
ko:K00963	ppq:PPSQR21_003270
ko:K02484	ppq:PPSQR21_003320
ko:K15986	ppq:PPSQR21_003340
ko:K06975	ppq:PPSQR21_003380
ko:K08976	ppq:PPSQR21_003390
ko:K17244	ppq:PPSQR21_003400
ko:K17245	ppq:PPSQR21_003410
ko:K17246	ppq:PPSQR21_003420
ko:K01197	ppq:PPSQR21_003430
ko:K01788	ppq:PPSQR21_003450
ko:K00845	ppq:PPSQR21_003470
ko:K00156	ppq:PPSQR21_021340
ko:K00041	ppq:PPSQR21_021350
ko:K01685	ppq:PPSQR21_021360
ko:K03827	ppq:PPSQR21_021370
ko:K17319	ppq:PPSQR21_021410
ko:K17216	ppq:PPSQR21_021950
ko:K17217	ppq:PPSQR21_021960
ko:K07114	ppq:PPSQR21_022030
ko:K02913	ppq:PPSQR21_022100
ko:K02909	ppq:PPSQR21_022110
ko:K07089	ppq:PPSQR21_022200
ko:K02015	ppq:PPSQR21_022220
ko:K02013	ppq:PPSQR21_022230
ko:K02016	ppq:PPSQR21_022240
ko:K09817	ppq:PPSQR21_022250
ko:K09816	ppq:PPSQR21_022260
ko:K09815	ppq:PPSQR21_022270
ko:K03413	ppq:PPSQR21_022280
ko:K04083	ppq:PPSQR21_022360
ko:K00848	ppq:PPSQR21_022410
ko:K00782	ppq:PPSQR21_022450
ko:K01569	ppq:PPSQR21_023030
ko:K03976	ppq:PPSQR21_023040
ko:K01223	ppq:PPSQR21_023070
ko:K07095	ppq:PPSQR21_023090
ko:K10536	ppq:PPSQR21_023100
ko:K12251	ppq:PPSQR21_023110
ko:K02016	ppq:PPSQR21_023180
ko:K02015	ppq:PPSQR21_023190
ko:K04750	ppq:PPSQR21_023230
ko:K01834	ppq:PPSQR21_023250
ko:K06182	ppq:PPSQR21_023270
ko:K06296	ppq:PPSQR21_023280
ko:K06296	ppq:PPSQR21_023290
ko:K06297	ppq:PPSQR21_023310
ko:K06295	ppq:PPSQR21_023320
ko:K01358	ppq:PPSQR21_023410
ko:K03088	ppq:PPSQR21_023420
ko:K06889	ppq:PPSQR21_023440
ko:K01265	ppq:PPSQR21_023460
ko:K06888	ppq:PPSQR21_023510
ko:K03406	ppq:PPSQR21_023520
ko:K00836	ppq:PPSQR21_023550
ko:K03484	ppq:PPSQR21_024740
ko:K02532	ppq:PPSQR21_024750
ko:K01193	ppq:PPSQR21_024760
ko:K02529	ppq:PPSQR21_024770
ko:K03292	ppq:PPSQR21_024780
ko:K02529	ppq:PPSQR21_024790
ko:K17319	ppq:PPSQR21_024800
ko:K17320	ppq:PPSQR21_024810
ko:K17318	ppq:PPSQR21_024820
ko:K14189	ppq:PPSQR21_025040
ko:K01195	ppq:PPSQR21_025100
ko:K03294	ppq:PPSQR21_026210
ko:K00016	ppq:PPSQR21_026220
ko:K06147	ppq:PPSQR21_026250
ko:K06147	ppq:PPSQR21_026260
ko:K02015	ppq:PPSQR21_026370
ko:K02015	ppq:PPSQR21_026380
ko:K02016	ppq:PPSQR21_026390
ko:K06147	ppq:PPSQR21_026400
ko:K02016	ppq:PPSQR21_026410
ko:K10439	ppq:PPSQR21_026420
ko:K10440	ppq:PPSQR21_026430
ko:K10441	ppq:PPSQR21_026440
ko:K06726	ppq:PPSQR21_026450
ko:K00852	ppq:PPSQR21_026460
ko:K02529	ppq:PPSQR21_026470
ko:K00059	ppq:PPSQR21_026490
ko:K07088	ppq:PPSQR21_026510
ko:K03753	ppq:PPSQR21_026560
ko:K03750	ppq:PPSQR21_026570
ko:K07813	ppq:PPSQR21_026620
ko:K03969	ppq:PPSQR21_026680
ko:K10563	ppq:PPSQR21_027210
ko:K00784	ppq:PPSQR21_027230
ko:K00548	ppq:PPSQR21_027240
ko:K08967	ppq:PPSQR21_027250
ko:K07025	ppq:PPSQR21_027260
ko:K01356	ppq:PPSQR21_027300
ko:K00278	ppq:PPSQR21_027410
ko:K07273	ppq:PPSQR21_027560
ko:K02016	ppq:PPSQR21_027630
ko:K01915	ppq:PPSQR21_027700
ko:K03713	ppq:PPSQR21_027710
ko:K10773	ppq:PPSQR21_028250
ko:K01448	ppq:PPSQR21_028270
ko:K01448	ppq:PPSQR21_028280
ko:K01704	ppq:PPSQR21_028290
ko:K01703	ppq:PPSQR21_028300
ko:K05796	ppq:PPSQR21_028340
ko:K05796	ppq:PPSQR21_028360
ko:K01744	ppq:PPSQR21_028370
ko:K03150	ppq:PPSQR21_028390
ko:K01012	ppq:PPSQR21_028400
ko:K01077	ppq:PPSQR21_028410
ko:K08969	ppq:PPSQR21_028480
ko:K00931	ppq:PPSQR21_028490
ko:K00147	ppq:PPSQR21_028500
ko:K00286	ppq:PPSQR21_028510
ko:K08965	ppq:PPSQR21_028520
ko:K08966	ppq:PPSQR21_028530
ko:K08964	ppq:PPSQR21_028540
ko:K02086	ppq:PPSQR21_028600
ko:K01893	ppq:PPSQR21_028610
ko:K00925	ppq:PPSQR21_028620
ko:K00074	ppq:PPSQR21_028630
ko:K12960	ppq:PPSQR21_028660
ko:K01926	ppq:PPSQR21_028670
ko:K01579	ppq:PPSQR21_028700
ko:K01918	ppq:PPSQR21_028710
ko:K00606	ppq:PPSQR21_028720
ko:K03524	ppq:PPSQR21_028730
ko:K00974	ppq:PPSQR21_028740
ko:K03801	ppq:PPSQR21_029760
ko:K09699	ppq:PPSQR21_029770
ko:K00167	ppq:PPSQR21_029780
ko:K00166	ppq:PPSQR21_029790
ko:K00382	ppq:PPSQR21_029800
ko:K06377	ppq:PPSQR21_029830
ko:K03406	ppq:PPSQR21_029860
ko:K07699	ppq:PPSQR21_029880
ko:K06399	ppq:PPSQR21_029890
ko:K03631	ppq:PPSQR21_029900
ko:K03402	ppq:PPSQR21_029910
ko:K06442	ppq:PPSQR21_029930
ko:K01662	ppq:PPSQR21_029940
ko:K13789	ppq:PPSQR21_029950
ko:K03602	ppq:PPSQR21_029960
ko:K03601	ppq:PPSQR21_029970
ko:K01491	ppq:PPSQR21_029980
ko:K03625	ppq:PPSQR21_029990
ko:K01961	ppq:PPSQR21_030040
ko:K02160	ppq:PPSQR21_030050
ko:K06397	ppq:PPSQR21_030060
ko:K06396	ppq:PPSQR21_030070
ko:K06395	ppq:PPSQR21_030080
ko:K06394	ppq:PPSQR21_030090
ko:K06393	ppq:PPSQR21_030100
ko:K06391	ppq:PPSQR21_030110
ko:K06390	ppq:PPSQR21_030120
ko:K00928	ppq:PPSQR21_030130
ko:K02356	ppq:PPSQR21_030140
ko:K02016	ppq:PPSQR21_030170
ko:K07001	ppq:PPSQR21_030200
ko:K03716	ppq:PPSQR21_030230
ko:K06196	ppq:PPSQR21_030240
ko:K00033	ppq:PPSQR21_031260
ko:K00363	ppq:PPSQR21_031480
ko:K00362	ppq:PPSQR21_031490
ko:K00766	ppq:PPSQR21_031510
ko:K00372	ppq:PPSQR21_031520
ko:K00362	ppq:PPSQR21_031530
ko:K02575	ppq:PPSQR21_031540
ko:K00027	ppq:PPSQR21_031550
ko:K07088	ppq:PPSQR21_031560
ko:K03406	ppq:PPSQR21_031570
ko:K01224	ppq:PPSQR21_031580
ko:K12308	ppq:PPSQR21_031590
ko:K17320	ppq:PPSQR21_031600
ko:K17319	ppq:PPSQR21_031610
ko:K17318	ppq:PPSQR21_031620
ko:K07720	ppq:PPSQR21_031630
ko:K07718	ppq:PPSQR21_031640
ko:K03648	ppq:PPSQR21_031710
ko:K01876	ppq:PPSQR21_031730
ko:K15329	ppq:PPSQR21_031740
ko:K15328	ppq:PPSQR21_031750
ko:K09771	ppq:PPSQR21_032920
ko:K00005	ppq:PPSQR21_032970
ko:K00648	ppq:PPSQR21_032990
ko:K01449	ppq:PPSQR21_033010
ko:K01198	ppq:PPSQR21_033090
ko:K01051	ppq:PPSQR21_033100
ko:K17318	ppq:PPSQR21_033130
ko:K17319	ppq:PPSQR21_033150
ko:K17320	ppq:PPSQR21_033160
ko:K00762	ppq:PPSQR21_033230
ko:K01591	ppq:PPSQR21_033240
ko:K01955	ppq:PPSQR21_033250
ko:K01956	ppq:PPSQR21_033260
ko:K01465	ppq:PPSQR21_033270
ko:K00609	ppq:PPSQR21_033280
ko:K02825	ppq:PPSQR21_033290
ko:K06180	ppq:PPSQR21_033300
ko:K03101	ppq:PPSQR21_033310
ko:K01870	ppq:PPSQR21_033340
ko:K04074	ppq:PPSQR21_033350
ko:K02396	ppq:PPSQR21_046630
ko:K02398	ppq:PPSQR21_046650
ko:K05349	ppq:PPSQR21_048200
ko:K15977	ppq:PPSQR21_002050
ko:K15975	ppq:PPSQR21_002060
ko:K03969	ppq:PPSQR21_002110
ko:K06872	ppq:PPSQR21_002130
ko:K01083	ppq:PPSQR21_002160
ko:K09955	ppq:PPSQR21_002180
ko:K13955	ppq:PPSQR21_002210
ko:K09955	ppq:PPSQR21_002240
ko:K02768	ppq:PPSQR21_002260
ko:K02769	ppq:PPSQR21_002270
ko:K02770	ppq:PPSQR21_002280
ko:K15524	ppq:PPSQR21_002290
ko:K03088	ppq:PPSQR21_002320
ko:K01190	ppq:PPSQR21_002340
ko:K10190	ppq:PPSQR21_002350
ko:K10189	ppq:PPSQR21_002360
ko:K10188	ppq:PPSQR21_002370
ko:K07720	ppq:PPSQR21_002390
ko:K00876	ppq:PPSQR21_002400
ko:K01728	ppq:PPSQR21_002420
ko:K06311	ppq:PPSQR21_002460
ko:K06312	ppq:PPSQR21_002470
ko:K06310	ppq:PPSQR21_002480
ko:K01838	ppq:PPSQR21_002490
ko:K00691	ppq:PPSQR21_002500
ko:K02001	ppq:PPSQR21_012670
ko:K02002	ppq:PPSQR21_012670
ko:K01621	ppq:PPSQR21_002090
ko:K02477	ppq:PPSQR21_037660
ko:K02031	ppq:PPSQR21_051510
ko:K02032	ppq:PPSQR21_021840
ko:K02032	ppq:PPSQR21_051500
ko:K14218	ppq:PPSQR21_044920
ko:K14218	ppq:PPSQR21_051080
ko:K14218	ppq:PPSQR21_045720
ko:K14218	ppq:PPSQR21_003530
ko:K14218	ppq:PPSQR21_004640
ko:K14218	ppq:PPSQR21_001500
ko:K18581	ppq:PPSQR21_021890
ko:K18581	ppq:PPSQR21_025430
ko:K01980	ppq:PPSQR21_042580
ko:K01980	ppq:PPSQR21_001510
ko:K06380	ppq:PPSQR21_039130
ko:K06384	ppq:PPSQR21_029700
ko:K04749	ppq:PPSQR21_042910
ko:K06384	ppq:PPSQR21_044970
ko:K18707	ppq:PPSQR21_034200
ko:K18672	ppq:PPSQR21_044750
ko:K03332	ppq:PPSQR21_010380
ko:K01985	ppq:PPSQR21_008140
ko:K01985	ppq:PPSQR21_004630
ko:K01985	ppq:PPSQR21_003510
ko:K01985	ppq:PPSQR21_022170
ko:K01985	ppq:PPSQR21_003790
ko:K01985	ppq:PPSQR21_000870
ko:K01985	ppq:PPSQR21_038880
ko:K01985	ppq:PPSQR21_001480
ko:K01985	ppq:PPSQR21_000120
ko:K01985	ppq:PPSQR21_044900
ko:K01985	ppq:PPSQR21_044940
ko:K01985	ppq:PPSQR21_023840
ko:K01985	ppq:PPSQR21_045700
ko:K03332	ppq:PPSQR21_024830
ko:K00702	ppq:PPSQR21_023580
ko:K01977	ppq:PPSQR21_023820
ko:K12555	ppq:PPSQR21_027770
ko:K06896	ppq:PPSQR21_002530
ko:K01977	ppq:PPSQR21_003770
ko:K01977	ppq:PPSQR21_044950
ko:K01977	ppq:PPSQR21_000100
ko:K18682	ppq:PPSQR21_020450
ko:K00527	ppq:PPSQR21_032590
ko:K14230	ppq:PPSQR21_038830
ko:K14230	ppq:PPSQR21_042530
ko:K14230	ppq:PPSQR21_003590
ko:K14230	ppq:PPSQR21_004690
ko:K01980	ppq:PPSQR21_022160
ko:K01980	ppq:PPSQR21_023830
ko:K01980	ppq:PPSQR21_044910
ko:K01980	ppq:PPSQR21_045710
ko:K01977	ppq:PPSQR21_000850
ko:K14229	ppq:PPSQR21_016920
ko:K01971	ppq:PPSQR21_012210
ko:K18924	ppq:PPSQR21_047350
ko:K18925	ppq:PPSQR21_027460
ko:K14219	ppq:PPSQR21_044810
ko:K14219	ppq:PPSQR21_038790
ko:K14219	ppq:PPSQR21_004770
ko:K14219	ppq:PPSQR21_039360
ko:K14219	ppq:PPSQR21_039820
ko:K01977	ppq:PPSQR21_003490
ko:K01977	ppq:PPSQR21_042590
ko:K01977	ppq:PPSQR21_045730
ko:K06147	ppq:PPSQR21_010410
ko:K07171	ppq:PPSQR21_012850
ko:K18908	ppq:PPSQR21_010090
ko:K01777	ppq:PPSQR21_010210
ko:K14225	ppq:PPSQR21_004800
ko:K14225	ppq:PPSQR21_044790
ko:K14225	ppq:PPSQR21_014560
ko:K14222	ppq:PPSQR21_003690
ko:K14222	ppq:PPSQR21_042440
ko:K14233	ppq:PPSQR21_000930
ko:K14233	ppq:PPSQR21_001520
ko:K14233	ppq:PPSQR21_003560
ko:K14233	ppq:PPSQR21_012890
ko:K14233	ppq:PPSQR21_004660
ko:K14233	ppq:PPSQR21_042560
ko:K14233	ppq:PPSQR21_038860
ko:K14233	ppq:PPSQR21_051600
ko:K14227	ppq:PPSQR21_001490
ko:K14227	ppq:PPSQR21_044930
ko:K14227	ppq:PPSQR21_003520
ko:K14237	ppq:PPSQR21_001540
ko:K14237	ppq:PPSQR21_003580
ko:K14237	ppq:PPSQR21_004680
ko:K14237	ppq:PPSQR21_038840
ko:K14237	ppq:PPSQR21_044860
ko:K14237	ppq:PPSQR21_042540
ko:K01980	ppq:PPSQR21_004620
ko:K01980	ppq:PPSQR21_000860
ko:K01980	ppq:PPSQR21_003500
ko:K01980	ppq:PPSQR21_038890
ko:K14237	ppq:PPSQR21_031360
ko:K14234	ppq:PPSQR21_005090
ko:K14221	ppq:PPSQR21_001560
ko:K14221	ppq:PPSQR21_003600
ko:K14221	ppq:PPSQR21_038820
ko:K14221	ppq:PPSQR21_004700
ko:K14221	ppq:PPSQR21_042520
ko:K14236	ppq:PPSQR21_001580
ko:K14236	ppq:PPSQR21_004720
ko:K14236	ppq:PPSQR21_003630
ko:K14236	ppq:PPSQR21_042490
ko:K14229	ppq:PPSQR21_001590
ko:K14229	ppq:PPSQR21_003660
ko:K14229	ppq:PPSQR21_012930
ko:K14229	ppq:PPSQR21_044840
ko:K14229	ppq:PPSQR21_038810
ko:K14229	ppq:PPSQR21_004740
ko:K14219	ppq:PPSQR21_001860
ko:K03790	ppq:PPSQR21_050730
ko:K03790	ppq:PPSQR21_007260
ko:K03790	ppq:PPSQR21_041030
ko:K06147	ppq:PPSQR21_044630
ko:K14223	ppq:PPSQR21_003650
ko:K14223	ppq:PPSQR21_004730
ko:K14223	ppq:PPSQR21_042460
ko:K14223	ppq:PPSQR21_044850
ko:K14230	ppq:PPSQR21_001530
ko:K14230	ppq:PPSQR21_003550
ko:K01980	ppq:PPSQR21_003780
ko:K01980	ppq:PPSQR21_008130
ko:K18785	ppq:PPSQR21_049000
ko:K01977	ppq:PPSQR21_001470
ko:K01612	ppq:PPSQR21_003880
ko:K13611	ppq:PPSQR21_031830
ko:K01980	ppq:PPSQR21_000110
ko:K14225	ppq:PPSQR21_003720
ko:K14232	ppq:PPSQR21_003710
ko:K14232	ppq:PPSQR21_038770
ko:K14232	ppq:PPSQR21_044800
ko:K14232	ppq:PPSQR21_004790
ko:K14232	ppq:PPSQR21_014240
ko:K09692	ppq:PPSQR21_045920
ko:K09693	ppq:PPSQR21_045910
ko:K14231	ppq:PPSQR21_001570
ko:K14231	ppq:PPSQR21_003610
ko:K14231	ppq:PPSQR21_042510
ko:K14234	ppq:PPSQR21_001550
ko:K14234	ppq:PPSQR21_004710
ko:K14234	ppq:PPSQR21_042500
ko:K14234	ppq:PPSQR21_003620
ko:K14219	ppq:PPSQR21_003700
ko:K01977	ppq:PPSQR21_004610
ko:K01977	ppq:PPSQR21_008120
ko:K01977	ppq:PPSQR21_022150
ko:K01977	ppq:PPSQR21_038900
ko:K18924	ppq:PPSQR21_027450
ko:K14220	ppq:PPSQR21_003540
ko:K14220	ppq:PPSQR21_004650
ko:K14220	ppq:PPSQR21_044890
ko:K14220	ppq:PPSQR21_012880
ko:K14220	ppq:PPSQR21_042570
ko:K14220	ppq:PPSQR21_038870
ko:K18967	ppq:PPSQR21_048180
ko:K18967	ppq:PPSQR21_048630
ko:K14224	ppq:PPSQR21_003570
ko:K14224	ppq:PPSQR21_012920
ko:K14224	ppq:PPSQR21_004670
ko:K14224	ppq:PPSQR21_038850
ko:K14224	ppq:PPSQR21_044870
ko:K14224	ppq:PPSQR21_042550
ko:K14228	ppq:PPSQR21_031970
ko:K14228	ppq:PPSQR21_042430
ko:K03790	ppq:PPSQR21_014160
ko:K01262	ppq:PPSQR21_030150
ko:K18925	ppq:PPSQR21_047360
ko:K06147	ppq:PPSQR21_001220
ko:K14218	ppq:PPSQR21_016910
ko:K14230	ppq:PPSQR21_033210
ko:K14235	ppq:PPSQR21_042480
ko:K14234	ppq:PPSQR21_044880
ko:K18928	ppq:PPSQR21_022430
ko:K01233	ppq:PPSQR21_036500
ko:K07467	ppq:PPSQR21_038350
ko:K03169	ppq:PPSQR21_008160
ko:K03111	ppq:PPSQR21_051560
ko:K03497	ppq:PPSQR21_051650
ko:K03496	ppq:PPSQR21_051660
ko:K03497	ppq:PPSQR21_051670
ko:K05593	ppq:PPSQR21_011340
ko:K05793	ppq:PPSQR21_009800
ko:K05792	ppq:PPSQR21_009840
ko:K08168	ppq:PPSQR21_025750
ko:K06979	ppq:PPSQR21_006870
ko:K08151	ppq:PPSQR21_018500
ko:K08168	ppq:PPSQR21_022080
ko:K05593	ppq:PPSQR21_022330
ko:K08168	ppq:PPSQR21_024060
ko:K03169	ppq:PPSQR21_026860
ko:K08168	ppq:PPSQR21_034840
ko:K00662	ppq:PPSQR21_041060
ko:K03741	ppq:PPSQR21_044210
ko:K09145	ppq:PPSQR21_027760
ko:K01872	ppq:PPSQR21_044170
ko:K07029	ppq:PPSQR21_008780
ko:K14742	ppq:PPSQR21_012390
ko:K18981	ppq:PPSQR21_034730
ko:K03526	ppq:PPSQR21_039310
ko:K07816	ppq:PPSQR21_005810
ko:K18979	ppq:PPSQR21_007630
ko:K13052	ppq:PPSQR21_000510
ko:K11624	ppq:PPSQR21_015600
ko:K06595	ppq:PPSQR21_015640
ko:K11624	ppq:PPSQR21_044340
ko:K01820	ppq:PPSQR21_022400
ko:K07816	ppq:PPSQR21_041000
ko:K17882	ppq:PPSQR21_016010
ko:K03892	ppq:PPSQR21_044230
ko:K03429	ppq:PPSQR21_014350
ko:K03429	ppq:PPSQR21_006080
ko:K03429	ppq:PPSQR21_044490
ko:K06378	ppq:PPSQR21_029620
ko:K02777	ppq:PPSQR21_001120
ko:K06893	ppq:PPSQR21_023010
ko:K00354	ppq:PPSQR21_037140
ko:K19119	ppq:PPSQR21_020850
ko:K06320	ppq:PPSQR21_040700
ko:K06320	ppq:PPSQR21_040710
ko:K07448	ppq:PPSQR21_035120
ko:K00798	ppq:PPSQR21_015290
ko:K01239	ppq:PPSQR21_048390
ko:K01239	ppq:PPSQR21_048580
ko:K11615	ppq:PPSQR21_050150
ko:K01710	ppq:PPSQR21_045820
ko:K09951	ppq:PPSQR21_020900
ko:K19117	ppq:PPSQR21_020860
ko:K19118	ppq:PPSQR21_020870
ko:K06415	ppq:PPSQR21_015750
ko:K01066	ppq:PPSQR21_003350
ko:K19265	ppq:PPSQR21_024130
ko:K01785	ppq:PPSQR21_026070
ko:K01992	ppq:PPSQR21_012150
ko:K19265	ppq:PPSQR21_037930
ko:K19431	ppq:PPSQR21_043620
ko:K01785	ppq:PPSQR21_041700
ko:K00020	ppq:PPSQR21_013420
ko:K19302	ppq:PPSQR21_042840
ko:K18197	ppq:PPSQR21_009640
ko:K01218	ppq:PPSQR21_036480
ko:K01990	ppq:PPSQR21_028140
ko:K01567	ppq:PPSQR21_004420
ko:K19285	ppq:PPSQR21_004300
ko:K03722	ppq:PPSQR21_021920
ko:K03722	ppq:PPSQR21_028680
ko:K01992	ppq:PPSQR21_012660
ko:K01990	ppq:PPSQR21_012140
ko:K01990	ppq:PPSQR21_012740
ko:K19267	ppq:PPSQR21_050650
ko:K01218	ppq:PPSQR21_046130
ko:K01218	ppq:PPSQR21_011970
ko:K01218	ppq:PPSQR21_005920
ko:K01218	ppq:PPSQR21_032950
ko:K04771	ppq:PPSQR21_046030
ko:K04771	ppq:PPSQR21_051320
ko:K01215	ppq:PPSQR21_025180
ko:K19405	ppq:PPSQR21_045660
ko:K19302	ppq:PPSQR21_022800
ko:K02100	ppq:PPSQR21_010460
ko:K19411	ppq:PPSQR21_045670
ko:K00525	ppq:PPSQR21_005070
ko:K19350	ppq:PPSQR21_027590
ko:K19302	ppq:PPSQR21_022810
ko:K19302	ppq:PPSQR21_014360
ko:K16960	ppq:PPSQR21_049920
ko:K13612	ppq:PPSQR21_011630
ko:K13613	ppq:PPSQR21_031800
ko:K13612	ppq:PPSQR21_031820
ko:K06338	ppq:PPSQR21_040860
ko:K18567	ppq:PPSQR21_048980
ko:K02476	ppq:PPSQR21_008450
ko:K19548	ppq:PPSQR21_005830
ko:K13614	ppq:PPSQR21_011590
ko:K13614	ppq:PPSQR21_031790
ko:K13614	ppq:PPSQR21_031810
ko:K16960	ppq:PPSQR21_021740
ko:K06881	ppq:PPSQR21_020140
ko:K06884	ppq:PPSQR21_049440
ko:K03483	ppq:PPSQR21_037760
ko:K06884	ppq:PPSQR21_037980
ko:K19510	ppq:PPSQR21_005280
ko:K19577	ppq:PPSQR21_009340
ko:K00887	ppq:PPSQR21_033980
ko:K15856	ppq:PPSQR21_040650
ko:K06440	ppq:PPSQR21_050380
ko:K08164	ppq:PPSQR21_036550
ko:K08164	ppq:PPSQR21_040470
ko:K07315	ppq:PPSQR21_042950
ko:K19707	ppq:PPSQR21_036090
ko:K19689	ppq:PPSQR21_031070
ko:K19689	ppq:PPSQR21_023690
ko:K19689	ppq:PPSQR21_026100
ko:K01258	ppq:PPSQR21_029740
ko:K19668	ppq:PPSQR21_010510
ko:K20483	ppq:PPSQR21_048920
ko:K20484	ppq:PPSQR21_045950
ko:K20483	ppq:PPSQR21_045960
ko:K21755	ppq:PPSQR21_003860
ko:K15777	ppq:PPSQR21_030330
ko:K00547	ppq:PPSQR21_030880
ko:K00297	ppq:PPSQR21_030880
ko:K15777	ppq:PPSQR21_008660
ko:K02538	ppq:PPSQR21_050710
ko:K09681	ppq:PPSQR21_017890
ko:K07776	ppq:PPSQR21_023540
ko:K19955	ppq:PPSQR21_037880
ko:K13075	ppq:PPSQR21_026340
ko:K13075	ppq:PPSQR21_026350
ko:K13075	ppq:PPSQR21_034830
ko:K21636	ppq:PPSQR21_048220
ko:K18889	ppq:PPSQR21_020620
ko:K11751	ppq:PPSQR21_011300
ko:K12132	ppq:PPSQR21_030760
ko:K20074	ppq:PPSQR21_030770
ko:K20107	ppq:PPSQR21_002520
ko:K20108	ppq:PPSQR21_002520
ko:K20116	ppq:PPSQR21_031220
ko:K20117	ppq:PPSQR21_031220
ko:K20118	ppq:PPSQR21_031220
ko:K01400	ppq:PPSQR21_040810
ko:K20074	ppq:PPSQR21_037570
ko:K20116	ppq:PPSQR21_037840
ko:K20117	ppq:PPSQR21_037840
ko:K20118	ppq:PPSQR21_037840
ko:K20201	ppq:PPSQR21_047190
ko:K20491	ppq:PPSQR21_025710
ko:K20492	ppq:PPSQR21_025720
ko:K20461	ppq:PPSQR21_004530
ko:K20459	ppq:PPSQR21_004510
ko:K20460	ppq:PPSQR21_004520
ko:K20488	ppq:PPSQR21_025730
ko:K20461	ppq:PPSQR21_015810
ko:K20460	ppq:PPSQR21_015800
ko:K20459	ppq:PPSQR21_015790
ko:K20484	ppq:PPSQR21_048900
ko:K20485	ppq:PPSQR21_048910
ko:K20482	ppq:PPSQR21_048960
ko:K20484	ppq:PPSQR21_015840
ko:K20483	ppq:PPSQR21_015860
ko:K00526	ppq:PPSQR21_005060
ko:K20484	ppq:PPSQR21_015820
ko:K20485	ppq:PPSQR21_015870
ko:K20487	ppq:PPSQR21_025740
ko:K20490	ppq:PPSQR21_025700
ko:K20534	ppq:PPSQR21_003290
ko:K06309	ppq:PPSQR21_047990
ko:K18890	ppq:PPSQR21_020610
ko:K20534	ppq:PPSQR21_046270
ko:K06147	ppq:PPSQR21_028200
ko:K21759	ppq:PPSQR21_003890
ko:K20628	ppq:PPSQR21_034680
ko:K01179	ppq:PPSQR21_051310
ko:K01212	ppq:PPSQR21_010390
ko:K22103	ppq:PPSQR21_012910
ko:K07183	ppq:PPSQR21_031500
ko:K01179	ppq:PPSQR21_024100
ko:K01179	ppq:PPSQR21_037080
ko:K01179	ppq:PPSQR21_037440
ko:K01208	ppq:PPSQR21_004480
ko:K01200	ppq:PPSQR21_037710
ko:K00640	ppq:PPSQR21_046520
ko:K00525	ppq:PPSQR21_018520
ko:K21029	ppq:PPSQR21_036180
ko:K08968	ppq:PPSQR21_007240
ko:K21064	ppq:PPSQR21_041570
ko:K00821	ppq:PPSQR21_046330
ko:K21142	ppq:PPSQR21_034990
ko:K00526	ppq:PPSQR21_018510
ko:K04068	ppq:PPSQR21_048230
ko:K02314	ppq:PPSQR21_051420
ko:K06904	ppq:PPSQR21_014920
ko:K03553	ppq:PPSQR21_020430
ko:K09935	ppq:PPSQR21_025930
ko:K01520	ppq:PPSQR21_020210
ko:K00857	ppq:PPSQR21_029820
ko:K00287	ppq:PPSQR21_026880
ko:K00560	ppq:PPSQR21_026890
ko:K17733	ppq:PPSQR21_032010
ko:K01493	ppq:PPSQR21_034460
ko:K03465	ppq:PPSQR21_032520
ko:K01520	ppq:PPSQR21_032540
ko:K02335	ppq:PPSQR21_032670
ko:K02316	ppq:PPSQR21_032760
ko:K02314	ppq:PPSQR21_032780
ko:K02315	ppq:PPSQR21_032790
ko:K02316	ppq:PPSQR21_033910
ko:K06217	ppq:PPSQR21_034010
ko:K03546	ppq:PPSQR21_034130
ko:K07729	ppq:PPSQR21_014610
ko:K07258	ppq:PPSQR21_029430
ko:K21298	ppq:PPSQR21_003160
ko:K02335	ppq:PPSQR21_016840
ko:K02031	ppq:PPSQR21_002660
ko:K02031	ppq:PPSQR21_050010
ko:K00980	ppq:PPSQR21_045890
ko:K10010	ppq:PPSQR21_008390
ko:K00435	ppq:PPSQR21_041190
ko:K02031	ppq:PPSQR21_021830
ko:K02031	ppq:PPSQR21_003960
ko:K02032	ppq:PPSQR21_003970
ko:K05592	ppq:PPSQR21_050880
ko:K00661	ppq:PPSQR21_023080
ko:K01101	ppq:PPSQR21_027220
ko:K07005	ppq:PPSQR21_007060
ko:K03293	ppq:PPSQR21_009060
ko:K03293	ppq:PPSQR21_036630
ko:K21464	ppq:PPSQR21_001180
ko:K21471	ppq:PPSQR21_046180
ko:K21479	ppq:PPSQR21_047960
ko:K02483	ppq:PPSQR21_003310
ko:K21468	ppq:PPSQR21_038020
ko:K22044	ppq:PPSQR21_051620
ko:K21567	ppq:PPSQR21_013950
ko:K21562	ppq:PPSQR21_049370
ko:K00863	ppq:PPSQR21_037460
ko:K21493	ppq:PPSQR21_038200
ko:K21701	ppq:PPSQR21_049880
ko:K21701	ppq:PPSQR21_027620
ko:K21701	ppq:PPSQR21_035520
ko:K21567	ppq:PPSQR21_041240
ko:K21600	ppq:PPSQR21_004270
ko:K01176	ppq:PPSQR21_023950
ko:K21701	ppq:PPSQR21_012790
ko:K21902	ppq:PPSQR21_007100
ko:K11923	ppq:PPSQR21_017910
ko:K00680	ppq:PPSQR21_023650
