ko:K18138	seec:CFSAN002050_08980
ko:K01690	seec:CFSAN002050_15895
ko:K00036	seec:CFSAN002050_15900
ko:K00873	seec:CFSAN002050_15910
ko:K02560	seec:CFSAN002050_15915
ko:K09817	seec:CFSAN002050_15930
ko:K09816	seec:CFSAN002050_15935
ko:K03551	seec:CFSAN002050_15940
ko:K03550	seec:CFSAN002050_15945
ko:K01159	seec:CFSAN002050_15960
ko:K08310	seec:CFSAN002050_15970
ko:K01876	seec:CFSAN002050_15975
ko:K03765	seec:CFSAN002050_19735
ko:K03305	seec:CFSAN002050_19750
ko:K04751	seec:CFSAN002050_19755
ko:K07715	seec:CFSAN002050_19760
ko:K07711	seec:CFSAN002050_19770
ko:K01952	seec:CFSAN002050_19775
ko:K11991	seec:CFSAN002050_19785
ko:K07106	seec:CFSAN002050_19800
ko:K00077	seec:CFSAN002050_19810
ko:K08177	seec:CFSAN002050_19815
ko:K00997	seec:CFSAN002050_19830
ko:K03474	seec:CFSAN002050_19835
ko:K03584	seec:CFSAN002050_19840
ko:K03685	seec:CFSAN002050_19850
ko:K03100	seec:CFSAN002050_19855
ko:K03596	seec:CFSAN002050_19860
ko:K03598	seec:CFSAN002050_19870
ko:K03597	seec:CFSAN002050_19875
ko:K03088	seec:CFSAN002050_19880
ko:K00278	seec:CFSAN002050_19885
ko:K05590	seec:CFSAN002050_19895
ko:K11249	seec:CFSAN002050_19905
ko:K03648	seec:CFSAN002050_19915
ko:K03214	seec:CFSAN002050_19920
ko:K03672	seec:CFSAN002050_19925
ko:K00998	seec:CFSAN002050_19940
ko:K05811	seec:CFSAN002050_19945
ko:K03695	seec:CFSAN002050_19980
ko:K04691	seec:CFSAN002050_23715
ko:K01573	seec:CFSAN002050_23735
ko:K03780	seec:CFSAN002050_23740
ko:K00024	seec:CFSAN002050_23765
ko:K03402	seec:CFSAN002050_23770
ko:K03623	seec:CFSAN002050_23785
ko:K03468	seec:CFSAN002050_23790
ko:K15548	seec:CFSAN002050_23795
ko:K03568	seec:CFSAN002050_23810
ko:K08301	seec:CFSAN002050_23820
ko:K06287	seec:CFSAN002050_23825
ko:K03571	seec:CFSAN002050_23830
ko:K03570	seec:CFSAN002050_23835
ko:K03569	seec:CFSAN002050_23840
ko:K17247	seec:CFSAN002050_23860
ko:K02160	seec:CFSAN002050_23865
ko:K01961	seec:CFSAN002050_23870
ko:K14392	seec:CFSAN002050_23880
ko:K02687	seec:CFSAN002050_23885
ko:K03557	seec:CFSAN002050_23895
ko:K04065	seec:CFSAN002050_06290
ko:K00928	seec:CFSAN002050_03930
ko:K01810	seec:CFSAN002050_03935
ko:K13256	seec:CFSAN002050_03960
ko:K10110	seec:CFSAN002050_03965
ko:K10109	seec:CFSAN002050_03970
ko:K10108	seec:CFSAN002050_03975
ko:K10111	seec:CFSAN002050_03980
ko:K02024	seec:CFSAN002050_03985
ko:K05775	seec:CFSAN002050_03990
ko:K03181	seec:CFSAN002050_03995
ko:K03179	seec:CFSAN002050_04000
ko:K00631	seec:CFSAN002050_04005
ko:K00901	seec:CFSAN002050_04010
ko:K01356	seec:CFSAN002050_04015
ko:K03327	seec:CFSAN002050_04020
ko:K09823	seec:CFSAN002050_04035
ko:K07347	seec:CFSAN002050_08105
ko:K03271	seec:CFSAN002050_08150
ko:K02346	seec:CFSAN002050_08165
ko:K02839	seec:CFSAN002050_08175
ko:K11750	seec:CFSAN002050_08190
ko:K11926	seec:CFSAN002050_08195
ko:K11929	seec:CFSAN002050_08200
ko:K00931	seec:CFSAN002050_08205
ko:K00147	seec:CFSAN002050_08210
ko:K01703	seec:CFSAN002050_08240
ko:K01704	seec:CFSAN002050_08245
ko:K12972	seec:CFSAN002050_12065
ko:K06214	seec:CFSAN002050_12085
ko:K04338	seec:CFSAN002050_12090
ko:K04337	seec:CFSAN002050_12095
ko:K04335	seec:CFSAN002050_12105
ko:K04334	seec:CFSAN002050_12110
ko:K04336	seec:CFSAN002050_12115
ko:K11941	seec:CFSAN002050_12135
ko:K03670	seec:CFSAN002050_12140
ko:K03669	seec:CFSAN002050_12145
ko:K12147	seec:CFSAN002050_12155
ko:K02517	seec:CFSAN002050_12165
ko:K07146	seec:CFSAN002050_12170
ko:K02846	seec:CFSAN002050_12190
ko:K12148	seec:CFSAN002050_12195
ko:K12149	seec:CFSAN002050_12200
ko:K01465	seec:CFSAN002050_12205
ko:K03675	seec:CFSAN002050_12215
ko:K08162	seec:CFSAN002050_12220
ko:K03790	seec:CFSAN002050_12225
ko:K09915	seec:CFSAN002050_12230
ko:K03980	seec:CFSAN002050_12240
ko:K02399	seec:CFSAN002050_12245
ko:K02398	seec:CFSAN002050_12250
ko:K02386	seec:CFSAN002050_12255
ko:K02387	seec:CFSAN002050_12260
ko:K02388	seec:CFSAN002050_12265
ko:K05810	seec:CFSAN002050_19985
ko:K06180	seec:CFSAN002050_19990
ko:K05807	seec:CFSAN002050_19995
ko:K05809	seec:CFSAN002050_20000
ko:K14170	seec:CFSAN002050_20005
ko:K14187	seec:CFSAN002050_20015
ko:K01626	seec:CFSAN002050_20020
ko:K02884	seec:CFSAN002050_20035
ko:K00554	seec:CFSAN002050_20040
ko:K02860	seec:CFSAN002050_20045
ko:K02959	seec:CFSAN002050_20050
ko:K03106	seec:CFSAN002050_20055
ko:K03687	seec:CFSAN002050_20075
ko:K00858	seec:CFSAN002050_20080
ko:K03631	seec:CFSAN002050_20085
ko:K06186	seec:CFSAN002050_20090
ko:K09801	seec:CFSAN002050_20095
ko:K03664	seec:CFSAN002050_20105
ko:K12543	seec:CFSAN002050_20120
ko:K12541	seec:CFSAN002050_20125
ko:K12542	seec:CFSAN002050_20130
ko:K09824	seec:CFSAN002050_20185
ko:K07241	seec:CFSAN002050_20200
ko:K07649	seec:CFSAN002050_20205
ko:K07774	seec:CFSAN002050_20210
ko:K07795	seec:CFSAN002050_20215
ko:K15737	seec:CFSAN002050_20230
ko:K00014	seec:CFSAN002050_23980
ko:K07566	seec:CFSAN002050_23985
ko:K07479	seec:CFSAN002050_23990
ko:K04096	seec:CFSAN002050_24000
ko:K01462	seec:CFSAN002050_24005
ko:K00604	seec:CFSAN002050_24010
ko:K03500	seec:CFSAN002050_24015
ko:K03282	seec:CFSAN002050_24025
ko:K02879	seec:CFSAN002050_24040
ko:K03040	seec:CFSAN002050_24045
ko:K02986	seec:CFSAN002050_24050
ko:K02948	seec:CFSAN002050_24055
ko:K02952	seec:CFSAN002050_24060
ko:K03076	seec:CFSAN002050_24065
ko:K02876	seec:CFSAN002050_24070
ko:K02907	seec:CFSAN002050_24075
ko:K02988	seec:CFSAN002050_24080
ko:K02881	seec:CFSAN002050_24085
ko:K02933	seec:CFSAN002050_24090
ko:K02994	seec:CFSAN002050_24095
ko:K02954	seec:CFSAN002050_24100
ko:K02931	seec:CFSAN002050_24105
ko:K02895	seec:CFSAN002050_24110
ko:K02874	seec:CFSAN002050_24115
ko:K02961	seec:CFSAN002050_24120
ko:K02904	seec:CFSAN002050_24125
ko:K02878	seec:CFSAN002050_24130
ko:K02982	seec:CFSAN002050_24135
ko:K02890	seec:CFSAN002050_24140
ko:K02965	seec:CFSAN002050_24145
ko:K02886	seec:CFSAN002050_24150
ko:K02892	seec:CFSAN002050_24155
ko:K02926	seec:CFSAN002050_24160
ko:K02906	seec:CFSAN002050_24165
ko:K02946	seec:CFSAN002050_24170
ko:K03594	seec:CFSAN002050_24180
ko:K02192	seec:CFSAN002050_24185
ko:K02358	seec:CFSAN002050_24190
ko:K02355	seec:CFSAN002050_24195
ko:K01990	seec:CFSAN002050_07355
ko:K14219	seec:CFSAN002050_09375
ko:K14223	seec:CFSAN002050_09980
ko:K14223	seec:CFSAN002050_09985
ko:K14223	seec:CFSAN002050_09995
ko:K14223	seec:CFSAN002050_10000
ko:K14219	seec:CFSAN002050_12630
ko:K01977	seec:CFSAN002050_02330
ko:K14218	seec:CFSAN002050_18995
ko:K14218	seec:CFSAN002050_19000
ko:K14224	seec:CFSAN002050_02335
ko:K14224	seec:CFSAN002050_23955
ko:K14224	seec:CFSAN002050_19970
ko:K14224	seec:CFSAN002050_03705
ko:K14234	seec:CFSAN002050_03550
ko:K14236	seec:CFSAN002050_03540
ko:K14236	seec:CFSAN002050_15260
ko:K14236	seec:CFSAN002050_15255
ko:K17473	seec:CFSAN002050_01770
ko:K01985	seec:CFSAN002050_02345
ko:K01985	seec:CFSAN002050_23945
ko:K01985	seec:CFSAN002050_19960
ko:K01985	seec:CFSAN002050_03715
ko:K01985	seec:CFSAN002050_02840
ko:K01985	seec:CFSAN002050_07805
ko:K01985	seec:CFSAN002050_03515
ko:K01985	seec:CFSAN002050_23935
ko:K14228	seec:CFSAN002050_02550
ko:K14228	seec:CFSAN002050_06250
ko:K14228	seec:CFSAN002050_06255
ko:K14228	seec:CFSAN002050_06260
ko:K14226	seec:CFSAN002050_02545
ko:K14219	seec:CFSAN002050_02540
ko:K14235	seec:CFSAN002050_02355
ko:K14221	seec:CFSAN002050_02350
ko:K14221	seec:CFSAN002050_07865
ko:K14221	seec:CFSAN002050_07810
ko:K01992	seec:CFSAN002050_07360
ko:K01977	seec:CFSAN002050_03495
ko:K14238	seec:CFSAN002050_01670
ko:K14232	seec:CFSAN002050_25140
ko:K14228	seec:CFSAN002050_05845
ko:K14234	seec:CFSAN002050_08215
ko:K14230	seec:CFSAN002050_09990
ko:K14230	seec:CFSAN002050_10010
ko:K14237	seec:CFSAN002050_10315
ko:K14237	seec:CFSAN002050_19020
ko:K14237	seec:CFSAN002050_19025
ko:K14237	seec:CFSAN002050_19030
ko:K14233	seec:CFSAN002050_11100
ko:K14233	seec:CFSAN002050_12055
ko:K14233	seec:CFSAN002050_11825
ko:K14219	seec:CFSAN002050_12705
ko:K14237	seec:CFSAN002050_13510
ko:K14237	seec:CFSAN002050_13515
ko:K14228	seec:CFSAN002050_16525
ko:K14222	seec:CFSAN002050_16530
ko:K14232	seec:CFSAN002050_18145
ko:K14219	seec:CFSAN002050_18900
ko:K14219	seec:CFSAN002050_11480
ko:K01980	seec:CFSAN002050_07800
ko:K01977	seec:CFSAN002050_19975
ko:K14225	seec:CFSAN002050_21535
ko:K14230	seec:CFSAN002050_23055
ko:K14228	seec:CFSAN002050_23425
ko:K01977	seec:CFSAN002050_07785
ko:K01977	seec:CFSAN002050_23960
ko:K14233	seec:CFSAN002050_16820
ko:K01977	seec:CFSAN002050_02820
ko:K01250	seec:CFSAN002050_09920
ko:K07245	seec:CFSAN002050_15835
ko:K01977	seec:CFSAN002050_03700
ko:K01980	seec:CFSAN002050_02835
ko:K01980	seec:CFSAN002050_02340
ko:K01980	seec:CFSAN002050_03510
ko:K01980	seec:CFSAN002050_03710
ko:K01980	seec:CFSAN002050_23950
ko:K01980	seec:CFSAN002050_19965
ko:K14232	seec:CFSAN002050_02555
ko:K14227	seec:CFSAN002050_02825
ko:K14227	seec:CFSAN002050_07790
ko:K14227	seec:CFSAN002050_03500
ko:K14218	seec:CFSAN002050_02830
ko:K14218	seec:CFSAN002050_07795
ko:K14218	seec:CFSAN002050_03505
ko:K14234	seec:CFSAN002050_03535
ko:K14225	seec:CFSAN002050_03545
ko:K14231	seec:CFSAN002050_05015
ko:K14231	seec:CFSAN002050_21940
ko:K14225	seec:CFSAN002050_05170
ko:K14225	seec:CFSAN002050_16535
ko:K14225	seec:CFSAN002050_05180
ko:K14225	seec:CFSAN002050_05175
ko:K14228	seec:CFSAN002050_10005
ko:K14229	seec:CFSAN002050_10310
ko:K14229	seec:CFSAN002050_19035
ko:K14229	seec:CFSAN002050_10320
ko:K14229	seec:CFSAN002050_10325
ko:K14229	seec:CFSAN002050_10330
ko:K14220	seec:CFSAN002050_16830
ko:K14220	seec:CFSAN002050_16930
ko:K14220	seec:CFSAN002050_16940
ko:K14220	seec:CFSAN002050_16875
ko:K14219	seec:CFSAN002050_20400
ko:K14219	seec:CFSAN002050_20405
ko:K14219	seec:CFSAN002050_20410
ko:K14219	seec:CFSAN002050_20415
ko:K14230	seec:CFSAN002050_21300
ko:K14230	seec:CFSAN002050_23410
ko:K14230	seec:CFSAN002050_21305
ko:K14234	seec:CFSAN002050_23940
ko:K11070	seec:CFSAN002050_12505
ko:K01048	seec:CFSAN002050_02685
ko:K03498	seec:CFSAN002050_02810
ko:K00230	seec:CFSAN002050_02815
ko:K05966	seec:CFSAN002050_06770
ko:K08279	seec:CFSAN002050_06795
ko:K08299	seec:CFSAN002050_06800
ko:K03855	seec:CFSAN002050_06845
ko:K01525	seec:CFSAN002050_06890
ko:K06177	seec:CFSAN002050_06925
ko:K00853	seec:CFSAN002050_06960
ko:K02099	seec:CFSAN002050_06965
ko:K07757	seec:CFSAN002050_10795
ko:K07258	seec:CFSAN002050_10865
ko:K05844	seec:CFSAN002050_10925
ko:K03475	seec:CFSAN002050_10965
ko:K02822	seec:CFSAN002050_10970
ko:K09998	seec:CFSAN002050_10985
ko:K01760	seec:CFSAN002050_14820
ko:K03972	seec:CFSAN002050_14890
ko:K08992	seec:CFSAN002050_15005
ko:K07052	seec:CFSAN002050_18815
ko:K00647	seec:CFSAN002050_18820
ko:K01782	seec:CFSAN002050_18870
ko:K08477	seec:CFSAN002050_18905
ko:K08476	seec:CFSAN002050_18910
ko:K08475	seec:CFSAN002050_18915
ko:K08478	seec:CFSAN002050_18920
ko:K00845	seec:CFSAN002050_18955
ko:K01760	seec:CFSAN002050_22750
ko:K06221	seec:CFSAN002050_22770
ko:K07666	seec:CFSAN002050_22860
ko:K01515	seec:CFSAN002050_22900
ko:K02858	seec:CFSAN002050_22960
ko:K09806	seec:CFSAN002050_22965
ko:K00247	seec:CFSAN002050_05110
ko:K00245	seec:CFSAN002050_05120
ko:K00244	seec:CFSAN002050_05125
ko:K04067	seec:CFSAN002050_09010
ko:K00939	seec:CFSAN002050_09045
ko:K03455	seec:CFSAN002050_09065
ko:K11751	seec:CFSAN002050_09080
ko:K02004	seec:CFSAN002050_09150
ko:K01466	seec:CFSAN002050_09225
ko:K00073	seec:CFSAN002050_09250
ko:K02381	seec:CFSAN002050_09255
ko:K16370	seec:CFSAN002050_13030
ko:K07283	seec:CFSAN002050_13035
ko:K09953	seec:CFSAN002050_13040
ko:K08997	seec:CFSAN002050_13115
ko:K06078	seec:CFSAN002050_13265
ko:K06078	seec:CFSAN002050_13270
ko:K06078	seec:CFSAN002050_13275
ko:K02009	seec:CFSAN002050_17070
ko:K02190	seec:CFSAN002050_17085
ko:K03399	seec:CFSAN002050_17115
ko:K13923	seec:CFSAN002050_17195
ko:K13921	seec:CFSAN002050_17220
ko:K07258	seec:CFSAN002050_17270
ko:K08353	seec:CFSAN002050_17280
ko:K08352	seec:CFSAN002050_17285
ko:K00380	seec:CFSAN002050_21065
ko:K06897	seec:CFSAN002050_21075
ko:K04765	seec:CFSAN002050_21095
ko:K03535	seec:CFSAN002050_21170
ko:K00383	seec:CFSAN002050_24940
ko:K01424	seec:CFSAN002050_24945
ko:K07792	seec:CFSAN002050_24950
ko:K00813	seec:CFSAN002050_11335
ko:K06445	seec:CFSAN002050_08145
ko:K01270	seec:CFSAN002050_08180
ko:K00769	seec:CFSAN002050_08185
ko:K04477	seec:CFSAN002050_12070
ko:K08161	seec:CFSAN002050_12160
ko:K03810	seec:CFSAN002050_12235
ko:K07729	seec:CFSAN002050_16235
ko:K07017	seec:CFSAN002050_20165
ko:K07793	seec:CFSAN002050_20225
ko:K03747	seec:CFSAN002050_23995
ko:K03499	seec:CFSAN002050_24020
ko:K02506	seec:CFSAN002050_24175
ko:K06889	seec:CFSAN002050_05310
ko:K03476	seec:CFSAN002050_05320
ko:K03475	seec:CFSAN002050_05325
ko:K02822	seec:CFSAN002050_05330
ko:K02821	seec:CFSAN002050_05335
ko:K03079	seec:CFSAN002050_05345
ko:K03077	seec:CFSAN002050_05350
ko:K01119	seec:CFSAN002050_05420
ko:K01082	seec:CFSAN002050_05425
ko:K07304	seec:CFSAN002050_05445
ko:K03768	seec:CFSAN002050_09290
ko:K14761	seec:CFSAN002050_09315
ko:K07346	seec:CFSAN002050_09335
ko:K02795	seec:CFSAN002050_09485
ko:K02793	seec:CFSAN002050_09495
ko:K05601	seec:CFSAN002050_11045
ko:K01561	seec:CFSAN002050_08255
ko:K07213	seec:CFSAN002050_08365
ko:K08178	seec:CFSAN002050_08370
ko:K07316	seec:CFSAN002050_08375
ko:K01156	seec:CFSAN002050_08380
ko:K02014	seec:CFSAN002050_08405
ko:K08161	seec:CFSAN002050_08505
ko:K06179	seec:CFSAN002050_12320
ko:K00059	seec:CFSAN002050_12365
ko:K02619	seec:CFSAN002050_12380
ko:K02778	seec:CFSAN002050_12405
ko:K02779	seec:CFSAN002050_12405
ko:K11069	seec:CFSAN002050_12500
ko:K11071	seec:CFSAN002050_12515
ko:K06201	seec:CFSAN002050_16355
ko:K00575	seec:CFSAN002050_16410
ko:K00135	seec:CFSAN002050_20240
ko:K07250	seec:CFSAN002050_20245
ko:K03647	seec:CFSAN002050_20325
ko:K03743	seec:CFSAN002050_20445
ko:K08305	seec:CFSAN002050_20455
ko:K02783	seec:CFSAN002050_20460
ko:K02782	seec:CFSAN002050_20465
ko:K02783	seec:CFSAN002050_20465
ko:K00068	seec:CFSAN002050_20475
ko:K02466	seec:CFSAN002050_20480
ko:K07019	seec:CFSAN002050_24275
ko:K09898	seec:CFSAN002050_24280
ko:K10914	seec:CFSAN002050_24295
ko:K01664	seec:CFSAN002050_24310
ko:K08357	seec:CFSAN002050_13310
ko:K08359	seec:CFSAN002050_13315
ko:K08358	seec:CFSAN002050_13320
ko:K13040	seec:CFSAN002050_13325
ko:K13041	seec:CFSAN002050_13330
ko:K14979	seec:CFSAN002050_13350
ko:K14978	seec:CFSAN002050_13355
ko:K15344	seec:CFSAN002050_13385
ko:K15368	seec:CFSAN002050_13390
ko:K15345	seec:CFSAN002050_13395
ko:K15346	seec:CFSAN002050_13400
ko:K15350	seec:CFSAN002050_13415
ko:K03227	seec:CFSAN002050_13495
ko:K00033	seec:CFSAN002050_17365
ko:K01784	seec:CFSAN002050_17420
ko:K03606	seec:CFSAN002050_17450
ko:K02100	seec:CFSAN002050_21435
ko:K00065	seec:CFSAN002050_21440
ko:K00626	seec:CFSAN002050_21450
ko:K00090	seec:CFSAN002050_25200
ko:K00854	seec:CFSAN002050_25265
ko:K03796	seec:CFSAN002050_25280
ko:K01176	seec:CFSAN002050_25290
ko:K02798	seec:CFSAN002050_25395
ko:K02799	seec:CFSAN002050_25395
ko:K02800	seec:CFSAN002050_25395
ko:K01259	seec:CFSAN002050_13295
ko:K00799	seec:CFSAN002050_04570
ko:K03316	seec:CFSAN002050_04585
ko:K04015	seec:CFSAN002050_04635
ko:K04018	seec:CFSAN002050_04650
ko:K07126	seec:CFSAN002050_04660
ko:K04750	seec:CFSAN002050_04685
ko:K07657	seec:CFSAN002050_08585
ko:K03386	seec:CFSAN002050_08610
ko:K11072	seec:CFSAN002050_12520
ko:K01258	seec:CFSAN002050_12525
ko:K07660	seec:CFSAN002050_12545
ko:K02035	seec:CFSAN002050_12670
ko:K02033	seec:CFSAN002050_12675
ko:K04093	seec:CFSAN002050_12735
ko:K01176	seec:CFSAN002050_16630
ko:K02414	seec:CFSAN002050_16685
ko:K04652	seec:CFSAN002050_20575
ko:K04655	seec:CFSAN002050_20590
ko:K11604	seec:CFSAN002050_20605
ko:K11607	seec:CFSAN002050_20610
ko:K13284	seec:CFSAN002050_20710
ko:K13287	seec:CFSAN002050_20715
ko:K13286	seec:CFSAN002050_20720
ko:K13285	seec:CFSAN002050_20725
ko:K01974	seec:CFSAN002050_24545
ko:K02441	seec:CFSAN002050_24570
ko:K00700	seec:CFSAN002050_24645
ko:K00851	seec:CFSAN002050_24660
ko:K03825	seec:CFSAN002050_24680
ko:K10563	seec:CFSAN002050_01550
ko:K01507	seec:CFSAN002050_05475
ko:K00010	seec:CFSAN002050_05535
ko:K00010	seec:CFSAN002050_05570
ko:K01226	seec:CFSAN002050_05685
ko:K09022	seec:CFSAN002050_05710
ko:K07214	seec:CFSAN002050_09540
ko:K08225	seec:CFSAN002050_09575
ko:K03386	seec:CFSAN002050_09650
ko:K05966	seec:CFSAN002050_09705
ko:K03326	seec:CFSAN002050_09745
ko:K01759	seec:CFSAN002050_13575
ko:K00799	seec:CFSAN002050_13650
ko:K03613	seec:CFSAN002050_13665
ko:K03612	seec:CFSAN002050_13670
ko:K03614	seec:CFSAN002050_13675
ko:K03615	seec:CFSAN002050_13680
ko:K03616	seec:CFSAN002050_13685
ko:K03617	seec:CFSAN002050_13690
ko:K01488	seec:CFSAN002050_13715
ko:K01679	seec:CFSAN002050_13740
ko:K14062	seec:CFSAN002050_13760
ko:K01104	seec:CFSAN002050_17520
ko:K03593	seec:CFSAN002050_17765
ko:K12943	seec:CFSAN002050_21540
ko:K01823	seec:CFSAN002050_21545
ko:K04763	seec:CFSAN002050_21570
ko:K01262	seec:CFSAN002050_21645
ko:K01934	seec:CFSAN002050_21660
ko:K00058	seec:CFSAN002050_21665
ko:K03442	seec:CFSAN002050_21690
ko:K00101	seec:CFSAN002050_25440
ko:K03535	seec:CFSAN002050_25460
ko:K00639	seec:CFSAN002050_25515
ko:K02843	seec:CFSAN002050_25525
ko:K03280	seec:CFSAN002050_25540
ko:K11104	seec:CFSAN002050_04750
ko:K07792	seec:CFSAN002050_04760
ko:K07307	seec:CFSAN002050_04780
ko:K07308	seec:CFSAN002050_04785
ko:K07305	seec:CFSAN002050_12855
ko:K01424	seec:CFSAN002050_12870
ko:K01916	seec:CFSAN002050_12950
ko:K01222	seec:CFSAN002050_12980
ko:K03478	seec:CFSAN002050_12985
ko:K07126	seec:CFSAN002050_16890
ko:K03325	seec:CFSAN002050_17010
ko:K03087	seec:CFSAN002050_20935
ko:K07048	seec:CFSAN002050_24705
ko:K05816	seec:CFSAN002050_24725
ko:K05815	seec:CFSAN002050_24730
ko:K05814	seec:CFSAN002050_24735
ko:K03406	seec:CFSAN002050_24835
ko:K04085	seec:CFSAN002050_24840
ko:K06149	seec:CFSAN002050_24905
ko:K17686	seec:CFSAN002050_22065
ko:K12981	seec:CFSAN002050_25545
ko:K03279	seec:CFSAN002050_25555
ko:K03278	seec:CFSAN002050_25560
ko:K02849	seec:CFSAN002050_25585
ko:K00127	seec:CFSAN002050_03045
ko:K00124	seec:CFSAN002050_03050
ko:K01629	seec:CFSAN002050_03105
ko:K01813	seec:CFSAN002050_03110
ko:K02855	seec:CFSAN002050_03120
ko:K03574	seec:CFSAN002050_07130
ko:K10000	seec:CFSAN002050_11000
ko:K16012	seec:CFSAN002050_11130
ko:K16013	seec:CFSAN002050_11135
ko:K07307	seec:CFSAN002050_11175
ko:K07308	seec:CFSAN002050_11180
ko:K06212	seec:CFSAN002050_11215
ko:K04774	seec:CFSAN002050_15050
ko:K10823	seec:CFSAN002050_15180
ko:K15583	seec:CFSAN002050_15185
ko:K15582	seec:CFSAN002050_15190
ko:K07126	seec:CFSAN002050_15265
ko:K01885	seec:CFSAN002050_19015
ko:K02784	seec:CFSAN002050_19100
ko:K08483	seec:CFSAN002050_19105
ko:K00974	seec:CFSAN002050_23005
ko:K01409	seec:CFSAN002050_23030
ko:K03649	seec:CFSAN002050_23050
ko:K03776	seec:CFSAN002050_23075
ko:K09251	seec:CFSAN002050_23080
ko:K00219	seec:CFSAN002050_23085
ko:K07393	seec:CFSAN002050_23155
ko:K00932	seec:CFSAN002050_23200
ko:K07784	seec:CFSAN002050_01810
ko:K00852	seec:CFSAN002050_01840
ko:K01478	seec:CFSAN002050_05750
ko:K00046	seec:CFSAN002050_05825
ko:K00851	seec:CFSAN002050_05835
ko:K07258	seec:CFSAN002050_09795
ko:K04720	seec:CFSAN002050_09835
ko:K07126	seec:CFSAN002050_09885
ko:K07312	seec:CFSAN002050_13885
ko:K00657	seec:CFSAN002050_13910
ko:K05595	seec:CFSAN002050_14010
ko:K07491	seec:CFSAN002050_17870
ko:K01489	seec:CFSAN002050_17920
ko:K03748	seec:CFSAN002050_17925
ko:K10541	seec:CFSAN002050_17945
ko:K10540	seec:CFSAN002050_17955
ko:K06934	seec:CFSAN002050_21710
ko:K16923	seec:CFSAN002050_21715
ko:K16786	seec:CFSAN002050_21725
ko:K16787	seec:CFSAN002050_21730
ko:K01480	seec:CFSAN002050_21745
ko:K01585	seec:CFSAN002050_21790
ko:K02428	seec:CFSAN002050_21870
ko:K01424	seec:CFSAN002050_21885
ko:K03289	seec:CFSAN002050_21920
ko:K00380	seec:CFSAN002050_01045
ko:K13636	seec:CFSAN002050_01880
ko:K00389	seec:CFSAN002050_01905
ko:K02200	seec:CFSAN002050_01950
ko:K02193	seec:CFSAN002050_01985
ko:K07772	seec:CFSAN002050_02010
ko:K13637	seec:CFSAN002050_06040
ko:K06887	seec:CFSAN002050_06055
ko:K00135	seec:CFSAN002050_06110
ko:K01002	seec:CFSAN002050_06190
ko:K02566	seec:CFSAN002050_10020
ko:K02564	seec:CFSAN002050_10035
ko:K03711	seec:CFSAN002050_10080
ko:K01835	seec:CFSAN002050_10105
ko:K03756	seec:CFSAN002050_10115
ko:K01545	seec:CFSAN002050_10155
ko:K05522	seec:CFSAN002050_10195
ko:K07120	seec:CFSAN002050_10200
ko:K00241	seec:CFSAN002050_10210
ko:K06281	seec:CFSAN002050_14090
ko:K06282	seec:CFSAN002050_14095
ko:K02371	seec:CFSAN002050_14160
ko:K04063	seec:CFSAN002050_14210
ko:K00027	seec:CFSAN002050_14225
ko:K13953	seec:CFSAN002050_14230
ko:K08350	seec:CFSAN002050_14235
ko:K16076	seec:CFSAN002050_14260
ko:K00882	seec:CFSAN002050_18030
ko:K06183	seec:CFSAN002050_18110
ko:K02200	seec:CFSAN002050_18165
ko:K02193	seec:CFSAN002050_18200
ko:K02569	seec:CFSAN002050_18205
ko:K02574	seec:CFSAN002050_18215
ko:K07665	seec:CFSAN002050_22025
ko:K07665	seec:CFSAN002050_22100
ko:K05794	seec:CFSAN002050_01405
ko:K02116	seec:CFSAN002050_02245
ko:K03718	seec:CFSAN002050_02265
ko:K10440	seec:CFSAN002050_02300
ko:K10439	seec:CFSAN002050_02305
ko:K00852	seec:CFSAN002050_02310
ko:K00564	seec:CFSAN002050_06265
ko:K01619	seec:CFSAN002050_06320
ko:K00758	seec:CFSAN002050_06325
ko:K03784	seec:CFSAN002050_06335
ko:K07186	seec:CFSAN002050_06370
ko:K02533	seec:CFSAN002050_06480
ko:K00616	seec:CFSAN002050_06510
ko:K03560	seec:CFSAN002050_10285
ko:K01571	seec:CFSAN002050_10390
ko:K01572	seec:CFSAN002050_10395
ko:K01834	seec:CFSAN002050_10415
ko:K01785	seec:CFSAN002050_10420
ko:K01784	seec:CFSAN002050_10435
ko:K02017	seec:CFSAN002050_10470
ko:K07404	seec:CFSAN002050_10480
ko:K08167	seec:CFSAN002050_14270
ko:K00374	seec:CFSAN002050_14300
ko:K02014	seec:CFSAN002050_14335
ko:K02775	seec:CFSAN002050_14470
ko:K06971	seec:CFSAN002050_14475
ko:K14587	seec:CFSAN002050_14485
ko:K00046	seec:CFSAN002050_14505
ko:K00568	seec:CFSAN002050_18305
ko:K12944	seec:CFSAN002050_18400
ko:K02549	seec:CFSAN002050_18455
ko:K08680	seec:CFSAN002050_18465
ko:K02552	seec:CFSAN002050_18475
ko:K02348	seec:CFSAN002050_18485
ko:K00784	seec:CFSAN002050_18490
ko:K07640	seec:CFSAN002050_03180
ko:K13283	seec:CFSAN002050_03195
ko:K02446	seec:CFSAN002050_03260
ko:K05499	seec:CFSAN002050_03310
ko:K00970	seec:CFSAN002050_07450
ko:K02238	seec:CFSAN002050_11260
ko:K11085	seec:CFSAN002050_11265
ko:K09476	seec:CFSAN002050_11340
