ko:K19744	pael:T223_05460
ko:K03771	pael:T223_03010
ko:K04744	pael:T223_03015
ko:K07102	pael:T223_03020
ko:K05801	pael:T223_03030
ko:K02055	pael:T223_03050
ko:K02052	pael:T223_03055
ko:K02055	pael:T223_03060
ko:K02054	pael:T223_03065
ko:K02053	pael:T223_03070
ko:K01783	pael:T223_03075
ko:K01091	pael:T223_03080
ko:K01657	pael:T223_03085
ko:K01658	pael:T223_03205
ko:K00766	pael:T223_03210
ko:K01609	pael:T223_03215
ko:K10914	pael:T223_03220
ko:K07397	pael:T223_03225
ko:K01611	pael:T223_03230
ko:K03386	pael:T223_07490
ko:K03683	pael:T223_07495
ko:K01465	pael:T223_07500
ko:K01940	pael:T223_07510
ko:K01759	pael:T223_07515
ko:K07213	pael:T223_07535
ko:K01756	pael:T223_07550
ko:K01756	pael:T223_07555
ko:K10773	pael:T223_07570
ko:K03613	pael:T223_07575
ko:K03612	pael:T223_07580
ko:K03614	pael:T223_07585
ko:K03615	pael:T223_07590
ko:K03616	pael:T223_07595
ko:K03617	pael:T223_07600
ko:K01874	pael:T223_07620
ko:K03593	pael:T223_07625
ko:K01494	pael:T223_07630
ko:K01713	pael:T223_07655
ko:K05786	pael:T223_07665
ko:K00027	pael:T223_07675
ko:K16053	pael:T223_07690
ko:K08369	pael:T223_07695
ko:K05524	pael:T223_12165
ko:K11073	pael:T223_12185
ko:K01738	pael:T223_12195
ko:K09989	pael:T223_12215
ko:K03671	pael:T223_12270
ko:K03885	pael:T223_12285
ko:K07017	pael:T223_12295
ko:K01061	pael:T223_12335
ko:K07233	pael:T223_16645
ko:K04487	pael:T223_16655
ko:K13896	pael:T223_16660
ko:K13895	pael:T223_16665
ko:K13894	pael:T223_16670
ko:K13893	pael:T223_16675
ko:K11921	pael:T223_16695
ko:K01673	pael:T223_16700
ko:K01725	pael:T223_16705
ko:K03088	pael:T223_16715
ko:K08998	pael:T223_16740
ko:K06177	pael:T223_16755
ko:K07862	pael:T223_16760
ko:K14052	pael:T223_16765
ko:K01915	pael:T223_16770
ko:K01652	pael:T223_16790
ko:K15256	pael:T223_16795
ko:K05800	pael:T223_16825
ko:K14347	pael:T223_16835
ko:K00963	pael:T223_16850
ko:K00012	pael:T223_16855
ko:K00253	pael:T223_16895
ko:K01969	pael:T223_16900
ko:K13766	pael:T223_16905
ko:K01968	pael:T223_16910
ko:K01640	pael:T223_16915
ko:K07660	pael:T223_21170
ko:K02571	pael:T223_21180
ko:K02572	pael:T223_21185
ko:K02570	pael:T223_21190
ko:K02567	pael:T223_21195
ko:K02568	pael:T223_21200
ko:K02569	pael:T223_21205
ko:K02362	pael:T223_21240
ko:K01439	pael:T223_21255
ko:K00563	pael:T223_21260
ko:K03704	pael:T223_21270
ko:K07639	pael:T223_21275
ko:K07661	pael:T223_21280
ko:K07491	pael:T223_21295
ko:K14977	pael:T223_21360
ko:K05523	pael:T223_21385
ko:K12990	pael:T223_21410
ko:K12410	pael:T223_21435
ko:K01129	pael:T223_21440
ko:K01462	pael:T223_21450
ko:K07286	pael:T223_25670
ko:K00116	pael:T223_25675
ko:K04750	pael:T223_25680
ko:K00760	pael:T223_25700
ko:K00761	pael:T223_25705
ko:K02824	pael:T223_25710
ko:K07346	pael:T223_25730
ko:K07347	pael:T223_25735
ko:K01772	pael:T223_25750
ko:K07071	pael:T223_25755
ko:K06955	pael:T223_25760
ko:K01669	pael:T223_25775
ko:K01776	pael:T223_25785
ko:K02493	pael:T223_25795
ko:K02835	pael:T223_25800
ko:K02492	pael:T223_25805
ko:K02494	pael:T223_25815
ko:K00919	pael:T223_25820
ko:K00948	pael:T223_25830
ko:K02897	pael:T223_25835
ko:K01056	pael:T223_25840
ko:K06942	pael:T223_25845
ko:K02014	pael:T223_25860
ko:K01673	pael:T223_25865
ko:K03789	pael:T223_25875
ko:K02012	pael:T223_25920
ko:K02011	pael:T223_25925
ko:K03978	pael:T223_30115
ko:K02204	pael:T223_30130
ko:K09815	pael:T223_30145
ko:K09823	pael:T223_30150
ko:K09817	pael:T223_30155
ko:K09816	pael:T223_30160
ko:K02071	pael:T223_30170
ko:K02072	pael:T223_30175
ko:K02073	pael:T223_30180
ko:K01915	pael:T223_30195
ko:K10126	pael:T223_30210
ko:K10125	pael:T223_30215
ko:K00868	pael:T223_30235
ko:K03455	pael:T223_30250
ko:K01915	pael:T223_30270
ko:K01845	pael:T223_30275
ko:K00059	pael:T223_30280
ko:K03455	pael:T223_30305
ko:K03832	pael:T223_30315
ko:K06204	pael:T223_30340
ko:K01448	pael:T223_30350
ko:K09007	pael:T223_30355
ko:K01465	pael:T223_30365
ko:K07080	pael:T223_30385
ko:K03366	pael:T223_04015
ko:K00004	pael:T223_03990
ko:K09017	pael:T223_00845
ko:K01800	pael:T223_14480
ko:K01978	pael:T223_24520
ko:K14257	pael:T223_13190
ko:K12943	pael:T223_27180
ko:K18093	pael:T223_22255
ko:K03719	pael:T223_24955
ko:K00632	pael:T223_08030
ko:K18029	pael:T223_19065
ko:K03585	pael:T223_24275
ko:K11917	pael:T223_15055
ko:K00249	pael:T223_22680
ko:K16011	pael:T223_07380
ko:K00249	pael:T223_19410
ko:K05600	pael:T223_14280
ko:K00557	pael:T223_26120
ko:K18073	pael:T223_18025
ko:K18072	pael:T223_18030
ko:K03719	pael:T223_13345
ko:K07814	pael:T223_26445
ko:K10014	pael:T223_10805
ko:K07222	pael:T223_29605
ko:K17850	pael:T223_04210
ko:K04343	pael:T223_17715
ko:K07782	pael:T223_17510
ko:K11747	pael:T223_20960
ko:K07807	pael:T223_13415
ko:K18100	pael:T223_07635
ko:K18101	pael:T223_07640
ko:K18099	pael:T223_07645
ko:K02768	pael:T223_07325
ko:K08483	pael:T223_07325
ko:K11183	pael:T223_07325
ko:K00249	pael:T223_27545
ko:K00146	pael:T223_04415
ko:K18118	pael:T223_29880
ko:K09472	pael:T223_01085
ko:K11894	pael:T223_18740
ko:K00523	pael:T223_28785
ko:K18235	pael:T223_02365
ko:K18291	pael:T223_22685
ko:K18304	pael:T223_20350
ko:K14219	pael:T223_22535
ko:K14219	pael:T223_22540
ko:K18296	pael:T223_25445
ko:K18295	pael:T223_25450
ko:K18294	pael:T223_25455
ko:K18298	pael:T223_14380
ko:K18300	pael:T223_14370
ko:K18305	pael:T223_03730
ko:K18306	pael:T223_03725
ko:K18307	pael:T223_03720
ko:K18308	pael:T223_03715
ko:K14224	pael:T223_09700
ko:K14224	pael:T223_11330
ko:K14224	pael:T223_09710
ko:K14218	pael:T223_09695
ko:K14218	pael:T223_09705
ko:K14218	pael:T223_03315
ko:K14218	pael:T223_29475
ko:K14218	pael:T223_25955
ko:K14218	pael:T223_23800
ko:K14220	pael:T223_09660
ko:K14220	pael:T223_25145
ko:K14219	pael:T223_25355
ko:K14219	pael:T223_01310
ko:K14234	pael:T223_12930
ko:K12538	pael:T223_08285
ko:K12538	pael:T223_20765
ko:K07092	pael:T223_26515
ko:K02650	pael:T223_25050
ko:K14228	pael:T223_13980
ko:K14228	pael:T223_05650
ko:K14228	pael:T223_27250
ko:K14228	pael:T223_27255
ko:K14222	pael:T223_13920
ko:K14225	pael:T223_03350
ko:K14233	pael:T223_11160
ko:K14232	pael:T223_11905
ko:K14232	pael:T223_10245
ko:K14237	pael:T223_11630
ko:K14237	pael:T223_09045
ko:K14237	pael:T223_09910
ko:K07483	pael:T223_12090
ko:K07497	pael:T223_11915
ko:K07165	pael:T223_08260
ko:K07165	pael:T223_17440
ko:K07165	pael:T223_27035
ko:K07165	pael:T223_05280
ko:K07165	pael:T223_14900
ko:K07165	pael:T223_19850
ko:K18292	pael:T223_22660
ko:K18301	pael:T223_06430
ko:K18303	pael:T223_06440
ko:K14219	pael:T223_18065
ko:K14235	pael:T223_03365
ko:K14234	pael:T223_03355
ko:K14234	pael:T223_25040
ko:K14234	pael:T223_28395
ko:K18346	pael:T223_23440
ko:K00138	pael:T223_04670
ko:K14236	pael:T223_03345
ko:K14227	pael:T223_03310
ko:K14227	pael:T223_29480
ko:K14227	pael:T223_23805
ko:K14227	pael:T223_25960
ko:K14229	pael:T223_22160
ko:K14229	pael:T223_25135
ko:K14223	pael:T223_25825
ko:K14230	pael:T223_25850
ko:K14230	pael:T223_26260
ko:K14230	pael:T223_22445
ko:K14230	pael:T223_02910
ko:K14238	pael:T223_26555
ko:K14231	pael:T223_28335
ko:K14225	pael:T223_23550
ko:K14233	pael:T223_22545
ko:K14233	pael:T223_22025
ko:K14226	pael:T223_18050
ko:K14226	pael:T223_18060
ko:K14228	pael:T223_18055
ko:K14219	pael:T223_08475
ko:K14225	pael:T223_11335
ko:K14225	pael:T223_13315
ko:K14225	pael:T223_11340
ko:K14225	pael:T223_12920
ko:K14233	pael:T223_12740
ko:K14220	pael:T223_12925
ko:K08721	pael:T223_25440
ko:K01953	pael:T223_09625
ko:K11073	pael:T223_01470
ko:K12368	pael:T223_24900
ko:K11688	pael:T223_25540
ko:K04057	pael:T223_18585
ko:K22589	pael:T223_12330
ko:K10814	pael:T223_15995
ko:K10816	pael:T223_15985
ko:K00100	pael:T223_21330
ko:K18473	pael:T223_28465
ko:K16234	pael:T223_28055
ko:K11904	pael:T223_19940
ko:K11904	pael:T223_28940
ko:K11914	pael:T223_18750
ko:K11904	pael:T223_00470
ko:K11904	pael:T223_12315
ko:K11904	pael:T223_00495
ko:K07645	pael:T223_26420
ko:K11904	pael:T223_14980
ko:K11916	pael:T223_18710
ko:K18459	pael:T223_01435
ko:K11904	pael:T223_08890
ko:K18480	pael:T223_09305
ko:K11912	pael:T223_00385
ko:K11904	pael:T223_28020
ko:K00681	pael:T223_00830
ko:K00681	pael:T223_19665
ko:K00681	pael:T223_01820
ko:K19296	pael:T223_07385
ko:K18540	pael:T223_07135
ko:K07326	pael:T223_14530
ko:K02030	pael:T223_28265
ko:K04065	pael:T223_26220
ko:K02664	pael:T223_27790
ko:K07794	pael:T223_23420
ko:K02663	pael:T223_27795
ko:K00249	pael:T223_21130
ko:K18691	pael:T223_05990
ko:K03427	pael:T223_11980
ko:K21645	pael:T223_29785
ko:K09690	pael:T223_12355
ko:K12994	pael:T223_29895
ko:K09690	pael:T223_29910
ko:K18800	pael:T223_28705
ko:K18893	pael:T223_09235
ko:K20862	pael:T223_29020
ko:K09892	pael:T223_28730
ko:K18954	pael:T223_01230
ko:K07339	pael:T223_06645
ko:K18843	pael:T223_06640
ko:K18850	pael:T223_12605
ko:K18930	pael:T223_26395
ko:K01971	pael:T223_16290
ko:K03497	pael:T223_30470
ko:K03496	pael:T223_30475
ko:K03646	pael:T223_22190
ko:K08364	pael:T223_13775
ko:K08363	pael:T223_13780
ko:K03169	pael:T223_13850
ko:K03111	pael:T223_13855
ko:K04054	pael:T223_18440
ko:K04053	pael:T223_18450
ko:K04056	pael:T223_18580
ko:K01856	pael:T223_14300
ko:K03496	pael:T223_27720
ko:K11811	pael:T223_15450
ko:K03496	pael:T223_20190
ko:K13060	pael:T223_20340
ko:K08151	pael:T223_21405
ko:K18973	pael:T223_30225
ko:K07665	pael:T223_11435
ko:K19055	pael:T223_17800
ko:K10954	pael:T223_21055
ko:K07497	pael:T223_11910
ko:K07497	pael:T223_22980
ko:K03976	pael:T223_07225
ko:K00042	pael:T223_19995
ko:K03892	pael:T223_15465
ko:K12545	pael:T223_08270
ko:K07215	pael:T223_23770
ko:K12987	pael:T223_23600
ko:K03526	pael:T223_05760
ko:K14742	pael:T223_06395
ko:K03761	pael:T223_30310
ko:K08642	pael:T223_17645
ko:K16635	pael:T223_05565
ko:K08365	pael:T223_13785
ko:K12241	pael:T223_03630
ko:K12240	pael:T223_03625
ko:K08085	pael:T223_25195
ko:K02675	pael:T223_25220
ko:K05799	pael:T223_26380
ko:K06599	pael:T223_02105
ko:K04052	pael:T223_18455
ko:K04051	pael:T223_18460
ko:K04049	pael:T223_18485
ko:K04060	pael:T223_18550
ko:K04059	pael:T223_18555
ko:K00335	pael:T223_12550
ko:K00336	pael:T223_12545
ko:K00433	pael:T223_12155
ko:K00632	pael:T223_10340
ko:K18991	pael:T223_02850
ko:K12238	pael:T223_03610
ko:K06600	pael:T223_02110
ko:K12993	pael:T223_29900
ko:K19000	pael:T223_22355
ko:K11020	pael:T223_21320
ko:K00148	pael:T223_29750
ko:K06992	pael:T223_18240
ko:K11383	pael:T223_30075
ko:K06893	pael:T223_17930
ko:K00020	pael:T223_07285
ko:K03458	pael:T223_19955
ko:K12988	pael:T223_27580
ko:K00108	pael:T223_29500
ko:K12979	pael:T223_22375
ko:K07326	pael:T223_00205
ko:K05913	pael:T223_04290
ko:K12239	pael:T223_03620
ko:K09017	pael:T223_02205
ko:K00091	pael:T223_25620
ko:K01802	pael:T223_23635
ko:K03293	pael:T223_23225
ko:K03668	pael:T223_22430
ko:K06858	pael:T223_04555
ko:K06867	pael:T223_14355
ko:K06992	pael:T223_17215
ko:K01239	pael:T223_00730
ko:K04050	pael:T223_18470
ko:K11918	pael:T223_15030
ko:K11919	pael:T223_15010
ko:K00344	pael:T223_12345
ko:K01046	pael:T223_11110
ko:K16291	pael:T223_11150
ko:K01505	pael:T223_09950
ko:K01802	pael:T223_06235
ko:K07749	pael:T223_06150
ko:K06893	pael:T223_08685
ko:K05799	pael:T223_00620
ko:K09017	pael:T223_19970
ko:K00108	pael:T223_06270
ko:K01710	pael:T223_28400
ko:K22468	pael:T223_14695
ko:K00525	pael:T223_21285
ko:K00525	pael:T223_30140
ko:K02030	pael:T223_28260
ko:K00344	pael:T223_28775
ko:K01406	pael:T223_20760
ko:K03446	pael:T223_11250
ko:K12979	pael:T223_24975
ko:K19168	pael:T223_23380
ko:K06884	pael:T223_16245
ko:K07216	pael:T223_18700
ko:K19221	pael:T223_20640
ko:K12349	pael:T223_22855
ko:K19246	pael:T223_21220
ko:K19344	pael:T223_02610
ko:K00020	pael:T223_08785
ko:K01066	pael:T223_29560
ko:K19290	pael:T223_07430
ko:K01992	pael:T223_08310
ko:K01992	pael:T223_13245
ko:K01992	pael:T223_13250
ko:K01992	pael:T223_28755
ko:K04771	pael:T223_23350
ko:K19293	pael:T223_07405
ko:K19294	pael:T223_07395
ko:K19295	pael:T223_07390
ko:K19302	pael:T223_04725
ko:K03722	pael:T223_21850
ko:K07497	pael:T223_22975
ko:K07497	pael:T223_12070
ko:K07497	pael:T223_07735
ko:K19342	pael:T223_08330
ko:K19345	pael:T223_02605
ko:K19353	pael:T223_25000
ko:K00249	pael:T223_24590
ko:K01795	pael:T223_07410
ko:K19337	pael:T223_29840
ko:K19337	pael:T223_09465
ko:K06867	pael:T223_08915
ko:K19300	pael:T223_04160
ko:K19339	pael:T223_08355
ko:K19416	pael:T223_12735
ko:K19340	pael:T223_08340
ko:K19341	pael:T223_08335
ko:K06867	pael:T223_25515
ko:K19292	pael:T223_07420
ko:K19577	pael:T223_24175
ko:K18567	pael:T223_08845
ko:K18567	pael:T223_16500
ko:K11690	pael:T223_28440
ko:K21699	pael:T223_00685
ko:K19610	pael:T223_22410
ko:K19609	pael:T223_22405
ko:K06884	pael:T223_16015
ko:K19610	pael:T223_12310
ko:K19611	pael:T223_12300
ko:K10024	pael:T223_22630
ko:K03446	pael:T223_20810
ko:K00799	pael:T223_24415
ko:K20261	pael:T223_03690
ko:K20257	pael:T223_22095
ko:K19594	pael:T223_13455
ko:K19713	pael:T223_14440
ko:K07165	pael:T223_16710
ko:K19713	pael:T223_25300
ko:K00992	pael:T223_03025
ko:K19711	pael:T223_23470
ko:K19696	pael:T223_10385
ko:K07666	pael:T223_26415
ko:K08305	pael:T223_04815
ko:K01003	pael:T223_26920
ko:K20260	pael:T223_17505
ko:K19784	pael:T223_20975
ko:K07119	pael:T223_18830
ko:K07119	pael:T223_05965
ko:K07119	pael:T223_15975
ko:K00799	pael:T223_11415
ko:K06131	pael:T223_16200
ko:K06132	pael:T223_29165
ko:K07497	pael:T223_01275
ko:K00995	pael:T223_13310
ko:K07147	pael:T223_25975
ko:K13877	pael:T223_20740
ko:K15777	pael:T223_11230
ko:K17722	pael:T223_02225
ko:K13775	pael:T223_10960
ko:K19803	pael:T223_28570
ko:K20260	pael:T223_17500
ko:K21636	pael:T223_17390
ko:K09471	pael:T223_29160
ko:K09796	pael:T223_05850
ko:K20971	pael:T223_04905
ko:K11915	pael:T223_00390
ko:K12132	pael:T223_12020
ko:K20258	pael:T223_13985
ko:K20444	pael:T223_21615
ko:K20265	pael:T223_26565
ko:K20277	pael:T223_08540
ko:K20260	pael:T223_03705
ko:K20262	pael:T223_17475
ko:K20261	pael:T223_17490
ko:K13061	pael:T223_07650
ko:K20262	pael:T223_03675
ko:K20320	pael:T223_04205
ko:K20259	pael:T223_13990
ko:K20455	pael:T223_23200
ko:K20534	pael:T223_26645
ko:K20972	pael:T223_26835
ko:K07076	pael:T223_20470
ko:K01214	pael:T223_16175
ko:K11529	pael:T223_20000
ko:K20881	pael:T223_28480
ko:K01046	pael:T223_26615
ko:K20987	pael:T223_15680
ko:K21008	pael:T223_10090
ko:K21006	pael:T223_10080
ko:K21007	pael:T223_10085
ko:K21010	pael:T223_10100
ko:K21011	pael:T223_10105
ko:K16011	pael:T223_15690
ko:K16011	pael:T223_29915
ko:K20997	pael:T223_15695
ko:K20998	pael:T223_15675
ko:K20999	pael:T223_15670
ko:K21000	pael:T223_15665
ko:K21001	pael:T223_15660
ko:K21002	pael:T223_15655
ko:K21003	pael:T223_15650
ko:K21004	pael:T223_15645
ko:K21005	pael:T223_15640
ko:K20940	pael:T223_03665
ko:K00821	pael:T223_02685
ko:K21135	pael:T223_20325
ko:K21137	pael:T223_00800
ko:K21061	pael:T223_20665
ko:K21021	pael:T223_21460
ko:K21019	pael:T223_24060
ko:K01768	pael:T223_09290
ko:K20973	pael:T223_11305
ko:K20974	pael:T223_19020
ko:K20975	pael:T223_17095
ko:K00840	pael:T223_22600
ko:K21062	pael:T223_20735
ko:K20976	pael:T223_08620
ko:K20977	pael:T223_08615
ko:K20978	pael:T223_08610
ko:K07689	pael:T223_13300
ko:K21053	pael:T223_00755
ko:K21020	pael:T223_00855
ko:K21103	pael:T223_03710
ko:K21022	pael:T223_21535
ko:K21023	pael:T223_18425
ko:K21024	pael:T223_24240
ko:K21029	pael:T223_25790
ko:K21025	pael:T223_27365
ko:K21009	pael:T223_10095
ko:K08968	pael:T223_11315
ko:K21136	pael:T223_00795
ko:K13609	pael:T223_20745
ko:K20968	pael:T223_18495
ko:K21133	pael:T223_20320
ko:K21134	pael:T223_00805
ko:K21012	pael:T223_10110
ko:K00249	pael:T223_15840
ko:K00632	pael:T223_10715
ko:K21218	pael:T223_07505
ko:K17680	pael:T223_12865
ko:K07451	pael:T223_12965
ko:K03791	pael:T223_13090
ko:K02314	pael:T223_27215
ko:K06217	pael:T223_04870
ko:K03546	pael:T223_23820
ko:K03676	pael:T223_28215
ko:K00560	pael:T223_01725
ko:K00287	pael:T223_01765
ko:K01520	pael:T223_29220
ko:K03791	pael:T223_06655
ko:K14744	pael:T223_06660
ko:K07336	pael:T223_24990
ko:K03553	pael:T223_07040
ko:K09935	pael:T223_25345
ko:K02316	pael:T223_02925
ko:K06903	pael:T223_03125
ko:K06907	pael:T223_03150
ko:K06908	pael:T223_03155
ko:K06906	pael:T223_03175
ko:K06905	pael:T223_03185
ko:K03791	pael:T223_03190
ko:K04068	pael:T223_12110
ko:K02483	pael:T223_04255
ko:K02335	pael:T223_30120
ko:K03863	pael:T223_27085
ko:K05375	pael:T223_14780
ko:K20938	pael:T223_15110
ko:K20938	pael:T223_15220
ko:K00108	pael:T223_16370
ko:K02482	pael:T223_13975
ko:K16637	pael:T223_16010
ko:K21607	pael:T223_04310
ko:K21253	pael:T223_21415
ko:K00526	pael:T223_21290
ko:K03862	pael:T223_27080
ko:K21416	pael:T223_04005
ko:K21417	pael:T223_04000
ko:K21405	pael:T223_04020
ko:K21420	pael:T223_12665
ko:K21472	pael:T223_30415
ko:K11690	pael:T223_22645
ko:K21405	pael:T223_04675
ko:K22044	pael:T223_28175
ko:K01451	pael:T223_10810
ko:K01420	pael:T223_19365
ko:K01451	pael:T223_24120
ko:K21711	pael:T223_29830
ko:K10914	pael:T223_01370
ko:K21563	pael:T223_02660
ko:K21512	pael:T223_06675
ko:K21498	pael:T223_25855
ko:K21700	pael:T223_00675
ko:K21757	pael:T223_14295
ko:K21825	pael:T223_22610
ko:K21829	pael:T223_05450
ko:K21826	pael:T223_29540
ko:K21831	pael:T223_27165
ko:K21833	pael:T223_29630
ko:K21834	pael:T223_29635
ko:K21830	pael:T223_29075
ko:K21832	pael:T223_29700
ko:K21990	pael:T223_11620
ko:K05802	pael:T223_20460
ko:K03741	pael:T223_15455
ko:K01816	pael:T223_19990
ko:K22131	pael:T223_02785
ko:K22132	pael:T223_21245
ko:K22067	pael:T223_18120
ko:K03595	pael:T223_23325
ko:K07183	pael:T223_18125
ko:K00304	pael:T223_29730
ko:K00302	pael:T223_29735
ko:K22112	pael:T223_08535
ko:K22209	pael:T223_04575
ko:K12242	pael:T223_03605
ko:K22292	pael:T223_09525
ko:K22250	pael:T223_27865
ko:K01337	pael:T223_03880
ko:K22345	pael:T223_22835
ko:K22303	pael:T223_00975
ko:K02257	pael:T223_00585
ko:K02257	pael:T223_19750
ko:K11391	pael:T223_25545
ko:K13566	pael:T223_05790
ko:K11206	pael:T223_24790
ko:K00590	pael:T223_12780
ko:K22491	pael:T223_25770
ko:K22452	pael:T223_11055
ko:K22468	pael:T223_00720
ko:K22549	pael:T223_20675
ko:K22550	pael:T223_20670
ko:K09123	pael:T223_20710
ko:K22548	pael:T223_20730
