ko:K22350	ppun:PP4_25610
ko:K16053	ppun:PP4_12870
ko:K12543	ppun:PP4_13010
ko:K07246	ppun:PP4_21110
ko:K16135	ppun:PP4_21120
ko:K11737	ppun:PP4_21150
ko:K03464	ppun:PP4_21180
ko:K03381	ppun:PP4_21190
ko:K06222	ppun:PP4_21220
ko:K03782	ppun:PP4_21250
ko:K08688	ppun:PP4_21260
ko:K03762	ppun:PP4_21270
ko:K00998	ppun:PP4_21290
ko:K06966	ppun:PP4_21330
ko:K00763	ppun:PP4_21360
ko:K08281	ppun:PP4_21370
ko:K10546	ppun:PP4_21520
ko:K10548	ppun:PP4_21530
ko:K10547	ppun:PP4_21540
ko:K05358	ppun:PP4_21570
ko:K02029	ppun:PP4_21590
ko:K01685	ppun:PP4_29830
ko:K00156	ppun:PP4_30210
ko:K13483	ppun:PP4_30270
ko:K11178	ppun:PP4_30280
ko:K11177	ppun:PP4_30290
ko:K05520	ppun:PP4_30310
ko:K04080	ppun:PP4_38500
ko:K05541	ppun:PP4_38510
ko:K07107	ppun:PP4_38520
ko:K03543	ppun:PP4_38560
ko:K03446	ppun:PP4_38570
ko:K03702	ppun:PP4_38580
ko:K00832	ppun:PP4_38590
ko:K09986	ppun:PP4_38610
ko:K03639	ppun:PP4_38630
ko:K03424	ppun:PP4_38660
ko:K02341	ppun:PP4_38680
ko:K00943	ppun:PP4_38690
ko:K07082	ppun:PP4_38700
ko:K09458	ppun:PP4_38720
ko:K02078	ppun:PP4_38730
ko:K00645	ppun:PP4_38750
ko:K03621	ppun:PP4_38760
ko:K02911	ppun:PP4_38770
ko:K07040	ppun:PP4_38780
ko:K04773	ppun:PP4_38800
ko:K01091	ppun:PP4_38810
ko:K08300	ppun:PP4_38830
ko:K00075	ppun:PP4_38840
ko:K00979	ppun:PP4_38860
ko:K09791	ppun:PP4_38870
ko:K00912	ppun:PP4_38880
ko:K03561	ppun:PP4_38900
ko:K09928	ppun:PP4_38920
ko:K00950	ppun:PP4_46770
ko:K00606	ppun:PP4_46780
ko:K01918	ppun:PP4_46790
ko:K01810	ppun:PP4_46800
ko:K01895	ppun:PP4_46810
ko:K00962	ppun:PP4_46880
ko:K02956	ppun:PP4_46890
ko:K02834	ppun:PP4_46910
ko:K02519	ppun:PP4_46920
ko:K02600	ppun:PP4_46930
ko:K09748	ppun:PP4_46940
ko:K03075	ppun:PP4_46950
ko:K01803	ppun:PP4_46960
ko:K03431	ppun:PP4_46970
ko:K00796	ppun:PP4_46980
ko:K03798	ppun:PP4_46990
ko:K07574	ppun:PP4_47010
ko:K03624	ppun:PP4_47030
ko:K01955	ppun:PP4_47040
ko:K01956	ppun:PP4_47050
ko:K00215	ppun:PP4_47060
ko:K03686	ppun:PP4_47070
ko:K04043	ppun:PP4_47080
ko:K03687	ppun:PP4_47090
ko:K03631	ppun:PP4_47100
ko:K06186	ppun:PP4_47120
ko:K03664	ppun:PP4_47140
ko:K03303	ppun:PP4_47160
ko:K09384	ppun:PP4_47230
ko:K02029	ppun:PP4_47260
ko:K02029	ppun:PP4_47270
ko:K01040	ppun:PP4_26910
ko:K10680	ppun:PP4_26990
ko:K17324	ppun:PP4_35290
ko:K11103	ppun:PP4_35330
ko:K07090	ppun:PP4_35440
ko:K03893	ppun:PP4_35500
ko:K07726	ppun:PP4_35520
ko:K07002	ppun:PP4_35590
ko:K03119	ppun:PP4_35640
ko:K03556	ppun:PP4_35710
ko:K07516	ppun:PP4_35730
ko:K02688	ppun:PP4_35760
ko:K02471	ppun:PP4_35780
ko:K11939	ppun:PP4_35790
ko:K09889	ppun:PP4_43670
ko:K03568	ppun:PP4_43680
ko:K08301	ppun:PP4_43710
ko:K06287	ppun:PP4_43720
ko:K03571	ppun:PP4_43730
ko:K03570	ppun:PP4_43740
ko:K03569	ppun:PP4_43750
ko:K02435	ppun:PP4_43760
ko:K02434	ppun:PP4_43780
ko:K03642	ppun:PP4_43790
ko:K07301	ppun:PP4_43800
ko:K11734	ppun:PP4_43810
ko:K07088	ppun:PP4_43820
ko:K15012	ppun:PP4_43830
ko:K15011	ppun:PP4_43840
ko:K12368	ppun:PP4_43860
ko:K12368	ppun:PP4_43870
ko:K12368	ppun:PP4_43890
ko:K12369	ppun:PP4_43900
ko:K12370	ppun:PP4_43910
ko:K12371	ppun:PP4_43920
ko:K12372	ppun:PP4_43930
ko:K06995	ppun:PP4_43970
ko:K11073	ppun:PP4_43980
ko:K02837	ppun:PP4_43990
ko:K05846	ppun:PP4_44020
ko:K05845	ppun:PP4_44030
ko:K05846	ppun:PP4_44040
ko:K05847	ppun:PP4_44050
ko:K16091	ppun:PP4_44060
ko:K03088	ppun:PP4_44080
ko:K15554	ppun:PP4_02250
ko:K15553	ppun:PP4_02260
ko:K14268	ppun:PP4_02320
ko:K02072	ppun:PP4_02380
ko:K02071	ppun:PP4_02390
ko:K02073	ppun:PP4_02400
ko:K10010	ppun:PP4_02440
ko:K10009	ppun:PP4_02450
ko:K02424	ppun:PP4_02460
ko:K00640	ppun:PP4_02470
ko:K02168	ppun:PP4_02480
ko:K03119	ppun:PP4_02490
ko:K15552	ppun:PP4_02500
ko:K15551	ppun:PP4_02520
ko:K00299	ppun:PP4_02550
ko:K15553	ppun:PP4_02560
ko:K15554	ppun:PP4_02580
ko:K01919	ppun:PP4_02620
ko:K06959	ppun:PP4_02640
ko:K07659	ppun:PP4_02650
ko:K07638	ppun:PP4_02660
ko:K01990	ppun:PP4_31700
ko:K01990	ppun:PP4_38940
ko:K07576	ppun:PP4_39950
ko:K14233	ppun:PP4_t0540
ko:K14228	ppun:PP4_t0590
ko:K14228	ppun:PP4_t0720
ko:K14228	ppun:PP4_t0730
ko:K14230	ppun:PP4_t0610
ko:K14230	ppun:PP4_t0700
ko:K01992	ppun:PP4_31710
ko:K01992	ppun:PP4_38930
ko:K14234	ppun:PP4_t0040
ko:K14234	ppun:PP4_t0110
ko:K01977	ppun:PP4_r0010
ko:K01977	ppun:PP4_r0220
ko:K01977	ppun:PP4_r0140
ko:K01977	ppun:PP4_r0080
ko:K01977	ppun:PP4_r0040
ko:K01977	ppun:PP4_r0110
ko:K01977	ppun:PP4_r0190
ko:K01980	ppun:PP4_r0020
ko:K01980	ppun:PP4_r0050
ko:K01980	ppun:PP4_r0120
ko:K01980	ppun:PP4_r0090
ko:K01980	ppun:PP4_r0210
ko:K01980	ppun:PP4_r0180
ko:K01980	ppun:PP4_r0150
ko:K01985	ppun:PP4_r0030
ko:K01985	ppun:PP4_r0160
ko:K01985	ppun:PP4_r0170
ko:K01985	ppun:PP4_r0100
ko:K01985	ppun:PP4_r0130
ko:K01985	ppun:PP4_r0200
ko:K01985	ppun:PP4_r0060
ko:K01985	ppun:PP4_r0070
ko:K14227	ppun:PP4_t0010
ko:K14227	ppun:PP4_t0070
ko:K14227	ppun:PP4_t0690
ko:K14218	ppun:PP4_t0020
ko:K14218	ppun:PP4_t0080
ko:K14218	ppun:PP4_t0680
ko:K14218	ppun:PP4_t0360
ko:K14230	ppun:PP4_t0060
ko:K14230	ppun:PP4_t0140
ko:K14230	ppun:PP4_t0160
ko:K14230	ppun:PP4_t0150
ko:K14236	ppun:PP4_t0090
ko:K14225	ppun:PP4_t0100
ko:K14235	ppun:PP4_t0120
ko:K14225	ppun:PP4_t0130
ko:K14229	ppun:PP4_t0170
ko:K14229	ppun:PP4_t0630
ko:K14229	ppun:PP4_t0650
ko:K14233	ppun:PP4_t0180
ko:K14219	ppun:PP4_t0350
ko:K14219	ppun:PP4_t0230
ko:K14225	ppun:PP4_t0240
ko:K14225	ppun:PP4_t0490
ko:K14225	ppun:PP4_t0520
ko:K14225	ppun:PP4_t0500
ko:K14222	ppun:PP4_t0260
ko:K14228	ppun:PP4_t0270
ko:K14228	ppun:PP4_t0330
ko:K14237	ppun:PP4_t0280
ko:K14237	ppun:PP4_t0290
ko:K14232	ppun:PP4_t0300
ko:K14226	ppun:PP4_t0320
ko:K14226	ppun:PP4_t0340
ko:K14232	ppun:PP4_t0370
ko:K14221	ppun:PP4_t0380
ko:K14221	ppun:PP4_t0400
ko:K14221	ppun:PP4_t0550
ko:K14221	ppun:PP4_t0390
ko:K14221	ppun:PP4_t0570
ko:K14237	ppun:PP4_t0410
ko:K14237	ppun:PP4_t0560
ko:K14237	ppun:PP4_t0580
ko:K14224	ppun:PP4_t0420
ko:K14224	ppun:PP4_t0460
ko:K14224	ppun:PP4_t0440
ko:K14224	ppun:PP4_t0530
ko:K14224	ppun:PP4_t0510
ko:K14218	ppun:PP4_t0430
ko:K14218	ppun:PP4_t0450
ko:K14218	ppun:PP4_t0470
ko:K14220	ppun:PP4_t0480
ko:K14220	ppun:PP4_t0670
ko:K07576	ppun:PP4_26160
ko:K17686	ppun:PP4_06590
ko:K00130	ppun:PP4_51260
ko:K14233	ppun:PP4_t0190
ko:K14233	ppun:PP4_t0250
ko:K14219	ppun:PP4_t0200
ko:K14219	ppun:PP4_t0220
ko:K14219	ppun:PP4_t0210
ko:K14232	ppun:PP4_t0640
ko:K14232	ppun:PP4_t0660
ko:K07019	ppun:PP4_51810
ko:K01011	ppun:PP4_51820
ko:K10563	ppun:PP4_51890
ko:K02010	ppun:PP4_52010
ko:K02035	ppun:PP4_53470
ko:K03406	ppun:PP4_06970
ko:K07054	ppun:PP4_06980
ko:K00626	ppun:PP4_07210
ko:K03574	ppun:PP4_08590
ko:K00066	ppun:PP4_08000
ko:K03635	ppun:PP4_08060
ko:K14335	ppun:PP4_09180
ko:K03406	ppun:PP4_09190
ko:K01607	ppun:PP4_09290
ko:K06183	ppun:PP4_09600
ko:K07120	ppun:PP4_09650
ko:K07793	ppun:PP4_09660
ko:K01424	ppun:PP4_11040
ko:K00799	ppun:PP4_11070
ko:K02014	ppun:PP4_11870
ko:K00575	ppun:PP4_13690
ko:K07665	ppun:PP4_09880
ko:K02014	ppun:PP4_09960
ko:K07660	ppun:PP4_11260
ko:K03560	ppun:PP4_11590
ko:K03406	ppun:PP4_11670
ko:K03548	ppun:PP4_11730
ko:K06603	ppun:PP4_13840
ko:K10942	ppun:PP4_14020
ko:K10943	ppun:PP4_14030
ko:K02414	ppun:PP4_14130
ko:K02200	ppun:PP4_14470
ko:K07504	ppun:PP4_14940
ko:K02030	ppun:PP4_15020
ko:K03469	ppun:PP4_16140
ko:K02342	ppun:PP4_16150
ko:K02014	ppun:PP4_16190
ko:K03307	ppun:PP4_12960
ko:K03776	ppun:PP4_12990
ko:K03498	ppun:PP4_13130
ko:K01724	ppun:PP4_13290
ko:K02193	ppun:PP4_14390
ko:K02200	ppun:PP4_14460
ko:K00241	ppun:PP4_15650
ko:K00647	ppun:PP4_15830
ko:K02014	ppun:PP4_15870
ko:K00666	ppun:PP4_16960
ko:K00700	ppun:PP4_17020
ko:K00033	ppun:PP4_17120
ko:K00784	ppun:PP4_17230
ko:K01692	ppun:PP4_17280
ko:K07393	ppun:PP4_17550
ko:K11179	ppun:PP4_17570
ko:K04774	ppun:PP4_18000
ko:K02014	ppun:PP4_07710
ko:K00090	ppun:PP4_07740
ko:K03442	ppun:PP4_08640
ko:K07338	ppun:PP4_08830
ko:K06986	ppun:PP4_09170
ko:K02010	ppun:PP4_10210
ko:K03386	ppun:PP4_10270
ko:K03613	ppun:PP4_10360
ko:K03612	ppun:PP4_10370
ko:K03614	ppun:PP4_10380
ko:K03617	ppun:PP4_10390
ko:K03593	ppun:PP4_10410
ko:K07116	ppun:PP4_10510
ko:K01533	ppun:PP4_15110
ko:K18139	ppun:PP4_09330
ko:K09472	ppun:PP4_12200
ko:K09472	ppun:PP4_32550
ko:K17723	ppun:PP4_17170
ko:K01069	ppun:PP4_16120
ko:K00128	ppun:PP4_53230
ko:K00537	ppun:PP4_41220
ko:K05799	ppun:PP4_47150
ko:K00108	ppun:PP4_51270
ko:K00018	ppun:PP4_20480
ko:K01130	ppun:PP4_30970
ko:K17758	ppun:PP4_49650
ko:K11928	ppun:PP4_50100
ko:K01658	ppun:PP4_04520
ko:K19746	ppun:PP4_35420
ko:K03767	ppun:PP4_12800
ko:K03892	ppun:PP4_30770
ko:K03566	ppun:PP4_25150
ko:K05540	ppun:PP4_48870
ko:K06518	ppun:PP4_07350
ko:K03566	ppun:PP4_09420
ko:K01791	ppun:PP4_39690
ko:K08194	ppun:PP4_26390
ko:K08194	ppun:PP4_22540
ko:K07263	ppun:PP4_51780
ko:K07263	ppun:PP4_51790
ko:K01467	ppun:PP4_29410
ko:K17752	ppun:PP4_30410
ko:K00042	ppun:PP4_14670
ko:K17763	ppun:PP4_30430
ko:K17762	ppun:PP4_30420
ko:K00537	ppun:PP4_41820
ko:K00146	ppun:PP4_18840
ko:K00248	ppun:PP4_50130
ko:K00128	ppun:PP4_48050
ko:K00632	ppun:PP4_37130
ko:K00135	ppun:PP4_20680
ko:K00344	ppun:PP4_00640
ko:K00018	ppun:PP4_45150
ko:K00128	ppun:PP4_20800
ko:K00138	ppun:PP4_31580
ko:K00661	ppun:PP4_52280
ko:K01497	ppun:PP4_05580
ko:K17735	ppun:PP4_03300
ko:K00135	ppun:PP4_02310
ko:K02614	ppun:PP4_26060
ko:K17737	ppun:PP4_24920
ko:K17736	ppun:PP4_03330
ko:K01487	ppun:PP4_14860
ko:K03719	ppun:PP4_53360
ko:K05784	ppun:PP4_48190
ko:K00249	ppun:PP4_19770
ko:K07068	ppun:PP4_26940
ko:K07003	ppun:PP4_26780
ko:K07003	ppun:PP4_38150
ko:K01485	ppun:PP4_25660
ko:K12253	ppun:PP4_20990
ko:K04098	ppun:PP4_21440
ko:K01758	ppun:PP4_12060
ko:K01659	ppun:PP4_34840
ko:K02031	ppun:PP4_33220
ko:K02032	ppun:PP4_33220
ko:K02031	ppun:PP4_28090
ko:K02032	ppun:PP4_28090
ko:K00114	ppun:PP4_31590
ko:K01007	ppun:PP4_37670
ko:K00146	ppun:PP4_23950
ko:K00146	ppun:PP4_31370
ko:K06148	ppun:PP4_40110
ko:K07003	ppun:PP4_35550
ko:K00104	ppun:PP4_20440
ko:K03719	ppun:PP4_14580
ko:K12976	ppun:PP4_45420
ko:K18028	ppun:PP4_17770
ko:K13995	ppun:PP4_17810
ko:K18030	ppun:PP4_17740
ko:K00114	ppun:PP4_31640
ko:K07483	ppun:PP4_26340
ko:K01729	ppun:PP4_07930
ko:K01133	ppun:PP4_00700
ko:K17989	ppun:PP4_28790
ko:K00249	ppun:PP4_26580
ko:K07506	ppun:PP4_07720
ko:K13053	ppun:PP4_37080
ko:K00130	ppun:PP4_45650
ko:K18138	ppun:PP4_08800
ko:K15054	ppun:PP4_48090
ko:K03719	ppun:PP4_48420
ko:K01485	ppun:PP4_36680
ko:K00004	ppun:PP4_06240
ko:K14742	ppun:PP4_42040
ko:K02614	ppun:PP4_02630
ko:K18093	ppun:PP4_11450
ko:K01046	ppun:PP4_49240
ko:K09017	ppun:PP4_06670
ko:K18029	ppun:PP4_17750
ko:K03585	ppun:PP4_08810
ko:K11917	ppun:PP4_33140
ko:K21430	ppun:PP4_36180
ko:K16011	ppun:PP4_07890
ko:K00557	ppun:PP4_07030
ko:K11441	ppun:PP4_27680
ko:K05783	ppun:PP4_48180
ko:K07222	ppun:PP4_22580
ko:K07782	ppun:PP4_07100
ko:K01473	ppun:PP4_20620
ko:K01473	ppun:PP4_23240
ko:K03566	ppun:PP4_36460
ko:K00523	ppun:PP4_52850
ko:K01267	ppun:PP4_40460
ko:K11747	ppun:PP4_53140
ko:K02768	ppun:PP4_44900
ko:K08483	ppun:PP4_44900
ko:K11183	ppun:PP4_44900
ko:K18118	ppun:PP4_01470
ko:K18277	ppun:PP4_21860
ko:K18289	ppun:PP4_26590
ko:K18292	ppun:PP4_26630
ko:K07165	ppun:PP4_06060
ko:K16088	ppun:PP4_02930
ko:K07165	ppun:PP4_03820
ko:K18298	ppun:PP4_28390
ko:K18299	ppun:PP4_28400
ko:K18300	ppun:PP4_28410
ko:K18306	ppun:PP4_37870
ko:K18307	ppun:PP4_37860
ko:K18366	ppun:PP4_27270
ko:K03924	ppun:PP4_05880
ko:K01130	ppun:PP4_05950
ko:K19591	ppun:PP4_28680
ko:K02483	ppun:PP4_02920
ko:K22349	ppun:PP4_23710
ko:K07267	ppun:PP4_21420
ko:K02529	ppun:PP4_21560
ko:K11073	ppun:PP4_25190
ko:K03310	ppun:PP4_26530
ko:K03521	ppun:PP4_26600
ko:K03522	ppun:PP4_26610
ko:K09972	ppun:PP4_27540
ko:K03704	ppun:PP4_25470
ko:K03521	ppun:PP4_27300
ko:K03522	ppun:PP4_27310
ko:K07690	ppun:PP4_28190
ko:K03576	ppun:PP4_30720
ko:K11895	ppun:PP4_32430
ko:K00661	ppun:PP4_28630
ko:K03644	ppun:PP4_31270
ko:K00600	ppun:PP4_31280
ko:K02437	ppun:PP4_31300
ko:K11737	ppun:PP4_31320
ko:K11737	ppun:PP4_31330
ko:K03457	ppun:PP4_31350
ko:K11073	ppun:PP4_36210
ko:K03088	ppun:PP4_32050
ko:K03758	ppun:PP4_32090
ko:K12256	ppun:PP4_36420
ko:K03566	ppun:PP4_36580
ko:K11903	ppun:PP4_36620
ko:K11903	ppun:PP4_36630
ko:K03566	ppun:PP4_36760
ko:K00355	ppun:PP4_36770
ko:K02441	ppun:PP4_38200
ko:K01790	ppun:PP4_39930
ko:K07679	ppun:PP4_40270
ko:K07690	ppun:PP4_40280
ko:K11747	ppun:PP4_45600
ko:K11735	ppun:PP4_47380
ko:K11903	ppun:PP4_46080
ko:K03579	ppun:PP4_48380
ko:K03590	ppun:PP4_08520
ko:K18291	ppun:PP4_26620
ko:K18138	ppun:PP4_24020
ko:K07165	ppun:PP4_22760
ko:K03769	ppun:PP4_23760
ko:K07165	ppun:PP4_24390
ko:K14055	ppun:PP4_25270
ko:K07165	ppun:PP4_28370
ko:K07165	ppun:PP4_33030
ko:K07165	ppun:PP4_33080
ko:K07165	ppun:PP4_36240
ko:K07165	ppun:PP4_32040
ko:K06995	ppun:PP4_32110
ko:K18093	ppun:PP4_33940
ko:K07165	ppun:PP4_43090
ko:K07165	ppun:PP4_37740
ko:K15540	ppun:PP4_39020
ko:K07165	ppun:PP4_44070
ko:K07165	ppun:PP4_45710
ko:K09932	ppun:PP4_53190
ko:K07165	ppun:PP4_07640
ko:K07165	ppun:PP4_07700
ko:K07165	ppun:PP4_11880
ko:K07165	ppun:PP4_12530
ko:K18364	ppun:PP4_27260
ko:K18365	ppun:PP4_27280
ko:K11073	ppun:PP4_21040
ko:K18301	ppun:PP4_41970
ko:K18303	ppun:PP4_41950
ko:K00138	ppun:PP4_06170
ko:K18297	ppun:PP4_21240
ko:K18297	ppun:PP4_37790
ko:K01139	ppun:PP4_53630
ko:K00108	ppun:PP4_31340
ko:K09017	ppun:PP4_31930
ko:K00108	ppun:PP4_36560
ko:K16234	ppun:PP4_50980
ko:K01781	ppun:PP4_48100
ko:K11904	ppun:PP4_24660
ko:K11904	ppun:PP4_27770
ko:K11904	ppun:PP4_28960
ko:K18480	ppun:PP4_01320
ko:K00681	ppun:PP4_22970
ko:K00681	ppun:PP4_06950
ko:K04065	ppun:PP4_46860
ko:K03668	ppun:PP4_41200
ko:K00505	ppun:PP4_19320
ko:K18541	ppun:PP4_48060
ko:K05521	ppun:PP4_24590
ko:K07794	ppun:PP4_09670
ko:K02650	ppun:PP4_46230
ko:K18687	ppun:PP4_27170
ko:K18691	ppun:PP4_42800
ko:K06218	ppun:PP4_33650
ko:K21645	ppun:PP4_53980
ko:K18800	ppun:PP4_52690
ko:K18893	ppun:PP4_12790
ko:K18831	ppun:PP4_51330
ko:K20862	ppun:PP4_53060
ko:K18893	ppun:PP4_32270
ko:K18831	ppun:PP4_02950
ko:K01971	ppun:PP4_30630
ko:K09892	ppun:PP4_52740
ko:K00632	ppun:PP4_26050
ko:K18954	ppun:PP4_22940
ko:K18954	ppun:PP4_24800
ko:K07339	ppun:PP4_18230
ko:K18843	ppun:PP4_18220
ko:K18850	ppun:PP4_17360
ko:K18930	ppun:PP4_47180
ko:K01856	ppun:PP4_21170
ko:K04099	ppun:PP4_26450
ko:K11811	ppun:PP4_30790
ko:K03502	ppun:PP4_28690
ko:K03503	ppun:PP4_28700
ko:K03496	ppun:PP4_33990
ko:K03496	ppun:PP4_51350
ko:K03497	ppun:PP4_54420
ko:K03496	ppun:PP4_54430
ko:K03646	ppun:PP4_11600
ko:K03496	ppun:PP4_14320
ko:K03169	ppun:PP4_17340
ko:K07665	ppun:PP4_36900
ko:K03761	ppun:PP4_26670
ko:K07215	ppun:PP4_32840
ko:K03761	ppun:PP4_09510
ko:K03976	ppun:PP4_10200
ko:K19055	ppun:PP4_01990
ko:K07483	ppun:PP4_30080
ko:K00335	ppun:PP4_16330
ko:K07215	ppun:PP4_43110
ko:K18981	ppun:PP4_20650
ko:K03526	ppun:PP4_44220
ko:K21405	ppun:PP4_35300
ko:K18979	ppun:PP4_49670
ko:K18997	ppun:PP4_49170
ko:K02663	ppun:PP4_51470
ko:K06858	ppun:PP4_05600
ko:K09483	ppun:PP4_12570
ko:K00148	ppun:PP4_03550
ko:K19147	ppun:PP4_19230
ko:K19155	ppun:PP4_07800
ko:K19156	ppun:PP4_07810
ko:K19166	ppun:PP4_51340
ko:K03458	ppun:PP4_14770
ko:K12979	ppun:PP4_12350
ko:K09017	ppun:PP4_17160
ko:K12976	ppun:PP4_25260
ko:K03293	ppun:PP4_10020
ko:K19156	ppun:PP4_30170
ko:K06992	ppun:PP4_29640
ko:K01239	ppun:PP4_19100
ko:K16291	ppun:PP4_34980
ko:K01505	ppun:PP4_38260
ko:K07749	ppun:PP4_42350
ko:K22444	ppun:PP4_21080
ko:K07497	ppun:PP4_00060
ko:K01710	ppun:PP4_39800
ko:K05799	ppun:PP4_35340
ko:K09017	ppun:PP4_14710
ko:K00108	ppun:PP4_00480
ko:K07452	ppun:PP4_19240
ko:K00336	ppun:PP4_16320
ko:K21498	ppun:PP4_17150
ko:K00344	ppun:PP4_52830
ko:K05898	ppun:PP4_27200
ko:K03446	ppun:PP4_07840
ko:K12979	ppun:PP4_33840
ko:K19155	ppun:PP4_30180
ko:K19168	ppun:PP4_09750
ko:K19221	ppun:PP4_40990
ko:K07497	ppun:PP4_26330
ko:K06867	ppun:PP4_39450
ko:K01066	ppun:PP4_15440
ko:K01785	ppun:PP4_11110
ko:K00020	ppun:PP4_10830
ko:K19265	ppun:PP4_27980
ko:K19290	ppun:PP4_07990
ko:K01992	ppun:PP4_52810
ko:K04771	ppun:PP4_09800
ko:K19293	ppun:PP4_07940
ko:K19294	ppun:PP4_07920
ko:K19295	ppun:PP4_07910
ko:K03722	ppun:PP4_10660
ko:K00059	ppun:PP4_39300
ko:K01795	ppun:PP4_07950
ko:K19337	ppun:PP4_54110
ko:K19337	ppun:PP4_42960
ko:K19416	ppun:PP4_17620
ko:K06867	ppun:PP4_22960
ko:K03574	ppun:PP4_25890
ko:K19353	ppun:PP4_32870
ko:K19291	ppun:PP4_07980
ko:K19292	ppun:PP4_07970
ko:K19302	ppun:PP4_48800
ko:K02483	ppun:PP4_24040
ko:K02483	ppun:PP4_29120
ko:K02483	ppun:PP4_34490
ko:K21699	ppun:PP4_06680
ko:K03832	ppun:PP4_30490
ko:K19610	ppun:PP4_41160
ko:K19609	ppun:PP4_41150
ko:K06884	ppun:PP4_25900
ko:K11209	ppun:PP4_16500
ko:K06884	ppun:PP4_25810
ko:K19610	ppun:PP4_05700
ko:K10024	ppun:PP4_13350
ko:K19577	ppun:PP4_19670
ko:K19577	ppun:PP4_27580
ko:K03446	ppun:PP4_37840
ko:K00799	ppun:PP4_08580
ko:K19591	ppun:PP4_06580
ko:K19713	ppun:PP4_18600
ko:K19707	ppun:PP4_30220
ko:K07165	ppun:PP4_33810
ko:K00992	ppun:PP4_04390
ko:K07315	ppun:PP4_30230
ko:K07165	ppun:PP4_22500
ko:K07666	ppun:PP4_18360
ko:K07645	ppun:PP4_18350
ko:K01003	ppun:PP4_09380
ko:K07119	ppun:PP4_39640
ko:K06132	ppun:PP4_53410
ko:K00799	ppun:PP4_38950
ko:K19784	ppun:PP4_16180
ko:K06131	ppun:PP4_30460
ko:K07147	ppun:PP4_46540
ko:K15777	ppun:PP4_39150
ko:K17722	ppun:PP4_17180
ko:K19803	ppun:PP4_02700
ko:K00380	ppun:PP4_40670
ko:K09796	ppun:PP4_49060
ko:K22443	ppun:PP4_21090
ko:K09471	ppun:PP4_53380
ko:K20971	ppun:PP4_48490
ko:K20276	ppun:PP4_44720
ko:K20444	ppun:PP4_14010
ko:K06147	ppun:PP4_33310
ko:K20455	ppun:PP4_34830
ko:K20543	ppun:PP4_32180
ko:K09788	ppun:PP4_34820
ko:K20534	ppun:PP4_00260
ko:K20541	ppun:PP4_32200
ko:K20972	ppun:PP4_48910
ko:K01214	ppun:PP4_17050
ko:K11529	ppun:PP4_14660
ko:K20881	ppun:PP4_02800
ko:K14055	ppun:PP4_26130
ko:K01023	ppun:PP4_02300
ko:K21001	ppun:PP4_37250
ko:K21062	ppun:PP4_11960
ko:K13877	ppun:PP4_11950
ko:K13877	ppun:PP4_22250
ko:K21135	ppun:PP4_44790
ko:K21137	ppun:PP4_52460
ko:K00821	ppun:PP4_04030
ko:K21021	ppun:PP4_06750
ko:K20973	ppun:PP4_39090
ko:K20974	ppun:PP4_15850
ko:K00840	ppun:PP4_13390
ko:K20975	ppun:PP4_31740
ko:K20976	ppun:PP4_14120
ko:K20977	ppun:PP4_14110
ko:K20978	ppun:PP4_14100
ko:K21053	ppun:PP4_06640
ko:K13877	ppun:PP4_32590
ko:K21024	ppun:PP4_08860
ko:K21029	ppun:PP4_45440
ko:K21023	ppun:PP4_22450
ko:K21060	ppun:PP4_11940
ko:K08968	ppun:PP4_39070
ko:K21136	ppun:PP4_52470
ko:K21801	ppun:PP4_48230
ko:K21133	ppun:PP4_44800
ko:K07689	ppun:PP4_16560
ko:K07689	ppun:PP4_16570
ko:K21134	ppun:PP4_52450
ko:K00249	ppun:PP4_35670
ko:K21218	ppun:PP4_10300
ko:K03465	ppun:PP4_02980
ko:K02316	ppun:PP4_04210
ko:K07313	ppun:PP4_24190
ko:K14059	ppun:PP4_28720
ko:K03546	ppun:PP4_38100
ko:K03553	ppun:PP4_41390
ko:K07336	ppun:PP4_44120
ko:K02314	ppun:PP4_49440
ko:K06217	ppun:PP4_48550
ko:K03676	ppun:PP4_51180
ko:K00287	ppun:PP4_51950
ko:K00560	ppun:PP4_52060
ko:K01520	ppun:PP4_53500
ko:K02483	ppun:PP4_34120
ko:K00525	ppun:PP4_11200
ko:K02335	ppun:PP4_01150
ko:K22468	ppun:PP4_45610
ko:K01802	ppun:PP4_14520
ko:K21196	ppun:PP4_51980
ko:K05375	ppun:PP4_19980
ko:K20938	ppun:PP4_23080
ko:K00526	ppun:PP4_11190
ko:K03862	ppun:PP4_20850
ko:K20938	ppun:PP4_02410
ko:K21416	ppun:PP4_06270
ko:K21417	ppun:PP4_06260
ko:K21405	ppun:PP4_23900
ko:K21405	ppun:PP4_06180
ko:K21420	ppun:PP4_17470
ko:K21405	ppun:PP4_06290
ko:K22044	ppun:PP4_40480
ko:K01451	ppun:PP4_24760
ko:K21498	ppun:PP4_41810
ko:K00344	ppun:PP4_35650
ko:K01420	ppun:PP4_26120
ko:K01420	ppun:PP4_15070
ko:K21498	ppun:PP4_53150
ko:K21711	ppun:PP4_54090
ko:K22081	ppun:PP4_21640
ko:K08685	ppun:PP4_23960
ko:K16066	ppun:PP4_05220
ko:K00344	ppun:PP4_22200
ko:K21757	ppun:PP4_21160
ko:K21825	ppun:PP4_13380
ko:K21826	ppun:PP4_03240
ko:K21829	ppun:PP4_25690
ko:K21833	ppun:PP4_03370
