ko:K01212	ppy:PPE_00682
ko:K19267	ppy:PPE_04811
ko:K19405	ppy:PPE_04311
ko:K19302	ppy:PPE_02192
ko:K02100	ppy:PPE_00993
ko:K19411	ppy:PPE_04312
ko:K19302	ppy:PPE_02193
ko:K19302	ppy:PPE_01359
ko:K13614	ppy:PPE_03009
ko:K18567	ppy:PPE_04646
ko:K13613	ppy:PPE_03010
ko:K06338	ppy:PPE_03846
ko:K19548	ppy:PPE_00548
ko:K06884	ppy:PPE_03564
ko:K06881	ppy:PPE_01933
ko:K06884	ppy:PPE_04690
ko:K19577	ppy:PPE_00903
ko:K15856	ppy:PPE_03826
ko:K08164	ppy:PPE_03414
ko:K02796	ppy:PPE_01466
ko:K19707	ppy:PPE_03370
ko:K19689	ppy:PPE_02945
ko:K19689	ppy:PPE_02309
ko:K19689	ppy:PPE_02455
ko:K07315	ppy:PPE_04024
ko:K01258	ppy:PPE_02818
ko:K19668	ppy:PPE_00999
ko:K20484	ppy:PPE_01452
ko:K20483	ppy:PPE_01455
ko:K21755	ppy:PPE_00382
ko:K06433	ppy:PPE_05000
ko:K06317	ppy:PPE_05025
ko:K07483	ppy:PPE_05185
ko:K10797	ppy:PPE_00671
ko:K04750	ppy:PPE_05750
ko:K00949	ppy:PPE_05870
ko:K01817	ppy:PPE_05955
ko:K03530	ppy:PPE_05965
ko:K06395	ppy:PPE_05995
ko:K06414	ppy:PPE_06000
ko:K01091	ppy:PPE_06190
ko:K06426	ppy:PPE_06300
ko:K15777	ppy:PPE_02878
ko:K00547	ppy:PPE_02925
ko:K00297	ppy:PPE_02925
ko:K04758	ppy:PPE_06345
ko:K06371	ppy:PPE_06260
ko:K02109	ppy:PPE_06445
ko:K15777	ppy:PPE_00801
ko:K02538	ppy:PPE_04818
ko:K19955	ppy:PPE_03553
ko:K21636	ppy:PPE_04572
ko:K03407	ppy:PPE_00506
ko:K13770	ppy:PPE_01690
ko:K13075	ppy:PPE_02477
ko:K18889	ppy:PPE_01979
ko:K12132	ppy:PPE_02913
ko:K20074	ppy:PPE_02914
ko:K20107	ppy:PPE_00251
ko:K20108	ppy:PPE_00251
ko:K20116	ppy:PPE_02962
ko:K20117	ppy:PPE_02962
ko:K20118	ppy:PPE_02962
ko:K01400	ppy:PPE_03843
ko:K01400	ppy:PPE_03844
ko:K20074	ppy:PPE_03522
ko:K20116	ppy:PPE_03549
ko:K20117	ppy:PPE_03549
ko:K20118	ppy:PPE_03549
ko:K07114	ppy:PPE_02115
ko:K20201	ppy:PPE_04470
ko:K01985	ppy:PPE_06400
ko:K20461	ppy:PPE_00451
ko:K20459	ppy:PPE_00449
ko:K20460	ppy:PPE_00450
ko:K00525	ppy:PPE_00478
ko:K20461	ppy:PPE_01451
ko:K20460	ppy:PPE_01450
ko:K20459	ppy:PPE_01449
ko:K20485	ppy:PPE_00171
ko:K20484	ppy:PPE_01453
ko:K00526	ppy:PPE_00477
ko:K20485	ppy:PPE_01456
ko:K20534	ppy:PPE_00327
ko:K18890	ppy:PPE_01978
ko:K20534	ppy:PPE_04375
ko:K21759	ppy:PPE_00385
ko:K20628	ppy:PPE_03253
ko:K01179	ppy:PPE_04909
ko:K01212	ppy:PPE_00980
ko:K22103	ppy:PPE_01228
ko:K07183	ppy:PPE_02980
ko:K01208	ppy:PPE_00446
ko:K07497	ppy:PPE_05310
ko:K04749	ppy:PPE_00530
ko:K00525	ppy:PPE_01773
ko:K08968	ppy:PPE_00674
ko:K21064	ppy:PPE_03920
ko:K00821	ppy:PPE_04380
ko:K21142	ppy:PPE_03282
ko:K21029	ppy:PPE_03379
ko:K00526	ppy:PPE_01772
ko:K06217	ppy:PPE_03180
ko:K03546	ppy:PPE_03194
ko:K01493	ppy:PPE_03231
ko:K03546	ppy:PPE_04202
ko:K04068	ppy:PPE_04573
ko:K00558	ppy:PPE_04693
ko:K02314	ppy:PPE_04920
ko:K01520	ppy:PPE_01940
ko:K03553	ppy:PPE_01960
ko:K09935	ppy:PPE_02438
ko:K00857	ppy:PPE_02825
ko:K00287	ppy:PPE_02527
ko:K00560	ppy:PPE_02528
ko:K00558	ppy:PPE_03026
ko:K07474	ppy:PPE_03031
ko:K06223	ppy:PPE_03048
ko:K02316	ppy:PPE_03171
ko:K07258	ppy:PPE_02787
ko:K21298	ppy:PPE_00305
ko:K02335	ppy:PPE_01596
ko:K02031	ppy:PPE_04756
ko:K21302	ppy:PPE_02221
ko:K00435	ppy:PPE_03879
ko:K02031	ppy:PPE_02087
ko:K02031	ppy:PPE_00392
ko:K00980	ppy:PPE_04334
ko:K05592	ppy:PPE_04837
ko:K02483	ppy:PPE_00329
ko:K08640	ppy:PPE_02588
ko:K21464	ppy:PPE_00119
ko:K21471	ppy:PPE_04366
ko:K21479	ppy:PPE_04548
ko:K21468	ppy:PPE_03568
ko:K22044	ppy:PPE_04940
ko:K21567	ppy:PPE_01323
ko:K21562	ppy:PPE_04683
ko:K21493	ppy:PPE_01506
ko:K21498	ppy:PPE_01514
ko:K21567	ppy:PPE_03884
ko:K21600	ppy:PPE_00416
ko:K00863	ppy:PPE_03501
ko:K01176	ppy:PPE_02348
ko:K21902	ppy:PPE_00652
ko:K11923	ppy:PPE_01714
ko:K21960	ppy:PPE_01620
ko:K22015	ppy:PPE_02669
ko:K21960	ppy:PPE_04776
ko:K21903	ppy:PPE_04068
ko:K03892	ppy:PPE_04148
ko:K22136	ppy:PPE_03139
ko:K01463	ppy:PPE_02717
ko:K00754	ppy:PPE_02716
ko:K03595	ppy:PPE_03176
ko:K14274	ppy:PPE_04384
ko:K22132	ppy:PPE_03606
ko:K07456	ppy:PPE_02473
ko:K22230	ppy:PPE_00890
ko:K22227	ppy:PPE_01778
ko:K03077	ppy:PPE_04845
ko:K22268	ppy:PPE_04703
ko:K22278	ppy:PPE_00485
ko:K22278	ppy:PPE_02509
ko:K01585	ppy:PPE_02970
ko:K02257	ppy:PPE_03927
ko:K22299	ppy:PPE_01088
ko:K22441	ppy:PPE_02381
