ko:K00984	senn:SN31241_23340
ko:K07126	senn:SN31241_31030
ko:K03325	senn:SN31241_31110
ko:K02009	senn:SN31241_31230
ko:K02190	senn:SN31241_31260
ko:K03535	senn:SN31241_40720
ko:K02428	senn:SN31241_42260
ko:K01424	senn:SN31241_42290
ko:K03289	senn:SN31241_42380
ko:K09471	senn:SN31241_42530
ko:K11209	senn:SN31241_42670
ko:K02067	senn:SN31241_44340
ko:K02806	senn:SN31241_44450
ko:K01788	senn:SN31241_44610
ko:K01639	senn:SN31241_44630
ko:K01572	senn:SN31241_44750
ko:K01571	senn:SN31241_44760
ko:K01813	senn:SN31241_46870
ko:K01629	senn:SN31241_46880
ko:K00124	senn:SN31241_47000
ko:K00127	senn:SN31241_47010
ko:K14219	senn:SN31241_t630
ko:K14219	senn:SN31241_t610
ko:K14219	senn:SN31241_t620
ko:K14219	senn:SN31241_t600
ko:K05601	senn:SN31241_19550
ko:K00799	senn:SN31241_5840
ko:K03316	senn:SN31241_5880
ko:K04015	senn:SN31241_5980
ko:K04018	senn:SN31241_6000
ko:K07126	senn:SN31241_6020
ko:K04750	senn:SN31241_6070
ko:K11104	senn:SN31241_6180
ko:K07792	senn:SN31241_6200
ko:K07307	senn:SN31241_6250
ko:K07308	senn:SN31241_6260
ko:K04067	senn:SN31241_14840
ko:K00939	senn:SN31241_14910
ko:K11069	senn:SN31241_22900
ko:K11071	senn:SN31241_22930
ko:K11072	senn:SN31241_22940
ko:K01258	senn:SN31241_22950
ko:K07660	senn:SN31241_22990
ko:K02035	senn:SN31241_23260
ko:K02033	senn:SN31241_23270
ko:K03399	senn:SN31241_31320
ko:K13923	senn:SN31241_31480
ko:K13921	senn:SN31241_31530
ko:K07258	senn:SN31241_31630
ko:K08353	senn:SN31241_31650
ko:K08352	senn:SN31241_31660
ko:K06281	senn:SN31241_42740
ko:K06282	senn:SN31241_42770
ko:K03406	senn:SN31241_42800
ko:K01760	senn:SN31241_42880
ko:K06221	senn:SN31241_42920
ko:K07666	senn:SN31241_43050
ko:K01515	senn:SN31241_43150
ko:K02858	senn:SN31241_43250
ko:K09806	senn:SN31241_43260
ko:K07709	senn:SN31241_45240
ko:K03148	senn:SN31241_45350
ko:K00230	senn:SN31241_47420
ko:K03498	senn:SN31241_47430
ko:K01048	senn:SN31241_47670
ko:K01719	senn:SN31241_47880
ko:K03455	senn:SN31241_14960
ko:K11751	senn:SN31241_14990
ko:K02004	senn:SN31241_15130
ko:K01466	senn:SN31241_15280
ko:K00073	senn:SN31241_15330
ko:K02381	senn:SN31241_15350
ko:K03768	senn:SN31241_15420
ko:K14761	senn:SN31241_15470
ko:K04093	senn:SN31241_23380
ko:K07305	senn:SN31241_23640
ko:K01424	senn:SN31241_23670
ko:K01916	senn:SN31241_23840
ko:K01222	senn:SN31241_23910
ko:K00033	senn:SN31241_31840
ko:K03606	senn:SN31241_32090
ko:K01104	senn:SN31241_32230
ko:K00867	senn:SN31241_45520
ko:K08314	senn:SN31241_45760
ko:K02852	senn:SN31241_47930
ko:K02851	senn:SN31241_48040
ko:K03769	senn:SN31241_48100
ko:K00852	senn:SN31241_48270
ko:K10439	senn:SN31241_48280
ko:K10440	senn:SN31241_48290
ko:K07792	senn:SN31241_2890
ko:K01424	senn:SN31241_2900
ko:K00383	senn:SN31241_2910
ko:K06149	senn:SN31241_2990
ko:K00970	senn:SN31241_11740
ko:K16012	senn:SN31241_19700
ko:K16013	senn:SN31241_19710
ko:K07307	senn:SN31241_19790
ko:K07308	senn:SN31241_19800
ko:K06212	senn:SN31241_19870
ko:K02238	senn:SN31241_19960
ko:K11085	senn:SN31241_19970
ko:K09476	senn:SN31241_20120
ko:K10823	senn:SN31241_28260
ko:K15583	senn:SN31241_28270
ko:K15582	senn:SN31241_28280
ko:K07126	senn:SN31241_28400
ko:K00374	senn:SN31241_28420
ko:K06039	senn:SN31241_28500
ko:K13628	senn:SN31241_36500
ko:K04488	senn:SN31241_36510
ko:K01092	senn:SN31241_36550
ko:K06889	senn:SN31241_36560
ko:K16950	senn:SN31241_36570
ko:K16951	senn:SN31241_36580
ko:K00385	senn:SN31241_36590
ko:K03757	senn:SN31241_36680
ko:K00247	senn:SN31241_7290
ko:K00245	senn:SN31241_7310
ko:K00244	senn:SN31241_7320
ko:K07346	senn:SN31241_15510
ko:K02795	senn:SN31241_15790
ko:K02793	senn:SN31241_15810
ko:K07214	senn:SN31241_15900
ko:K08225	senn:SN31241_15970
ko:K03478	senn:SN31241_23920
ko:K16370	senn:SN31241_24010
ko:K07283	senn:SN31241_24020
ko:K09953	senn:SN31241_24030
ko:K08997	senn:SN31241_24170
ko:K03593	senn:SN31241_32650
ko:K03718	senn:SN31241_48360
ko:K06889	senn:SN31241_7660
ko:K03476	senn:SN31241_7680
ko:K03475	senn:SN31241_7690
ko:K02822	senn:SN31241_7700
ko:K02821	senn:SN31241_7710
ko:K03079	senn:SN31241_7730
ko:K03077	senn:SN31241_7740
ko:K01119	senn:SN31241_7910
ko:K01082	senn:SN31241_7930
ko:K07304	senn:SN31241_7970
ko:K01507	senn:SN31241_8030
ko:K03386	senn:SN31241_16120
ko:K05966	senn:SN31241_16240
ko:K03326	senn:SN31241_16330
ko:K07258	senn:SN31241_16430
ko:K04720	senn:SN31241_16500
ko:K06078	senn:SN31241_24490
ko:K01259	senn:SN31241_24520
ko:K08357	senn:SN31241_24550
ko:K08359	senn:SN31241_24560
ko:K08358	senn:SN31241_24570
ko:K13040	senn:SN31241_24580
ko:K13041	senn:SN31241_24590
ko:K14979	senn:SN31241_24630
ko:K14978	senn:SN31241_24640
ko:K15344	senn:SN31241_24680
ko:K15368	senn:SN31241_24690
ko:K15345	senn:SN31241_24700
ko:K15346	senn:SN31241_24710
ko:K15350	senn:SN31241_24740
ko:K01489	senn:SN31241_32950
ko:K03748	senn:SN31241_32960
ko:K10541	senn:SN31241_33000
ko:K10540	senn:SN31241_33020
ko:K00882	senn:SN31241_33180
ko:K02798	senn:SN31241_1980
ko:K02799	senn:SN31241_1980
ko:K02800	senn:SN31241_1980
ko:K01176	senn:SN31241_2190
ko:K03796	senn:SN31241_2200
ko:K00854	senn:SN31241_2230
ko:K00090	senn:SN31241_2370
ko:K00853	senn:SN31241_10840
ko:K02099	senn:SN31241_10850
ko:K03574	senn:SN31241_11210
ko:K07258	senn:SN31241_19180
ko:K05844	senn:SN31241_19300
ko:K03475	senn:SN31241_19380
ko:K02822	senn:SN31241_19390
ko:K09998	senn:SN31241_19430
ko:K10000	senn:SN31241_19460
ko:K03972	senn:SN31241_27680
ko:K08992	senn:SN31241_27910
ko:K04774	senn:SN31241_28000
ko:K07054	senn:SN31241_35910
ko:K03299	senn:SN31241_35980
ko:K03548	senn:SN31241_36000
ko:K02824	senn:SN31241_36040
ko:K00088	senn:SN31241_36160
ko:K07308	senn:SN31241_36340
ko:K07307	senn:SN31241_36350
ko:K01011	senn:SN31241_36390
ko:K04085	senn:SN31241_3130
ko:K03406	senn:SN31241_3140
ko:K05814	senn:SN31241_3360
ko:K05815	senn:SN31241_3370
ko:K05816	senn:SN31241_3380
ko:K07048	senn:SN31241_3420
ko:K03825	senn:SN31241_3470
ko:K00851	senn:SN31241_3510
ko:K00700	senn:SN31241_3550
ko:K02014	senn:SN31241_11820
ko:K06858	senn:SN31241_12000
ko:K01243	senn:SN31241_12010
ko:K00674	senn:SN31241_12070
ko:K08234	senn:SN31241_12300
ko:K10762	senn:SN31241_20300
ko:K06282	senn:SN31241_28710
ko:K06281	senn:SN31241_28720
ko:K01297	senn:SN31241_28850
ko:K11105	senn:SN31241_28860
ko:K02793	senn:SN31241_29150
ko:K02794	senn:SN31241_29150
ko:K02795	senn:SN31241_29160
ko:K02441	senn:SN31241_3690
ko:K03469	senn:SN31241_12540
ko:K02342	senn:SN31241_12550
ko:K03286	senn:SN31241_20850
ko:K07343	senn:SN31241_20870
ko:K09909	senn:SN31241_20920
ko:K06910	senn:SN31241_20960
ko:K11179	senn:SN31241_20990
ko:K11392	senn:SN31241_29350
ko:K13741	senn:SN31241_29420
ko:K03803	senn:SN31241_37510
ko:K15460	senn:SN31241_37580
ko:K05812	senn:SN31241_37660
ko:K01226	senn:SN31241_8240
ko:K09022	senn:SN31241_8290
ko:K01478	senn:SN31241_8370
ko:K00046	senn:SN31241_8530
ko:K00851	senn:SN31241_8550
ko:K07126	senn:SN31241_16600
ko:K02566	senn:SN31241_16800
ko:K02564	senn:SN31241_16830
ko:K03711	senn:SN31241_16920
ko:K01835	senn:SN31241_16980
ko:K01759	senn:SN31241_25020
ko:K00799	senn:SN31241_25190
ko:K03613	senn:SN31241_25220
ko:K03612	senn:SN31241_25230
ko:K03614	senn:SN31241_25240
ko:K03615	senn:SN31241_25250
ko:K03616	senn:SN31241_25260
ko:K03617	senn:SN31241_25270
ko:K01488	senn:SN31241_25310
ko:K01679	senn:SN31241_25370
ko:K14062	senn:SN31241_25410
ko:K06183	senn:SN31241_33370
ko:K02200	senn:SN31241_33510
ko:K02193	senn:SN31241_33580
ko:K02569	senn:SN31241_33590
ko:K02574	senn:SN31241_33610
ko:K00568	senn:SN31241_33810
ko:K13637	senn:SN31241_8810
ko:K06887	senn:SN31241_8840
ko:K00135	senn:SN31241_8960
ko:K03756	senn:SN31241_17000
ko:K01854	senn:SN31241_17190
ko:K05522	senn:SN31241_17280
ko:K07120	senn:SN31241_17290
ko:K00241	senn:SN31241_17310
ko:K03560	senn:SN31241_17490
ko:K07312	senn:SN31241_25670
ko:K07307	senn:SN31241_25680
ko:K00657	senn:SN31241_25730
ko:K05595	senn:SN31241_25940
ko:K12944	senn:SN31241_34000
ko:K02549	senn:SN31241_34110
ko:K08680	senn:SN31241_34130
ko:K02552	senn:SN31241_34150
ko:K02348	senn:SN31241_34170
ko:K00784	senn:SN31241_34180
ko:K01002	senn:SN31241_9170
ko:K00564	senn:SN31241_9300
ko:K01619	senn:SN31241_9420
ko:K00758	senn:SN31241_9430
ko:K03784	senn:SN31241_9450
ko:K07186	senn:SN31241_9530
ko:K01571	senn:SN31241_17660
ko:K01572	senn:SN31241_17670
ko:K01834	senn:SN31241_17710
ko:K01785	senn:SN31241_17720
ko:K01784	senn:SN31241_17750
ko:K02017	senn:SN31241_17820
ko:K07404	senn:SN31241_17840
ko:K06281	senn:SN31241_26100
ko:K06282	senn:SN31241_26110
ko:K04063	senn:SN31241_26370
ko:K00027	senn:SN31241_26400
ko:K13953	senn:SN31241_26410
ko:K08350	senn:SN31241_26420
ko:K16076	senn:SN31241_26470
ko:K08167	senn:SN31241_26490
ko:K03475	senn:SN31241_34480
ko:K02822	senn:SN31241_34490
ko:K02821	senn:SN31241_34500
ko:K07052	senn:SN31241_34850
ko:K00647	senn:SN31241_34860
ko:K00852	senn:SN31241_830
ko:K07784	senn:SN31241_890
ko:K02775	senn:SN31241_960
ko:K11189	senn:SN31241_990
ko:K17473	senn:SN31241_1060
ko:K17464	senn:SN31241_1070
ko:K17463	senn:SN31241_1120
ko:K02533	senn:SN31241_9760
ko:K00616	senn:SN31241_9820
ko:K07034	senn:SN31241_9840
ko:K01479	senn:SN31241_18370
ko:K06910	senn:SN31241_18410
ko:K00652	senn:SN31241_18440
ko:K03635	senn:SN31241_18540
ko:K01664	senn:SN31241_4190
ko:K10914	senn:SN31241_4220
ko:K09898	senn:SN31241_4250
ko:K07019	senn:SN31241_4260
ko:K02506	senn:SN31241_4470
ko:K06445	senn:SN31241_13060
ko:K01270	senn:SN31241_13130
ko:K00769	senn:SN31241_13140
ko:K01561	senn:SN31241_13290
ko:K13085	senn:SN31241_21590
ko:K00484	senn:SN31241_21650
ko:K01826	senn:SN31241_21710
ko:K02510	senn:SN31241_21730
ko:K09815	senn:SN31241_29900
ko:K06201	senn:SN31241_30060
ko:K00575	senn:SN31241_30180
ko:K07017	senn:SN31241_38640
ko:K07793	senn:SN31241_38770
ko:K00135	senn:SN31241_38810
ko:K07250	senn:SN31241_38820
ko:K03647	senn:SN31241_38990
ko:K13284	senn:SN31241_39740
ko:K13287	senn:SN31241_39750
ko:K13286	senn:SN31241_39760
ko:K13285	senn:SN31241_39770
ko:K02100	senn:SN31241_41290
ko:K00065	senn:SN31241_41300
ko:K00626	senn:SN31241_41330
ko:K12943	senn:SN31241_41510
ko:K01823	senn:SN31241_41520
ko:K04763	senn:SN31241_41570
ko:K00974	senn:SN31241_43340
ko:K01409	senn:SN31241_43380
ko:K03649	senn:SN31241_43420
ko:K03776	senn:SN31241_43460
ko:K09251	senn:SN31241_43480
ko:K00219	senn:SN31241_43490
ko:K07393	senn:SN31241_43630
ko:K00932	senn:SN31241_43720
ko:K01630	senn:SN31241_43780
ko:K01708	senn:SN31241_43800
ko:K05499	senn:SN31241_45930
ko:K02446	senn:SN31241_46030
ko:K11530	senn:SN31241_46090
ko:K13283	senn:SN31241_46260
ko:K00374	senn:SN31241_26550
ko:K02014	senn:SN31241_26620
ko:K02775	senn:SN31241_26880
ko:K06971	senn:SN31241_26890
ko:K14587	senn:SN31241_26910
ko:K03929	senn:SN31241_26970
ko:K00121	senn:SN31241_27010
ko:K01782	senn:SN31241_34960
ko:K08477	senn:SN31241_35020
ko:K08476	senn:SN31241_35030
ko:K08475	senn:SN31241_35040
ko:K08478	senn:SN31241_35060
ko:K00845	senn:SN31241_35130
ko:K01885	senn:SN31241_35230
ko:K02784	senn:SN31241_35370
ko:K10563	senn:SN31241_1530
ko:K02849	senn:SN31241_1570
ko:K03278	senn:SN31241_1620
ko:K03279	senn:SN31241_1630
ko:K12981	senn:SN31241_1650
ko:K03280	senn:SN31241_1660
ko:K02843	senn:SN31241_1690
ko:K00639	senn:SN31241_1710
ko:K03535	senn:SN31241_1820
ko:K00101	senn:SN31241_1880
ko:K01572	senn:SN31241_10340
ko:K01571	senn:SN31241_10350
ko:K05966	senn:SN31241_10430
ko:K08279	senn:SN31241_10480
ko:K08299	senn:SN31241_10490
ko:K03855	senn:SN31241_10590
ko:K01525	senn:SN31241_10680
ko:K06177	senn:SN31241_10750
ko:K07027	senn:SN31241_18590
ko:K06970	senn:SN31241_18730
ko:K07757	senn:SN31241_18930
ko:K02030	senn:SN31241_27100
ko:K02028	senn:SN31241_27120
ko:K14061	senn:SN31241_27300
ko:K00567	senn:SN31241_27400
ko:K08483	senn:SN31241_35380
ko:K00616	senn:SN31241_35780
ko:K01439	senn:SN31241_35880
ko:K01977	senn:SN31241_r160
ko:K01977	senn:SN31241_r180
ko:K17686	senn:SN31241_15030
ko:K19789	senn:SN31241_33380
ko:K03292	senn:SN31241_47210
ko:K00483	senn:SN31241_21660
ko:K01096	senn:SN31241_27920
ko:K01069	senn:SN31241_12520
ko:K01659	senn:SN31241_13650
ko:K17837	senn:SN31241_1410
ko:K01840	senn:SN31241_31860
ko:K01840	senn:SN31241_32100
ko:K00971	senn:SN31241_31870
ko:K04772	senn:SN31241_44720
ko:K01497	senn:SN31241_27930
ko:K02226	senn:SN31241_16490
ko:K17722	senn:SN31241_32980
ko:K13638	senn:SN31241_4770
ko:K07684	senn:SN31241_28480
ko:K00042	senn:SN31241_43770
ko:K17723	senn:SN31241_32990
ko:K05799	senn:SN31241_11370
ko:K03566	senn:SN31241_40940
ko:K05540	senn:SN31241_45090
ko:K00042	senn:SN31241_15250
ko:K08194	senn:SN31241_470
ko:K06518	senn:SN31241_5900
ko:K02477	senn:SN31241_32700
ko:K00661	senn:SN31241_14750
ko:K01187	senn:SN31241_14010
ko:K03772	senn:SN31241_4360
ko:K00146	senn:SN31241_42540
ko:K01485	senn:SN31241_44580
ko:K03292	senn:SN31241_1270
ko:K00632	senn:SN31241_47470
ko:K11747	senn:SN31241_4320
ko:K01130	senn:SN31241_42460
ko:K00971	senn:SN31241_32110
ko:K14059	senn:SN31241_20220
ko:K01739	senn:SN31241_45860
ko:K07459	senn:SN31241_19570
ko:K14742	senn:SN31241_29060
ko:K00884	senn:SN31241_22880
ko:K03767	senn:SN31241_4170
ko:K01271	senn:SN31241_47450
ko:K06518	senn:SN31241_32930
ko:K02483	senn:SN31241_21630
ko:K17758	senn:SN31241_7420
ko:K17759	senn:SN31241_7420
ko:K02809	senn:SN31241_36810
ko:K02810	senn:SN31241_36810
ko:K11928	senn:SN31241_21920
ko:K00344	senn:SN31241_5630
ko:K08485	senn:SN31241_44470
ko:K13695	senn:SN31241_24150
ko:K08173	senn:SN31241_25780
ko:K18140	senn:SN31241_45140
ko:K03585	senn:SN31241_14790
ko:K03973	senn:SN31241_27700
ko:K08351	senn:SN31241_2390
ko:K18015	senn:SN31241_33920
ko:K12979	senn:SN31241_6050
ko:K03292	senn:SN31241_46220
ko:K17938	senn:SN31241_13730
ko:K18325	senn:SN31241_15850
ko:K03719	senn:SN31241_19730
ko:K11645	senn:SN31241_32520
ko:K03445	senn:SN31241_1020
ko:K01801	senn:SN31241_32880
ko:K01582	senn:SN31241_36690
ko:K10014	senn:SN31241_34600
ko:K01066	senn:SN31241_14940
ko:K07645	senn:SN31241_43060
ko:K03668	senn:SN31241_27250
ko:K02031	senn:SN31241_23290
ko:K05396	senn:SN31241_30510
ko:K00249	senn:SN31241_19110
ko:K00557	senn:SN31241_45580
ko:K13053	senn:SN31241_20860
ko:K10038	senn:SN31241_18750
ko:K04103	senn:SN31241_35150
ko:K18148	senn:SN31241_13110
ko:K00001	senn:SN31241_46890
ko:K11745	senn:SN31241_10660
ko:K04771	senn:SN31241_12030
ko:K01582	senn:SN31241_12290
ko:K18142	senn:SN31241_45170
ko:K17948	senn:SN31241_21970
ko:K00956	senn:SN31241_40280
ko:K15347	senn:SN31241_22920
ko:K02794	senn:SN31241_15800
ko:K09017	senn:SN31241_21880
ko:K00996	senn:SN31241_31850
ko:K13739	senn:SN31241_40440
ko:K00879	senn:SN31241_40890
ko:K01007	senn:SN31241_24220
ko:K21469	senn:SN31241_35830
ko:K03605	senn:SN31241_42730
ko:K07782	senn:SN31241_30480
ko:K03605	senn:SN31241_26080
ko:K03605	senn:SN31241_28740
ko:K00523	senn:SN31241_31990
ko:K01185	senn:SN31241_46440
ko:K08156	senn:SN31241_13920
ko:K10678	senn:SN31241_19290
ko:K04753	senn:SN31241_43000
ko:K07713	senn:SN31241_45230
ko:K19597	senn:SN31241_13480
ko:K07005	senn:SN31241_16990
ko:K01175	senn:SN31241_16960
ko:K18320	senn:SN31241_6890
ko:K05875	senn:SN31241_43450
ko:K18290	senn:SN31241_42430
ko:K05875	senn:SN31241_30190
ko:K18324	senn:SN31241_35860
ko:K18326	senn:SN31241_32380
ko:K05874	senn:SN31241_9080
ko:K04333	senn:SN31241_22090
ko:K00123	senn:SN31241_46980
ko:K03292	senn:SN31241_47220
ko:K07347	senn:SN31241_6420
ko:K07454	senn:SN31241_8680
ko:K02775	senn:SN31241_940
ko:K07757	senn:SN31241_18910
ko:K12516	senn:SN31241_4080
ko:K00984	senn:SN31241_6930
ko:K01023	senn:SN31241_43220
ko:K11904	senn:SN31241_12820
ko:K21759	senn:SN31241_40160
ko:K18446	senn:SN31241_43320
ko:K18479	senn:SN31241_47170
ko:K18478	senn:SN31241_47130
ko:K18475	senn:SN31241_30550
ko:K00681	senn:SN31241_3410
ko:K00335	senn:SN31241_34280
ko:K07794	senn:SN31241_38760
ko:K08087	senn:SN31241_15580
ko:K18698	senn:SN31241_6970
ko:K18691	senn:SN31241_36780
ko:K01185	senn:SN31241_21210
ko:K18697	senn:SN31241_36800
ko:K18765	senn:SN31241_44990
ko:K18850	senn:SN31241_22970
ko:K06218	senn:SN31241_8200
ko:K18837	senn:SN31241_6560
ko:K18889	senn:SN31241_14630
ko:K18895	senn:SN31241_38620
ko:K18862	senn:SN31241_14120
ko:K18862	senn:SN31241_2610
ko:K03630	senn:SN31241_6600
ko:K21645	senn:SN31241_8870
ko:K11741	senn:SN31241_7270
ko:K09691	senn:SN31241_17230
ko:K20861	senn:SN31241_19220
ko:K20866	senn:SN31241_47110
ko:K20881	senn:SN31241_3910
ko:K20862	senn:SN31241_47770
ko:K07319	senn:SN31241_45110
ko:K18800	senn:SN31241_41700
ko:K18778	senn:SN31241_11240
ko:K18831	senn:SN31241_47070
ko:K18657	senn:SN31241_20740
ko:K18890	senn:SN31241_14640
ko:K18838	senn:SN31241_6580
ko:K03553	senn:SN31241_39180
ko:K18918	senn:SN31241_8190
ko:K11685	senn:SN31241_38900
ko:K07724	senn:SN31241_44290
ko:K03502	senn:SN31241_30960
ko:K03503	senn:SN31241_30970
ko:K05839	senn:SN31241_14760
ko:K05785	senn:SN31241_47510
ko:K03169	senn:SN31241_23710
ko:K04565	senn:SN31241_25070
ko:K10748	senn:SN31241_25380
ko:K03646	senn:SN31241_17500
ko:K08722	senn:SN31241_34370
ko:K03674	senn:SN31241_19270
ko:K03746	senn:SN31241_28340
ko:K04565	senn:SN31241_20580
ko:K03496	senn:SN31241_37420
ko:K07790	senn:SN31241_29600
ko:K18974	senn:SN31241_6920
ko:K03761	senn:SN31241_37700
ko:K01185	senn:SN31241_18170
ko:K03976	senn:SN31241_15000
ko:K19055	senn:SN31241_23540
ko:K01699	senn:SN31241_31410
ko:K04028	senn:SN31241_35690
ko:K03526	senn:SN31241_36290
ko:K18984	senn:SN31241_24670
ko:K18979	senn:SN31241_7410
ko:K18988	senn:SN31241_13720
ko:K18997	senn:SN31241_21780
ko:K19048	senn:SN31241_12870
ko:K19048	senn:SN31241_8990
ko:K19048	senn:SN31241_12920
ko:K19046	senn:SN31241_40400
ko:K19000	senn:SN31241_12320
ko:K08970	senn:SN31241_41380
ko:K19227	senn:SN31241_27750
ko:K19229	senn:SN31241_27770
ko:K11748	senn:SN31241_4310
ko:K19222	senn:SN31241_24380
ko:K02777	senn:SN31241_35390
ko:K19165	senn:SN31241_3330
ko:K19166	senn:SN31241_47060
ko:K19226	senn:SN31241_27740
ko:K19236	senn:SN31241_22830
ko:K19123	senn:SN31241_40410
ko:K13740	senn:SN31241_39700
ko:K01154	senn:SN31241_9010
ko:K15352	senn:SN31241_38670
ko:K15351	senn:SN31241_24750
ko:K16291	senn:SN31241_31160
ko:K19238	senn:SN31241_34090
ko:K19124	senn:SN31241_40390
ko:K01710	senn:SN31241_32030
ko:K01710	senn:SN31241_48000
ko:K22044	senn:SN31241_18740
ko:K15354	senn:SN31241_20660
ko:K15353	senn:SN31241_33440
ko:K15349	senn:SN31241_27070
ko:K19125	senn:SN31241_40380
ko:K19228	senn:SN31241_27760
ko:K19126	senn:SN31241_40370
ko:K19234	senn:SN31241_24470
ko:K19235	senn:SN31241_18880
ko:K19162	senn:SN31241_14770
ko:K19168	senn:SN31241_41590
ko:K09951	senn:SN31241_40350
ko:K00336	senn:SN31241_34270
ko:K19270	senn:SN31241_34390
ko:K07497	senn:SN31241_12940
ko:K07497	senn:SN31241_1250
ko:K07497	senn:SN31241_36140
ko:K01992	senn:SN31241_18630
ko:K01992	senn:SN31241_18640
ko:K01992	senn:SN31241_3060
ko:K19265	senn:SN31241_35160
ko:K01066	senn:SN31241_47050
ko:K08348	senn:SN31241_26440
ko:K03722	senn:SN31241_29070
ko:K19416	senn:SN31241_21000
ko:K03722	senn:SN31241_18690
ko:K19335	senn:SN31241_27550
ko:K07496	senn:SN31241_10800
ko:K07496	senn:SN31241_37130
ko:K19353	senn:SN31241_45680
ko:K19267	senn:SN31241_7890
ko:K19337	senn:SN31241_29860
ko:K19304	senn:SN31241_29890
ko:K19505	senn:SN31241_9100
ko:K19334	senn:SN31241_8380
ko:K19302	senn:SN31241_19200
ko:K19270	senn:SN31241_23970
ko:K19354	senn:SN31241_1730
ko:K19336	senn:SN31241_27560
ko:K19333	senn:SN31241_29270
ko:K21637	senn:SN31241_42560
ko:K01785	senn:SN31241_47180
ko:K03293	senn:SN31241_47920
ko:K06884	senn:SN31241_28110
ko:K06884	senn:SN31241_25850
ko:K19303	senn:SN31241_24990
ko:K19510	senn:SN31241_9160
ko:K19507	senn:SN31241_9120
ko:K19611	senn:SN31241_15890
ko:K11209	senn:SN31241_34550
ko:K19509	senn:SN31241_15780
ko:K19506	senn:SN31241_9110
ko:K02257	senn:SN31241_14400
ko:K19508	senn:SN31241_9130
ko:K19509	senn:SN31241_9140
ko:K02796	senn:SN31241_29170
ko:K19592	senn:SN31241_13490
ko:K19594	senn:SN31241_13460
ko:K19697	senn:SN31241_31580
ko:K19709	senn:SN31241_24300
ko:K19688	senn:SN31241_19050
ko:K19745	senn:SN31241_45000
ko:K19778	senn:SN31241_26360
ko:K19776	senn:SN31241_430
ko:K07119	senn:SN31241_26640
ko:K00799	senn:SN31241_19170
ko:K06131	senn:SN31241_18600
ko:K00799	senn:SN31241_34540
ko:K06132	senn:SN31241_22150
ko:K15777	senn:SN31241_43190
ko:K07147	senn:SN31241_45010
ko:K19784	senn:SN31241_270
ko:K19802	senn:SN31241_27630
ko:K01185	senn:SN31241_20410
ko:K07497	senn:SN31241_13210
ko:K19803	senn:SN31241_33280
ko:K19804	senn:SN31241_27900
ko:K03746	senn:SN31241_6850
ko:K19810	senn:SN31241_7220
ko:K07662	senn:SN31241_46700
ko:K07126	senn:SN31241_14390
ko:K07126	senn:SN31241_14380
ko:K07493	senn:SN31241_29570
ko:K07011	senn:SN31241_17200
ko:K09709	senn:SN31241_19100
ko:K02485	senn:SN31241_28360
ko:K21636	senn:SN31241_8220
ko:K19956	senn:SN31241_41950
ko:K20023	senn:SN31241_1830
ko:K07686	senn:SN31241_860
ko:K20265	senn:SN31241_34660
ko:K20276	senn:SN31241_38010
ko:K19591	senn:SN31241_15040
ko:K01612	senn:SN31241_40150
ko:K01236	senn:SN31241_26340
ko:K20542	senn:SN31241_2710
ko:K20534	senn:SN31241_5180
ko:K20543	senn:SN31241_2720
ko:K20534	senn:SN31241_15600
ko:K20541	senn:SN31241_2700
ko:K21394	senn:SN31241_2120
ko:K22132	senn:SN31241_40990
ko:K20609	senn:SN31241_26860
ko:K01214	senn:SN31241_26320
ko:K02438	senn:SN31241_3560
ko:K21029	senn:SN31241_18960
ko:K21023	senn:SN31241_45130
ko:K21084	senn:SN31241_32310
ko:K21085	senn:SN31241_30850
ko:K21086	senn:SN31241_2770
ko:K21087	senn:SN31241_28830
ko:K21089	senn:SN31241_32720
ko:K21021	senn:SN31241_37840
ko:K00525	senn:SN31241_33820
ko:K08968	senn:SN31241_29320
ko:K21090	senn:SN31241_29130
ko:K21039	senn:SN31241_17860
ko:K00525	senn:SN31241_39000
ko:K00526	senn:SN31241_39010
ko:K02335	senn:SN31241_47330
ko:K06223	senn:SN31241_4030
ko:K06903	senn:SN31241_5150
ko:K06905	senn:SN31241_5220
ko:K06908	senn:SN31241_5280
ko:K06907	senn:SN31241_5290
ko:K04068	senn:SN31241_8210
ko:K02314	senn:SN31241_5640
ko:K06919	senn:SN31241_8670
ko:K02315	senn:SN31241_9190
ko:K03546	senn:SN31241_13930
ko:K02316	senn:SN31241_43400
ko:K00857	senn:SN31241_28330
ko:K06197	senn:SN31241_28510
ko:K02314	senn:SN31241_21120
ko:K14744	senn:SN31241_21230
ko:K09961	senn:SN31241_21260
ko:K09960	senn:SN31241_21280
ko:K07313	senn:SN31241_29380
ko:K14744	senn:SN31241_37250
ko:K06217	senn:SN31241_21930
ko:K06866	senn:SN31241_37620
ko:K06223	senn:SN31241_38350
ko:K06919	senn:SN31241_38570
ko:K06905	senn:SN31241_46270
ko:K06906	senn:SN31241_46280
ko:K06908	senn:SN31241_46320
ko:K06907	senn:SN31241_46330
ko:K06903	senn:SN31241_46380
ko:K00558	senn:SN31241_30900
ko:K06191	senn:SN31241_38980
ko:K16711	senn:SN31241_32050
ko:K06217	senn:SN31241_16750
ko:K00560	senn:SN31241_41120
ko:K02315	senn:SN31241_18060
ko:K07313	senn:SN31241_18140
ko:K14744	senn:SN31241_18180
