ko:K19504	senv:AU39_22235
ko:K01591	senv:AU39_06835
ko:K03113	senv:AU39_06840
ko:K04062	senv:AU39_06845
ko:K14051	senv:AU39_06860
ko:K01147	senv:AU39_06865
ko:K00208	senv:AU39_06875
ko:K19230	senv:AU39_06890
ko:K19229	senv:AU39_06895
ko:K19228	senv:AU39_06900
ko:K19227	senv:AU39_06905
ko:K19226	senv:AU39_06910
ko:K03974	senv:AU39_06915
ko:K03969	senv:AU39_06920
ko:K03970	senv:AU39_06925
ko:K03971	senv:AU39_06935
ko:K03972	senv:AU39_06940
ko:K06918	senv:AU39_06945
ko:K08990	senv:AU39_06950
ko:K03721	senv:AU39_06955
ko:K07685	senv:AU39_11280
ko:K02200	senv:AU39_11285
ko:K02199	senv:AU39_11290
ko:K02198	senv:AU39_11295
ko:K02197	senv:AU39_11300
ko:K02196	senv:AU39_11305
ko:K02195	senv:AU39_11310
ko:K02194	senv:AU39_11315
ko:K02193	senv:AU39_11320
ko:K02569	senv:AU39_11325
ko:K02568	senv:AU39_11330
ko:K02574	senv:AU39_11335
ko:K02573	senv:AU39_11340
ko:K02567	senv:AU39_11345
ko:K02570	senv:AU39_11350
ko:K02572	senv:AU39_11355
ko:K08276	senv:AU39_11360
ko:K06159	senv:AU39_11365
ko:K03919	senv:AU39_11370
ko:K10778	senv:AU39_11375
ko:K03734	senv:AU39_11380
ko:K09475	senv:AU39_11385
ko:K07676	senv:AU39_11390
ko:K07687	senv:AU39_11395
ko:K07677	senv:AU39_11400
ko:K02469	senv:AU39_11405
ko:K00568	senv:AU39_11425
ko:K11107	senv:AU39_11440
ko:K01126	senv:AU39_11455
ko:K02445	senv:AU39_11460
ko:K00111	senv:AU39_11465
ko:K00112	senv:AU39_11470
ko:K00113	senv:AU39_11475
ko:K18015	senv:AU39_11480
ko:K12660	senv:AU39_11490
ko:K12661	senv:AU39_11500
ko:K12944	senv:AU39_11520
ko:K07806	senv:AU39_11530
ko:K10012	senv:AU39_11535
ko:K10011	senv:AU39_11540
ko:K13014	senv:AU39_11545
ko:K07264	senv:AU39_11550
ko:K07229	senv:AU39_15755
ko:K03776	senv:AU39_15770
ko:K09251	senv:AU39_15775
ko:K00219	senv:AU39_15780
ko:K11391	senv:AU39_15785
ko:K07043	senv:AU39_15790
ko:K07862	senv:AU39_15810
ko:K15977	senv:AU39_15845
ko:K07393	senv:AU39_15850
ko:K06911	senv:AU39_15865
ko:K01752	senv:AU39_15885
ko:K00656	senv:AU39_15890
ko:K00932	senv:AU39_15895
ko:K03838	senv:AU39_15900
ko:K01754	senv:AU39_15905
ko:K07592	senv:AU39_15910
ko:K00865	senv:AU39_15915
ko:K01630	senv:AU39_15925
ko:K01708	senv:AU39_15930
ko:K08302	senv:AU39_15935
ko:K16371	senv:AU39_15940
ko:K02773	senv:AU39_15945
ko:K02774	senv:AU39_15950
ko:K02775	senv:AU39_15955
ko:K00094	senv:AU39_15960
ko:K02436	senv:AU39_15965
ko:K07056	senv:AU39_15970
ko:K07121	senv:AU39_15975
ko:K07460	senv:AU39_15980
ko:K12961	senv:AU39_15985
ko:K05520	senv:AU39_16000
ko:K09979	senv:AU39_16005
ko:K07461	senv:AU39_16010
ko:K03824	senv:AU39_16015
ko:K01595	senv:AU39_20265
ko:K01438	senv:AU39_20270
ko:K00145	senv:AU39_20275
ko:K00930	senv:AU39_20280
ko:K01755	senv:AU39_20285
ko:K04761	senv:AU39_20290
ko:K00322	senv:AU39_20295
ko:K00557	senv:AU39_20310
ko:K16092	senv:AU39_20315
ko:K01776	senv:AU39_20320
ko:K00075	senv:AU39_20350
ko:K03524	senv:AU39_20355
ko:K00867	senv:AU39_20360
ko:K02358	senv:AU39_20385
ko:K03073	senv:AU39_20390
ko:K02601	senv:AU39_20395
ko:K02867	senv:AU39_20400
ko:K02863	senv:AU39_20405
ko:K02864	senv:AU39_20410
ko:K02935	senv:AU39_20415
ko:K03043	senv:AU39_20420
ko:K03046	senv:AU39_20425
ko:K03150	senv:AU39_20450
ko:K03149	senv:AU39_20455
ko:K03154	senv:AU39_20460
ko:K03148	senv:AU39_20465
ko:K00788	senv:AU39_20470
ko:K03147	senv:AU39_20475
ko:K07740	senv:AU39_20480
ko:K00135	senv:AU39_13380
ko:K07250	senv:AU39_13385
ko:K11735	senv:AU39_13390
ko:K15735	senv:AU39_13395
ko:K11685	senv:AU39_13425
ko:K00375	senv:AU39_13445
ko:K03647	senv:AU39_13460
ko:K02000	senv:AU39_13475
ko:K02001	senv:AU39_13480
ko:K02002	senv:AU39_13485
ko:K15974	senv:AU39_13495
ko:K03543	senv:AU39_13500
ko:K03446	senv:AU39_13505
ko:K07290	senv:AU39_17710
ko:K00874	senv:AU39_17720
ko:K11103	senv:AU39_17730
ko:K00694	senv:AU39_17755
ko:K12372	senv:AU39_17800
ko:K12371	senv:AU39_17805
ko:K12370	senv:AU39_17810
ko:K12369	senv:AU39_17815
ko:K12368	senv:AU39_17820
ko:K12975	senv:AU39_17850
ko:K07347	senv:AU39_17865
ko:K01246	senv:AU39_17890
ko:K03826	senv:AU39_17895
ko:K08351	senv:AU39_17900
ko:K00090	senv:AU39_17910
ko:K07726	senv:AU39_17920
ko:K03704	senv:AU39_17925
ko:K03830	senv:AU39_17945
ko:K01879	senv:AU39_17955
ko:K01878	senv:AU39_17960
ko:K00854	senv:AU39_17980
ko:K01805	senv:AU39_17985
ko:K02529	senv:AU39_17990
ko:K13255	senv:AU39_22290
ko:K00564	senv:AU39_22320
ko:K02344	senv:AU39_22325
ko:K03789	senv:AU39_22330
ko:K08723	senv:AU39_22335
ko:K02837	senv:AU39_22340
ko:K04065	senv:AU39_22345
ko:K03424	senv:AU39_22360
ko:K01619	senv:AU39_22375
ko:K00758	senv:AU39_22380
ko:K01839	senv:AU39_22385
ko:K03784	senv:AU39_22390
ko:K03800	senv:AU39_22400
ko:K07186	senv:AU39_22405
ko:K01079	senv:AU39_22410
ko:K04485	senv:AU39_22415
ko:K06211	senv:AU39_22420
ko:K08309	senv:AU39_22430
ko:K03720	senv:AU39_22435
ko:K05804	senv:AU39_22450
ko:K05805	senv:AU39_22455
ko:K07663	senv:AU39_22460
ko:K07641	senv:AU39_22465
ko:K06143	senv:AU39_22470
ko:K07347	senv:AU39_22485
ko:K07773	senv:AU39_22510
ko:K02533	senv:AU39_22515
ko:K12524	senv:AU39_22520
ko:K00872	senv:AU39_22525
ko:K01733	senv:AU39_22530
ko:K00674	senv:AU39_01090
ko:K00990	senv:AU39_01095
ko:K01265	senv:AU39_01100
ko:K02967	senv:AU39_01105
ko:K02357	senv:AU39_01110
ko:K09903	senv:AU39_01115
ko:K02838	senv:AU39_01120
ko:K00099	senv:AU39_01125
ko:K00806	senv:AU39_01130
ko:K00981	senv:AU39_01135
ko:K11749	senv:AU39_01140
ko:K07277	senv:AU39_01145
ko:K06142	senv:AU39_01150
ko:K02536	senv:AU39_01155
ko:K02372	senv:AU39_01160
ko:K00677	senv:AU39_01165
ko:K00748	senv:AU39_01170
ko:K03470	senv:AU39_01175
ko:K03426	senv:AU39_20485
ko:K01599	senv:AU39_20490
ko:K05982	senv:AU39_20495
ko:K09891	senv:AU39_20500
ko:K05787	senv:AU39_20505
ko:K07803	senv:AU39_20515
ko:K07709	senv:AU39_20520
ko:K01945	senv:AU39_20530
ko:K02337	senv:AU39_01180
ko:K01962	senv:AU39_01185
ko:K08234	senv:AU39_01200
ko:K04075	senv:AU39_01205
ko:K06168	senv:AU39_03270
ko:K03184	senv:AU39_03275
ko:K01953	senv:AU39_03320
ko:K02566	senv:AU39_03325
ko:K02565	senv:AU39_03330
ko:K01443	senv:AU39_03335
ko:K02564	senv:AU39_03340
ko:K02802	senv:AU39_03345
ko:K02803	senv:AU39_03345
ko:K02804	senv:AU39_03345
ko:K01886	senv:AU39_03350
ko:K03288	senv:AU39_03365
ko:K13795	senv:AU39_03370
ko:K13796	senv:AU39_03375
ko:K13794	senv:AU39_03380
ko:K03711	senv:AU39_03385
ko:K03839	senv:AU39_03390
ko:K03645	senv:AU39_03405
ko:K00036	senv:AU39_05770
ko:K01690	senv:AU39_05775
ko:K01625	senv:AU39_05780
ko:K08289	senv:AU39_05790
ko:K09918	senv:AU39_05795
ko:K01354	senv:AU39_05810
ko:K10857	senv:AU39_05815
ko:K02345	senv:AU39_05825
ko:K07156	senv:AU39_05830
ko:K07245	senv:AU39_05835
ko:K04565	senv:AU39_05920
ko:K13741	senv:AU39_05940
ko:K07790	senv:AU39_06030
ko:K13741	senv:AU39_06075
ko:K00765	senv:AU39_10455
ko:K00013	senv:AU39_10460
ko:K00817	senv:AU39_10465
ko:K01089	senv:AU39_10470
ko:K02501	senv:AU39_10475
ko:K01814	senv:AU39_10480
ko:K02500	senv:AU39_10485
ko:K11755	senv:AU39_10490
ko:K05789	senv:AU39_10495
ko:K00012	senv:AU39_10500
ko:K00033	senv:AU39_10505
ko:K01840	senv:AU39_10515
ko:K00971	senv:AU39_10520
ko:K12992	senv:AU39_10525
ko:K13005	senv:AU39_10535
ko:K12454	senv:AU39_10545
ko:K12452	senv:AU39_10555
ko:K01709	senv:AU39_10560
ko:K00978	senv:AU39_10565
ko:K00523	senv:AU39_10570
ko:K01790	senv:AU39_10575
ko:K00973	senv:AU39_10580
ko:K00067	senv:AU39_10585
ko:K01710	senv:AU39_10590
ko:K00963	senv:AU39_10595
ko:K16703	senv:AU39_10605
ko:K16710	senv:AU39_10610
ko:K16695	senv:AU39_10615
ko:K03606	senv:AU39_10620
ko:K01840	senv:AU39_10625
ko:K00971	senv:AU39_10630
ko:K03208	senv:AU39_10635
ko:K03207	senv:AU39_10640
ko:K02377	senv:AU39_10645
ko:K01711	senv:AU39_10650
ko:K03818	senv:AU39_10655
ko:K13683	senv:AU39_10660
ko:K13620	senv:AU39_10665
ko:K13684	senv:AU39_10670
ko:K03819	senv:AU39_10675
ko:K16692	senv:AU39_10685
ko:K01104	senv:AU39_10690
ko:K01585	senv:AU39_14895
ko:K00789	senv:AU39_14910
ko:K08137	senv:AU39_14915
ko:K02742	senv:AU39_14920
ko:K01150	senv:AU39_14925
ko:K09761	senv:AU39_14930
ko:K01920	senv:AU39_14935
ko:K07735	senv:AU39_14940
ko:K07447	senv:AU39_14945
ko:K02669	senv:AU39_14955
ko:K06997	senv:AU39_14960
ko:K02221	senv:AU39_14965
ko:K09131	senv:AU39_14970
ko:K02428	senv:AU39_14975
ko:K01424	senv:AU39_14990
ko:K09923	senv:AU39_15000
ko:K03439	senv:AU39_15005
ko:K03575	senv:AU39_15010
ko:K08306	senv:AU39_15020
ko:K01581	senv:AU39_15030
ko:K07150	senv:AU39_15040
ko:K18288	senv:AU39_15055
ko:K18290	senv:AU39_15060
ko:K18292	senv:AU39_15065
ko:K01130	senv:AU39_15075
ko:K06871	senv:AU39_15080
ko:K06995	senv:AU39_15100
ko:K09471	senv:AU39_15105
ko:K11903	senv:AU39_15125
ko:K08191	senv:AU39_15145
ko:K01686	senv:AU39_15150
ko:K00040	senv:AU39_15155
ko:K01812	senv:AU39_15160
ko:K01460	senv:AU39_15170
ko:K05786	senv:AU39_19400
ko:K01058	senv:AU39_19410
ko:K03654	senv:AU39_19415
ko:K05835	senv:AU39_19420
ko:K05834	senv:AU39_19425
ko:K01048	senv:AU39_19430
ko:K03576	senv:AU39_19445
ko:K00549	senv:AU39_19450
ko:K06871	senv:AU39_19460
ko:K01061	senv:AU39_19465
ko:K00757	senv:AU39_19470
ko:K09760	senv:AU39_19475
ko:K03183	senv:AU39_19480
ko:K03690	senv:AU39_19485
ko:K03688	senv:AU39_19490
ko:K03116	senv:AU39_19495
ko:K03117	senv:AU39_19500
ko:K03118	senv:AU39_19505
ko:K03424	senv:AU39_19510
ko:K05785	senv:AU39_19515
ko:K03182	senv:AU39_19520
ko:K05368	senv:AU39_19525
ko:K01825	senv:AU39_19540
ko:K03498	senv:AU39_19555
ko:K00230	senv:AU39_19560
ko:K03753	senv:AU39_19590
ko:K03752	senv:AU39_19595
ko:K09896	senv:AU39_19600
ko:K03673	senv:AU39_19610
ko:K03978	senv:AU39_19625
ko:K09894	senv:AU39_19635
ko:K07712	senv:AU39_19645
ko:K07708	senv:AU39_19650
ko:K01915	senv:AU39_19655
ko:K06207	senv:AU39_19660
ko:K01977	senv:AU39_13105
ko:K14219	senv:AU39_12030
ko:K19270	senv:AU39_11720
ko:K19265	senv:AU39_12120
ko:K01992	senv:AU39_03935
ko:K01992	senv:AU39_03940
ko:K01992	senv:AU39_17585
ko:K14221	senv:AU39_01295
ko:K14221	senv:AU39_19125
ko:K14221	senv:AU39_01350
ko:K14228	senv:AU39_16115
ko:K01066	senv:AU39_19775
ko:K08348	senv:AU39_07680
ko:K14237	senv:AU39_08420
ko:K01985	senv:AU39_01290
ko:K01985	senv:AU39_20555
ko:K01985	senv:AU39_20345
ko:K01985	senv:AU39_13090
ko:K01985	senv:AU39_19585
ko:K01985	senv:AU39_19120
ko:K01985	senv:AU39_16650
ko:K01985	senv:AU39_16640
ko:K03722	senv:AU39_06245
ko:K19416	senv:AU39_04895
ko:K14219	senv:AU39_19295
ko:K14238	senv:AU39_18435
ko:K07497	senv:AU39_13275
ko:K07497	senv:AU39_13285
ko:K07497	senv:AU39_02720
ko:K07497	senv:AU39_23170
ko:K07497	senv:AU39_23180
ko:K07497	senv:AU39_05215
ko:K07497	senv:AU39_09915
ko:K07497	senv:AU39_09925
ko:K07497	senv:AU39_01420
ko:K07497	senv:AU39_01560
ko:K07497	senv:AU39_12625
ko:K07497	senv:AU39_21990
ko:K07497	senv:AU39_22000
ko:K11645	senv:AU39_10795
ko:K11745	senv:AU39_00430
ko:K19335	senv:AU39_07000
ko:K03722	senv:AU39_03965
ko:K01582	senv:AU39_01195
ko:K14219	senv:AU39_02715
ko:K14219	senv:AU39_09280
ko:K14219	senv:AU39_09355
ko:K01978	senv:AU39_23265
ko:K19353	senv:AU39_20260
ko:K19267	senv:AU39_21570
ko:K19337	senv:AU39_05765
ko:K19304	senv:AU39_05750
ko:K19505	senv:AU39_22210
ko:K19334	senv:AU39_21805
ko:K19302	senv:AU39_04205
ko:K15366	senv:AU39_22695
ko:K15354	senv:AU39_04725
ko:K01175	senv:AU39_03400
ko:K19270	senv:AU39_08920
ko:K19354	senv:AU39_18220
ko:K19336	senv:AU39_06995
ko:K19333	senv:AU39_06145
ko:K21637	senv:AU39_15120
ko:K07713	senv:AU39_20525
ko:K02483	senv:AU39_04945
ko:K03293	senv:AU39_19290
ko:K07274	senv:AU39_09160
ko:K06884	senv:AU39_06725
ko:K06884	senv:AU39_07955
ko:K06884	senv:AU39_05060
ko:K00632	senv:AU39_12005
ko:K02031	senv:AU39_09300
ko:K01785	senv:AU39_19715
ko:K01066	senv:AU39_02400
ko:K01980	senv:AU39_01285
ko:K01980	senv:AU39_20550
ko:K01980	senv:AU39_19115
ko:K01980	senv:AU39_16655
ko:K01980	senv:AU39_20340
ko:K01980	senv:AU39_19580
ko:K01980	senv:AU39_13095
ko:K14222	senv:AU39_05495
ko:K18868	senv:AU39_23260
ko:K14227	senv:AU39_01275
ko:K14227	senv:AU39_20330
ko:K14227	senv:AU39_19570
ko:K14226	senv:AU39_19300
ko:K14228	senv:AU39_19305
ko:K14228	senv:AU39_22315
ko:K14228	senv:AU39_22305
ko:K14228	senv:AU39_22310
ko:K14228	senv:AU39_21900
ko:K14228	senv:AU39_03310
ko:K14218	senv:AU39_01280
ko:K14218	senv:AU39_20335
ko:K14218	senv:AU39_19575
ko:K14218	senv:AU39_12145
ko:K19303	senv:AU39_08370
ko:K01096	senv:AU39_06820
ko:K19510	senv:AU39_22240
ko:K19556	senv:AU39_22705
ko:K19507	senv:AU39_22220
ko:K00042	senv:AU39_02555
ko:K07497	senv:AU39_17950
ko:K19611	senv:AU39_02835
ko:K11209	senv:AU39_11800
ko:K19506	senv:AU39_22215
ko:K02257	senv:AU39_02150
ko:K19508	senv:AU39_22225
ko:K19509	senv:AU39_22230
ko:K18148	senv:AU39_01510
ko:K02796	senv:AU39_06195
ko:K19557	senv:AU39_22680
ko:K19592	senv:AU39_01710
ko:K19594	senv:AU39_01695
ko:K19709	senv:AU39_08745
ko:K19688	senv:AU39_04135
ko:K05875	senv:AU39_05605
ko:K05875	senv:AU39_15765
ko:K19745	senv:AU39_16555
ko:K19778	senv:AU39_07720
ko:K19776	senv:AU39_18820
ko:K00799	senv:AU39_04190
ko:K06131	senv:AU39_03920
ko:K00799	senv:AU39_11795
ko:K06132	senv:AU39_09840
ko:K07119	senv:AU39_07580
ko:K15777	senv:AU39_15425
ko:K07147	senv:AU39_16560
ko:K19784	senv:AU39_18895
ko:K19802	senv:AU39_06965
ko:K07494	senv:AU39_22720
ko:K06148	senv:AU39_20870
ko:K19803	senv:AU39_11160
ko:K19804	senv:AU39_06830
ko:K00249	senv:AU39_04160
ko:K00996	senv:AU39_10510
ko:K05799	senv:AU39_00765
ko:K01582	senv:AU39_12875
ko:K19810	senv:AU39_21225
ko:K07662	senv:AU39_19935
ko:K07126	senv:AU39_02145
ko:K07126	senv:AU39_02140
ko:K01185	senv:AU39_05900
ko:K02485	senv:AU39_06605
ko:K03445	senv:AU39_18565
ko:K00042	senv:AU39_15920
ko:K01139	senv:AU39_18395
ko:K00146	senv:AU39_15110
ko:K01271	senv:AU39_19545
ko:K09017	senv:AU39_05065
ko:K03973	senv:AU39_06930
ko:K02032	senv:AU39_09295
ko:K00344	senv:AU39_20790
ko:K21636	senv:AU39_21725
ko:K20023	senv:AU39_18170
ko:K20265	senv:AU39_11850
ko:K07686	senv:AU39_18605
ko:K20276	senv:AU39_13240
ko:K19591	senv:AU39_02450
ko:K01612	senv:AU39_14035
ko:K07448	senv:AU39_22150
ko:K01236	senv:AU39_07730
ko:K20542	senv:AU39_17745
ko:K20534	senv:AU39_02735
ko:K20543	senv:AU39_17740
ko:K20534	senv:AU39_12040
ko:K20541	senv:AU39_17750
ko:K21394	senv:AU39_18040
ko:K22132	senv:AU39_14385
ko:K20609	senv:AU39_07465
ko:K14234	senv:AU39_01555
ko:K01214	senv:AU39_07740
ko:K01977	senv:AU39_16665
ko:K14224	senv:AU39_13100
ko:K14224	senv:AU39_19110
ko:K14224	senv:AU39_20545
ko:K14224	senv:AU39_16660
ko:K14237	senv:AU39_08415
ko:K14220	senv:AU39_09945
ko:K14220	senv:AU39_10165
ko:K14220	senv:AU39_10155
ko:K14220	senv:AU39_09955
ko:K02438	senv:AU39_17345
ko:K14232	senv:AU39_11240
ko:K14232	senv:AU39_19310
ko:K14231	senv:AU39_15045
ko:K14231	senv:AU39_21165
ko:K14234	senv:AU39_16645
ko:K14234	senv:AU39_20365
ko:K14234	senv:AU39_20380
ko:K14235	senv:AU39_19130
ko:K01977	senv:AU39_19565
ko:K01977	senv:AU39_20325
ko:K01977	senv:AU39_20540
ko:K14223	senv:AU39_03285
ko:K14223	senv:AU39_03290
ko:K14230	senv:AU39_14395
ko:K14230	senv:AU39_16100
ko:K14230	senv:AU39_15555
ko:K14229	senv:AU39_03620
ko:K14229	senv:AU39_03630
ko:K14229	senv:AU39_03635
ko:K14229	senv:AU39_03640
ko:K14229	senv:AU39_12180
ko:K14237	senv:AU39_03625
ko:K14237	senv:AU39_12165
ko:K14237	senv:AU39_12170
ko:K14237	senv:AU39_12175
ko:K14233	senv:AU39_04430
ko:K14233	senv:AU39_09910
ko:K14233	senv:AU39_04900
ko:K14233	senv:AU39_09935
ko:K14233	senv:AU39_13555
ko:K14228	senv:AU39_05500
ko:K14236	senv:AU39_06565
ko:K14236	senv:AU39_06580
ko:K14236	senv:AU39_06570
ko:K14236	senv:AU39_20370
ko:K14232	senv:AU39_17845
ko:K14219	senv:AU39_13535
ko:K14219	senv:AU39_13545
ko:K14219	senv:AU39_13550
ko:K14219	senv:AU39_13540
ko:K21029	senv:AU39_04095
ko:K04333	senv:AU39_09865
ko:K21021	senv:AU39_13160
ko:K21023	senv:AU39_16615
ko:K21084	senv:AU39_10720
ko:K21085	senv:AU39_05280
ko:K21086	senv:AU39_17715
ko:K21087	senv:AU39_06360
ko:K21089	senv:AU39_10895
ko:K08968	senv:AU39_06120
ko:K00525	senv:AU39_11430
ko:K00821	senv:AU39_17010
ko:K21090	senv:AU39_06215
ko:K00525	senv:AU39_13465
ko:K00526	senv:AU39_13470
ko:K00526	senv:AU39_11435
ko:K14059	senv:AU39_04700
ko:K06191	senv:AU39_13455
ko:K03553	senv:AU39_13575
ko:K03676	senv:AU39_18195
ko:K01185	senv:AU39_22710
ko:K01520	senv:AU39_18340
ko:K06908	senv:AU39_22960
ko:K06907	senv:AU39_22965
ko:K06903	senv:AU39_23000
ko:K01185	senv:AU39_23030
ko:K06223	senv:AU39_23110
ko:K06217	senv:AU39_05090
ko:K06905	senv:AU39_23230
ko:K06906	senv:AU39_23235
ko:K00558	senv:AU39_05255
ko:K00560	senv:AU39_14455
ko:K06217	senv:AU39_03265
ko:K14744	senv:AU39_05905
ko:K03791	senv:AU39_05970
ko:K16711	senv:AU39_10600
ko:K07313	senv:AU39_06090
ko:K06197	senv:AU39_06505
ko:K00857	senv:AU39_06620
ko:K02316	senv:AU39_15540
ko:K06223	senv:AU39_15700
ko:K14059	senv:AU39_07110
ko:K10906	senv:AU39_07115
ko:K14059	senv:AU39_07215
ko:K02314	senv:AU39_20795
ko:K03546	senv:AU39_01920
ko:K06223	senv:AU39_17085
ko:K11089	senv:AU39_17265
ko:K04068	senv:AU39_21720
ko:K00287	senv:AU39_00435
ko:K06866	senv:AU39_13040
ko:K02315	senv:AU39_22255
ko:K03292	senv:AU39_00755
ko:K05934	senv:AU39_10230
ko:K02335	senv:AU39_19620
ko:K13695	senv:AU39_08820
ko:K21393	senv:AU39_18045
ko:K21430	senv:AU39_04185
ko:K21395	senv:AU39_18050
ko:K21449	senv:AU39_18140
ko:K21470	senv:AU39_04650
ko:K01420	senv:AU39_07075
ko:K21602	senv:AU39_18020
ko:K21645	senv:AU39_03685
ko:K21739	senv:AU39_02765
ko:K21740	senv:AU39_02770
ko:K21741	senv:AU39_02775
ko:K21746	senv:AU39_02760
ko:K21698	senv:AU39_16510
ko:K21695	senv:AU39_16505
ko:K21759	senv:AU39_14040
ko:K21948	senv:AU39_14010
ko:K13638	senv:AU39_16735
ko:K21990	senv:AU39_12025
ko:K22041	senv:AU39_09515
ko:K22015	senv:AU39_20995
ko:K22015	senv:AU39_20990
ko:K22024	senv:AU39_00835
ko:K22044	senv:AU39_03990
ko:K22025	senv:AU39_13995
ko:K22051	senv:AU39_21295
ko:K08319	senv:AU39_14015
ko:K22131	senv:AU39_14000
ko:K01816	senv:AU39_02550
ko:K14274	senv:AU39_13140
ko:K22130	senv:AU39_14005
ko:K22129	senv:AU39_00830
ko:K03595	senv:AU39_12975
ko:K22105	senv:AU39_20300
ko:K22104	senv:AU39_16370
ko:K22110	senv:AU39_19895
ko:K22110	senv:AU39_05115
ko:K22110	senv:AU39_19695
ko:K22270	senv:AU39_10970
ko:K03079	senv:AU39_18065
ko:K08994	senv:AU39_07880
ko:K03078	senv:AU39_18060
ko:K03077	senv:AU39_18070
ko:K03077	senv:AU39_00500
ko:K15634	senv:AU39_22445
ko:K22397	senv:AU39_17320
ko:K22293	senv:AU39_07970
ko:K13566	senv:AU39_01480
ko:K11206	senv:AU39_03070
ko:K22488	senv:AU39_13800
ko:K22486	senv:AU39_13810
ko:K22489	senv:AU39_14025
ko:K22487	senv:AU39_13790
ko:K22505	senv:AU39_13785
ko:K22512	senv:AU39_13905
ko:K22504	senv:AU39_13920
ko:K22506	senv:AU39_13900
ko:K22507	senv:AU39_13880
ko:K22508	senv:AU39_13875
ko:K22509	senv:AU39_13870
ko:K22510	senv:AU39_13865
ko:K22511	senv:AU39_13915
ko:K22513	senv:AU39_13895
ko:K22514	senv:AU39_13890
