ko:K07591	eok:G2583_3841
ko:K01980	eok:G2583_3172
ko:K01980	eok:G2583_4827
ko:K01980	eok:G2583_4652
ko:K01980	eok:G2583_4785
ko:K01980	eok:G2583_0208
ko:K01980	eok:G2583_3994
ko:K01980	eok:G2583_4554
ko:K14237	eok:G2583_2060
ko:K14237	eok:G2583_2061
ko:K00042	eok:G2583_0629
ko:K14222	eok:G2583_2361
ko:K14170	eok:G2583_3181
ko:K14261	eok:G2583_2912
ko:K00094	eok:G2583_2623
ko:K14230	eok:G2583_3468
ko:K14230	eok:G2583_3469
ko:K14230	eok:G2583_3470
ko:K14230	eok:G2583_3896
ko:K01175	eok:G2583_0847
ko:K07726	eok:G2583_4453
ko:K14219	eok:G2583_3339
ko:K14219	eok:G2583_3342
ko:K14219	eok:G2583_3340
ko:K14219	eok:G2583_3341
ko:K00039	eok:G2583_2620
ko:K07273	eok:G2583_2634
ko:K07497	eok:G2583_1720
ko:K07497	eok:G2583_2460
ko:K06221	eok:G2583_3736
ko:K07497	eok:G2583_3242
ko:K07497	eok:G2583_1948
ko:K03722	eok:G2583_2256
ko:K03604	eok:G2583_2053
ko:K01185	eok:G2583_2457
ko:K06212	eok:G2583_1139
ko:K00813	eok:G2583_1163
ko:K13480	eok:G2583_3522
ko:K14977	eok:G2583_0635
ko:K08316	eok:G2583_4168
ko:K03324	eok:G2583_4837
ko:K02364	eok:G2583_0749
ko:K14682	eok:G2583_3472
ko:K07497	eok:G2583_1556
ko:K01138	eok:G2583_1861
ko:K07355	eok:G2583_0654
ko:K01185	eok:G2583_5201
ko:K02477	eok:G2583_2662
ko:K16013	eok:G2583_1124
ko:K01146	eok:G2583_3451
ko:K03535	eok:G2583_3441
ko:K14591	eok:G2583_0498
ko:K12944	eok:G2583_2791
ko:K04063	eok:G2583_1845
ko:K02813	eok:G2583_4843
ko:K14588	eok:G2583_0127
ko:K00135	eok:G2583_3307
ko:K01974	eok:G2583_4119
ko:K02441	eok:G2583_4123
ko:K00700	eok:G2583_4133
ko:K00647	eok:G2583_4192
ko:K00059	eok:G2583_4194
ko:K00383	eok:G2583_4226
ko:K07227	eok:G2583_4239
ko:K01580	eok:G2583_4253
ko:K01507	eok:G2583_5056
ko:K01226	eok:G2583_5068
ko:K09022	eok:G2583_5073
ko:K00854	eok:G2583_4306
ko:K07258	eok:G2583_0795
ko:K01619	eok:G2583_5241
ko:K03784	eok:G2583_5244
ko:K03711	eok:G2583_0844
ko:K03756	eok:G2583_0850
ko:K03560	eok:G2583_0905
ko:K07308	eok:G2583_3045
ko:K04488	eok:G2583_3059
ko:K01092	eok:G2583_3063
ko:K06889	eok:G2583_3064
ko:K01639	eok:G2583_3945
ko:K03326	eok:G2583_3947
ko:K03747	eok:G2583_4003
ko:K03499	eok:G2583_4008
ko:K02506	eok:G2583_4041
ko:K00068	eok:G2583_4845
ko:K04018	eok:G2583_4901
ko:K07126	eok:G2583_4903
ko:K10439	eok:G2583_4914
ko:K10440	eok:G2583_4915
ko:K00851	eok:G2583_4139
ko:K03825	eok:G2583_4144
ko:K05816	eok:G2583_4150
ko:K05815	eok:G2583_4151
ko:K05814	eok:G2583_4152
ko:K11104	eok:G2583_4946
ko:K07792	eok:G2583_4949
ko:K03757	eok:G2583_4959
ko:K00247	eok:G2583_4980
ko:K00245	eok:G2583_4982
ko:K00853	eok:G2583_0066
ko:K05806	eok:G2583_0079
ko:K02014	eok:G2583_0154
ko:K00548	eok:G2583_4836
ko:K00616	eok:G2583_0008
ko:K07034	eok:G2583_0010
ko:K08299	eok:G2583_0038
ko:K06177	eok:G2583_0061
ko:K03855	eok:G2583_0046
ko:K01525	eok:G2583_0053
ko:K06889	eok:G2583_5017
ko:K03476	eok:G2583_5019
ko:K03475	eok:G2583_5020
ko:K02822	eok:G2583_5021
ko:K02821	eok:G2583_5022
ko:K07304	eok:G2583_5049
ko:K06877	eok:G2583_5104
ko:K06877	eok:G2583_5107
ko:K03830	eok:G2583_0270
ko:K00769	eok:G2583_0274
ko:K03386	eok:G2583_0769
ko:K05966	eok:G2583_0777
ko:K07126	eok:G2583_0807
ko:K07126	eok:G2583_0810
ko:K02566	eok:G2583_0836
ko:K02564	eok:G2583_0839
ko:K05522	eok:G2583_0869
ko:K07120	eok:G2583_0870
ko:K00241	eok:G2583_0876
ko:K01785	eok:G2583_0922
ko:K02427	eok:G2583_3904
ko:K02067	eok:G2583_3918
ko:K00867	eok:G2583_4789
ko:K03148	eok:G2583_4810
ko:K07709	eok:G2583_4821
ko:K00244	eok:G2583_4983
ko:K01243	eok:G2583_0163
ko:K03469	eok:G2583_0218
ko:K02342	eok:G2583_0219
ko:K06445	eok:G2583_0257
ko:K07665	eok:G2583_0732
ko:K03326	eok:G2583_0785
ko:K02806	eok:G2583_3929
ko:K01788	eok:G2583_3943
ko:K08314	eok:G2583_4758
ko:K06039	eok:G2583_1491
ko:K11071	eok:G2583_1383
ko:K01258	eok:G2583_1385
ko:K07660	eok:G2583_1406
ko:K11105	eok:G2583_1454
ko:K01297	eok:G2583_1455
ko:K02014	eok:G2583_1459
ko:K08161	eok:G2583_1312
ko:K03810	eok:G2583_1327
ko:K11069	eok:G2583_1381
ko:K06201	eok:G2583_2326
ko:K00575	eok:G2583_2336
ko:K00374	eok:G2583_1500
ko:K10000	eok:G2583_1098
ko:K11179	eok:G2583_1204
ko:K06282	eok:G2583_1207
ko:K06281	eok:G2583_1208
ko:K01104	eok:G2583_1217
ko:K07772	eok:G2583_1229
ko:K02004	eok:G2583_1285
ko:K04477	eok:G2583_1292
ko:K06179	eok:G2583_1345
ko:K00059	eok:G2583_1353
ko:K07678	eok:G2583_3438
ko:K07645	eok:G2583_3747
ko:K02465	eok:G2583_pO550069
ko:K07283	eok:G2583_2168
ko:K03478	eok:G2583_2179
ko:K02619	eok:G2583_1356
ko:K01222	eok:G2583_2180
ko:K07305	eok:G2583_2225
ko:K03451	eok:G2583_2248
ko:K02793	eok:G2583_2266
ko:K02794	eok:G2583_2266
ko:K11392	eok:G2583_2285
ko:K09815	eok:G2583_2309
ko:K06910	eok:G2583_1001
ko:K03635	eok:G2583_1013
ko:K07027	eok:G2583_1016
ko:K07757	eok:G2583_1050
ko:K07258	eok:G2583_1069
ko:K05844	eok:G2583_1083
ko:K03475	eok:G2583_1091
ko:K02822	eok:G2583_1092
ko:K07307	eok:G2583_1132
ko:K07308	eok:G2583_1133
ko:K02238	eok:G2583_1148
ko:K03286	eok:G2583_1192
ko:K07343	eok:G2583_1194
ko:K09909	eok:G2583_1199
ko:K03526	eok:G2583_3040
ko:K10823	eok:G2583_1519
ko:K01679	eok:G2583_2005
ko:K01488	eok:G2583_2017
ko:K03617	eok:G2583_2022
ko:K03616	eok:G2583_2023
ko:K03615	eok:G2583_2024
ko:K03614	eok:G2583_2025
ko:K03612	eok:G2583_2026
ko:K03613	eok:G2583_2027
ko:K06078	eok:G2583_2072
ko:K01424	eok:G2583_2214
ko:K02795	eok:G2583_2267
ko:K01577	eok:G2583_2906
ko:K02784	eok:G2583_2947
ko:K08483	eok:G2583_2948
ko:K02017	eok:G2583_0931
ko:K07729	eok:G2583_0955
ko:K02033	eok:G2583_1849
ko:K01580	eok:G2583_1856
ko:K07263	eok:G2583_1857
ko:K09998	eok:G2583_1095
ko:K00657	eok:G2583_1978
ko:K07312	eok:G2583_1984
ko:K01489	eok:G2583_2686
ko:K03748	eok:G2583_2687
ko:K10541	eok:G2583_2691
ko:K10540	eok:G2583_2693
ko:K02200	eok:G2583_2735
ko:K02193	eok:G2583_2742
ko:K02569	eok:G2583_2743
ko:K02574	eok:G2583_2745
ko:K02549	eok:G2583_2802
ko:K08680	eok:G2583_2804
ko:K02552	eok:G2583_2806
ko:K02348	eok:G2583_2808
ko:K00784	eok:G2583_2809
ko:K18922	eok:G2583_0743
ko:K18922	eok:G2583_3410
ko:K04774	eok:G2583_1611
ko:K01439	eok:G2583_2994
ko:K07054	eok:G2583_2998
ko:K03548	eok:G2583_3016
ko:K02824	eok:G2583_3020
ko:K00088	eok:G2583_3032
ko:K02745	eok:G2583_3855
ko:K02744	eok:G2583_3858
ko:K12961	eok:G2583_3873
ko:K03177	eok:G2583_3891
ko:K00127	eok:G2583_4696
ko:K00647	eok:G2583_2860
ko:K01782	eok:G2583_2877
ko:K02454	eok:G2583_3685
ko:K00845	eok:G2583_2921
ko:K01885	eok:G2583_2934
ko:K02014	eok:G2583_3755
ko:K01515	eok:G2583_3760
ko:K00616	eok:G2583_2986
ko:K01409	eok:G2583_3788
ko:K09251	eok:G2583_3797
ko:K00219	eok:G2583_3805
ko:K07393	eok:G2583_3826
ko:K12942	eok:G2583_1684
ko:K02014	eok:G2583_1812
ko:K08350	eok:G2583_1839
ko:K00027	eok:G2583_1842
ko:K11530	eok:G2583_1883
ko:K00598	eok:G2583_1884
ko:K05595	eok:G2583_1894
ko:K01104	eok:G2583_2584
ko:K03593	eok:G2583_2649
ko:K00882	eok:G2583_2711
ko:K12943	eok:G2583_3519
ko:K01847	eok:G2583_3571
ko:K07588	eok:G2583_3572
ko:K03442	eok:G2583_3578
ko:K06934	eok:G2583_3582
ko:K02173	eok:G2583_3587
ko:K01480	eok:G2583_3595
ko:K01585	eok:G2583_3597
ko:K03289	eok:G2583_3623
ko:K11209	eok:G2583_3715
ko:K06281	eok:G2583_3720
ko:K06282	eok:G2583_3723
ko:K02858	eok:G2583_3768
ko:K09806	eok:G2583_3769
ko:K02851	eok:G2583_4578
ko:K02852	eok:G2583_4589
ko:K01719	eok:G2583_4600
ko:K03498	eok:G2583_4647
ko:K00230	eok:G2583_4648
ko:K01629	eok:G2583_4707
ko:K02855	eok:G2583_4710
ko:K07640	eok:G2583_4716
ko:K13283	eok:G2583_4719
ko:K02446	eok:G2583_4730
ko:K02345	eok:G2583_2294
ko:K02436	eok:G2583_2622
ko:K02775	eok:G2583_2624
ko:K00380	eok:G2583_3414
ko:K02100	eok:G2583_3498
ko:K00033	eok:G2583_2553
ko:K03606	eok:G2583_2570
ko:K04652	eok:G2583_3376
ko:K04655	eok:G2583_3379
ko:K00854	eok:G2583_2616
ko:K00626	eok:G2583_3501
ko:K03796	eok:G2583_4312
ko:K01823	eok:G2583_3542
ko:K04763	eok:G2583_3547
ko:K01262	eok:G2583_3560
ko:K01934	eok:G2583_3564
ko:K00058	eok:G2583_3568
ko:K03279	eok:G2583_4363
ko:K10563	eok:G2583_4371
ko:K01424	eok:G2583_3616
ko:K03227	eok:G2583_4437
ko:K00389	eok:G2583_4471
ko:K03718	eok:G2583_4539
ko:K10440	eok:G2583_4546
ko:K00852	eok:G2583_4548
ko:K03769	eok:G2583_4569
ko:K02025	eok:G2583_1658
ko:K04844	eok:G2583_1663
ko:K06889	eok:G2583_1675
ko:K06889	eok:G2583_1676
ko:K00567	eok:G2583_1683
ko:K10914	eok:G2583_4063
ko:K03647	eok:G2583_3322
ko:K03743	eok:G2583_3348
ko:K02783	eok:G2583_3350
ko:K02782	eok:G2583_3351
ko:K02783	eok:G2583_3351
ko:K00068	eok:G2583_3353
ko:K02466	eok:G2583_3354
ko:K03087	eok:G2583_3389
ko:K02775	eok:G2583_4206
ko:K06149	eok:G2583_4221
ko:K02798	eok:G2583_4335
ko:K02799	eok:G2583_4335
ko:K02800	eok:G2583_4335
ko:K00101	eok:G2583_4344
ko:K00639	eok:G2583_4356
ko:K02843	eok:G2583_4359
ko:K07784	eok:G2583_4457
ko:K02454	eok:G2583_pO550057
ko:K07258	eok:G2583_2530
ko:K03803	eok:G2583_3152
ko:K07019	eok:G2583_4059
ko:K09898	eok:G2583_4060
ko:K01185	eok:G2583_1943
ko:K02464	eok:G2583_pO550068
ko:K07484	eok:G2583_pO550105
ko:K07733	eok:G2583_0362
ko:K05875	eok:G2583_2338
ko:K03817	eok:G2583_1789
ko:K07245	eok:G2583_2292
ko:K03668	eok:G2583_1756
ko:K06919	eok:G2583_0366
ko:K06910	eok:G2583_0677
ko:K01138	eok:G2583_4473
ko:K14742	eok:G2583_2255
ko:K00090	eok:G2583_4295
ko:K14761	eok:G2583_0648
ko:K03566	eok:G2583_3461
ko:K06867	eok:G2583_3637
ko:K01671	eok:G2583_4682
ko:K07484	eok:G2583_3645
ko:K01355	eok:G2583_0717
ko:K16012	eok:G2583_1123
ko:K07214	eok:G2583_0747
ko:K15256	eok:G2583_2322
ko:K15257	eok:G2583_2323
ko:K15582	eok:G2583_1517
ko:K11748	eok:G2583_4057
ko:K15584	eok:G2583_4197
ko:K10824	eok:G2583_4201
ko:K15587	eok:G2583_4200
ko:K15580	eok:G2583_1678
ko:K15586	eok:G2583_4199
ko:K15580	eok:G2583_1515
ko:K15547	eok:G2583_4906
ko:K15550	eok:G2583_4905
ko:K15545	eok:G2583_1988
ko:K07713	eok:G2583_4822
ko:K12790	eok:G2583_4414
ko:K15552	eok:G2583_0479
ko:K16301	eok:G2583_1254
ko:K15738	eok:G2583_1184
ko:K15540	eok:G2583_0144
ko:K15554	eok:G2583_1169
ko:K15461	eok:G2583_2861
ko:K15553	eok:G2583_1171
ko:K02428	eok:G2583_3613
ko:K15633	eok:G2583_4351
ko:K12291	eok:G2583_4089
ko:K15773	eok:G2583_1873
ko:K15551	eok:G2583_0477
ko:K15724	eok:G2583_0160
ko:K12507	eok:G2583_2098
ko:K15722	eok:G2583_2177
ko:K10831	eok:G2583_0478
ko:K01252	eok:G2583_0758
ko:K15735	eok:G2583_3310
ko:K04765	eok:G2583_3433
ko:K15736	eok:G2583_3306
ko:K15737	eok:G2583_3305
ko:K02812	eok:G2583_4844
ko:K02815	eok:G2583_4841
ko:K00254	eok:G2583_1180
ko:K02031	eok:G2583_1847
ko:K02381	eok:G2583_0638
ko:K03768	eok:G2583_0645
ko:K18138	eok:G2583_1634
ko:K18140	eok:G2583_3983
ko:K00939	eok:G2583_0586
ko:K12543	eok:G2583_0600
ko:K03455	eok:G2583_0590
ko:K11751	eok:G2583_0592
ko:K02004	eok:G2583_0616
ko:K06889	eok:G2583_0373
ko:K03585	eok:G2583_1633
ko:K04067	eok:G2583_0579
ko:K05713	eok:G2583_0461
ko:K04073	eok:G2583_0464
ko:K00121	eok:G2583_0469
ko:K07657	eok:G2583_0507
ko:K06889	eok:G2583_0392
ko:K15723	eok:G2583_3446
ko:K15835	eok:G2583_2958
ko:K15833	eok:G2583_3373
ko:K15827	eok:G2583_3372
ko:K15585	eok:G2583_4198
ko:K15828	eok:G2583_3371
ko:K15583	eok:G2583_1518
ko:K15836	eok:G2583_3380
ko:K15539	eok:G2583_3041
ko:K16348	eok:G2583_4976
ko:K15536	eok:G2583_5065
ko:K16347	eok:G2583_4975
ko:K01082	eok:G2583_5044
ko:K15342	eok:G2583_3403
ko:K15832	eok:G2583_3367
ko:K01834	eok:G2583_0921
ko:K15830	eok:G2583_3369
ko:K15834	eok:G2583_3366
ko:K01840	eok:G2583_2559
ko:K15268	eok:G2583_1898
ko:K15829	eok:G2583_3370
ko:K00971	eok:G2583_2560
ko:K01066	eok:G2583_0588
ko:K02533	eok:G2583_5262
ko:K02035	eok:G2583_1850
ko:K02035	eok:G2583_3743
ko:K07483	eok:G2583_pO550103
ko:K07484	eok:G2583_3644
ko:K14059	eok:G2583_3276
ko:K11937	eok:G2583_1256
ko:K06867	eok:G2583_2167
ko:K06867	eok:G2583_4496
ko:K06218	eok:G2583_pO550146
ko:K15460	eok:G2583_3157
ko:K01185	eok:G2583_1559
ko:K15977	eok:G2583_3073
ko:K03712	eok:G2583_1895
ko:K12541	eok:G2583_0602
ko:K12542	eok:G2583_0603
ko:K18139	eok:G2583_1635
ko:K15984	eok:G2583_4223
ko:K15974	eok:G2583_3331
ko:K15977	eok:G2583_3825
ko:K10906	eok:G2583_1700
ko:K18968	eok:G2583_0493
ko:K18843	eok:G2583_1799
ko:K10906	eok:G2583_2481
ko:K07497	eok:G2583_1585
ko:K16041	eok:G2583_pO550114
ko:K16042	eok:G2583_0998
ko:K16042	eok:G2583_1592
ko:K15922	eok:G2583_4678
ko:K16135	eok:G2583_2246
ko:K16092	eok:G2583_4781
ko:K16138	eok:G2583_2012
ko:K16139	eok:G2583_2010
ko:K16089	eok:G2583_2698
ko:K16088	eok:G2583_1362
ko:K16090	eok:G2583_1033
ko:K16136	eok:G2583_2014
ko:K16137	eok:G2583_2044
ko:K06946	eok:G2583_3660
ko:K07347	eok:G2583_0143
ko:K09022	eok:G2583_3835
ko:K00526	eok:G2583_2773
ko:K00287	eok:G2583_0050
ko:K16052	eok:G2583_1679
ko:K16087	eok:G2583_4235
ko:K16087	eok:G2583_2504
ko:K03111	eok:G2583_4884
ko:K12516	eok:G2583_1763
ko:K12516	eok:G2583_1762
ko:K19221	eok:G2583_0887
ko:K16053	eok:G2583_0738
ko:K07347	eok:G2583_0020
ko:K16076	eok:G2583_0686
ko:K16076	eok:G2583_1835
ko:K10013	eok:G2583_2847
ko:K16066	eok:G2583_1906
ko:K16074	eok:G2583_1691
ko:K01801	eok:G2583_2679
ko:K11929	eok:G2583_0277
ko:K01250	eok:G2583_0814
ko:K11747	eok:G2583_4056
ko:K05709	eok:G2583_3069
ko:K05708	eok:G2583_3068
ko:K09471	eok:G2583_1648
ko:K01185	eok:G2583_0313
ko:K01185	eok:G2583_1723
ko:K16346	eok:G2583_3536
ko:K16321	eok:G2583_5122
ko:K16322	eok:G2583_3713
ko:K16324	eok:G2583_2707
ko:K01160	eok:G2583_1952
ko:K13479	eok:G2583_3521
ko:K11645	eok:G2583_2629
ko:K07812	eok:G2583_2324
ko:K16370	eok:G2583_2169
ko:K16322	eok:G2583_4219
ko:K16371	eok:G2583_2627
ko:K16329	eok:G2583_2708
ko:K16165	eok:G2583_2680
ko:K18842	eok:G2583_5054
ko:K16325	eok:G2583_2704
ko:K04015	eok:G2583_4898
ko:K16326	eok:G2583_2706
ko:K16328	eok:G2583_2709
ko:K04014	eok:G2583_4897
ko:K16263	eok:G2583_4968
ko:K16291	eok:G2583_2500
ko:K16264	eok:G2583_0918
ko:K11391	eok:G2583_3808
ko:K10544	eok:G2583_4310
ko:K16703	eok:G2583_2567
ko:K16704	eok:G2583_4584
ko:K11894	eok:G2583_0234
ko:K03776	eok:G2583_3796
ko:K16692	eok:G2583_2583
ko:K16711	eok:G2583_2566
ko:K07662	eok:G2583_4717
ko:K16710	eok:G2583_2568
ko:K16695	eok:G2583_2569
ko:K00370	eok:G2583_1830
ko:K14744	eok:G2583_1726
ko:K14744	eok:G2583_3235
ko:K16692	eok:G2583_1216
ko:K18831	eok:G2583_3806
ko:K10111	eok:G2583_4860
ko:K10108	eok:G2583_4859
ko:K10014	eok:G2583_2846
ko:K09472	eok:G2583_1647
ko:K07012	eok:G2583_3409
ko:K02849	eok:G2583_4368
ko:K10110	eok:G2583_4857
ko:K07091	eok:G2583_3706
ko:K18141	eok:G2583_3984
ko:K16787	eok:G2583_3586
ko:K16786	eok:G2583_3585
ko:K16785	eok:G2583_3584
ko:K07358	eok:G2583_5114
ko:K16923	eok:G2583_3583
ko:K09477	eok:G2583_0776
ko:K03559	eok:G2583_3729
ko:K00040	eok:G2583_5124
ko:K08302	eok:G2583_3861
ko:K00265	eok:G2583_3938
ko:K16868	eok:G2583_1792
ko:K06970	eok:G2583_1035
ko:K03585	eok:G2583_0575
ko:K06075	eok:G2583_2037
ko:K08302	eok:G2583_2628
ko:K01990	eok:G2583_0131
ko:K02503	eok:G2583_1363
ko:K19353	eok:G2583_4767
ko:K00681	eok:G2583_4147
ko:K11209	eok:G2583_2839
ko:K07307	eok:G2583_3046
ko:K19227	eok:G2583_1640
ko:K12678	eok:G2583_1874
ko:K10439	eok:G2583_4547
ko:K12678	eok:G2583_1875
ko:K17713	eok:G2583_3036
ko:K08313	eok:G2583_1053
ko:K10112	eok:G2583_1665
ko:K01992	eok:G2583_0132
ko:K01992	eok:G2583_1020
ko:K01992	eok:G2583_1021
ko:K01992	eok:G2583_4212
ko:K11070	eok:G2583_1382
ko:K05601	eok:G2583_1110
ko:K15841	eok:G2583_3087
ko:K17686	eok:G2583_0597
ko:K19789	eok:G2583_2727
ko:K06518	eok:G2583_2684
ko:K08485	eok:G2583_3931
ko:K17722	eok:G2583_2689
ko:K11928	eok:G2583_1248
ko:K17723	eok:G2583_2690
ko:K02026	eok:G2583_1659
ko:K02032	eok:G2583_1846
ko:K01791	eok:G2583_4580
ko:K03275	eok:G2583_4365
ko:K14744	eok:G2583_0314
ko:K17758	eok:G2583_4994
ko:K17759	eok:G2583_4994
ko:K00661	eok:G2583_0571
ko:K07493	eok:G2583_0999
ko:K07483	eok:G2583_pO550125
ko:K17938	eok:G2583_0485
ko:K18142	eok:G2583_3985
ko:K17948	eok:G2583_5111
ko:K05711	eok:G2583_3071
ko:K21430	eok:G2583_1067
ko:K21469	eok:G2583_2961
ko:K01007	eok:G2583_2099
ko:K03605	eok:G2583_3719
ko:K08156	eok:G2583_0504
ko:K03829	eok:G2583_2385
ko:K08369	eok:G2583_2222
ko:K03207	eok:G2583_2561
ko:K01711	eok:G2583_2562
ko:K07275	eok:G2583_1595
ko:K10678	eok:G2583_1082
ko:K18324	eok:G2583_2992
ko:K18326	eok:G2583_2603
ko:K05710	eok:G2583_3070
ko:K18997	eok:G2583_1233
ko:K19540	eok:G2583_4076
ko:K21637	eok:G2583_5128
ko:K19577	eok:G2583_2052
ko:K04333	eok:G2583_1298
ko:K18471	eok:G2583_2218
ko:K11904	eok:G2583_1818
ko:K18479	eok:G2583_4681
ko:K18478	eok:G2583_4684
ko:K18446	eok:G2583_3778
ko:K18507	eok:G2583_4143
ko:K18522	eok:G2583_3492
ko:K18531	eok:G2583_4701
ko:K18525	eok:G2583_4251
ko:K18521	eok:G2583_3462
ko:K18518	eok:G2583_2085
ko:K18504	eok:G2583_3935
ko:K18505	eok:G2583_4597
ko:K18511	eok:G2583_3335
ko:K18512	eok:G2583_1753
ko:K18530	eok:G2583_4702
ko:K18508	eok:G2583_1077
ko:K18513	eok:G2583_2757
ko:K18517	eok:G2583_1535
ko:K18523	eok:G2583_3493
ko:K18506	eok:G2583_0074
ko:K18520	eok:G2583_2610
ko:K19591	eok:G2583_0604
ko:K18502	eok:G2583_2405
ko:K18503	eok:G2583_0594
ko:K18509	eok:G2583_1780
ko:K18515	eok:G2583_3445
ko:K18516	eok:G2583_4665
ko:K18528	eok:G2583_4773
ko:K18527	eok:G2583_4663
ko:K00335	eok:G2583_2821
ko:K18691	eok:G2583_3089
ko:K08968	eok:G2583_2282
ko:K18640	eok:G2583_2123
ko:K18697	eok:G2583_3091
ko:K18702	eok:G2583_2904
ko:K18765	eok:G2583_3971
ko:K18850	eok:G2583_1386
ko:K18837	eok:G2583_4400
ko:K18889	eok:G2583_0560
ko:K21645	eok:G2583_5129
ko:K18837	eok:G2583_3670
ko:K18862	eok:G2583_1487
ko:K18862	eok:G2583_4275
ko:K18838	eok:G2583_2523
ko:K03630	eok:G2583_2521
ko:K07171	eok:G2583_3434
ko:K18864	eok:G2583_2598
ko:K18865	eok:G2583_2599
ko:K18867	eok:G2583_3567
ko:K18867	eok:G2583_3565
ko:K18868	eok:G2583_3773
ko:K18920	eok:G2583_4299
ko:K11741	eok:G2583_4977
ko:K18841	eok:G2583_5055
ko:K18838	eok:G2583_4399
ko:K18838	eok:G2583_3669
ko:K18869	eok:G2583_3775
ko:K18899	eok:G2583_4249
ko:K20861	eok:G2583_1074
ko:K20866	eok:G2583_4686
ko:K20881	eok:G2583_4095
ko:K18148	eok:G2583_0271
ko:K20862	eok:G2583_4609
ko:K07319	eok:G2583_3981
ko:K18800	eok:G2583_3558
ko:K18778	eok:G2583_0106
ko:K18657	eok:G2583_1181
ko:K18890	eok:G2583_0561
ko:K03674	eok:G2583_1080
ko:K04565	eok:G2583_2041
ko:K04565	eok:G2583_2433
ko:K03503	eok:G2583_1444
ko:K03502	eok:G2583_1445
ko:K07724	eok:G2583_3913
ko:K08722	eok:G2583_2828
ko:K07473	eok:G2583_0262
ko:K05839	eok:G2583_0572
ko:K18920	eok:G2583_2158
ko:K03746	eok:G2583_1511
ko:K03169	eok:G2583_2209
ko:K09797	eok:G2583_2213
ko:K11685	eok:G2583_3315
ko:K03646	eok:G2583_0906
ko:K07796	eok:G2583_0733
ko:K10748	eok:G2583_2004
ko:K05785	eok:G2583_4640
ko:K03630	eok:G2583_3667
ko:K03553	eok:G2583_3347
ko:K18929	eok:G2583_0406
ko:K18898	eok:G2583_4248
ko:K12067	eok:G2583_pO550026
ko:K12066	eok:G2583_pO550028
ko:K03497	eok:G2583_pO550150
ko:K03502	eok:G2583_pO550151
ko:K03502	eok:G2583_pO550153
ko:K22044	eok:G2583_1036
ko:K18839	eok:G2583_4955
ko:K18840	eok:G2583_4954
ko:K03976	eok:G2583_0593
ko:K19055	eok:G2583_2234
ko:K07497	eok:G2583_pO550123
ko:K07483	eok:G2583_4397
ko:K07483	eok:G2583_3240
ko:K07483	eok:G2583_2507
ko:K07483	eok:G2583_3656
ko:K07483	eok:G2583_3662
ko:K07483	eok:G2583_1586
ko:K18979	eok:G2583_4993
ko:K18988	eok:G2583_0484
ko:K19048	eok:G2583_5147
ko:K19046	eok:G2583_3407
ko:K19000	eok:G2583_0192
ko:K07484	eok:G2583_3631
ko:K07497	eok:G2583_2508
ko:K07497	eok:G2583_3241
ko:K07497	eok:G2583_3663
ko:K07497	eok:G2583_4398
ko:K01185	eok:G2583_3237
ko:K19229	eok:G2583_1638
ko:K07746	eok:G2583_0519
ko:K07746	eok:G2583_2607
ko:K19155	eok:G2583_3852
ko:K19156	eok:G2583_3851
ko:K19221	eok:G2583_1609
ko:K19157	eok:G2583_0261
ko:K19222	eok:G2583_2082
ko:K19161	eok:G2583_0268
ko:K19166	eok:G2583_3807
ko:K19226	eok:G2583_1641
ko:K19230	eok:G2583_1637
ko:K19123	eok:G2583_3408
ko:K19235	eok:G2583_1047
ko:K19236	eok:G2583_1373
ko:K02777	eok:G2583_2949
ko:K19163	eok:G2583_0052
ko:K01154	eok:G2583_5148
ko:K19158	eok:G2583_2537
ko:K01710	eok:G2583_4582
ko:K19160	eok:G2583_0269
ko:K19238	eok:G2583_2800
ko:K22444	eok:G2583_2250
ko:K19092	eok:G2583_0520
ko:K19228	eok:G2583_1639
ko:K19125	eok:G2583_3405
ko:K19126	eok:G2583_3404
ko:K19234	eok:G2583_2073
ko:K19159	eok:G2583_2538
ko:K19168	eok:G2583_3549
ko:K19164	eok:G2583_0051
ko:K09951	eok:G2583_3402
ko:K00336	eok:G2583_2820
ko:K19270	eok:G2583_2830
ko:K19265	eok:G2583_3726
ko:K03722	eok:G2583_1027
ko:K19416	eok:G2583_1205
ko:K19268	eok:G2583_0893
ko:K07497	eok:G2583_0310
ko:K07497	eok:G2583_5097
ko:K19335	eok:G2583_5081
ko:K19267	eok:G2583_5041
ko:K01785	eok:G2583_4680
ko:K19337	eok:G2583_2305
ko:K19338	eok:G2583_2498
ko:K19304	eok:G2583_2308
ko:K19334	eok:G2583_5082
ko:K19302	eok:G2583_1071
ko:K19270	eok:G2583_2173
ko:K19354	eok:G2583_4354
ko:K19336	eok:G2583_5080
ko:K19333	eok:G2583_2277
ko:K21638	eok:G2583_1413
ko:K19303	eok:G2583_2050
ko:K21636	eok:G2583_5067
ko:K07474	eok:G2583_3230
ko:K02796	eok:G2583_2268
ko:K19611	eok:G2583_0746
ko:K02257	eok:G2583_0540
ko:K20263	eok:G2583_0475
ko:K10938	eok:G2583_1547
ko:K19709	eok:G2583_2091
ko:K19688	eok:G2583_1066
ko:K02495	eok:G2583_4667
ko:K19779	eok:G2583_1698
ko:K19775	eok:G2583_3818
ko:K19745	eok:G2583_3972
ko:K19777	eok:G2583_4245
ko:K07802	eok:G2583_1604
