ko:K00130	bsut:BSUB_03320
ko:K17838	bsut:BSUB_00257
ko:K11640	bsut:BSUB_00322
ko:K06609	bsut:BSUB_00690
ko:K06415	bsut:BSUB_01035
ko:K19242	bsut:BSUB_01038
ko:K02483	bsut:BSUB_00425
ko:K06293	bsut:BSUB_03815
ko:K13037	bsut:BSUB_04007
ko:K06360	bsut:BSUB_03904
ko:K06356	bsut:BSUB_04278
ko:K07097	bsut:BSUB_01958
ko:K16921	bsut:BSUB_03234
ko:K06337	bsut:BSUB_03280
ko:K02032	bsut:BSUB_01417
ko:K00148	bsut:BSUB_04271
ko:K02777	bsut:BSUB_02390
ko:K06331	bsut:BSUB_03282
ko:K11633	bsut:BSUB_04207
ko:K01447	bsut:BSUB_02304
ko:K00354	bsut:BSUB_02555
ko:K06355	bsut:BSUB_03982
ko:K08166	bsut:BSUB_03993
ko:K13277	bsut:BSUB_04078
ko:K16699	bsut:BSUB_03785
ko:K01447	bsut:BSUB_02749
ko:K19220	bsut:BSUB_02088
ko:K00798	bsut:BSUB_03540
ko:K19223	bsut:BSUB_01032
ko:K19224	bsut:BSUB_01037
ko:K13614	bsut:BSUB_01852
ko:K13612	bsut:BSUB_01850
ko:K07149	bsut:BSUB_00407
ko:K17485	bsut:BSUB_03737
ko:K06345	bsut:BSUB_02969
ko:K11615	bsut:BSUB_03372
ko:K06308	bsut:BSUB_00852
ko:K01897	bsut:BSUB_01133
ko:K11195	bsut:BSUB_02888
ko:K11194	bsut:BSUB_02889
ko:K06893	bsut:BSUB_00760
ko:K02777	bsut:BSUB_04255
ko:K01447	bsut:BSUB_01396
ko:K01710	bsut:BSUB_04019
ko:K11634	bsut:BSUB_04208
ko:K06365	bsut:BSUB_04277
ko:K06288	bsut:BSUB_03530
ko:K01447	bsut:BSUB_01355
ko:K01200	bsut:BSUB_03184
ko:K06338	bsut:BSUB_03281
ko:K16838	bsut:BSUB_03463
ko:K06424	bsut:BSUB_03483
ko:K15640	bsut:BSUB_01131
ko:K15668	bsut:BSUB_01969
ko:K06336	bsut:BSUB_02637
ko:K00632	bsut:BSUB_03504
ko:K16044	bsut:BSUB_03581
ko:K06291	bsut:BSUB_03813
ko:K16236	bsut:BSUB_04181
ko:K06363	bsut:BSUB_02761
ko:K06419	bsut:BSUB_01070
ko:K11620	bsut:BSUB_03537
ko:K16706	bsut:BSUB_03787
ko:K01227	bsut:BSUB_03811
ko:K06362	bsut:BSUB_03872
ko:K06435	bsut:BSUB_03877
ko:K06364	bsut:BSUB_03981
ko:K03339	bsut:BSUB_04209
ko:K00456	bsut:BSUB_03328
ko:K19225	bsut:BSUB_02664
ko:K07462	bsut:BSUB_02192
ko:K01785	bsut:BSUB_01974
ko:K19426	bsut:BSUB_03656
ko:K19433	bsut:BSUB_02639
ko:K00839	bsut:BSUB_03471
ko:K15667	bsut:BSUB_01970
ko:K19285	bsut:BSUB_04047
ko:K19286	bsut:BSUB_00437
ko:K19424	bsut:BSUB_03659
ko:K06884	bsut:BSUB_00482
ko:K00020	bsut:BSUB_01521
ko:K02771	bsut:BSUB_02886
ko:K01585	bsut:BSUB_01592
ko:K02100	bsut:BSUB_03624
ko:K01567	bsut:BSUB_00872
ko:K01992	bsut:BSUB_00492
ko:K03722	bsut:BSUB_02381
ko:K03722	bsut:BSUB_02407
ko:K01046	bsut:BSUB_00910
ko:K19422	bsut:BSUB_03661
ko:K19421	bsut:BSUB_03662
ko:K01046	bsut:BSUB_00319
ko:K04771	bsut:BSUB_03523
ko:K15664	bsut:BSUB_01972
ko:K01400	bsut:BSUB_01599
ko:K04771	bsut:BSUB_01407
ko:K19302	bsut:BSUB_03887
ko:K19405	bsut:BSUB_00113
ko:K19411	bsut:BSUB_00112
ko:K00526	bsut:BSUB_02159
ko:K00525	bsut:BSUB_02162
ko:K00525	bsut:BSUB_01869
ko:K19432	bsut:BSUB_04059
ko:K00903	bsut:BSUB_03663
ko:K19419	bsut:BSUB_03658
ko:K19423	bsut:BSUB_03660
ko:K19425	bsut:BSUB_03657
ko:K03574	bsut:BSUB_03252
ko:K19428	bsut:BSUB_03653
ko:K19431	bsut:BSUB_03650
ko:K15665	bsut:BSUB_01971
ko:K19418	bsut:BSUB_03654
ko:K02031	bsut:BSUB_01235
ko:K18567	bsut:BSUB_00638
ko:K19550	bsut:BSUB_04004
ko:K00561	bsut:BSUB_10005
ko:K02483	bsut:BSUB_03701
ko:K06418	bsut:BSUB_03147
ko:K06881	bsut:BSUB_03115
ko:K03483	bsut:BSUB_00469
ko:K11625	bsut:BSUB_00599
ko:K16248	bsut:BSUB_00683
ko:K00887	bsut:BSUB_02708
ko:K01906	bsut:BSUB_03213
ko:K21755	bsut:BSUB_00411
ko:K06440	bsut:BSUB_02876
ko:K19552	bsut:BSUB_04006
ko:K19549	bsut:BSUB_04005
ko:K19548	bsut:BSUB_04008
ko:K19547	bsut:BSUB_04009
ko:K08164	bsut:BSUB_00238
ko:K19707	bsut:BSUB_03638
ko:K14228	bsut:BSUB_00968
ko:K14233	bsut:BSUB_00954
ko:K14221	bsut:BSUB_00655
ko:K14221	bsut:BSUB_04290
ko:K14221	bsut:BSUB_03296
ko:K14221	bsut:BSUB_00958
ko:K14223	bsut:BSUB_00221
ko:K14223	bsut:BSUB_00526
ko:K14223	bsut:BSUB_00964
ko:K19701	bsut:BSUB_04085
ko:K14227	bsut:BSUB_00009
ko:K14227	bsut:BSUB_00031
ko:K14227	bsut:BSUB_03292
ko:K14232	bsut:BSUB_00106
ko:K14232	bsut:BSUB_00194
ko:K14232	bsut:BSUB_03302
ko:K14222	bsut:BSUB_00966
ko:K14218	bsut:BSUB_03329
ko:K01258	bsut:BSUB_02564
ko:K14234	bsut:BSUB_00100
ko:K14234	bsut:BSUB_03308
ko:K14234	bsut:BSUB_00960
ko:K14234	bsut:BSUB_00219
ko:K14219	bsut:BSUB_03022
ko:K14223	bsut:BSUB_02653
ko:K07119	bsut:BSUB_00819
ko:K00547	bsut:BSUB_01198
ko:K00297	bsut:BSUB_01198
ko:K19802	bsut:BSUB_01415
ko:K19955	bsut:BSUB_03355
ko:K01342	bsut:BSUB_01127
ko:K05770	bsut:BSUB_03283
ko:K19955	bsut:BSUB_03354
ko:K20074	bsut:BSUB_01707
ko:K18907	bsut:BSUB_01185
ko:K12132	bsut:BSUB_01708
ko:K20201	bsut:BSUB_03928
ko:K20116	bsut:BSUB_01514
ko:K20117	bsut:BSUB_01514
ko:K20118	bsut:BSUB_01514
ko:K02763	bsut:BSUB_00283
ko:K02764	bsut:BSUB_00283
ko:K02765	bsut:BSUB_00283
ko:K21613	bsut:BSUB_04189
ko:K11196	bsut:BSUB_02887
ko:K20389	bsut:BSUB_00756
ko:K01612	bsut:BSUB_00413
ko:K18889	bsut:BSUB_01066
ko:K20534	bsut:BSUB_01405
ko:K06339	bsut:BSUB_01317
ko:K08884	bsut:BSUB_00079
ko:K08884	bsut:BSUB_00251
ko:K18890	bsut:BSUB_01067
ko:K20534	bsut:BSUB_00934
ko:K17474	bsut:BSUB_03736
ko:K21759	bsut:BSUB_00414
ko:K20628	bsut:BSUB_02003
ko:K22103	bsut:BSUB_03864
ko:K01179	bsut:BSUB_01951
ko:K20344	bsut:BSUB_02310
ko:K20742	bsut:BSUB_01416
ko:K07258	bsut:BSUB_02488
ko:K22106	bsut:BSUB_02899
ko:K01271	bsut:BSUB_01510
ko:K01208	bsut:BSUB_03691
ko:K21029	bsut:BSUB_01554
ko:K20895	bsut:BSUB_01665
ko:K03148	bsut:BSUB_01272
ko:K21064	bsut:BSUB_03818
ko:K21023	bsut:BSUB_01460
ko:K08968	bsut:BSUB_03154
ko:K00821	bsut:BSUB_01221
ko:K21064	bsut:BSUB_00457
ko:K00435	bsut:BSUB_04003
ko:K00526	bsut:BSUB_01870
ko:K17733	bsut:BSUB_00330
ko:K01520	bsut:BSUB_02157
ko:K00558	bsut:BSUB_02182
ko:K07474	bsut:BSUB_01368
ko:K06909	bsut:BSUB_01369
ko:K00287	bsut:BSUB_02346
ko:K00560	bsut:BSUB_02347
ko:K00857	bsut:BSUB_03941
ko:K00558	bsut:BSUB_00673
ko:K00558	bsut:BSUB_00674
ko:K02314	bsut:BSUB_04295
ko:K03553	bsut:BSUB_01825
ko:K02316	bsut:BSUB_02698
ko:K06217	bsut:BSUB_02711
ko:K01493	bsut:BSUB_02736
ko:K01174	bsut:BSUB_01894
ko:K01520	bsut:BSUB_01898
ko:K00560	bsut:BSUB_01901
ko:K06909	bsut:BSUB_02797
ko:K07455	bsut:BSUB_02807
ko:K03546	bsut:BSUB_01162
ko:K05799	bsut:BSUB_03646
ko:K05375	bsut:BSUB_03413
ko:K00980	bsut:BSUB_03801
ko:K21285	bsut:BSUB_03809
ko:K03328	bsut:BSUB_00068
ko:K03293	bsut:BSUB_00254
ko:K03293	bsut:BSUB_03243
ko:K00980	bsut:BSUB_03807
ko:K02483	bsut:BSUB_02822
ko:K02335	bsut:BSUB_03097
ko:K21416	bsut:BSUB_00881
ko:K07741	bsut:BSUB_02224
ko:K21417	bsut:BSUB_00882
ko:K06607	bsut:BSUB_04220
ko:K13281	bsut:BSUB_03955
ko:K02101	bsut:BSUB_03065
ko:K21405	bsut:BSUB_00885
ko:K21464	bsut:BSUB_03986
ko:K21481	bsut:BSUB_01107
ko:K03892	bsut:BSUB_02759
ko:K21465	bsut:BSUB_02677
ko:K21467	bsut:BSUB_00467
ko:K21468	bsut:BSUB_02913
ko:K09809	bsut:BSUB_03805
ko:K21567	bsut:BSUB_00376
ko:K21487	bsut:BSUB_02046
ko:K21492	bsut:BSUB_02765
ko:K21493	bsut:BSUB_04171
ko:K21494	bsut:BSUB_04170
ko:K21601	bsut:BSUB_00447
ko:K21600	bsut:BSUB_03580
ko:K21567	bsut:BSUB_03429
ko:K21488	bsut:BSUB_02045
ko:K21489	bsut:BSUB_02322
ko:K21490	bsut:BSUB_02321
ko:K21491	bsut:BSUB_02764
ko:K21743	bsut:BSUB_03894
ko:K21745	bsut:BSUB_02881
ko:K11923	bsut:BSUB_01051
ko:K21701	bsut:BSUB_00208
ko:K21802	bsut:BSUB_00809
ko:K21902	bsut:BSUB_00813
ko:K21935	bsut:BSUB_02122
ko:K19302	bsut:BSUB_02115
ko:K06299	bsut:BSUB_03398
ko:K21959	bsut:BSUB_03515
ko:K21959	bsut:BSUB_01981
ko:K18244	bsut:BSUB_02589
ko:K00680	bsut:BSUB_03129
ko:K22043	bsut:BSUB_02058
ko:K00754	bsut:BSUB_02413
ko:K21960	bsut:BSUB_03130
ko:K21993	bsut:BSUB_02902
ko:K01463	bsut:BSUB_02414
ko:K22135	bsut:BSUB_02094
ko:K22136	bsut:BSUB_01642
ko:K14274	bsut:BSUB_03545
ko:K03595	bsut:BSUB_02706
ko:K22132	bsut:BSUB_02938
ko:K22109	bsut:BSUB_03321
ko:K01932	bsut:BSUB_03823
ko:K22116	bsut:BSUB_03822
ko:K22230	bsut:BSUB_03332
ko:K22187	bsut:BSUB_00295
ko:K03547	bsut:BSUB_01087
ko:K22278	bsut:BSUB_01318
ko:K03077	bsut:BSUB_03066
ko:K22301	bsut:BSUB_03602
ko:K22299	bsut:BSUB_03595
ko:K02257	bsut:BSUB_01316
ko:K02257	bsut:BSUB_01617
ko:K22299	bsut:BSUB_03594
ko:K22301	bsut:BSUB_03612
ko:K09988	bsut:BSUB_00473
ko:K13566	bsut:BSUB_01477
ko:K18672	bsut:BSUB_02090
ko:K22441	bsut:BSUB_03433
ko:K22579	bsut:BSUB_02025
