ko:K19296	ppb:PPUBIRD1_4283
ko:K02519	ppb:PPUBIRD1_4413
ko:K02600	ppb:PPUBIRD1_4414
ko:K09748	ppb:PPUBIRD1_4415
ko:K03075	ppb:PPUBIRD1_4416
ko:K01803	ppb:PPUBIRD1_4417
ko:K03431	ppb:PPUBIRD1_4418
ko:K00796	ppb:PPUBIRD1_4419
ko:K03798	ppb:PPUBIRD1_4420
ko:K07574	ppb:PPUBIRD1_4422
ko:K03624	ppb:PPUBIRD1_4424
ko:K01955	ppb:PPUBIRD1_4425
ko:K01956	ppb:PPUBIRD1_4426
ko:K00215	ppb:PPUBIRD1_4427
ko:K03686	ppb:PPUBIRD1_4428
ko:K04043	ppb:PPUBIRD1_4429
ko:K03687	ppb:PPUBIRD1_4430
ko:K03631	ppb:PPUBIRD1_4432
ko:K06186	ppb:PPUBIRD1_4434
ko:K03664	ppb:PPUBIRD1_4436
ko:K03303	ppb:PPUBIRD1_4438
ko:K18968	ppb:PPUBIRD1_1198
ko:K01354	ppb:PPUBIRD1_1316
ko:K07160	ppb:PPUBIRD1_1322
ko:K09989	ppb:PPUBIRD1_1325
ko:K01738	ppb:PPUBIRD1_1328
ko:K00906	ppb:PPUBIRD1_1333
ko:K00243	ppb:PPUBIRD1_1335
ko:K07058	ppb:PPUBIRD1_1338
ko:K01462	ppb:PPUBIRD1_1339
ko:K03088	ppb:PPUBIRD1_1344
ko:K01915	ppb:PPUBIRD1_1351
ko:K03578	ppb:PPUBIRD1_1352
ko:K09919	ppb:PPUBIRD1_1356
ko:K07010	ppb:PPUBIRD1_2194
ko:K00285	ppb:PPUBIRD1_2196
ko:K02029	ppb:PPUBIRD1_2197
ko:K02029	ppb:PPUBIRD1_2198
ko:K00832	ppb:PPUBIRD1_2203
ko:K03837	ppb:PPUBIRD1_2204
ko:K11065	ppb:PPUBIRD1_2206
ko:K07799	ppb:PPUBIRD1_2207
ko:K07788	ppb:PPUBIRD1_2208
ko:K07789	ppb:PPUBIRD1_2209
ko:K03088	ppb:PPUBIRD1_2215
ko:K01438	ppb:PPUBIRD1_2223
ko:K05358	ppb:PPUBIRD1_2225
ko:K07088	ppb:PPUBIRD1_2233
ko:K02001	ppb:PPUBIRD1_2235
ko:K02002	ppb:PPUBIRD1_2236
ko:K07084	ppb:PPUBIRD1_2238
ko:K03543	ppb:PPUBIRD1_2245
ko:K03446	ppb:PPUBIRD1_2246
ko:K02624	ppb:PPUBIRD1_3071
ko:K00014	ppb:PPUBIRD1_3072
ko:K08191	ppb:PPUBIRD1_3076
ko:K02015	ppb:PPUBIRD1_3086
ko:K02015	ppb:PPUBIRD1_3087
ko:K02013	ppb:PPUBIRD1_3088
ko:K02016	ppb:PPUBIRD1_3089
ko:K09857	ppb:PPUBIRD1_3102
ko:K06192	ppb:PPUBIRD1_3103
ko:K03808	ppb:PPUBIRD1_3104
ko:K03808	ppb:PPUBIRD1_3105
ko:K06911	ppb:PPUBIRD1_3115
ko:K00363	ppb:PPUBIRD1_3911
ko:K00362	ppb:PPUBIRD1_3912
ko:K01265	ppb:PPUBIRD1_3914
ko:K03554	ppb:PPUBIRD1_3915
ko:K03710	ppb:PPUBIRD1_3920
ko:K09760	ppb:PPUBIRD1_3923
ko:K06076	ppb:PPUBIRD1_3928
ko:K00432	ppb:PPUBIRD1_3931
ko:K02233	ppb:PPUBIRD1_3936
ko:K00768	ppb:PPUBIRD1_3938
ko:K02231	ppb:PPUBIRD1_3939
ko:K02232	ppb:PPUBIRD1_3940
ko:K02225	ppb:PPUBIRD1_3941
ko:K02227	ppb:PPUBIRD1_3942
ko:K04719	ppb:PPUBIRD1_3943
ko:K02224	ppb:PPUBIRD1_3944
ko:K10763	ppb:PPUBIRD1_3948
ko:K09938	ppb:PPUBIRD1_3950
ko:K01933	ppb:PPUBIRD1_3952
ko:K11175	ppb:PPUBIRD1_3953
ko:K09912	ppb:PPUBIRD1_3959
ko:K03215	ppb:PPUBIRD1_3962
ko:K12339	ppb:PPUBIRD1_3963
ko:K03832	ppb:PPUBIRD1_4782
ko:K07735	ppb:PPUBIRD1_4783
ko:K07447	ppb:PPUBIRD1_4784
ko:K02825	ppb:PPUBIRD1_4785
ko:K00609	ppb:PPUBIRD1_4786
ko:K01465	ppb:PPUBIRD1_4787
ko:K01419	ppb:PPUBIRD1_4788
ko:K03667	ppb:PPUBIRD1_4789
ko:K03821	ppb:PPUBIRD1_4791
ko:K03821	ppb:PPUBIRD1_4793
ko:K03183	ppb:PPUBIRD1_4799
ko:K03690	ppb:PPUBIRD1_4800
ko:K03688	ppb:PPUBIRD1_4801
ko:K03116	ppb:PPUBIRD1_4804
ko:K03117	ppb:PPUBIRD1_4805
ko:K03118	ppb:PPUBIRD1_4806
ko:K03669	ppb:PPUBIRD1_4813
ko:K03670	ppb:PPUBIRD1_4814
ko:K07560	ppb:PPUBIRD1_4815
ko:K01468	ppb:PPUBIRD1_4818
ko:K01745	ppb:PPUBIRD1_4820
ko:K01712	ppb:PPUBIRD1_4821
ko:K09975	ppb:PPUBIRD1_4823
ko:K05836	ppb:PPUBIRD1_4824
ko:K03098	ppb:PPUBIRD1_4826
ko:K03841	ppb:PPUBIRD1_4829
ko:K00688	ppb:PPUBIRD1_4830
ko:K06940	ppb:PPUBIRD1_4831
ko:K06207	ppb:PPUBIRD1_4833
ko:K03151	ppb:PPUBIRD1_4834
ko:K01915	ppb:PPUBIRD1_4835
ko:K07708	ppb:PPUBIRD1_4837
ko:K14230	ppb:PPUBIRD1_t0061
ko:K14225	ppb:PPUBIRD1_t0019
ko:K14225	ppb:PPUBIRD1_t0035
ko:K14225	ppb:PPUBIRD1_t0037
ko:K14225	ppb:PPUBIRD1_t0038
ko:K12262	ppb:PPUBIRD1_2849
ko:K12262	ppb:PPUBIRD1_4768
ko:K03320	ppb:PPUBIRD1_3545
ko:K00131	ppb:PPUBIRD1_2348
ko:K14232	ppb:PPUBIRD1_t0008
ko:K07267	ppb:PPUBIRD1_2224
ko:K02858	ppb:PPUBIRD1_0570
ko:K07017	ppb:PPUBIRD1_0572
ko:K01507	ppb:PPUBIRD1_0587
ko:K00575	ppb:PPUBIRD1_1450
ko:K00241	ppb:PPUBIRD1_1659
ko:K00647	ppb:PPUBIRD1_1677
ko:K02014	ppb:PPUBIRD1_1681
ko:K01243	ppb:PPUBIRD1_2521
ko:K02824	ppb:PPUBIRD1_0791
ko:K00564	ppb:PPUBIRD1_0808
ko:K00666	ppb:PPUBIRD1_0810
ko:K16053	ppb:PPUBIRD1_1364
ko:K10022	ppb:PPUBIRD1_1415
ko:K16087	ppb:PPUBIRD1_1056
ko:K06603	ppb:PPUBIRD1_1466
ko:K02454	ppb:PPUBIRD1_2310
ko:K06147	ppb:PPUBIRD1_2323
ko:K00666	ppb:PPUBIRD1_2334
ko:K04750	ppb:PPUBIRD1_2347
ko:K00852	ppb:PPUBIRD1_3220
ko:K10440	ppb:PPUBIRD1_3222
ko:K03316	ppb:PPUBIRD1_4028
ko:K00674	ppb:PPUBIRD1_4030
ko:K01439	ppb:PPUBIRD1_4035
ko:K00939	ppb:PPUBIRD1_4053
ko:K06889	ppb:PPUBIRD1_4059
ko:K07019	ppb:PPUBIRD1_4907
ko:K01011	ppb:PPUBIRD1_4908
ko:K10563	ppb:PPUBIRD1_4915
ko:K02010	ppb:PPUBIRD1_4927
ko:K00058	ppb:PPUBIRD1_4946
ko:K02051	ppb:PPUBIRD1_2540
ko:K02049	ppb:PPUBIRD1_2542
ko:K02050	ppb:PPUBIRD1_2543
ko:K03776	ppb:PPUBIRD1_3397
ko:K03406	ppb:PPUBIRD1_3405
ko:K01262	ppb:PPUBIRD1_3416
ko:K06889	ppb:PPUBIRD1_3418
ko:K01692	ppb:PPUBIRD1_3434
ko:K00626	ppb:PPUBIRD1_3436
ko:K03635	ppb:PPUBIRD1_4267
ko:K00066	ppb:PPUBIRD1_4273
ko:K14219	ppb:PPUBIRD1_t0047
ko:K02029	ppb:PPUBIRD1_0307
ko:K14236	ppb:PPUBIRD1_t0001
ko:K16077	ppb:PPUBIRD1_2474
ko:K02029	ppb:PPUBIRD1_0306
ko:K10025	ppb:PPUBIRD1_1418
ko:K10023	ppb:PPUBIRD1_1417
ko:K10024	ppb:PPUBIRD1_1416
ko:K03153	ppb:PPUBIRD1_0663
ko:K02433	ppb:PPUBIRD1_0664
ko:K02653	ppb:PPUBIRD1_0686
ko:K03299	ppb:PPUBIRD1_0697
ko:K02200	ppb:PPUBIRD1_1531
ko:K02200	ppb:PPUBIRD1_1532
ko:K08167	ppb:PPUBIRD1_1551
ko:K00548	ppb:PPUBIRD1_3310
ko:K02014	ppb:PPUBIRD1_2426
ko:K07793	ppb:PPUBIRD1_4141
ko:K07120	ppb:PPUBIRD1_4142
ko:K01081	ppb:PPUBIRD1_4143
ko:K02014	ppb:PPUBIRD1_2432
ko:K00059	ppb:PPUBIRD1_2441
ko:K05794	ppb:PPUBIRD1_2459
ko:K06183	ppb:PPUBIRD1_4149
ko:K01607	ppb:PPUBIRD1_4179
ko:K09806	ppb:PPUBIRD1_5030
ko:K00124	ppb:PPUBIRD1_0529
ko:K00127	ppb:PPUBIRD1_0530
ko:K01424	ppb:PPUBIRD1_0534
ko:K01784	ppb:PPUBIRD1_0542
ko:K02004	ppb:PPUBIRD1_0547
ko:K03307	ppb:PPUBIRD1_1375
ko:K03776	ppb:PPUBIRD1_1378
ko:K03498	ppb:PPUBIRD1_1392
ko:K01724	ppb:PPUBIRD1_1410
ko:K01474	ppb:PPUBIRD1_2280
ko:K03405	ppb:PPUBIRD1_2291
ko:K00598	ppb:PPUBIRD1_3132
ko:K00059	ppb:PPUBIRD1_3142
ko:K00799	ppb:PPUBIRD1_3146
ko:K00058	ppb:PPUBIRD1_3152
ko:K01081	ppb:PPUBIRD1_3154
ko:K03743	ppb:PPUBIRD1_3988
ko:K05524	ppb:PPUBIRD1_3991
ko:K03087	ppb:PPUBIRD1_3992
ko:K00121	ppb:PPUBIRD1_3999
ko:K11105	ppb:PPUBIRD1_4855
ko:K02428	ppb:PPUBIRD1_4889
ko:K09471	ppb:PPUBIRD1_3233
ko:K01585	ppb:PPUBIRD1_0617
ko:K00059	ppb:PPUBIRD1_0631
ko:K00626	ppb:PPUBIRD1_0632
ko:K03406	ppb:PPUBIRD1_0634
ko:K07213	ppb:PPUBIRD1_0638
ko:K07031	ppb:PPUBIRD1_1475
ko:K10942	ppb:PPUBIRD1_1487
ko:K10943	ppb:PPUBIRD1_1488
ko:K02414	ppb:PPUBIRD1_1498
ko:K02193	ppb:PPUBIRD1_1524
ko:K03299	ppb:PPUBIRD1_2372
ko:K00851	ppb:PPUBIRD1_2373
ko:K03406	ppb:PPUBIRD1_2375
ko:K01692	ppb:PPUBIRD1_2488
ko:K07027	ppb:PPUBIRD1_2511
ko:K02004	ppb:PPUBIRD1_3369
ko:K03406	ppb:PPUBIRD1_4191
ko:K14335	ppb:PPUBIRD1_4192
ko:K06986	ppb:PPUBIRD1_4193
ko:K03442	ppb:PPUBIRD1_4209
ko:K02035	ppb:PPUBIRD1_5077
ko:K07657	ppb:PPUBIRD1_5112
ko:K03386	ppb:PPUBIRD1_3243
ko:K05794	ppb:PPUBIRD1_3244
ko:K02014	ppb:PPUBIRD1_3267
ko:K04763	ppb:PPUBIRD1_4091
ko:K02014	ppb:PPUBIRD1_4113
ko:K02454	ppb:PPUBIRD1_4985
ko:K01262	ppb:PPUBIRD1_4995
ko:K01934	ppb:PPUBIRD1_4999
ko:K00104	ppb:PPUBIRD1_2017
ko:K14235	ppb:PPUBIRD1_t0004
ko:K16074	ppb:PPUBIRD1_3567
ko:K03535	ppb:PPUBIRD1_2192
ko:K01424	ppb:PPUBIRD1_1205
ko:K00799	ppb:PPUBIRD1_1207
ko:K07660	ppb:PPUBIRD1_1227
ko:K01607	ppb:PPUBIRD1_2138
ko:K13636	ppb:PPUBIRD1_2991
ko:K01011	ppb:PPUBIRD1_4694
ko:K01515	ppb:PPUBIRD1_4706
ko:K11085	ppb:PPUBIRD1_4718
ko:K02657	ppb:PPUBIRD1_4779
ko:K11734	ppb:PPUBIRD1_1405
ko:K03566	ppb:PPUBIRD1_4167
ko:K05844	ppb:PPUBIRD1_0275
ko:K01082	ppb:PPUBIRD1_0288
ko:K02014	ppb:PPUBIRD1_0294
ko:K03614	ppb:PPUBIRD1_1145
ko:K03617	ppb:PPUBIRD1_1146
ko:K03593	ppb:PPUBIRD1_1148
ko:K07116	ppb:PPUBIRD1_1157
ko:K02004	ppb:PPUBIRD1_2028
ko:K02030	ppb:PPUBIRD1_2079
ko:K00059	ppb:PPUBIRD1_2917
ko:K02014	ppb:PPUBIRD1_3765
ko:K01692	ppb:PPUBIRD1_3766
ko:K06889	ppb:PPUBIRD1_3783
ko:K00799	ppb:PPUBIRD1_3791
ko:K03406	ppb:PPUBIRD1_3793
ko:K00595	ppb:PPUBIRD1_4617
ko:K01916	ppb:PPUBIRD1_4657
ko:K00568	ppb:PPUBIRD1_3848
ko:K02116	ppb:PPUBIRD1_0065
ko:K03499	ppb:PPUBIRD1_0094
ko:K07338	ppb:PPUBIRD1_0960
ko:K02433	ppb:PPUBIRD1_0982
ko:K07393	ppb:PPUBIRD1_1816
ko:K11179	ppb:PPUBIRD1_1818
ko:K03498	ppb:PPUBIRD1_1840
ko:K02033	ppb:PPUBIRD1_1849
ko:K03286	ppb:PPUBIRD1_3563
ko:K00970	ppb:PPUBIRD1_4398
ko:K03177	ppb:PPUBIRD1_4411
ko:K02427	ppb:PPUBIRD1_4421
ko:K03711	ppb:PPUBIRD1_4433
ko:K00101	ppb:PPUBIRD1_4439
ko:K02035	ppb:PPUBIRD1_1848
ko:K02067	ppb:PPUBIRD1_0169
ko:K00799	ppb:PPUBIRD1_0212
ko:K01478	ppb:PPUBIRD1_1051
ko:K00845	ppb:PPUBIRD1_1061
ko:K00088	ppb:PPUBIRD1_1081
ko:K02017	ppb:PPUBIRD1_1950
ko:K00383	ppb:PPUBIRD1_1960
ko:K02052	ppb:PPUBIRD1_1962
ko:K02055	ppb:PPUBIRD1_1965
ko:K11209	ppb:PPUBIRD1_2802
ko:K03768	ppb:PPUBIRD1_2833
ko:K07116	ppb:PPUBIRD1_2835
ko:K08086	ppb:PPUBIRD1_3677
ko:K01885	ppb:PPUBIRD1_3692
ko:K02342	ppb:PPUBIRD1_4524
ko:K14234	ppb:PPUBIRD1_t0003
ko:K14234	ppb:PPUBIRD1_t0010
ko:K03406	ppb:PPUBIRD1_0824
ko:K00882	ppb:PPUBIRD1_0839
ko:K03469	ppb:PPUBIRD1_1707
ko:K02342	ppb:PPUBIRD1_1708
ko:K02014	ppb:PPUBIRD1_1713
ko:K02014	ppb:PPUBIRD1_2577
ko:K03606	ppb:PPUBIRD1_2590
ko:K01784	ppb:PPUBIRD1_2604
ko:K14162	ppb:PPUBIRD1_2616
ko:K02014	ppb:PPUBIRD1_1698
ko:K01480	ppb:PPUBIRD1_3455
ko:K00124	ppb:PPUBIRD1_3467
ko:K00127	ppb:PPUBIRD1_3468
ko:K00616	ppb:PPUBIRD1_3486
ko:K02014	ppb:PPUBIRD1_4301
ko:K00626	ppb:PPUBIRD1_4333
ko:K07675	ppb:PPUBIRD1_3005
ko:K07506	ppb:PPUBIRD1_4300
ko:K01719	ppb:PPUBIRD1_0217
ko:K02454	ppb:PPUBIRD1_1097
ko:K02463	ppb:PPUBIRD1_1105
ko:K02010	ppb:PPUBIRD1_1128
ko:K03386	ppb:PPUBIRD1_1134
ko:K03613	ppb:PPUBIRD1_1143
ko:K03612	ppb:PPUBIRD1_1144
ko:K09815	ppb:PPUBIRD1_1980
ko:K10531	ppb:PPUBIRD1_1985
ko:K01759	ppb:PPUBIRD1_1996
ko:K02228	ppb:PPUBIRD1_1999
ko:K00575	ppb:PPUBIRD1_2002
ko:K00626	ppb:PPUBIRD1_2008
ko:K00799	ppb:PPUBIRD1_2020
ko:K02055	ppb:PPUBIRD1_2865
ko:K03406	ppb:PPUBIRD1_2874
ko:K02619	ppb:PPUBIRD1_3706
ko:K00059	ppb:PPUBIRD1_3709
ko:K06179	ppb:PPUBIRD1_3717
ko:K01104	ppb:PPUBIRD1_3721
ko:K02238	ppb:PPUBIRD1_3727
ko:K06445	ppb:PPUBIRD1_3732
ko:K07305	ppb:PPUBIRD1_3742
ko:K00569	ppb:PPUBIRD1_3745
ko:K07126	ppb:PPUBIRD1_4568
ko:K01297	ppb:PPUBIRD1_4582
ko:K07258	ppb:PPUBIRD1_4586
ko:K08305	ppb:PPUBIRD1_4588
ko:K05595	ppb:PPUBIRD1_4609
ko:K10914	ppb:PPUBIRD1_0461
ko:K01835	ppb:PPUBIRD1_2214
ko:K02014	ppb:PPUBIRD1_2217
ko:K11312	ppb:PPUBIRD1_2226
ko:K03406	ppb:PPUBIRD1_2237
ko:K00666	ppb:PPUBIRD1_2241
ko:K06147	ppb:PPUBIRD1_3084
ko:K06147	ppb:PPUBIRD1_3085
ko:K04765	ppb:PPUBIRD1_3960
ko:K01496	ppb:PPUBIRD1_4802
ko:K01523	ppb:PPUBIRD1_4803
ko:K03406	ppb:PPUBIRD1_4808
ko:K03406	ppb:PPUBIRD1_4809
ko:K01259	ppb:PPUBIRD1_4816
ko:K01479	ppb:PPUBIRD1_4817
ko:K04093	ppb:PPUBIRD1_4836
ko:K03455	ppb:PPUBIRD1_0024
ko:K01092	ppb:PPUBIRD1_0889
ko:K04488	ppb:PPUBIRD1_0894
ko:K13628	ppb:PPUBIRD1_0895
ko:K00380	ppb:PPUBIRD1_0911
ko:K07126	ppb:PPUBIRD1_0914
ko:K00666	ppb:PPUBIRD1_1761
ko:K00700	ppb:PPUBIRD1_1766
ko:K00033	ppb:PPUBIRD1_1777
ko:K00784	ppb:PPUBIRD1_1787
ko:K01692	ppb:PPUBIRD1_1790
ko:K06910	ppb:PPUBIRD1_2637
ko:K03769	ppb:PPUBIRD1_2641
ko:K01907	ppb:PPUBIRD1_2649
ko:K03769	ppb:PPUBIRD1_2650
ko:K00567	ppb:PPUBIRD1_2659
ko:K00666	ppb:PPUBIRD1_2661
ko:K06149	ppb:PPUBIRD1_3520
ko:K03406	ppb:PPUBIRD1_3533
ko:K06147	ppb:PPUBIRD1_3534
ko:K04085	ppb:PPUBIRD1_3537
ko:K03776	ppb:PPUBIRD1_3540
ko:K06177	ppb:PPUBIRD1_3541
ko:K07054	ppb:PPUBIRD1_4353
ko:K03406	ppb:PPUBIRD1_4354
ko:K07028	ppb:PPUBIRD1_4384
ko:K04063	ppb:PPUBIRD1_0117
ko:K02274	ppb:PPUBIRD1_0132
ko:K02258	ppb:PPUBIRD1_0133
ko:K09815	ppb:PPUBIRD1_0148
ko:K13590	ppb:PPUBIRD1_0157
ko:K01679	ppb:PPUBIRD1_0997
ko:K11189	ppb:PPUBIRD1_1001
ko:K02806	ppb:PPUBIRD1_1003
ko:K02067	ppb:PPUBIRD1_1013
ko:K04774	ppb:PPUBIRD1_1885
ko:K13953	ppb:PPUBIRD1_1896
ko:K00626	ppb:PPUBIRD1_3599
ko:K00389	ppb:PPUBIRD1_3607
ko:K07114	ppb:PPUBIRD1_3623
ko:K07114	ppb:PPUBIRD1_3624
ko:K02441	ppb:PPUBIRD1_3637
ko:K00219	ppb:PPUBIRD1_3643
ko:K02028	ppb:PPUBIRD1_4457
ko:K02014	ppb:PPUBIRD1_4461
ko:K02342	ppb:PPUBIRD1_0389
ko:K07182	ppb:PPUBIRD1_0390
ko:K00652	ppb:PPUBIRD1_0400
ko:K01409	ppb:PPUBIRD1_0428
ko:K00974	ppb:PPUBIRD1_0432
ko:K01525	ppb:PPUBIRD1_0437
ko:K03560	ppb:PPUBIRD1_1257
ko:K03406	ppb:PPUBIRD1_1266
ko:K03548	ppb:PPUBIRD1_1272
ko:K03406	ppb:PPUBIRD1_2146
ko:K02049	ppb:PPUBIRD1_2152
ko:K02051	ppb:PPUBIRD1_2153
ko:K02050	ppb:PPUBIRD1_2154
ko:K03406	ppb:PPUBIRD1_3037
ko:K01679	ppb:PPUBIRD1_3858
ko:K09898	ppb:PPUBIRD1_3866
ko:K06177	ppb:PPUBIRD1_3886
ko:K02055	ppb:PPUBIRD1_3891
ko:K02052	ppb:PPUBIRD1_3895
ko:K02348	ppb:PPUBIRD1_4740
ko:K03316	ppb:PPUBIRD1_4759
ko:K00274	ppb:PPUBIRD1_4769
ko:K02487	ppb:PPUBIRD1_4775
ko:K06596	ppb:PPUBIRD1_4775
ko:K02660	ppb:PPUBIRD1_4776
ko:K02659	ppb:PPUBIRD1_4777
ko:K02658	ppb:PPUBIRD1_4778
ko:K03406	ppb:PPUBIRD1_0347
ko:K03406	ppb:PPUBIRD1_0350
ko:K07304	ppb:PPUBIRD1_0368
ko:K02843	ppb:PPUBIRD1_0375
ko:K07394	ppb:PPUBIRD1_4950
ko:K00355	ppb:PPUBIRD1_3259
ko:K16345	ppb:PPUBIRD1_1822
ko:K01800	ppb:PPUBIRD1_4314
ko:K14219	ppb:PPUBIRD1_t0064
ko:K14237	ppb:PPUBIRD1_t0031
ko:K14237	ppb:PPUBIRD1_t0041
ko:K14221	ppb:PPUBIRD1_t0032
ko:K14221	ppb:PPUBIRD1_t0042
ko:K14221	ppb:PPUBIRD1_t0044
ko:K14221	ppb:PPUBIRD1_t0043
ko:K02617	ppb:PPUBIRD1_2487
ko:K07165	ppb:PPUBIRD1_0745
ko:K02303	ppb:PPUBIRD1_3562
ko:K01980	ppb:PPUBIRD1_r0012
ko:K01980	ppb:PPUBIRD1_r0005
ko:K01980	ppb:PPUBIRD1_r0015
ko:K01980	ppb:PPUBIRD1_r0002
ko:K01980	ppb:PPUBIRD1_r0018
ko:K01980	ppb:PPUBIRD1_r0021
ko:K01980	ppb:PPUBIRD1_r0009
ko:K07038	ppb:PPUBIRD1_2564
ko:K14230	ppb:PPUBIRD1_t0028
ko:K00209	ppb:PPUBIRD1_4331
ko:K02052	ppb:PPUBIRD1_4074
ko:K02055	ppb:PPUBIRD1_4073
ko:K02054	ppb:PPUBIRD1_0451
ko:K02055	ppb:PPUBIRD1_0450
ko:K01659	ppb:PPUBIRD1_3351
ko:K20542	ppb:PPUBIRD1_3053
ko:K12981	ppb:PPUBIRD1_2660
ko:K07346	ppb:PPUBIRD1_3326
ko:K07782	ppb:PPUBIRD1_4343
ko:K13053	ppb:PPUBIRD1_3512
ko:K16514	ppb:PPUBIRD1_3171
ko:K01069	ppb:PPUBIRD1_1705
ko:K16515	ppb:PPUBIRD1_3169
ko:K16516	ppb:PPUBIRD1_3168
ko:K10831	ppb:PPUBIRD1_0258
ko:K02054	ppb:PPUBIRD1_1964
ko:K02054	ppb:PPUBIRD1_3893
ko:K14268	ppb:PPUBIRD1_0237
ko:K00355	ppb:PPUBIRD1_2042
ko:K11747	ppb:PPUBIRD1_5040
ko:K16165	ppb:PPUBIRD1_3908
ko:K07232	ppb:PPUBIRD1_5007
ko:K16517	ppb:PPUBIRD1_3167
ko:K18297	ppb:PPUBIRD1_2908
ko:K16322	ppb:PPUBIRD1_4189
ko:K11734	ppb:PPUBIRD1_0978
ko:K04099	ppb:PPUBIRD1_3165
ko:K12252	ppb:PPUBIRD1_2041
ko:K05799	ppb:PPUBIRD1_4437
ko:K11735	ppb:PPUBIRD1_0311
ko:K11735	ppb:PPUBIRD1_3134
ko:K01739	ppb:PPUBIRD1_0702
ko:K16235	ppb:PPUBIRD1_0703
ko:K01985	ppb:PPUBIRD1_r0007
ko:K01985	ppb:PPUBIRD1_r0003
ko:K01985	ppb:PPUBIRD1_r0010
ko:K01985	ppb:PPUBIRD1_r0020
ko:K01985	ppb:PPUBIRD1_r0016
ko:K01985	ppb:PPUBIRD1_r0006
ko:K01985	ppb:PPUBIRD1_r0013
ko:K01985	ppb:PPUBIRD1_r0017
ko:K14234	ppb:PPUBIRD1_t0063
ko:K14231	ppb:PPUBIRD1_t0062
ko:K14225	ppb:PPUBIRD1_t0002
ko:K14220	ppb:PPUBIRD1_t0007
ko:K14220	ppb:PPUBIRD1_t0023
ko:K14230	ppb:PPUBIRD1_t0060
ko:K14223	ppb:PPUBIRD1_t0051
ko:K14223	ppb:PPUBIRD1_t0059
ko:K14228	ppb:PPUBIRD1_t0058
ko:K14233	ppb:PPUBIRD1_t0033
ko:K14218	ppb:PPUBIRD1_t0039
ko:K14218	ppb:PPUBIRD1_t0046
ko:K14218	ppb:PPUBIRD1_t0030
ko:K14218	ppb:PPUBIRD1_t0006
ko:K14232	ppb:PPUBIRD1_t0022
ko:K14226	ppb:PPUBIRD1_t0048
ko:K14226	ppb:PPUBIRD1_t0050
ko:K14228	ppb:PPUBIRD1_t0049
ko:K14237	ppb:PPUBIRD1_t0052
ko:K14237	ppb:PPUBIRD1_t0053
ko:K14222	ppb:PPUBIRD1_t0021
ko:K14219	ppb:PPUBIRD1_t0018
ko:K14233	ppb:PPUBIRD1_t0012
ko:K14228	ppb:PPUBIRD1_t0027
ko:K12262	ppb:PPUBIRD1_3641
ko:K01856	ppb:PPUBIRD1_2051
ko:K16066	ppb:PPUBIRD1_0526
ko:K04782	ppb:PPUBIRD1_3484
ko:K01487	ppb:PPUBIRD1_1574
ko:K03321	ppb:PPUBIRD1_1738
ko:K11959	ppb:PPUBIRD1_4628
ko:K02525	ppb:PPUBIRD1_2400
ko:K11960	ppb:PPUBIRD1_4629
ko:K11961	ppb:PPUBIRD1_4630
ko:K14227	ppb:PPUBIRD1_t0005
ko:K14227	ppb:PPUBIRD1_t0045
ko:K14227	ppb:PPUBIRD1_t0029
ko:K14219	ppb:PPUBIRD1_t0014
ko:K14219	ppb:PPUBIRD1_t0016
ko:K14219	ppb:PPUBIRD1_t0015
ko:K14219	ppb:PPUBIRD1_t0017
ko:K14233	ppb:PPUBIRD1_t0020
ko:K14228	ppb:PPUBIRD1_t0055
ko:K14225	ppb:PPUBIRD1_t0024
ko:K14228	ppb:PPUBIRD1_t0025
ko:K14228	ppb:PPUBIRD1_t0026
ko:K00090	ppb:PPUBIRD1_4298
ko:K10238	ppb:PPUBIRD1_2471
ko:K10237	ppb:PPUBIRD1_2472
ko:K03457	ppb:PPUBIRD1_2131
ko:K12212	ppb:PPUBIRD1_4500
ko:K12209	ppb:PPUBIRD1_4504
ko:K00253	ppb:PPUBIRD1_1760
ko:K12218	ppb:PPUBIRD1_4491
ko:K07122	ppb:PPUBIRD1_1015
ko:K01426	ppb:PPUBIRD1_3049
ko:K02768	ppb:PPUBIRD1_0838
ko:K08483	ppb:PPUBIRD1_0838
ko:K11183	ppb:PPUBIRD1_0838
ko:K01708	ppb:PPUBIRD1_2191
ko:K14224	ppb:PPUBIRD1_t0034
ko:K14224	ppb:PPUBIRD1_t0036
ko:K14224	ppb:PPUBIRD1_t0040
ko:K02484	ppb:PPUBIRD1_2339
ko:K05812	ppb:PPUBIRD1_3982
ko:K12368	ppb:PPUBIRD1_0933
ko:K14233	ppb:PPUBIRD1_t0013
ko:K18842	ppb:PPUBIRD1_0816
ko:K14230	ppb:PPUBIRD1_t0056
ko:K12207	ppb:PPUBIRD1_4502
ko:K11962	ppb:PPUBIRD1_4631
ko:K14230	ppb:PPUBIRD1_t0057
ko:K11963	ppb:PPUBIRD1_4632
ko:K10111	ppb:PPUBIRD1_2470
ko:K18981	ppb:PPUBIRD1_1216
ko:K00537	ppb:PPUBIRD1_3971
ko:K10236	ppb:PPUBIRD1_2473
ko:K07090	ppb:PPUBIRD1_4934
ko:K02029	ppb:PPUBIRD1_4455
ko:K01959	ppb:PPUBIRD1_0017
ko:K02029	ppb:PPUBIRD1_2094
ko:K14475	ppb:PPUBIRD1_4117
ko:K02029	ppb:PPUBIRD1_4456
ko:K12254	ppb:PPUBIRD1_5072
