ko:K10747	xfu:XFF4834R_chr31600
ko:K01713	xfu:XFF4834R_chr06090
ko:K11737	xfu:XFF4834R_chr06110
ko:K03284	xfu:XFF4834R_chr06130
ko:K01194	xfu:XFF4834R_chr06150
ko:K05522	xfu:XFF4834R_chr06170
ko:K03321	xfu:XFF4834R_chr06250
ko:K03669	xfu:XFF4834R_chr06290
ko:K06999	xfu:XFF4834R_chr06300
ko:K08082	xfu:XFF4834R_chr06310
ko:K08083	xfu:XFF4834R_chr06320
ko:K01749	xfu:XFF4834R_chr06330
ko:K07283	xfu:XFF4834R_chr06340
ko:K03098	xfu:XFF4834R_chr06360
ko:K01322	xfu:XFF4834R_chr06380
ko:K01354	xfu:XFF4834R_chr06400
ko:K09790	xfu:XFF4834R_chr06410
ko:K01778	xfu:XFF4834R_chr06430
ko:K09921	xfu:XFF4834R_chr06440
ko:K03733	xfu:XFF4834R_chr06450
ko:K01419	xfu:XFF4834R_chr06460
ko:K03667	xfu:XFF4834R_chr06470
ko:K01485	xfu:XFF4834R_chr06480
ko:K02348	xfu:XFF4834R_chr06490
ko:K00615	xfu:XFF4834R_chr12790
ko:K16088	xfu:XFF4834R_chr12810
ko:K02017	xfu:XFF4834R_chr12900
ko:K02018	xfu:XFF4834R_chr12910
ko:K02020	xfu:XFF4834R_chr12920
ko:K07275	xfu:XFF4834R_chr12960
ko:K00134	xfu:XFF4834R_chr12980
ko:K00927	xfu:XFF4834R_chr13020
ko:K01091	xfu:XFF4834R_chr13030
ko:K00873	xfu:XFF4834R_chr13040
ko:K01623	xfu:XFF4834R_chr13050
ko:K01738	xfu:XFF4834R_chr13080
ko:K01467	xfu:XFF4834R_chr15800
ko:K03301	xfu:XFF4834R_chr15810
ko:K08987	xfu:XFF4834R_chr15820
ko:K06445	xfu:XFF4834R_chr15840
ko:K02014	xfu:XFF4834R_chr15900
ko:K04083	xfu:XFF4834R_chr15920
ko:K03814	xfu:XFF4834R_chr15930
ko:K07290	xfu:XFF4834R_chr15960
ko:K11068	xfu:XFF4834R_chr15970
ko:K02837	xfu:XFF4834R_chr15980
ko:K00641	xfu:XFF4834R_chr16000
ko:K01739	xfu:XFF4834R_chr16010
ko:K00003	xfu:XFF4834R_chr16020
ko:K01752	xfu:XFF4834R_chr16040
ko:K12262	xfu:XFF4834R_chr16070
ko:K01599	xfu:XFF4834R_chr16140
ko:K01735	xfu:XFF4834R_chr16160
ko:K11924	xfu:XFF4834R_chr21430
ko:K13288	xfu:XFF4834R_chr21450
ko:K09773	xfu:XFF4834R_chr21480
ko:K09920	xfu:XFF4834R_chr21490
ko:K03574	xfu:XFF4834R_chr21500
ko:K00019	xfu:XFF4834R_chr21510
ko:K17103	xfu:XFF4834R_chr21520
ko:K03821	xfu:XFF4834R_chr21540
ko:K06959	xfu:XFF4834R_chr21580
ko:K01625	xfu:XFF4834R_chr21720
ko:K01690	xfu:XFF4834R_chr21730
ko:K01057	xfu:XFF4834R_chr21740
ko:K00845	xfu:XFF4834R_chr21750
ko:K00036	xfu:XFF4834R_chr21760
ko:K10112	xfu:XFF4834R_chr21770
ko:K06980	xfu:XFF4834R_chr21780
ko:K00241	xfu:XFF4834R_chr21800
ko:K00242	xfu:XFF4834R_chr21810
ko:K00239	xfu:XFF4834R_chr21820
ko:K00240	xfu:XFF4834R_chr21840
ko:K09159	xfu:XFF4834R_chr21850
ko:K09808	xfu:XFF4834R_chr21870
ko:K09810	xfu:XFF4834R_chr21880
ko:K04564	xfu:XFF4834R_chr26730
ko:K01589	xfu:XFF4834R_chr26740
ko:K01588	xfu:XFF4834R_chr26750
ko:K00767	xfu:XFF4834R_chr26770
ko:K00962	xfu:XFF4834R_chr26790
ko:K02956	xfu:XFF4834R_chr26800
ko:K03177	xfu:XFF4834R_chr26810
ko:K02834	xfu:XFF4834R_chr26820
ko:K02519	xfu:XFF4834R_chr26830
ko:K02600	xfu:XFF4834R_chr26840
ko:K09748	xfu:XFF4834R_chr26850
ko:K00343	xfu:XFF4834R_chr26870
ko:K00342	xfu:XFF4834R_chr26880
ko:K00341	xfu:XFF4834R_chr26890
ko:K00340	xfu:XFF4834R_chr26900
ko:K00339	xfu:XFF4834R_chr26910
ko:K00338	xfu:XFF4834R_chr26920
ko:K00337	xfu:XFF4834R_chr26930
ko:K00334	xfu:XFF4834R_chr26960
ko:K00333	xfu:XFF4834R_chr26970
ko:K00332	xfu:XFF4834R_chr26980
ko:K00331	xfu:XFF4834R_chr26990
ko:K00330	xfu:XFF4834R_chr27000
ko:K03075	xfu:XFF4834R_chr27020
ko:K01803	xfu:XFF4834R_chr27030
ko:K07124	xfu:XFF4834R_chr27040
ko:K06886	xfu:XFF4834R_chr27050
ko:K03431	xfu:XFF4834R_chr27100
ko:K01963	xfu:XFF4834R_chr27110
ko:K07043	xfu:XFF4834R_chr31490
ko:K00263	xfu:XFF4834R_chr31500
ko:K00626	xfu:XFF4834R_chr31520
ko:K07577	xfu:XFF4834R_chr31580
ko:K03724	xfu:XFF4834R_chr31610
ko:K06953	xfu:XFF4834R_chr31620
ko:K03704	xfu:XFF4834R_chr31640
ko:K00760	xfu:XFF4834R_chr31660
ko:K01207	xfu:XFF4834R_chr31670
ko:K06876	xfu:XFF4834R_chr31680
ko:K06955	xfu:XFF4834R_chr31690
ko:K00681	xfu:XFF4834R_chr02790
ko:K00681	xfu:XFF4834R_chr11970
ko:K00681	xfu:XFF4834R_chr25340
ko:K02664	xfu:XFF4834R_chr12680
ko:K01985	xfu:XFF4834R_chr37790
ko:K01985	xfu:XFF4834R_chr41540
ko:K01800	xfu:XFF4834R_chr35020
ko:K02477	xfu:XFF4834R_chr22580
ko:K02663	xfu:XFF4834R_chr12670
ko:K14224	xfu:XFF4834R_chr19120
ko:K14222	xfu:XFF4834R_chr22010
ko:K14231	xfu:XFF4834R_chr25970
ko:K14220	xfu:XFF4834R_chr26610
ko:K14219	xfu:XFF4834R_chr27610
ko:K14219	xfu:XFF4834R_chr27620
ko:K14234	xfu:XFF4834R_chr38810
ko:K01980	xfu:XFF4834R_chr37800
ko:K01980	xfu:XFF4834R_chr41550
ko:K14234	xfu:XFF4834R_chr32820
ko:K14234	xfu:XFF4834R_chr38290
ko:K18697	xfu:XFF4834R_chr04810
ko:K14266	xfu:XFF4834R_chr16360
ko:K14219	xfu:XFF4834R_chr19390
ko:K14223	xfu:XFF4834R_chr04880
ko:K14227	xfu:XFF4834R_chr37810
ko:K14227	xfu:XFF4834R_chr41560
ko:K14230	xfu:XFF4834R_chr04890
ko:K02847	xfu:XFF4834R_chr36890
ko:K01971	xfu:XFF4834R_chr24250
ko:K18827	xfu:XFF4834R_chr34920
ko:K09690	xfu:XFF4834R_chr34940
ko:K09892	xfu:XFF4834R_chr12370
ko:K18786	xfu:XFF4834R_chr40660
ko:K03328	xfu:XFF4834R_chr28190
ko:K18893	xfu:XFF4834R_chr18320
ko:K20862	xfu:XFF4834R_chr38500
ko:K15270	xfu:XFF4834R_chr06080
ko:K01184	xfu:XFF4834R_chr06700
ko:K18876	xfu:XFF4834R_pla00510
ko:K18954	xfu:XFF4834R_chr03390
ko:K00344	xfu:XFF4834R_chr10170
ko:K18850	xfu:XFF4834R_chr29780
ko:K09691	xfu:XFF4834R_chr34930
ko:K03496	xfu:XFF4834R_plb00030
ko:K03201	xfu:XFF4834R_plb00150
ko:K03496	xfu:XFF4834R_chr37920
ko:K03497	xfu:XFF4834R_chr37930
ko:K14266	xfu:XFF4834R_chr41410
ko:K08151	xfu:XFF4834R_chr41620
ko:K03746	xfu:XFF4834R_chr34630
ko:K03496	xfu:XFF4834R_chr42390
ko:K14266	xfu:XFF4834R_chr39170
ko:K07473	xfu:XFF4834R_chr42440
ko:K03496	xfu:XFF4834R_chr42750
ko:K08598	xfu:XFF4834R_pla00140
ko:K03169	xfu:XFF4834R_pla00220
ko:K03169	xfu:XFF4834R_pla00250
ko:K03205	xfu:XFF4834R_pla00390
ko:K03194	xfu:XFF4834R_pla00410
ko:K03496	xfu:XFF4834R_pla00450
ko:K17850	xfu:XFF4834R_chr14650
ko:K03496	xfu:XFF4834R_chr01590
ko:K04565	xfu:XFF4834R_chr01770
ko:K04565	xfu:XFF4834R_chr01780
ko:K04101	xfu:XFF4834R_chr08810
ko:K04100	xfu:XFF4834R_chr08820
ko:K03646	xfu:XFF4834R_chr14860
ko:K03496	xfu:XFF4834R_chr20530
ko:K03201	xfu:XFF4834R_chr26430
ko:K03194	xfu:XFF4834R_chr26480
ko:K03196	xfu:XFF4834R_chr26490
ko:K03204	xfu:XFF4834R_chr26510
ko:K03203	xfu:XFF4834R_chr26520
ko:K03205	xfu:XFF4834R_chr26540
ko:K03111	xfu:XFF4834R_chr17340
ko:K00335	xfu:XFF4834R_chr26950
ko:K07062	xfu:XFF4834R_pla00190
ko:K19033	xfu:XFF4834R_chr18000
ko:K03976	xfu:XFF4834R_chr09380
ko:K20074	xfu:XFF4834R_chr10720
ko:K12132	xfu:XFF4834R_chr39970
ko:K14742	xfu:XFF4834R_chr15260
ko:K03526	xfu:XFF4834R_chr19280
ko:K07481	xfu:XFF4834R_chr00640
ko:K07481	xfu:XFF4834R_chr01030
ko:K07481	xfu:XFF4834R_chr01570
ko:K07481	xfu:XFF4834R_chr01820
ko:K07481	xfu:XFF4834R_chr15880
ko:K07481	xfu:XFF4834R_chr03230
ko:K07481	xfu:XFF4834R_chr03260
ko:K07481	xfu:XFF4834R_chr28500
ko:K07481	xfu:XFF4834R_chr28990
ko:K07481	xfu:XFF4834R_chr18900
ko:K07481	xfu:XFF4834R_chr19490
ko:K07481	xfu:XFF4834R_chr42010
ko:K07481	xfu:XFF4834R_chr19570
ko:K07481	xfu:XFF4834R_chr25910
ko:K07481	xfu:XFF4834R_chr31110
ko:K03761	xfu:XFF4834R_chr41780
ko:K07497	xfu:XFF4834R_chr19620
ko:K10954	xfu:XFF4834R_chr22310
ko:K07481	xfu:XFF4834R_chr01520
ko:K07481	xfu:XFF4834R_chr03810
ko:K07481	xfu:XFF4834R_chr04060
ko:K07481	xfu:XFF4834R_chr04750
ko:K07481	xfu:XFF4834R_chr05770
ko:K07481	xfu:XFF4834R_chr08920
ko:K07481	xfu:XFF4834R_chr09230
ko:K07481	xfu:XFF4834R_chr10880
ko:K07481	xfu:XFF4834R_chr11390
ko:K07481	xfu:XFF4834R_chr13900
ko:K07481	xfu:XFF4834R_chr19520
ko:K07481	xfu:XFF4834R_chr20890
ko:K07481	xfu:XFF4834R_chr24840
ko:K07481	xfu:XFF4834R_chr25140
ko:K07481	xfu:XFF4834R_chr25420
ko:K07481	xfu:XFF4834R_chr25590
ko:K07481	xfu:XFF4834R_chr25860
ko:K07481	xfu:XFF4834R_chr25940
ko:K07481	xfu:XFF4834R_chr31870
ko:K07481	xfu:XFF4834R_chr32060
ko:K07481	xfu:XFF4834R_chr34030
ko:K07481	xfu:XFF4834R_chr41990
ko:K07481	xfu:XFF4834R_chr42030
ko:K07481	xfu:XFF4834R_chr42720
ko:K07481	xfu:XFF4834R_pla00290
ko:K18979	xfu:XFF4834R_chr24200
ko:K18376	xfu:XFF4834R_chr03790
ko:K07497	xfu:XFF4834R_pla00330
ko:K07497	xfu:XFF4834R_plc00450
ko:K18373	xfu:XFF4834R_chr03960
ko:K19048	xfu:XFF4834R_chr13880
ko:K19048	xfu:XFF4834R_chr19540
ko:K19048	xfu:XFF4834R_chr25470
ko:K07497	xfu:XFF4834R_chr05830
ko:K07497	xfu:XFF4834R_chr15550
ko:K07497	xfu:XFF4834R_chr15790
ko:K07497	xfu:XFF4834R_chr05820
ko:K07497	xfu:XFF4834R_chr14990
ko:K07497	xfu:XFF4834R_chr15560
ko:K07497	xfu:XFF4834R_chr15780
ko:K07497	xfu:XFF4834R_chr25040
ko:K07497	xfu:XFF4834R_plc00330
ko:K18321	xfu:XFF4834R_chr03010
ko:K18322	xfu:XFF4834R_chr03020
ko:K07326	xfu:XFF4834R_chr19440
ko:K16011	xfu:XFF4834R_chr34740
ko:K06893	xfu:XFF4834R_chr11690
ko:K13656	xfu:XFF4834R_chr26200
ko:K13661	xfu:XFF4834R_chr26210
ko:K07448	xfu:XFF4834R_plc00430
ko:K09065	xfu:XFF4834R_chr23570
ko:K01139	xfu:XFF4834R_chr12510
ko:K01271	xfu:XFF4834R_chr12410
ko:K13657	xfu:XFF4834R_chr26160
ko:K00130	xfu:XFF4834R_chr07270
ko:K01239	xfu:XFF4834R_chr12610
ko:K19157	xfu:XFF4834R_chr42450
ko:K00001	xfu:XFF4834R_chr18010
ko:K00020	xfu:XFF4834R_chr31900
ko:K01710	xfu:XFF4834R_chr34790
ko:K18323	xfu:XFF4834R_chr03030
ko:K13658	xfu:XFF4834R_chr26150
ko:K13665	xfu:XFF4834R_chr26120
ko:K13663	xfu:XFF4834R_chr26180
ko:K13662	xfu:XFF4834R_chr26190
ko:K13660	xfu:XFF4834R_chr26110
ko:K13659	xfu:XFF4834R_chr26130
ko:K07448	xfu:XFF4834R_chr41970
ko:K00433	xfu:XFF4834R_chr21410
ko:K05886	xfu:XFF4834R_chr38070
ko:K01014	xfu:XFF4834R_chr08070
ko:K19221	xfu:XFF4834R_chr14390
ko:K00336	xfu:XFF4834R_chr26940
ko:K06954	xfu:XFF4834R_chr31230
ko:K01802	xfu:XFF4834R_chr29280
ko:K06148	xfu:XFF4834R_chr28070
ko:K13664	xfu:XFF4834R_chr26170
ko:K00839	xfu:XFF4834R_chr02740
ko:K19265	xfu:XFF4834R_chr14300
ko:K00118	xfu:XFF4834R_chr08940
ko:K03722	xfu:XFF4834R_chr15250
ko:K03722	xfu:XFF4834R_chr38970
ko:K07497	xfu:XFF4834R_chr15000
ko:K07497	xfu:XFF4834R_chr31850
ko:K07497	xfu:XFF4834R_plc00340
ko:K07497	xfu:XFF4834R_chr25050
ko:K19335	xfu:XFF4834R_chr33840
ko:K18240	xfu:XFF4834R_chr39700
ko:K01066	xfu:XFF4834R_chr03600
ko:K19267	xfu:XFF4834R_chr03130
ko:K00035	xfu:XFF4834R_chr08000
ko:K04771	xfu:XFF4834R_chr31800
ko:K08646	xfu:XFF4834R_chr18690
ko:K19302	xfu:XFF4834R_chr10410
ko:K19336	xfu:XFF4834R_chr33850
ko:K00525	xfu:XFF4834R_chr39410
ko:K06867	xfu:XFF4834R_chr38950
ko:K06867	xfu:XFF4834R_chr39520
ko:K18379	xfu:XFF4834R_chr03890
ko:K00632	xfu:XFF4834R_chr21150
ko:K11894	xfu:XFF4834R_chr39910
ko:K19577	xfu:XFF4834R_chr17930
ko:K19577	xfu:XFF4834R_chr31370
ko:K01768	xfu:XFF4834R_chr31710
ko:K00683	xfu:XFF4834R_chr23240
ko:K18377	xfu:XFF4834R_chr04080
ko:K18375	xfu:XFF4834R_chr03860
ko:K18380	xfu:XFF4834R_chr03850
ko:K02479	xfu:XFF4834R_chr22840
ko:K18378	xfu:XFF4834R_chr04070
ko:K19586	xfu:XFF4834R_chr30140
ko:K19585	xfu:XFF4834R_chr30130
ko:K00372	xfu:XFF4834R_chr22730
ko:K03406	xfu:XFF4834R_chr11980
ko:K07216	xfu:XFF4834R_chr24670
ko:K02483	xfu:XFF4834R_chr38400
ko:K03328	xfu:XFF4834R_chr26140
ko:K00799	xfu:XFF4834R_chr09010
ko:K07011	xfu:XFF4834R_chr34210
ko:K06977	xfu:XFF4834R_chr33130
ko:K02021	xfu:XFF4834R_chr29870
ko:K00992	xfu:XFF4834R_chr16850
ko:K12960	xfu:XFF4834R_chr23890
ko:K19696	xfu:XFF4834R_chr31650
ko:K22292	xfu:XFF4834R_chr23870
ko:K00799	xfu:XFF4834R_chr37110
ko:K07119	xfu:XFF4834R_chr02610
ko:K06132	xfu:XFF4834R_chr17620
ko:K07147	xfu:XFF4834R_chr28610
ko:K15777	xfu:XFF4834R_chr36030
ko:K19784	xfu:XFF4834R_chr30220
ko:K19804	xfu:XFF4834R_chr22980
ko:K19802	xfu:XFF4834R_chr37510
ko:K13775	xfu:XFF4834R_chr12160
ko:K08992	xfu:XFF4834R_chr22990
ko:K06884	xfu:XFF4834R_chr22720
ko:K07274	xfu:XFF4834R_chr18280
ko:K05770	xfu:XFF4834R_chr19630
ko:K09796	xfu:XFF4834R_chr32950
ko:K20866	xfu:XFF4834R_chr12190
ko:K00507	xfu:XFF4834R_chr00740
ko:K00507	xfu:XFF4834R_chr31220
ko:K20455	xfu:XFF4834R_chr11330
ko:K20444	xfu:XFF4834R_chr15220
ko:K20327	xfu:XFF4834R_chr34190
ko:K20328	xfu:XFF4834R_chr34180
ko:K20542	xfu:XFF4834R_chr34110
ko:K20541	xfu:XFF4834R_chr34120
ko:K20543	xfu:XFF4834R_chr34100
ko:K20533	xfu:XFF4834R_pla00260
ko:K20531	xfu:XFF4834R_pla00310
ko:K03198	xfu:XFF4834R_chr26460
ko:K03197	xfu:XFF4834R_chr26470
ko:K03200	xfu:XFF4834R_plb00170
ko:K01179	xfu:XFF4834R_chr25330
ko:K20534	xfu:XFF4834R_chr15940
ko:K22132	xfu:XFF4834R_chr30300
ko:K03406	xfu:XFF4834R_chr20390
ko:K01179	xfu:XFF4834R_chr00300
ko:K01179	xfu:XFF4834R_chr00310
ko:K03199	xfu:XFF4834R_chr26450
ko:K01179	xfu:XFF4834R_chr03290
ko:K01179	xfu:XFF4834R_chr06240
ko:K03195	xfu:XFF4834R_chr26500
ko:K01179	xfu:XFF4834R_chr00290
ko:K20755	xfu:XFF4834R_chr17960
ko:K01214	xfu:XFF4834R_chr13830
ko:K01214	xfu:XFF4834R_chr04230
ko:K11937	xfu:XFF4834R_chr19400
ko:K13877	xfu:XFF4834R_chr12540
ko:K21071	xfu:XFF4834R_chr12090
ko:K21061	xfu:XFF4834R_chr25720
ko:K21062	xfu:XFF4834R_chr25690
ko:K13877	xfu:XFF4834R_chr25680
ko:K00821	xfu:XFF4834R_chr12180
ko:K21025	xfu:XFF4834R_chr24090
ko:K08968	xfu:XFF4834R_chr35140
ko:K12658	xfu:XFF4834R_chr25730
ko:K00526	xfu:XFF4834R_chr39400
ko:K02335	xfu:XFF4834R_chr39790
ko:K00560	xfu:XFF4834R_chr08480
ko:K00287	xfu:XFF4834R_chr08500
ko:K03676	xfu:XFF4834R_chr10480
ko:K07336	xfu:XFF4834R_chr16970
ko:K03553	xfu:XFF4834R_chr27710
ko:K05889	xfu:XFF4834R_chr40700
ko:K02316	xfu:XFF4834R_chr37640
ko:K00558	xfu:XFF4834R_chr19020
ko:K06217	xfu:XFF4834R_chr24460
ko:K01520	xfu:XFF4834R_chr38010
ko:K00857	xfu:XFF4834R_chr41480
ko:K02314	xfu:XFF4834R_chr30210
ko:K13522	xfu:XFF4834R_chr06820
ko:K00108	xfu:XFF4834R_chr07260
ko:K02481	xfu:XFF4834R_chr01970
ko:K03293	xfu:XFF4834R_chr16520
ko:K00590	xfu:XFF4834R_plc00230
ko:K21472	xfu:XFF4834R_chr17110
ko:K21472	xfu:XFF4834R_chr12820
ko:K21405	xfu:XFF4834R_chr06630
ko:K02483	xfu:XFF4834R_chr07380
ko:K21420	xfu:XFF4834R_chr33010
ko:K01420	xfu:XFF4834R_chr19700
ko:K21495	xfu:XFF4834R_pla00180
ko:K21686	xfu:XFF4834R_chr31950
ko:K21495	xfu:XFF4834R_chr42630
ko:K21929	xfu:XFF4834R_chr36010
ko:K03442	xfu:XFF4834R_chr21460
ko:K22318	xfu:XFF4834R_chr02060
ko:K22105	xfu:XFF4834R_chr38280
ko:K13874	xfu:XFF4834R_chr27480
ko:K03595	xfu:XFF4834R_chr31750
ko:K08994	xfu:XFF4834R_chr12130
ko:K22252	xfu:XFF4834R_chr34890
ko:K01337	xfu:XFF4834R_chr16400
ko:K22319	xfu:XFF4834R_chr02080
ko:K01337	xfu:XFF4834R_chr16390
ko:K17758	xfu:XFF4834R_chr33680
ko:K02257	xfu:XFF4834R_chr37670
ko:K22317	xfu:XFF4834R_chr02040
ko:K22320	xfu:XFF4834R_chr02110
ko:K13566	xfu:XFF4834R_chr23250
ko:K22478	xfu:XFF4834R_chr23530
ko:K22479	xfu:XFF4834R_chr23520
ko:K00424	xfu:XFF4834R_chr23420
ko:K22550	xfu:XFF4834R_chr25710
ko:K22549	xfu:XFF4834R_chr25700
