ko:K07489	ypw:CH59_896
ko:K02113	ypw:CH59_2081
ko:K02109	ypw:CH59_2082
ko:K02110	ypw:CH59_2083
ko:K02108	ypw:CH59_2084
ko:K02116	ypw:CH59_2085
ko:K03501	ypw:CH59_2086
ko:K03495	ypw:CH59_2087
ko:K06205	ypw:CH59_2088
ko:K03718	ypw:CH59_2089
ko:K01914	ypw:CH59_2090
ko:K02902	ypw:CH59_2144
ko:K02913	ypw:CH59_2145
ko:K10563	ypw:CH59_2146
ko:K00954	ypw:CH59_2147
ko:K12984	ypw:CH59_2148
ko:K02527	ypw:CH59_2149
ko:K02841	ypw:CH59_2150
ko:K02843	ypw:CH59_2151
ko:K03274	ypw:CH59_2152
ko:K00639	ypw:CH59_2153
ko:K00060	ypw:CH59_2154
ko:K09798	ypw:CH59_2156
ko:K15633	ypw:CH59_2158
ko:K03071	ypw:CH59_2161
ko:K00057	ypw:CH59_2162
ko:K00640	ypw:CH59_2163
ko:K03216	ypw:CH59_2164
ko:K10778	ypw:CH59_2165
ko:K07640	ypw:CH59_2166
ko:K06006	ypw:CH59_2168
ko:K13283	ypw:CH59_2170
ko:K00850	ypw:CH59_2171
ko:K02048	ypw:CH59_2173
ko:K02020	ypw:CH59_2174
ko:K03319	ypw:CH59_2175
ko:K10218	ypw:CH59_2176
ko:K16515	ypw:CH59_2177
ko:K16516	ypw:CH59_2178
ko:K01803	ypw:CH59_2179
ko:K00528	ypw:CH59_2182
ko:K02446	ypw:CH59_2183
ko:K00864	ypw:CH59_2184
ko:K02440	ypw:CH59_2185
ko:K09892	ypw:CH59_2186
ko:K07491	ypw:CH59_2187
ko:K13409	ypw:CH59_2188
ko:K13409	ypw:CH59_2191
ko:K13408	ypw:CH59_2192
ko:K02553	ypw:CH59_2195
ko:K01091	ypw:CH59_2248
ko:K01867	ypw:CH59_2249
ko:K02302	ypw:CH59_2250
ko:K02598	ypw:CH59_2251
ko:K00363	ypw:CH59_2252
ko:K00362	ypw:CH59_2253
ko:K01485	ypw:CH59_2254
ko:K06141	ypw:CH59_2255
ko:K02014	ypw:CH59_2256
ko:K01222	ypw:CH59_2261
ko:K03767	ypw:CH59_2262
ko:K06915	ypw:CH59_2263
ko:K01664	ypw:CH59_2264
ko:K10914	ypw:CH59_2267
ko:K07397	ypw:CH59_2268
ko:K00855	ypw:CH59_2270
ko:K09898	ypw:CH59_2271
ko:K07019	ypw:CH59_2272
ko:K15551	ypw:CH59_2274
ko:K10831	ypw:CH59_2275
ko:K15552	ypw:CH59_2276
ko:K03119	ypw:CH59_2277
ko:K06158	ypw:CH59_2280
ko:K11748	ypw:CH59_2282
ko:K11747	ypw:CH59_2283
ko:K07070	ypw:CH59_2284
ko:K03775	ypw:CH59_2285
ko:K03745	ypw:CH59_2286
ko:K03772	ypw:CH59_2287
ko:K07235	ypw:CH59_2289
ko:K07236	ypw:CH59_2290
ko:K07237	ypw:CH59_2291
ko:K02950	ypw:CH59_2292
ko:K02992	ypw:CH59_2293
ko:K02355	ypw:CH59_2294
ko:K02358	ypw:CH59_2295
ko:K07491	ypw:CH59_2296
ko:K02192	ypw:CH59_2297
ko:K03594	ypw:CH59_2298
ko:K02946	ypw:CH59_2299
ko:K02906	ypw:CH59_2300
ko:K11911	ypw:CH59_2358
ko:K11904	ypw:CH59_2359
ko:K19048	ypw:CH59_2365
ko:K11904	ypw:CH59_2368
ko:K02057	ypw:CH59_2375
ko:K00852	ypw:CH59_2376
ko:K01619	ypw:CH59_2377
ko:K00299	ypw:CH59_2378
ko:K15553	ypw:CH59_2379
ko:K04091	ypw:CH59_2380
ko:K15554	ypw:CH59_2381
ko:K15555	ypw:CH59_2382
ko:K07473	ypw:CH59_2383
ko:K06901	ypw:CH59_2384
ko:K03316	ypw:CH59_2385
ko:K12974	ypw:CH59_2387
ko:K02058	ypw:CH59_2388
ko:K02056	ypw:CH59_2389
ko:K02057	ypw:CH59_2390
ko:K02057	ypw:CH59_2391
ko:K11209	ypw:CH59_2394
ko:K07491	ypw:CH59_2397
ko:K03704	ypw:CH59_2398
ko:K03704	ypw:CH59_2399
ko:K01607	ypw:CH59_2403
ko:K03557	ypw:CH59_2407
ko:K05540	ypw:CH59_2408
ko:K02687	ypw:CH59_2409
ko:K14392	ypw:CH59_2410
ko:K01961	ypw:CH59_2413
ko:K02160	ypw:CH59_2414
ko:K03786	ypw:CH59_2415
ko:K17247	ypw:CH59_2416
ko:K18765	ypw:CH59_2419
ko:K03569	ypw:CH59_2420
ko:K03570	ypw:CH59_2421
ko:K03571	ypw:CH59_2422
ko:K06287	ypw:CH59_2423
ko:K08301	ypw:CH59_2424
ko:K03568	ypw:CH59_2427
ko:K11021	ypw:CH59_2428
ko:K11021	ypw:CH59_2429
ko:K15548	ypw:CH59_2441
ko:K03468	ypw:CH59_2442
ko:K00135	ypw:CH59_2443
ko:K03623	ypw:CH59_2446
ko:K09889	ypw:CH59_2447
ko:K03592	ypw:CH59_2448
ko:K15536	ypw:CH59_2450
ko:K06140	ypw:CH59_2451
ko:K01226	ypw:CH59_2452
ko:K02818	ypw:CH59_2453
ko:K02819	ypw:CH59_2453
ko:K03485	ypw:CH59_2454
ko:K09022	ypw:CH59_2458
ko:K00610	ypw:CH59_2459
ko:K00609	ypw:CH59_2460
ko:K08485	ypw:CH59_2461
ko:K06958	ypw:CH59_2462
ko:K02806	ypw:CH59_2463
ko:K05808	ypw:CH59_2464
ko:K03092	ypw:CH59_2465
ko:K06861	ypw:CH59_2466
ko:K07304	ypw:CH59_2520
ko:K08368	ypw:CH59_1
ko:K10713	ypw:CH59_2
ko:K19130	ypw:CH59_4
ko:K19129	ypw:CH59_5
ko:K19128	ypw:CH59_6
ko:K19127	ypw:CH59_7
ko:K07012	ypw:CH59_8
ko:K15342	ypw:CH59_9
ko:K16053	ypw:CH59_10
ko:K02026	ypw:CH59_15
ko:K02025	ypw:CH59_16
ko:K02027	ypw:CH59_17
ko:K01840	ypw:CH59_19
ko:K10111	ypw:CH59_20
ko:K15125	ypw:CH59_28
ko:K03451	ypw:CH59_32
ko:K07246	ypw:CH59_33
ko:K16135	ypw:CH59_34
ko:K07153	ypw:CH59_200
ko:K01756	ypw:CH59_201
ko:K07660	ypw:CH59_203
ko:K07637	ypw:CH59_204
ko:K18850	ypw:CH59_205
ko:K01258	ypw:CH59_206
ko:K12410	ypw:CH59_207
ko:K00884	ypw:CH59_208
ko:K09808	ypw:CH59_209
ko:K09810	ypw:CH59_210
ko:K09808	ypw:CH59_211
ko:K03723	ypw:CH59_212
ko:K03885	ypw:CH59_219
ko:K07000	ypw:CH59_220
ko:K01207	ypw:CH59_221
ko:K07251	ypw:CH59_222
ko:K07337	ypw:CH59_223
ko:K02503	ypw:CH59_225
ko:K00014	ypw:CH59_226
ko:K07491	ypw:CH59_227
ko:K02778	ypw:CH59_228
ko:K02779	ypw:CH59_228
ko:K03424	ypw:CH59_229
ko:K02341	ypw:CH59_230
ko:K00943	ypw:CH59_231
ko:K07082	ypw:CH59_232
ko:K02619	ypw:CH59_233
ko:K07491	ypw:CH59_234
ko:K09458	ypw:CH59_235
ko:K02078	ypw:CH59_236
ko:K00059	ypw:CH59_237
ko:K00645	ypw:CH59_238
ko:K00648	ypw:CH59_239
ko:K03621	ypw:CH59_240
ko:K02911	ypw:CH59_241
ko:K07040	ypw:CH59_242
ko:K07491	ypw:CH59_244
ko:K06179	ypw:CH59_245
ko:K08300	ypw:CH59_246
ko:K18335	ypw:CH59_251
ko:K18334	ypw:CH59_253
ko:K00247	ypw:CH59_1505
ko:K07491	ypw:CH59_1506
ko:K11741	ypw:CH59_1507
ko:K02356	ypw:CH59_1508
ko:K04077	ypw:CH59_1514
ko:K04078	ypw:CH59_1515
ko:K07113	ypw:CH59_1516
ko:K01744	ypw:CH59_1517
ko:K07791	ypw:CH59_1518
ko:K03926	ypw:CH59_1519
ko:K04084	ypw:CH59_1520
ko:K05796	ypw:CH59_1522
ko:K02856	ypw:CH59_1530
ko:K02854	ypw:CH59_1531
ko:K02855	ypw:CH59_1532
ko:K00848	ypw:CH59_1535
ko:K01813	ypw:CH59_1536
ko:K01629	ypw:CH59_1537
ko:K03534	ypw:CH59_1539
ko:K03111	ypw:CH59_1540
ko:K03701	ypw:CH59_1541
ko:K00832	ypw:CH59_1543
ko:K01775	ypw:CH59_1544
ko:K05539	ypw:CH59_1548
ko:K09823	ypw:CH59_1549
ko:K01356	ypw:CH59_1550
ko:K00901	ypw:CH59_1551
ko:K00631	ypw:CH59_1552
ko:K03179	ypw:CH59_1553
ko:K03181	ypw:CH59_1554
ko:K14393	ypw:CH59_1612
ko:K11896	ypw:CH59_1616
ko:K11905	ypw:CH59_1617
ko:K11900	ypw:CH59_1618
ko:K11901	ypw:CH59_1619
ko:K11903	ypw:CH59_1620
ko:K05775	ypw:CH59_1622
ko:K02024	ypw:CH59_1623
ko:K10111	ypw:CH59_1624
ko:K10108	ypw:CH59_1626
ko:K10109	ypw:CH59_1627
ko:K10110	ypw:CH59_1628
ko:K13256	ypw:CH59_1629
ko:K01810	ypw:CH59_1630
ko:K00928	ypw:CH59_1631
ko:K11017	ypw:CH59_1632
ko:K11016	ypw:CH59_1633
ko:K00548	ypw:CH59_1634
ko:K13641	ypw:CH59_1635
ko:K13641	ypw:CH59_1636
ko:K00906	ypw:CH59_1637
ko:K01637	ypw:CH59_1638
ko:K01638	ypw:CH59_1639
ko:K00651	ypw:CH59_1640
ko:K00602	ypw:CH59_1652
ko:K01945	ypw:CH59_1653
ko:K05787	ypw:CH59_1655
ko:K09891	ypw:CH59_1656
ko:K05982	ypw:CH59_1657
ko:K01599	ypw:CH59_1658
ko:K03426	ypw:CH59_1660
ko:K07740	ypw:CH59_1661
ko:K03147	ypw:CH59_1662
ko:K00788	ypw:CH59_1663
ko:K03148	ypw:CH59_1664
ko:K03154	ypw:CH59_1665
ko:K03149	ypw:CH59_1666
ko:K05786	ypw:CH59_1771
ko:K03284	ypw:CH59_1772
ko:K03657	ypw:CH59_1776
ko:K03733	ypw:CH59_1778
ko:K09921	ypw:CH59_1779
ko:K01778	ypw:CH59_1780
ko:K06202	ypw:CH59_1782
ko:K05851	ypw:CH59_1783
ko:K01749	ypw:CH59_1784
ko:K01719	ypw:CH59_1785
ko:K02496	ypw:CH59_1786
ko:K02498	ypw:CH59_1787
ko:K07491	ypw:CH59_1788
ko:K02852	ypw:CH59_1798
ko:K02853	ypw:CH59_1799
ko:K12582	ypw:CH59_1800
ko:K16693	ypw:CH59_1801
ko:K02805	ypw:CH59_1802
ko:K16704	ypw:CH59_1803
ko:K00973	ypw:CH59_1804
ko:K01710	ypw:CH59_1805
ko:K02472	ypw:CH59_1806
ko:K01791	ypw:CH59_1807
ko:K05790	ypw:CH59_1808
ko:K02851	ypw:CH59_1809
ko:K03628	ypw:CH59_1810
ko:K03671	ypw:CH59_1811
ko:K03732	ypw:CH59_1812
ko:K03656	ypw:CH59_1815
ko:K03769	ypw:CH59_1816
ko:K07345	ypw:CH59_1820
ko:K07346	ypw:CH59_1821
ko:K07347	ypw:CH59_1822
ko:K07483	ypw:CH59_1880
ko:K00111	ypw:CH59_1884
ko:K00688	ypw:CH59_1885
ko:K00703	ypw:CH59_1886
ko:K00975	ypw:CH59_1887
ko:K00700	ypw:CH59_1889
ko:K02478	ypw:CH59_1890
ko:K13735	ypw:CH59_1891
ko:K00133	ypw:CH59_1896
ko:K04772	ypw:CH59_2481
ko:K04771	ypw:CH59_2666
ko:K04055	ypw:CH59_4410
ko:K01139	ypw:CH59_2132
ko:K19298	ypw:CH59_1528
ko:K19270	ypw:CH59_95
ko:K07497	ypw:CH59_2049
ko:K07497	ypw:CH59_2556
ko:K07497	ypw:CH59_866
ko:K07497	ypw:CH59_1108
ko:K07497	ypw:CH59_1472
ko:K07497	ypw:CH59_1881
ko:K07497	ypw:CH59_2000
ko:K07497	ypw:CH59_2210
ko:K07497	ypw:CH59_2343
ko:K07497	ypw:CH59_3272
ko:K07497	ypw:CH59_3519
ko:K07497	ypw:CH59_4411
ko:K07497	ypw:CH59_4413
ko:K07497	ypw:CH59_4416
ko:K07497	ypw:CH59_4428
ko:K07497	ypw:CH59_4442
ko:K07497	ypw:CH59_4443
ko:K07497	ypw:CH59_4450
ko:K07497	ypw:CH59_4459
ko:K19265	ypw:CH59_3096
ko:K00839	ypw:CH59_2809
ko:K07497	ypw:CH59_3288
ko:K07489	ypw:CH59_900
ko:K03722	ypw:CH59_4051
ko:K01138	ypw:CH59_1037
ko:K03722	ypw:CH59_638
ko:K19267	ypw:CH59_192
ko:K19337	ypw:CH59_4058
ko:K19334	ypw:CH59_2600
ko:K12341	ypw:CH59_4434
ko:K02464	ypw:CH59_1057
ko:K02485	ypw:CH59_3947
ko:K01175	ypw:CH59_3517
ko:K19092	ypw:CH59_4453
ko:K19270	ypw:CH59_4278
ko:K19302	ypw:CH59_519
ko:K19304	ypw:CH59_4061
ko:K19333	ypw:CH59_120
ko:K00525	ypw:CH59_3528
ko:K02031	ypw:CH59_2595
ko:K02031	ypw:CH59_3542
ko:K06867	ypw:CH59_861
ko:K06867	ypw:CH59_2711
ko:K06867	ypw:CH59_3591
ko:K14220	ypw:CH59_262
ko:K14220	ypw:CH59_3712
ko:K14220	ypw:CH59_3435
ko:K19303	ypw:CH59_4214
ko:K01096	ypw:CH59_3897
ko:K01007	ypw:CH59_4243
ko:K19577	ypw:CH59_1066
ko:K06415	ypw:CH59_3976
ko:K07486	ypw:CH59_4372
ko:K14237	ypw:CH59_4223
ko:K14237	ypw:CH59_4224
ko:K14237	ypw:CH59_3089
ko:K14237	ypw:CH59_3091
ko:K14237	ypw:CH59_3090
ko:K14232	ypw:CH59_582
ko:K14228	ypw:CH59_1436
ko:K14228	ypw:CH59_1793
ko:K14230	ypw:CH59_1222
ko:K14233	ypw:CH59_4088
ko:K14233	ypw:CH59_4098
ko:K14233	ypw:CH59_393
ko:K14233	ypw:CH59_619
ko:K14219	ypw:CH59_2747
ko:K14219	ypw:CH59_2748
ko:K14219	ypw:CH59_2749
ko:K02483	ypw:CH59_3070
ko:K14218	ypw:CH59_3084
ko:K14218	ypw:CH59_3086
ko:K14227	ypw:CH59_1649
ko:K14227	ypw:CH59_2784
ko:K14227	ypw:CH59_1692
ko:K14228	ypw:CH59_2547
ko:K14228	ypw:CH59_2609
ko:K14228	ypw:CH59_3498
ko:K14233	ypw:CH59_2746
ko:K07489	ypw:CH59_883
ko:K14238	ypw:CH59_1986
ko:K14228	ypw:CH59_3296
ko:K14230	ypw:CH59_3496
ko:K14230	ypw:CH59_3499
ko:K14219	ypw:CH59_3248
ko:K14219	ypw:CH59_3619
ko:K14218	ypw:CH59_1648
ko:K14218	ypw:CH59_1691
ko:K14218	ypw:CH59_2785
ko:K02796	ypw:CH59_3411
ko:K08566	ypw:CH59_4484
ko:K00525	ypw:CH59_630
ko:K01980	ypw:CH59_1853
ko:K01980	ypw:CH59_2104
ko:K01980	ypw:CH59_781
ko:K01980	ypw:CH59_2786
ko:K01980	ypw:CH59_1646
ko:K01980	ypw:CH59_1690
ko:K14225	ypw:CH59_977
ko:K01977	ypw:CH59_2102
ko:K01977	ypw:CH59_2783
ko:K01977	ypw:CH59_783
ko:K01977	ypw:CH59_1855
ko:K01977	ypw:CH59_1693
ko:K01977	ypw:CH59_1650
ko:K01985	ypw:CH59_1642
ko:K01985	ypw:CH59_2788
ko:K01985	ypw:CH59_780
ko:K01985	ypw:CH59_1644
ko:K01985	ypw:CH59_2105
ko:K01985	ypw:CH59_1689
ko:K01985	ypw:CH59_1852
ko:K05875	ypw:CH59_2018
ko:K19775	ypw:CH59_1287
ko:K19745	ypw:CH59_2418
ko:K07493	ypw:CH59_2106
ko:K07493	ypw:CH59_248
ko:K07493	ypw:CH59_277
ko:K07493	ypw:CH59_3132
ko:K07493	ypw:CH59_3210
ko:K07493	ypw:CH59_3441
ko:K07493	ypw:CH59_3682
ko:K19778	ypw:CH59_3554
ko:K13060	ypw:CH59_4288
ko:K11009	ypw:CH59_4370
ko:K07147	ypw:CH59_2417
ko:K00799	ypw:CH59_529
ko:K15777	ypw:CH59_1205
ko:K05874	ypw:CH59_163
ko:K07662	ypw:CH59_2167
ko:K19802	ypw:CH59_4172
ko:K19803	ypw:CH59_565
ko:K01138	ypw:CH59_3023
ko:K19804	ypw:CH59_3895
ko:K19810	ypw:CH59_1509
ko:K15540	ypw:CH59_3130
ko:K00681	ypw:CH59_2864
ko:K07263	ypw:CH59_1939
ko:K05874	ypw:CH59_1062
ko:K07274	ypw:CH59_3968
ko:K21636	ypw:CH59_2593
ko:K14224	ypw:CH59_1854
ko:K14224	ypw:CH59_782
ko:K14224	ypw:CH59_2103
ko:K14229	ypw:CH59_3092
ko:K14229	ypw:CH59_722
ko:K14229	ypw:CH59_723
ko:K14229	ypw:CH59_3306
ko:K14222	ypw:CH59_3297
ko:K14223	ypw:CH59_3497
ko:K14223	ypw:CH59_3495
ko:K07686	ypw:CH59_1964
ko:K20268	ypw:CH59_65
ko:K14221	ypw:CH59_1851
ko:K14221	ypw:CH59_779
ko:K20264	ypw:CH59_263
ko:K14221	ypw:CH59_770
ko:K14234	ypw:CH59_1682
ko:K14234	ypw:CH59_618
ko:K14225	ypw:CH59_1680
ko:K14230	ypw:CH59_2548
ko:K14230	ypw:CH59_839
ko:K14230	ypw:CH59_838
ko:K19591	ypw:CH59_2981
ko:K22443	ypw:CH59_31
ko:K22132	ypw:CH59_836
ko:K14229	ypw:CH59_721
ko:K02438	ypw:CH59_1888
ko:K20885	ypw:CH59_14
ko:K20862	ypw:CH59_1777
ko:K21021	ypw:CH59_1413
ko:K22025	ypw:CH59_3883
ko:K21086	ypw:CH59_1936
ko:K21087	ypw:CH59_2821
ko:K08968	ypw:CH59_132
ko:K00821	ypw:CH59_2265
ko:K20968	ypw:CH59_4398
ko:K00526	ypw:CH59_631
ko:K00526	ypw:CH59_3527
ko:K02335	ypw:CH59_2112
ko:K03676	ypw:CH59_2160
ko:K17733	ypw:CH59_2431
ko:K03553	ypw:CH59_2742
ko:K03546	ypw:CH59_2853
ko:K06919	ypw:CH59_987
ko:K02316	ypw:CH59_1220
ko:K00560	ypw:CH59_1079
ko:K00287	ypw:CH59_1374
ko:K02314	ypw:CH59_1545
ko:K01520	ypw:CH59_2141
ko:K06223	ypw:CH59_2246
ko:K04068	ypw:CH59_2592
ko:K06903	ypw:CH59_3282
ko:K06907	ypw:CH59_3286
ko:K06217	ypw:CH59_3492
ko:K06191	ypw:CH59_3530
ko:K09882	ypw:CH59_4384
ko:K06866	ypw:CH59_3588
ko:K06217	ypw:CH59_3754
ko:K10954	ypw:CH59_3822
ko:K10954	ypw:CH59_3836
ko:K00857	ypw:CH59_3944
ko:K14744	ypw:CH59_4025
ko:K01185	ypw:CH59_4026
ko:K06223	ypw:CH59_4035
ko:K14059	ypw:CH59_4039
ko:K00050	ypw:CH59_71
ko:K00108	ypw:CH59_679
ko:K07493	ypw:CH59_3670
ko:K13695	ypw:CH59_4249
ko:K21470	ypw:CH59_433
ko:K01420	ypw:CH59_3799
ko:K21698	ypw:CH59_2439
ko:K21695	ypw:CH59_2440
ko:K21936	ypw:CH59_1575
ko:K21948	ypw:CH59_609
ko:K13638	ypw:CH59_2327
ko:K22015	ypw:CH59_1521
ko:K22051	ypw:CH59_1500
ko:K22130	ypw:CH59_608
ko:K03595	ypw:CH59_3604
ko:K22105	ypw:CH59_1860
ko:K22131	ypw:CH59_606
ko:K22110	ypw:CH59_1944
ko:K22110	ypw:CH59_116
ko:K03079	ypw:CH59_2716
ko:K22444	ypw:CH59_30
ko:K03077	ypw:CH59_2723
ko:K22278	ypw:CH59_259
ko:K03077	ypw:CH59_3890
ko:K02257	ypw:CH59_2891
ko:K11391	ypw:CH59_1275
ko:K00590	ypw:CH59_1471
ko:K07319	ypw:CH59_4359
ko:K00424	ypw:CH59_732
ko:K22601	ypw:CH59_2802
