ko:K12132	bthu:YBT1518_21170
ko:K03740	bthu:YBT1518_15695
ko:K15580	bthu:YBT1518_15700
ko:K01281	bthu:YBT1518_15760
ko:K03839	bthu:YBT1518_19430
ko:K07034	bthu:YBT1518_19435
ko:K16216	bthu:YBT1518_19460
ko:K14392	bthu:YBT1518_19485
ko:K01755	bthu:YBT1518_19470
ko:K06976	bthu:YBT1518_19465
ko:K03636	bthu:YBT1518_19545
ko:K00123	bthu:YBT1518_19590
ko:K09775	bthu:YBT1518_19515
ko:K05786	bthu:YBT1518_19520
ko:K00059	bthu:YBT1518_19500
ko:K03635	bthu:YBT1518_19550
ko:K03750	bthu:YBT1518_19555
ko:K03593	bthu:YBT1518_19540
ko:K02379	bthu:YBT1518_19575
ko:K03639	bthu:YBT1518_19570
ko:K03294	bthu:YBT1518_19615
ko:K14475	bthu:YBT1518_32190
ko:K17837	bthu:YBT1518_18690
ko:K03088	bthu:YBT1518_30175
ko:K01887	bthu:YBT1518_30180
ko:K01480	bthu:YBT1518_30210
ko:K00797	bthu:YBT1518_30215
ko:K01126	bthu:YBT1518_30230
ko:K06885	bthu:YBT1518_30255
ko:K02016	bthu:YBT1518_30260
ko:K02013	bthu:YBT1518_30265
ko:K02015	bthu:YBT1518_30270
ko:K02015	bthu:YBT1518_30275
ko:K06314	bthu:YBT1518_30285
ko:K16869	bthu:YBT1518_30290
ko:K00625	bthu:YBT1518_30295
ko:K01449	bthu:YBT1518_30310
ko:K06305	bthu:YBT1518_30315
ko:K10716	bthu:YBT1518_30330
ko:K03648	bthu:YBT1518_30350
ko:K00003	bthu:YBT1518_30380
ko:K00651	bthu:YBT1518_30385
ko:K01740	bthu:YBT1518_30390
ko:K01560	bthu:YBT1518_30405
ko:K01118	bthu:YBT1518_30415
ko:K00868	bthu:YBT1518_30430
ko:K06200	bthu:YBT1518_30445
ko:K08369	bthu:YBT1518_30455
ko:K05946	bthu:YBT1518_30460
ko:K09153	bthu:YBT1518_30500
ko:K12267	bthu:YBT1518_30550
ko:K05339	bthu:YBT1518_30560
ko:K05338	bthu:YBT1518_30565
ko:K07704	bthu:YBT1518_30575
ko:K00491	bthu:YBT1518_30590
ko:K04564	bthu:YBT1518_30595
ko:K01784	bthu:YBT1518_30615
ko:K11068	bthu:YBT1518_30620
ko:K00364	bthu:YBT1518_30635
ko:K00783	bthu:YBT1518_30655
ko:K07652	bthu:YBT1518_30685
ko:K07668	bthu:YBT1518_30690
ko:K01939	bthu:YBT1518_30695
ko:K02939	bthu:YBT1518_30705
ko:K02963	bthu:YBT1518_30720
ko:K02990	bthu:YBT1518_30730
ko:K06942	bthu:YBT1518_30735
ko:K03501	bthu:YBT1518_30770
ko:K03495	bthu:YBT1518_30775
ko:K03666	bthu:YBT1518_34471
ko:K07491	bthu:YBT1518_33486
ko:K07284	bthu:YBT1518_33501
ko:K00012	bthu:YBT1518_33511
ko:K01791	bthu:YBT1518_33536
ko:K17716	bthu:YBT1518_33546
ko:K01673	bthu:YBT1518_33791
ko:K07218	bthu:YBT1518_33866
ko:K07148	bthu:YBT1518_34196
ko:K03666	bthu:YBT1518_34261
ko:K06295	bthu:YBT1518_33392
ko:K06297	bthu:YBT1518_33397
ko:K06296	bthu:YBT1518_33402
ko:K03704	bthu:YBT1518_31150
ko:K03321	bthu:YBT1518_31205
ko:K01673	bthu:YBT1518_31210
ko:K07491	bthu:YBT1518_31360
ko:K06297	bthu:YBT1518_31510
ko:K06295	bthu:YBT1518_31515
ko:K06346	bthu:YBT1518_30785
ko:K03217	bthu:YBT1518_30790
ko:K03536	bthu:YBT1518_30795
ko:K02914	bthu:YBT1518_30800
ko:K03650	bthu:YBT1518_30780
ko:K01448	bthu:YBT1518_34766
ko:K15580	bthu:YBT1518_19665
ko:K15580	bthu:YBT1518_19685
ko:K15580	bthu:YBT1518_19690
ko:K03088	bthu:YBT1518_19715
ko:K01992	bthu:YBT1518_19725
ko:K01990	bthu:YBT1518_19730
ko:K04750	bthu:YBT1518_19745
ko:K02621	bthu:YBT1518_19755
ko:K02622	bthu:YBT1518_19760
ko:K08591	bthu:YBT1518_19790
ko:K06411	bthu:YBT1518_20860
ko:K01843	bthu:YBT1518_12490
ko:K14227	bthu:YBT1518_t30812
ko:K14227	bthu:YBT1518_t30938
ko:K14227	bthu:YBT1518_t30818
ko:K14227	bthu:YBT1518_t30958
ko:K18115	bthu:YBT1518_19510
ko:K16044	bthu:YBT1518_19750
ko:K07979	bthu:YBT1518_22575
ko:K00549	bthu:YBT1518_22190
ko:K00128	bthu:YBT1518_07440
ko:K00128	bthu:YBT1518_15615
ko:K00128	bthu:YBT1518_19495
ko:K14220	bthu:YBT1518_t30844
ko:K14220	bthu:YBT1518_t30956
ko:K14220	bthu:YBT1518_t30940
ko:K14220	bthu:YBT1518_t30872
ko:K14220	bthu:YBT1518_t30826
ko:K14222	bthu:YBT1518_t30898
ko:K14236	bthu:YBT1518_t30834
ko:K14236	bthu:YBT1518_t30888
ko:K14236	bthu:YBT1518_t30906
ko:K14235	bthu:YBT1518_t30890
ko:K14235	bthu:YBT1518_t30936
ko:K02171	bthu:YBT1518_06505
ko:K18104	bthu:YBT1518_10895
ko:K02479	bthu:YBT1518_12320
ko:K00104	bthu:YBT1518_07500
ko:K01759	bthu:YBT1518_29360
ko:K08168	bthu:YBT1518_24895
ko:K00632	bthu:YBT1518_27825
ko:K02809	bthu:YBT1518_05125
ko:K02810	bthu:YBT1518_05125
ko:K21379	bthu:YBT1518_10835
ko:K18220	bthu:YBT1518_16630
ko:K08221	bthu:YBT1518_30220
ko:K07003	bthu:YBT1518_06250
ko:K01286	bthu:YBT1518_27840
ko:K00004	bthu:YBT1518_04125
ko:K05303	bthu:YBT1518_07090
ko:K01046	bthu:YBT1518_26920
ko:K17910	bthu:YBT1518_07920
ko:K01286	bthu:YBT1518_17275
ko:K02172	bthu:YBT1518_06510
ko:K00663	bthu:YBT1518_16300
ko:K14230	bthu:YBT1518_t30822
ko:K07222	bthu:YBT1518_18725
ko:K03206	bthu:YBT1518_12380
ko:K05281	bthu:YBT1518_16655
ko:K07145	bthu:YBT1518_25125
ko:K07145	bthu:YBT1518_16415
ko:K21472	bthu:YBT1518_27650
ko:K03719	bthu:YBT1518_07830
ko:K03719	bthu:YBT1518_28240
ko:K01286	bthu:YBT1518_17030
ko:K00634	bthu:YBT1518_23020
ko:K06880	bthu:YBT1518_17560
ko:K06880	bthu:YBT1518_17035
ko:K18118	bthu:YBT1518_10350
ko:K21993	bthu:YBT1518_20445
ko:K18231	bthu:YBT1518_25735
ko:K18234	bthu:YBT1518_14470
ko:K19302	bthu:YBT1518_14680
ko:K14219	bthu:YBT1518_t30862
ko:K14219	bthu:YBT1518_t30918
ko:K14231	bthu:YBT1518_t30884
ko:K14231	bthu:YBT1518_t30966
ko:K14231	bthu:YBT1518_t30932
ko:K14231	bthu:YBT1518_t30986
ko:K14234	bthu:YBT1518_t30886
ko:K14234	bthu:YBT1518_t30964
ko:K14234	bthu:YBT1518_t30934
ko:K14226	bthu:YBT1518_t30892
ko:K14228	bthu:YBT1518_t30916
ko:K14230	bthu:YBT1518_t30946
ko:K14230	bthu:YBT1518_t30984
ko:K14219	bthu:YBT1518_t30948
ko:K03407	bthu:YBT1518_03975
ko:K09607	bthu:YBT1518_04100
ko:K09607	bthu:YBT1518_04110
ko:K07729	bthu:YBT1518_04165
ko:K07729	bthu:YBT1518_04170
ko:K03666	bthu:YBT1518_03870
ko:K03530	bthu:YBT1518_03875
ko:K01426	bthu:YBT1518_03915
ko:K03090	bthu:YBT1518_03955
ko:K04757	bthu:YBT1518_03960
ko:K10441	bthu:YBT1518_03515
ko:K07090	bthu:YBT1518_01715
ko:K06418	bthu:YBT1518_16990
ko:K00012	bthu:YBT1518_32370
ko:K06147	bthu:YBT1518_32385
ko:K02003	bthu:YBT1518_19945
ko:K06284	bthu:YBT1518_21685
ko:K14647	bthu:YBT1518_24225
ko:K02563	bthu:YBT1518_23485
ko:K02003	bthu:YBT1518_26710
ko:K02240	bthu:YBT1518_29245
ko:K01223	bthu:YBT1518_20620
ko:K01761	bthu:YBT1518_25785
ko:K13853	bthu:YBT1518_25915
ko:K13853	bthu:YBT1518_25920
ko:K07729	bthu:YBT1518_28525
ko:K01955	bthu:YBT1518_32325
ko:K01955	bthu:YBT1518_32330
ko:K19449	bthu:YBT1518_07425
ko:K01426	bthu:YBT1518_32160
ko:K01243	bthu:YBT1518_15795
ko:K08602	bthu:YBT1518_18945
ko:K16323	bthu:YBT1518_16435
ko:K09607	bthu:YBT1518_16485
ko:K12574	bthu:YBT1518_17005
ko:K06889	bthu:YBT1518_17130
ko:K06284	bthu:YBT1518_09040
ko:K03466	bthu:YBT1518_09140
ko:K02004	bthu:YBT1518_17575
ko:K02003	bthu:YBT1518_17580
ko:K10536	bthu:YBT1518_13490
ko:K06284	bthu:YBT1518_13510
ko:K06311	bthu:YBT1518_13615
ko:K00675	bthu:YBT1518_13815
ko:K00483	bthu:YBT1518_14235
ko:K11636	bthu:YBT1518_14365
ko:K06304	bthu:YBT1518_14590
ko:K07491	bthu:YBT1518_32180
ko:K01387	bthu:YBT1518_32215
ko:K17218	bthu:YBT1518_32225
ko:K07533	bthu:YBT1518_15765
ko:K01436	bthu:YBT1518_07895
ko:K06372	bthu:YBT1518_07430
ko:K03530	bthu:YBT1518_34476
ko:K03321	bthu:YBT1518_33796
ko:K07491	bthu:YBT1518_33871
ko:K06284	bthu:YBT1518_33881
ko:K03090	bthu:YBT1518_33886
ko:K04757	bthu:YBT1518_33891
ko:K03407	bthu:YBT1518_33906
ko:K01791	bthu:YBT1518_34016
ko:K01791	bthu:YBT1518_34026
ko:K07491	bthu:YBT1518_34041
ko:K11035	bthu:YBT1518_34101
ko:K06284	bthu:YBT1518_34151
ko:K03530	bthu:YBT1518_34256
ko:K07491	bthu:YBT1518_34276
ko:K03666	bthu:YBT1518_32537
ko:K03530	bthu:YBT1518_32542
ko:K01673	bthu:YBT1518_32747
ko:K03321	bthu:YBT1518_32752
ko:K07491	bthu:YBT1518_33122
ko:K01709	bthu:YBT1518_33142
ko:K00978	bthu:YBT1518_33157
ko:K17218	bthu:YBT1518_31110
ko:K07491	bthu:YBT1518_31220
ko:K00657	bthu:YBT1518_31240
ko:K02004	bthu:YBT1518_31250
ko:K02003	bthu:YBT1518_31255
ko:K11034	bthu:YBT1518_31335
ko:K11034	bthu:YBT1518_31340
ko:K11034	bthu:YBT1518_31345
ko:K06296	bthu:YBT1518_31505
ko:K00978	bthu:YBT1518_31745
ko:K01709	bthu:YBT1518_31760
ko:K07491	bthu:YBT1518_31780
ko:K07491	bthu:YBT1518_32070
ko:K21113	bthu:YBT1518_14485
ko:K14228	bthu:YBT1518_t30912
ko:K14230	bthu:YBT1518_t33446
ko:K14230	bthu:YBT1518_t32492
ko:K14229	bthu:YBT1518_t30910
ko:K14218	bthu:YBT1518_t30814
ko:K14218	bthu:YBT1518_t30820
ko:K14218	bthu:YBT1518_t30922
ko:K14218	bthu:YBT1518_t30842
ko:K14237	bthu:YBT1518_t30832
ko:K14237	bthu:YBT1518_t30978
ko:K14237	bthu:YBT1518_t30878
ko:K14237	bthu:YBT1518_t30972
ko:K14237	bthu:YBT1518_t30904
ko:K14237	bthu:YBT1518_t30850
ko:K14223	bthu:YBT1518_t30856
ko:K14223	bthu:YBT1518_t30894
ko:K14223	bthu:YBT1518_t30908
ko:K14223	bthu:YBT1518_t30836
ko:K14225	bthu:YBT1518_t30840
ko:K14225	bthu:YBT1518_t30896
ko:K14225	bthu:YBT1518_t30914
ko:K14221	bthu:YBT1518_t30870
ko:K14221	bthu:YBT1518_t30882
ko:K14221	bthu:YBT1518_t30988
ko:K14221	bthu:YBT1518_t30968
ko:K14221	bthu:YBT1518_t30930
ko:K14221	bthu:YBT1518_t30854
ko:K14228	bthu:YBT1518_t30860
ko:K14228	bthu:YBT1518_t30900
ko:K01243	bthu:YBT1518_05530
ko:K14229	bthu:YBT1518_t30838
ko:K14229	bthu:YBT1518_t30992
ko:K14229	bthu:YBT1518_t30962
ko:K14229	bthu:YBT1518_t30858
ko:K07260	bthu:YBT1518_24980
ko:K18346	bthu:YBT1518_16490
ko:K14233	bthu:YBT1518_t30816
ko:K14233	bthu:YBT1518_t30926
ko:K14233	bthu:YBT1518_t30924
ko:K14234	bthu:YBT1518_t30828
ko:K14233	bthu:YBT1518_t30846
ko:K14233	bthu:YBT1518_t30954
ko:K14237	bthu:YBT1518_t30944
ko:K14230	bthu:YBT1518_t30980
ko:K14230	bthu:YBT1518_t34898
ko:K14230	bthu:YBT1518_t33444
ko:K14230	bthu:YBT1518_t30880
ko:K14230	bthu:YBT1518_t30970
ko:K14230	bthu:YBT1518_t30928
ko:K14230	bthu:YBT1518_t30868
ko:K14230	bthu:YBT1518_t30852
ko:K14224	bthu:YBT1518_t30824
ko:K14224	bthu:YBT1518_t30990
ko:K14224	bthu:YBT1518_t30974
ko:K14224	bthu:YBT1518_t30942
ko:K14224	bthu:YBT1518_t30830
ko:K14224	bthu:YBT1518_t30876
ko:K14224	bthu:YBT1518_t30952
ko:K14224	bthu:YBT1518_t30848
ko:K14225	bthu:YBT1518_t30866
ko:K14225	bthu:YBT1518_t30960
ko:K14225	bthu:YBT1518_t30902
ko:K14225	bthu:YBT1518_t30950
ko:K14219	bthu:YBT1518_t30982
ko:K22579	bthu:YBT1518_16970
ko:K02475	bthu:YBT1518_02965
ko:K19430	bthu:YBT1518_33516
ko:K03742	bthu:YBT1518_20755
ko:K07705	bthu:YBT1518_30570
ko:K01200	bthu:YBT1518_26055
ko:K01200	bthu:YBT1518_15080
ko:K02343	bthu:YBT1518_00090
ko:K06187	bthu:YBT1518_00100
ko:K02031	bthu:YBT1518_01090
ko:K02032	bthu:YBT1518_01095
ko:K00001	bthu:YBT1518_14255
ko:K15640	bthu:YBT1518_21840
ko:K03296	bthu:YBT1518_30545
ko:K04749	bthu:YBT1518_03965
ko:K04749	bthu:YBT1518_06035
ko:K04749	bthu:YBT1518_33896
ko:K06384	bthu:YBT1518_22655
ko:K06380	bthu:YBT1518_24735
ko:K01585	bthu:YBT1518_21980
ko:K12555	bthu:YBT1518_08300
ko:K12555	bthu:YBT1518_06465
ko:K18640	bthu:YBT1518_31960
ko:K06896	bthu:YBT1518_02320
ko:K02470	bthu:YBT1518_00025
ko:K02469	bthu:YBT1518_00030
ko:K18672	bthu:YBT1518_00765
ko:K18707	bthu:YBT1518_23995
ko:K18692	bthu:YBT1518_23870
ko:K03629	bthu:YBT1518_00020
ko:K18928	bthu:YBT1518_07530
ko:K18929	bthu:YBT1518_07535
ko:K18924	bthu:YBT1518_23275
ko:K18925	bthu:YBT1518_23280
ko:K03790	bthu:YBT1518_16530
ko:K18907	bthu:YBT1518_14780
ko:K03790	bthu:YBT1518_16755
ko:K03790	bthu:YBT1518_12550
ko:K03790	bthu:YBT1518_13030
ko:K01777	bthu:YBT1518_05520
ko:K06147	bthu:YBT1518_32380
ko:K03789	bthu:YBT1518_08855
ko:K07171	bthu:YBT1518_01200
ko:K18967	bthu:YBT1518_30435
ko:K03790	bthu:YBT1518_10440
ko:K03790	bthu:YBT1518_14930
ko:K03502	bthu:YBT1518_32430
ko:K03502	bthu:YBT1518_32440
ko:K03205	bthu:YBT1518_03785
ko:K03169	bthu:YBT1518_03850
ko:K03169	bthu:YBT1518_02330
ko:K03111	bthu:YBT1518_11900
ko:K00662	bthu:YBT1518_16135
ko:K03502	bthu:YBT1518_17025
ko:K08151	bthu:YBT1518_13355
ko:K03169	bthu:YBT1518_10640
ko:K05593	bthu:YBT1518_10925
ko:K03111	bthu:YBT1518_30725
ko:K03497	bthu:YBT1518_30755
ko:K03496	bthu:YBT1518_30760
ko:K03497	bthu:YBT1518_30765
ko:K03205	bthu:YBT1518_34431
ko:K03496	bthu:YBT1518_34781
ko:K04565	bthu:YBT1518_27035
ko:K03761	bthu:YBT1518_05640
ko:K07496	bthu:YBT1518_33876
ko:K07496	bthu:YBT1518_31355
ko:K02315	bthu:YBT1518_01890
ko:K19055	bthu:YBT1518_27640
ko:K03466	bthu:YBT1518_09225
ko:K07483	bthu:YBT1518_33731
ko:K07483	bthu:YBT1518_33816
ko:K07483	bthu:YBT1518_33986
ko:K07483	bthu:YBT1518_34086
ko:K07483	bthu:YBT1518_31160
ko:K07483	bthu:YBT1518_31440
ko:K19005	bthu:YBT1518_16230
ko:K09145	bthu:YBT1518_08195
ko:K01872	bthu:YBT1518_19880
ko:K07029	bthu:YBT1518_01785
ko:K03526	bthu:YBT1518_23835
ko:K18979	bthu:YBT1518_02890
ko:K03466	bthu:YBT1518_32410
ko:K13052	bthu:YBT1518_00275
ko:K05396	bthu:YBT1518_17630
ko:K03741	bthu:YBT1518_17245
ko:K07816	bthu:YBT1518_24165
ko:K14742	bthu:YBT1518_01220
ko:K03466	bthu:YBT1518_03640
ko:K03466	bthu:YBT1518_33711
ko:K03466	bthu:YBT1518_31100
ko:K03466	bthu:YBT1518_31990
ko:K03466	bthu:YBT1518_34306
ko:K07498	bthu:YBT1518_32155
ko:K07498	bthu:YBT1518_32485
ko:K07498	bthu:YBT1518_32395
ko:K03429	bthu:YBT1518_02720
ko:K06595	bthu:YBT1518_30480
ko:K07498	bthu:YBT1518_32802
ko:K07498	bthu:YBT1518_33282
ko:K07498	bthu:YBT1518_31085
ko:K07498	bthu:YBT1518_31625
ko:K07498	bthu:YBT1518_32290
ko:K07498	bthu:YBT1518_32285
ko:K06415	bthu:YBT1518_04820
ko:K19175	bthu:YBT1518_05675
ko:K01239	bthu:YBT1518_12905
ko:K05799	bthu:YBT1518_07525
ko:K01090	bthu:YBT1518_16735
ko:K03892	bthu:YBT1518_17260
ko:K00344	bthu:YBT1518_18325
ko:K02277	bthu:YBT1518_21875
ko:K00354	bthu:YBT1518_11260
ko:K06378	bthu:YBT1518_22565
ko:K02777	bthu:YBT1518_29930
ko:K08651	bthu:YBT1518_02065
ko:K01239	bthu:YBT1518_15920
ko:K01239	bthu:YBT1518_28570
ko:K00001	bthu:YBT1518_19075
ko:K01239	bthu:YBT1518_19480
ko:K11037	bthu:YBT1518_34106
ko:K08651	bthu:YBT1518_34191
ko:K11615	bthu:YBT1518_03060
ko:K01090	bthu:YBT1518_07070
ko:K03296	bthu:YBT1518_04600
ko:K01271	bthu:YBT1518_21245
ko:K06308	bthu:YBT1518_26215
ko:K01081	bthu:YBT1518_27665
ko:K03328	bthu:YBT1518_00250
ko:K00798	bthu:YBT1518_08415
ko:K06308	bthu:YBT1518_33456
ko:K00344	bthu:YBT1518_18890
ko:K00571	bthu:YBT1518_25630
ko:K00433	bthu:YBT1518_26460
ko:K06307	bthu:YBT1518_19600
ko:K01897	bthu:YBT1518_19900
ko:K01710	bthu:YBT1518_07130
ko:K01710	bthu:YBT1518_29640
ko:K01447	bthu:YBT1518_05415
ko:K06345	bthu:YBT1518_24585
ko:K01447	bthu:YBT1518_08490
ko:K01271	bthu:YBT1518_25495
ko:K03293	bthu:YBT1518_04465
ko:K02032	bthu:YBT1518_05560
ko:K00344	bthu:YBT1518_11665
ko:K01239	bthu:YBT1518_14800
ko:K21900	bthu:YBT1518_28935
ko:K01073	bthu:YBT1518_11330
ko:K19068	bthu:YBT1518_33541
ko:K02031	bthu:YBT1518_03480
ko:K01117	bthu:YBT1518_04140
ko:K06893	bthu:YBT1518_05140
ko:K06336	bthu:YBT1518_07410
ko:K08651	bthu:YBT1518_12830
ko:K11036	bthu:YBT1518_13680
ko:K11037	bthu:YBT1518_13685
ko:K01777	bthu:YBT1518_15630
ko:K01046	bthu:YBT1518_14380
ko:K03293	bthu:YBT1518_18765
ko:K00102	bthu:YBT1518_19115
ko:K00020	bthu:YBT1518_12700
ko:K00020	bthu:YBT1518_22390
ko:K19341	bthu:YBT1518_33856
ko:K03722	bthu:YBT1518_08745
ko:K03722	bthu:YBT1518_08845
ko:K19271	bthu:YBT1518_12980
ko:K01567	bthu:YBT1518_02600
ko:K01992	bthu:YBT1518_10055
ko:K19342	bthu:YBT1518_33861
ko:K07496	bthu:YBT1518_33591
ko:K07496	bthu:YBT1518_34046
ko:K07496	bthu:YBT1518_34186
ko:K07496	bthu:YBT1518_34271
ko:K07496	bthu:YBT1518_31225
ko:K07496	bthu:YBT1518_26275
ko:K07497	bthu:YBT1518_33811
ko:K07497	bthu:YBT1518_33981
ko:K07497	bthu:YBT1518_32627
ko:K07497	bthu:YBT1518_27190
ko:K19302	bthu:YBT1518_07465
ko:K00638	bthu:YBT1518_13525
ko:K01992	bthu:YBT1518_30355
ko:K01992	bthu:YBT1518_07815
ko:K02031	bthu:YBT1518_05555
ko:K19405	bthu:YBT1518_00385
ko:K01990	bthu:YBT1518_30360
ko:K01990	bthu:YBT1518_20175
ko:K19302	bthu:YBT1518_15075
ko:K19411	bthu:YBT1518_00380
ko:K19350	bthu:YBT1518_19300
ko:K06867	bthu:YBT1518_02985
ko:K06419	bthu:YBT1518_05295
ko:K19428	bthu:YBT1518_33526
ko:K03574	bthu:YBT1518_26525
ko:K19429	bthu:YBT1518_33521
ko:K01436	bthu:YBT1518_04530
ko:K07496	bthu:YBT1518_23475
ko:K19302	bthu:YBT1518_26340
ko:K18567	bthu:YBT1518_27875
ko:K02032	bthu:YBT1518_03475
ko:K02476	bthu:YBT1518_02960
ko:K06881	bthu:YBT1518_25460
ko:K00887	bthu:YBT1518_23950
ko:K03466	bthu:YBT1518_32005
ko:K07315	bthu:YBT1518_06055
ko:K19689	bthu:YBT1518_25945
ko:K19689	bthu:YBT1518_10520
ko:K19701	bthu:YBT1518_30160
ko:K07315	bthu:YBT1518_03970
ko:K01258	bthu:YBT1518_22920
ko:K07315	bthu:YBT1518_33901
ko:K19689	bthu:YBT1518_17645
ko:K20484	bthu:YBT1518_19970
ko:K20483	bthu:YBT1518_19980
ko:K03417	bthu:YBT1518_12690
ko:K20480	bthu:YBT1518_03165
ko:K20481	bthu:YBT1518_03170
ko:K20482	bthu:YBT1518_19985
ko:K11036	bthu:YBT1518_31330
ko:K00547	bthu:YBT1518_23495
ko:K00297	bthu:YBT1518_23495
ko:K15777	bthu:YBT1518_10330
ko:K19802	bthu:YBT1518_15710
ko:K19955	bthu:YBT1518_20410
ko:K01259	bthu:YBT1518_10460
ko:K13075	bthu:YBT1518_18760
ko:K21636	bthu:YBT1518_19785
ko:K05770	bthu:YBT1518_17175
ko:K20074	bthu:YBT1518_21175
ko:K10680	bthu:YBT1518_20080
ko:K21349	bthu:YBT1518_32335
ko:K07484	bthu:YBT1518_34021
ko:K07484	bthu:YBT1518_20085
ko:K07484	bthu:YBT1518_27935
ko:K07484	bthu:YBT1518_27895
ko:K20109	bthu:YBT1518_32677
ko:K20201	bthu:YBT1518_29925
ko:K20116	bthu:YBT1518_22425
ko:K20117	bthu:YBT1518_22425
ko:K20118	bthu:YBT1518_22425
ko:K01400	bthu:YBT1518_33971
ko:K20390	bthu:YBT1518_30085
ko:K20391	bthu:YBT1518_30090
ko:K20487	bthu:YBT1518_19930
ko:K20482	bthu:YBT1518_19990
ko:K20483	bthu:YBT1518_25730
ko:K00526	bthu:YBT1518_07790
ko:K20485	bthu:YBT1518_19975
ko:K20486	bthu:YBT1518_19925
ko:K20345	bthu:YBT1518_01435
ko:K20344	bthu:YBT1518_01425
ko:K20375	bthu:YBT1518_25715
ko:K20418	bthu:YBT1518_06435
ko:K20488	bthu:YBT1518_19935
ko:K18889	bthu:YBT1518_05270
ko:K08884	bthu:YBT1518_12520
ko:K18889	bthu:YBT1518_20250
ko:K18890	bthu:YBT1518_05275
ko:K18890	bthu:YBT1518_20245
ko:K00302	bthu:YBT1518_15650
ko:K00302	bthu:YBT1518_15655
ko:K20742	bthu:YBT1518_15705
ko:K11751	bthu:YBT1518_17050
ko:K01208	bthu:YBT1518_22245
ko:K21029	bthu:YBT1518_19560
ko:K20895	bthu:YBT1518_02640
ko:K21029	bthu:YBT1518_11745
ko:K21029	bthu:YBT1518_26165
ko:K21064	bthu:YBT1518_06885
ko:K08968	bthu:YBT1518_25765
ko:K00821	bthu:YBT1518_16580
ko:K00821	bthu:YBT1518_22835
ko:K00435	bthu:YBT1518_30300
ko:K01286	bthu:YBT1518_09805
ko:K00560	bthu:YBT1518_12190
ko:K00287	bthu:YBT1518_12195
ko:K03546	bthu:YBT1518_12735
ko:K06919	bthu:YBT1518_01285
ko:K06904	bthu:YBT1518_01975
ko:K06904	bthu:YBT1518_01345
ko:K07313	bthu:YBT1518_03020
ko:K06904	bthu:YBT1518_03995
ko:K06919	bthu:YBT1518_03580
ko:K18640	bthu:YBT1518_03695
ko:K07451	bthu:YBT1518_04285
ko:K13730	bthu:YBT1518_07665
ko:K00558	bthu:YBT1518_09090
ko:K02314	bthu:YBT1518_05710
ko:K01286	bthu:YBT1518_07400
ko:K01286	bthu:YBT1518_10865
ko:K01286	bthu:YBT1518_11425
ko:K00857	bthu:YBT1518_29985
ko:K01286	bthu:YBT1518_30305
ko:K02314	bthu:YBT1518_30700
ko:K18640	bthu:YBT1518_34331
ko:K18640	bthu:YBT1518_33641
ko:K02315	bthu:YBT1518_21705
ko:K18640	bthu:YBT1518_15140
ko:K01286	bthu:YBT1518_17435
ko:K04068	bthu:YBT1518_19780
ko:K03553	bthu:YBT1518_20750
ko:K01286	bthu:YBT1518_14080
ko:K17733	bthu:YBT1518_14765
ko:K01286	bthu:YBT1518_16605
ko:K02316	bthu:YBT1518_23905
ko:K06217	bthu:YBT1518_23965
ko:K01493	bthu:YBT1518_24075
ko:K02314	bthu:YBT1518_27375
ko:K07455	bthu:YBT1518_27385
ko:K07451	bthu:YBT1518_28425
ko:K02314	bthu:YBT1518_28495
ko:K07455	bthu:YBT1518_28505
ko:K06919	bthu:YBT1518_28715
ko:K06904	bthu:YBT1518_29140
ko:K06919	bthu:YBT1518_29195
ko:K07258	bthu:YBT1518_08370
ko:K02335	bthu:YBT1518_25355
ko:K07497	bthu:YBT1518_34146
ko:K05375	bthu:YBT1518_12785
ko:K02031	bthu:YBT1518_00885
ko:K00525	bthu:YBT1518_07785
ko:K00980	bthu:YBT1518_29635
ko:K07741	bthu:YBT1518_03545
ko:K21416	bthu:YBT1518_15315
ko:K21417	bthu:YBT1518_15310
ko:K21405	bthu:YBT1518_15255
ko:K21481	bthu:YBT1518_06460
ko:K21464	bthu:YBT1518_30235
ko:K21465	bthu:YBT1518_23585
ko:K21465	bthu:YBT1518_13960
ko:K21465	bthu:YBT1518_16830
ko:K21465	bthu:YBT1518_14505
ko:K21467	bthu:YBT1518_12200
ko:K21467	bthu:YBT1518_13940
ko:K21468	bthu:YBT1518_24345
ko:K22044	bthu:YBT1518_30745
ko:K21471	bthu:YBT1518_29250
ko:K21471	bthu:YBT1518_08185
ko:K21567	bthu:YBT1518_02165
ko:K21613	bthu:YBT1518_20165
ko:K21567	bthu:YBT1518_27155
ko:K21600	bthu:YBT1518_20470
ko:K00863	bthu:YBT1518_05875
ko:K00863	bthu:YBT1518_05885
ko:K21713	bthu:YBT1518_15585
ko:K21828	bthu:YBT1518_02295
ko:K21929	bthu:YBT1518_08675
ko:K21902	bthu:YBT1518_30225
ko:K11923	bthu:YBT1518_18215
ko:K21935	bthu:YBT1518_12480
ko:K18244	bthu:YBT1518_30050
ko:K21993	bthu:YBT1518_19565
ko:K21903	bthu:YBT1518_03150
ko:K00754	bthu:YBT1518_08705
ko:K01463	bthu:YBT1518_08700
ko:K22135	bthu:YBT1518_18810
ko:K22136	bthu:YBT1518_21475
ko:K14274	bthu:YBT1518_14285
ko:K03595	bthu:YBT1518_23940
ko:K02116	bthu:YBT1518_05855
ko:K22112	bthu:YBT1518_30605
ko:K22132	bthu:YBT1518_24470
