ko:K02495	eld:i02_4409
ko:K11179	eld:i02_1014
ko:K06282	eld:i02_1017
ko:K06281	eld:i02_1018
ko:K07772	eld:i02_1033
ko:K07283	eld:i02_1942
ko:K03478	eld:i02_1952
ko:K01222	eld:i02_1953
ko:K01916	eld:i02_1959
ko:K13628	eld:i02_2849
ko:K04488	eld:i02_2850
ko:K01092	eld:i02_2854
ko:K06889	eld:i02_2855
ko:K02056	eld:i02_2864
ko:K03803	eld:i02_2889
ko:K02450	eld:i02_3768
ko:K02454	eld:i02_3771
ko:K07019	eld:i02_3800
ko:K09898	eld:i02_3801
ko:K10914	eld:i02_3804
ko:K04067	eld:i02_0562
ko:K00939	eld:i02_0569
ko:K03455	eld:i02_0573
ko:K11751	eld:i02_0575
ko:K02004	eld:i02_0593
ko:K01466	eld:i02_0602
ko:K11105	eld:i02_1471
ko:K01297	eld:i02_1472
ko:K02014	eld:i02_1476
ko:K06039	eld:i02_1509
ko:K00374	eld:i02_1518
ko:K02436	eld:i02_2416
ko:K00094	eld:i02_2417
ko:K02775	eld:i02_2418
ko:K03593	eld:i02_2440
ko:K01639	eld:i02_3334
ko:K07214	eld:i02_4234
ko:K02755	eld:i02_4237
ko:K02756	eld:i02_4237
ko:K02757	eld:i02_4237
ko:K03488	eld:i02_4239
ko:K02116	eld:i02_4258
ko:K03718	eld:i02_4262
ko:K07793	eld:i02_4368
ko:K01160	eld:i02_1392
ko:K08172	eld:i02_2252
ko:K08225	eld:i02_0652
ko:K03972	eld:i02_1607
ko:K16346	eld:i02_3179
ko:K00970	eld:i02_0161
ko:K01243	eld:i02_0180
ko:K00674	eld:i02_0185
ko:K00059	eld:i02_1080
ko:K00647	eld:i02_1082
ko:K01424	eld:i02_1990
ko:K07305	eld:i02_2002
ko:K02793	eld:i02_2042
ko:K02794	eld:i02_2042
ko:K00135	eld:i02_2940
ko:K07048	eld:i02_3821
ko:K02035	eld:i02_3453
ko:K02035	eld:i02_4665
ko:K02031	eld:i02_4662
ko:K00851	eld:i02_3896
ko:K05816	eld:i02_3909
ko:K05815	eld:i02_3910
ko:K03469	eld:i02_0233
ko:K02342	eld:i02_0234
ko:K07052	eld:i02_1125
ko:K07017	eld:i02_1145
ko:K07491	eld:i02_1150
ko:K07126	eld:i02_1162
ko:K02795	eld:i02_2043
ko:K11392	eld:i02_2062
ko:K09815	eld:i02_2087
ko:K03647	eld:i02_2957
ko:K03743	eld:i02_2985
ko:K08305	eld:i02_2986
ko:K02783	eld:i02_2987
ko:K02782	eld:i02_2988
ko:K02783	eld:i02_2988
ko:K00068	eld:i02_2990
ko:K02466	eld:i02_2991
ko:K01974	eld:i02_3868
ko:K02441	eld:i02_3873
ko:K00700	eld:i02_3890
ko:K11139	eld:i02_1461
ko:K10551	eld:i02_4676
ko:K05814	eld:i02_3911
ko:K08194	eld:i02_4205
ko:K06887	eld:i02_3903
ko:K03535	eld:i02_3078
ko:K01069	eld:i02_0231
ko:K01980	eld:i02_r008
ko:K01980	eld:i02_r014
ko:K01980	eld:i02_r002
ko:K01980	eld:i02_r020
ko:K01980	eld:i02_r005
ko:K01980	eld:i02_r011
ko:K01980	eld:i02_r017
ko:K01048	eld:i02_4341
ko:K00537	eld:i02_3970
ko:K16210	eld:i02_0310
ko:K18837	eld:i02_0265
ko:K08351	eld:i02_4037
ko:K01545	eld:i02_0755
ko:K16321	eld:i02_4918
ko:K16324	eld:i02_2499
ko:K16322	eld:i02_3415
ko:K02052	eld:i02_1689
ko:K02055	eld:i02_1688
ko:K06221	eld:i02_0396
ko:K01840	eld:i02_2357
ko:K01840	eld:i02_2372
ko:K01739	eld:i02_4484
ko:K01271	eld:i02_4388
ko:K07346	eld:i02_4913
ko:K01139	eld:i02_4137
ko:K07232	eld:i02_1508
ko:K06221	eld:i02_3438
ko:K16264	eld:i02_0795
ko:K07346	eld:i02_1134
ko:K07351	eld:i02_1133
ko:K07684	eld:i02_1511
ko:K07782	eld:i02_2146
ko:K13053	eld:i02_1003
ko:K03668	eld:i02_1651
ko:K05874	eld:i02_4947
ko:K01977	eld:i02_r009
ko:K01977	eld:i02_r010
ko:K01977	eld:i02_r016
ko:K01977	eld:i02_r019
ko:K01977	eld:i02_r006
ko:K01977	eld:i02_r013
ko:K10831	eld:i02_0455
ko:K01977	eld:i02_r001
ko:K03079	eld:i02_4789
ko:K08154	eld:i02_4190
ko:K13479	eld:i02_3164
ko:K15540	eld:i02_0158
ko:K08279	eld:i02_0037
ko:K07250	eld:i02_2941
ko:K02769	eld:i02_4148
ko:K11748	eld:i02_3798
ko:K11747	eld:i02_3797
ko:K11645	eld:i02_2423
ko:K13244	eld:i02_0420
ko:K09020	eld:i02_1048
ko:K03077	eld:i02_4790
ko:K07812	eld:i02_2102
ko:K04784	eld:i02_2241
ko:K16370	eld:i02_1943
ko:K07713	eld:i02_4552
ko:K02099	eld:i02_0066
ko:K01630	eld:i02_3570
ko:K16137	eld:i02_3292
ko:K16322	eld:i02_3960
ko:K16371	eld:i02_2421
ko:K08970	eld:i02_2433
ko:K04753	eld:i02_3449
ko:K16329	eld:i02_2500
ko:K13381	eld:i02_3784
ko:K05799	eld:i02_0128
ko:K16326	eld:i02_2498
ko:K16328	eld:i02_2501
ko:K04014	eld:i02_4652
ko:K04015	eld:i02_4653
ko:K12262	eld:i02_1668
ko:K03566	eld:i02_3101
ko:K07749	eld:i02_2708
ko:K02062	eld:i02_0072
ko:K10823	eld:i02_1544
ko:K02464	eld:i02_3780
ko:K04027	eld:i02_2779
ko:K07714	eld:i02_2561
ko:K00087	eld:i02_3163
ko:K00879	eld:i02_3096
ko:K01035	eld:i02_2563
ko:K16263	eld:i02_4734
ko:K16291	eld:i02_2286
ko:K03445	eld:i02_4178
ko:K16328	eld:i02_2494
ko:K11391	eld:i02_3533
ko:K10544	eld:i02_4055
ko:K01487	eld:i02_3180
ko:K00537	eld:i02_2808
ko:K16693	eld:i02_4306
ko:K03772	eld:i02_3793
ko:K03574	eld:i02_0108
ko:K02058	eld:i02_4828
ko:K09810	eld:i02_1273
ko:K00090	eld:i02_4039
ko:K07459	eld:i02_0927
ko:K07214	eld:i02_0646
ko:K01708	eld:i02_3573
ko:K00932	eld:i02_3561
ko:K03896	eld:i02_3319
ko:K01985	eld:i02_r004
ko:K01985	eld:i02_r012
ko:K01985	eld:i02_r018
ko:K01985	eld:i02_r015
ko:K01985	eld:i02_r021
ko:K01985	eld:i02_r007
ko:K01985	eld:i02_r003
ko:K01985	eld:i02_r022
ko:K16703	eld:i02_2368
ko:K16704	eld:i02_4303
ko:K03776	eld:i02_3519
ko:K08234	eld:i02_0207
ko:K16692	eld:i02_2385
ko:K16711	eld:i02_2367
ko:K07662	eld:i02_4458
ko:K16710	eld:i02_2369
ko:K00065	eld:i02_3158
ko:K02768	eld:i02_4149
ko:K03605	eld:i02_1020
ko:K16695	eld:i02_2370
ko:K14742	eld:i02_2031
ko:K02778	eld:i02_1255
ko:K02779	eld:i02_1255
ko:K01190	eld:i02_0443
ko:K00042	eld:i02_0600
ko:K02484	eld:i02_2199
ko:K05812	eld:i02_2904
ko:K00971	eld:i02_2358
ko:K07274	eld:i02_2006
ko:K19234	eld:i02_1895
ko:K19230	eld:i02_1596
ko:K10550	eld:i02_4675
ko:K14219	eld:i02_t014
ko:K06867	eld:i02_0424
ko:K10111	eld:i02_4590
ko:K07273	eld:i02_2429
ko:K00042	eld:i02_3569
ko:K00632	eld:i02_2684
ko:K01002	eld:i02_4954
ko:K01096	eld:i02_1577
ko:K00821	eld:i02_3806
ko:K01664	eld:i02_3807
ko:K04772	eld:i02_3672
ko:K02081	eld:i02_3576
ko:K05499	eld:i02_4479
ko:K09017	eld:i02_1050
ko:K03719	eld:i02_0940
ko:K03973	eld:i02_1605
ko:K05540	eld:i02_3708
ko:K14761	eld:i02_0619
ko:K04771	eld:i02_0182
ko:K02849	eld:i02_4118
ko:K15460	eld:i02_2894
ko:K00557	eld:i02_4519
ko:K04028	eld:i02_2778
ko:K07091	eld:i02_3408
ko:K12983	eld:i02_4111
ko:K19235	eld:i02_0869
ko:K16787	eld:i02_3231
ko:K16786	eld:i02_3230
ko:K16785	eld:i02_3229
ko:K04781	eld:i02_2236
ko:K01420	eld:i02_1633
ko:K07358	eld:i02_4910
ko:K08302	eld:i02_3700
ko:K01467	eld:i02_4746
ko:K16923	eld:i02_3228
ko:K09477	eld:i02_0672
ko:K03559	eld:i02_3432
ko:K00040	eld:i02_4920
ko:K08302	eld:i02_3584
ko:K00265	eld:i02_3657
ko:K03779	eld:i02_3507
ko:K00951	eld:i02_3072
ko:K03604	eld:i02_1875
ko:K01485	eld:i02_0440
ko:K00108	eld:i02_0416
ko:K16868	eld:i02_1678
ko:K06970	eld:i02_0856
ko:K04783	eld:i02_2246
ko:K18141	eld:i02_3713
ko:K03417	eld:i02_0435
ko:K06075	eld:i02_1856
ko:K07245	eld:i02_2068
ko:K08302	eld:i02_2422
ko:K17195	eld:i02_4674
ko:K00371	eld:i02_1725
ko:K00374	eld:i02_1723
ko:K00373	eld:i02_1724
ko:K02503	eld:i02_1258
ko:K19353	eld:i02_4505
ko:K03526	eld:i02_2833
ko:K17247	eld:i02_2203
ko:K03292	eld:i02_4153
ko:K11209	eld:i02_2643
ko:K00370	eld:i02_1726
ko:K03585	eld:i02_0558
ko:K04091	eld:i02_0986
ko:K10038	eld:i02_0858
ko:K01582	eld:i02_0206
ko:K01582	eld:i02_4725
ko:K01897	eld:i02_2029
ko:K12678	eld:i02_2693
ko:K00633	eld:i02_0441
ko:K10439	eld:i02_4270
ko:K04017	eld:i02_4655
ko:K08313	eld:i02_0874
ko:K08316	eld:i02_3928
ko:K17713	eld:i02_2830
ko:K15555	eld:i02_0984
ko:K01990	eld:i02_0143
ko:K10112	eld:i02_1617
ko:K01992	eld:i02_0144
ko:K11070	eld:i02_1280
ko:K00813	eld:i02_0979
ko:K05601	eld:i02_0922
ko:K19221	eld:i02_1566
ko:K17686	eld:i02_0580
ko:K19789	eld:i02_2521
ko:K02770	eld:i02_4147
ko:K03276	eld:i02_4114
ko:K06518	eld:i02_2472
ko:K02477	eld:i02_2453
ko:K01497	eld:i02_1576
ko:K08485	eld:i02_3650
ko:K06518	eld:i02_4643
ko:K17722	eld:i02_2478
ko:K11928	eld:i02_1054
ko:K17723	eld:i02_2479
ko:K13638	eld:i02_3735
ko:K02058	eld:i02_2865
ko:K08173	eld:i02_1792
ko:K02477	eld:i02_2717
ko:K12985	eld:i02_4112
ko:K01138	eld:i02_4194
ko:K02026	eld:i02_1611
ko:K00661	eld:i02_0554
ko:K01187	eld:i02_0495
ko:K08173	eld:i02_4607
ko:K01130	eld:i02_4312
ko:K01791	eld:i02_4299
ko:K00632	eld:i02_4386
ko:K02027	eld:i02_1609
ko:K02483	eld:i02_2200
ko:K01138	eld:i02_1749
ko:K17758	eld:i02_4759
ko:K17759	eld:i02_4759
ko:K00344	eld:i02_4605
ko:K13695	eld:i02_1926
ko:K02032	eld:i02_4661
ko:K07483	eld:i02_3294
ko:K07483	eld:i02_3335
ko:K07483	eld:i02_3311
ko:K07483	eld:i02_0237
ko:K17938	eld:i02_0464
ko:K07483	eld:i02_1118
ko:K01066	eld:i02_0571
ko:K17948	eld:i02_3329
ko:K18148	eld:i02_0360
ko:K22597	eld:i02_1608
ko:K18142	eld:i02_3714
ko:K17948	eld:i02_4906
ko:K21430	eld:i02_0886
ko:K01007	eld:i02_1920
ko:K03605	eld:i02_3421
ko:K08156	eld:i02_0486
ko:K10678	eld:i02_0900
ko:K03275	eld:i02_4115
ko:K07493	eld:i02_0332
ko:K18324	eld:i02_2792
ko:K18326	eld:i02_2402
ko:K21637	eld:i02_4922
ko:K07052	eld:i02_0314
ko:K07357	eld:i02_2695
ko:K07357	eld:i02_2696
ko:K08984	eld:i02_4710
ko:K07559	eld:i02_4930
ko:K03290	eld:i02_3332
ko:K07056	eld:i02_1072
ko:K00012	eld:i02_3373a
ko:K07349	eld:i02_1137
ko:K06946	eld:i02_0281
ko:K03293	eld:i02_4310
ko:K11904	eld:i02_3114
ko:K18471	eld:i02_1994
ko:K18478	eld:i02_4418
ko:K11904	eld:i02_1713
ko:K11904	eld:i02_1708
ko:K01671	eld:i02_4421
ko:K18446	eld:i02_3496
ko:K00681	eld:i02_3906
ko:K00335	eld:i02_2623
ko:K18697	eld:i02_2878
ko:K18702	eld:i02_2705
ko:K18765	eld:i02_3690
ko:K18928	eld:i02_0404
ko:K18850	eld:i02_1350
ko:K18837	eld:i02_2333
ko:K18837	eld:i02_3360
ko:K18889	eld:i02_0542
ko:K18837	eld:i02_1176
ko:K18837	eld:i02_4890
ko:K18895	eld:i02_1147
ko:K18838	eld:i02_4889
ko:K18838	eld:i02_0266
ko:K18862	eld:i02_1504
ko:K18862	eld:i02_4020
ko:K18862	eld:i02_4023
ko:K03630	eld:i02_4165
ko:K18837	eld:i02_4166
ko:K07495	eld:i02_1535
ko:K21645	eld:i02_4924
ko:K18920	eld:i02_4044
ko:K11741	eld:i02_4744
ko:K18899	eld:i02_3994
ko:K20861	eld:i02_0893
ko:K20866	eld:i02_4426
ko:K20881	eld:i02_3842
ko:K08968	eld:i02_2059
ko:K20862	eld:i02_4326
ko:K07319	eld:i02_3710
ko:K18800	eld:i02_3208
ko:K18778	eld:i02_0112
ko:K07483	eld:i02_3324
ko:K18831	eld:i02_3003
ko:K18831	eld:i02_3531
ko:K03446	eld:i02_1638
ko:K18657	eld:i02_0990
ko:K18890	eld:i02_0543
ko:K18843	eld:i02_1686
ko:K03630	eld:i02_4888
ko:K03630	eld:i02_3356
ko:K03630	eld:i02_0268
ko:K03630	eld:i02_1174
ko:K03553	eld:i02_2984
ko:K18929	eld:i02_0405
ko:K18898	eld:i02_3993
ko:K13654	eld:i02_1700
ko:K05785	eld:i02_4383
ko:K05839	eld:i02_0298
ko:K12684	eld:i02_0334
ko:K08722	eld:i02_2631
ko:K07480	eld:i02_0377
ko:K07724	eld:i02_3632
ko:K08323	eld:i02_4511
ko:K10748	eld:i02_1822
ko:K04565	eld:i02_1861
ko:K05839	eld:i02_0555
ko:K03169	eld:i02_1985
ko:K01355	eld:i02_0626
ko:K07796	eld:i02_0632
ko:K07810	eld:i02_0633
ko:K11685	eld:i02_2948
ko:K03646	eld:i02_0788
ko:K03746	eld:i02_2227
ko:K03674	eld:i02_0898
ko:K03503	eld:i02_1462
ko:K03502	eld:i02_1463
ko:K07480	eld:i02_3277
ko:K12684	eld:i02_3313
ko:K03895	eld:i02_3318
ko:K03894	eld:i02_3320
ko:K07480	eld:i02_1068
ko:K03746	eld:i02_1532
ko:K07497	eld:i02_3294a
ko:K07497	eld:i02_3323
ko:K07497	eld:i02_2283
ko:K18839	eld:i02_4721
ko:K07484	eld:i02_3336
ko:K03976	eld:i02_0576
ko:K18840	eld:i02_4720
ko:K19055	eld:i02_2011
ko:K07497	eld:i02_2281
ko:K07484	eld:i02_3338
ko:K07483	eld:i02_0109
ko:K07483	eld:i02_0215
ko:K18979	eld:i02_4758
ko:K18997	eld:i02_1037
ko:K18988	eld:i02_0462
ko:K19048	eld:i02_4939
ko:K19000	eld:i02_0209
ko:K07484	eld:i02_0238
ko:K19227	eld:i02_1599
ko:K19229	eld:i02_1597
ko:K19155	eld:i02_3575
ko:K19156	eld:i02_3574
ko:K19222	eld:i02_1903
ko:K19166	eld:i02_3004
ko:K19226	eld:i02_1600
ko:K19236	eld:i02_1268
ko:K02777	eld:i02_2750
ko:K19163	eld:i02_0052
ko:K01154	eld:i02_4940
ko:K19158	eld:i02_2344
ko:K19238	eld:i02_2601
ko:K19166	eld:i02_3532
ko:K01710	eld:i02_4301
ko:K19228	eld:i02_1598
ko:K22044	eld:i02_0857
ko:K19159	eld:i02_2345
ko:K19168	eld:i02_3196
ko:K19164	eld:i02_0051
ko:K00336	eld:i02_2622
ko:K19270	eld:i02_2633
ko:K01992	eld:i02_0841
ko:K01992	eld:i02_0842
ko:K01992	eld:i02_3954
ko:K19265	eld:i02_3429
ko:K01066	eld:i02_4430
ko:K19416	eld:i02_1015
ko:K07496	eld:i02_3498
ko:K07496	eld:i02_0818
ko:K03722	eld:i02_0848
ko:K07497	eld:i02_4882
ko:K19267	eld:i02_4813
ko:K19337	eld:i02_2083
ko:K19338	eld:i02_2256
ko:K19304	eld:i02_2086
ko:K19334	eld:i02_4857
ko:K19302	eld:i02_0890
ko:K19270	eld:i02_1947
ko:K19354	eld:i02_4104
ko:K19333	eld:i02_2054
ko:K21638	eld:i02_1306
ko:K06867	eld:i02_1940
ko:K19303	eld:i02_1871
ko:K19577	eld:i02_1873
ko:K02796	eld:i02_2044
ko:K19611	eld:i02_0644
ko:K02257	eld:i02_0520
ko:K19709	eld:i02_1911
ko:K19688	eld:i02_0885
ko:K19775	eld:i02_3543
ko:K19745	eld:i02_3691
ko:K19777	eld:i02_3989
ko:K19778	eld:i02_3988
ko:K19776	eld:i02_4209
ko:K00799	eld:i02_0887
ko:K06131	eld:i02_0838
ko:K00799	eld:i02_2642
ko:K06132	eld:i02_1196
ko:K07147	eld:i02_2202
ko:K15777	eld:i02_3482
ko:K19784	eld:i02_4229
ko:K13069	eld:i02_1785
ko:K19802	eld:i02_1624
ko:K02538	eld:i02_4150
ko:K07497	eld:i02_3309
ko:K01023	eld:i02_3479
ko:K07497	eld:i02_1117
ko:K19803	eld:i02_2511
ko:K21636	eld:i02_4840
ko:K19804	eld:i02_1579
ko:K19810	eld:i02_4740
ko:K19956	eld:i02_4570
ko:K19956	eld:i02_3235
ko:K07484	eld:i02_3337
ko:K20117	eld:i02_4353
ko:K20118	eld:i02_4353
ko:K07484	eld:i02_0239
ko:K07484	eld:i02_0240
ko:K20265	eld:i02_1743
ko:K07686	eld:i02_4185
ko:K19591	eld:i02_0583
ko:K09935	eld:i02_0847
ko:K20542	eld:i02_4012
ko:K01848	eld:i02_3219
ko:K20543	eld:i02_4011
ko:K20541	eld:i02_4013
ko:K21394	eld:i02_4066
ko:K22111	eld:i02_4905
ko:K22110	eld:i02_3330
ko:K22132	eld:i02_3105
ko:K02438	eld:i02_3889
ko:K02790	eld:i02_1833
ko:K02791	eld:i02_1833
ko:K02790	eld:i02_3130
ko:K02791	eld:i02_3130
ko:K21029	eld:i02_0875
ko:K04333	eld:i02_1188
ko:K21084	eld:i02_2392
ko:K03077	eld:i02_0063
ko:K21085	eld:i02_2187
ko:K21086	eld:i02_4006
ko:K21087	eld:i02_1474
ko:K21088	eld:i02_1640
ko:K21089	eld:i02_2455
ko:K21021	eld:i02_2921
ko:K21028	eld:i02_1977
ko:K21090	eld:i02_2040
ko:K00525	eld:i02_2958
ko:K00526	eld:i02_2959
ko:K03676	eld:i02_4097
ko:K01520	eld:i02_4126
ko:K14623	eld:i02_4131
ko:K06197	eld:i02_1507
ko:K00857	eld:i02_1534
ko:K14059	eld:i02_1644
ko:K02316	eld:i02_3512
ko:K02314	eld:i02_4611
ko:K06866	eld:i02_2898
ko:K06191	eld:i02_2956
ko:K06223	eld:i02_3829
ko:K07313	eld:i02_2065
ko:K04068	eld:i02_4839
ko:K00558	eld:i02_2193
ko:K00560	eld:i02_3143
ko:K02315	eld:i02_4956
ko:K03546	eld:i02_0487
ko:K06217	eld:i02_0714
ko:K06217	eld:i02_1059
ko:K07336	eld:i02_0853
ko:K01160	eld:i02_1303
ko:K14744	eld:i02_1314
ko:K00525	eld:i02_2575
ko:K07497	eld:i02_2284
ko:K02335	eld:i02_4402
ko:K21393	eld:i02_4067
ko:K21395	eld:i02_4068
ko:K21449	eld:i02_4088
ko:K21470	eld:i02_0976
ko:K21498	eld:i02_0579
ko:K01451	eld:i02_4515
ko:K07334	eld:i02_0578
ko:K07334	eld:i02_1733
ko:K21498	eld:i02_1732
ko:K21602	eld:i02_4062
ko:K21739	eld:i02_0402
ko:K21740	eld:i02_0401
ko:K21741	eld:i02_0400
ko:K21742	eld:i02_3505
ko:K21746	eld:i02_0403
ko:K21698	eld:i02_3681
ko:K21695	eld:i02_3680
ko:K21936	eld:i02_3982
ko:K21948	eld:i02_3027
ko:K21963	eld:i02_0386
ko:K21965	eld:i02_0384
ko:K21974	eld:i02_1436
ko:K21975	eld:i02_1437
ko:K21966	eld:i02_0383
ko:K21968	eld:i02_0381
ko:K21976	eld:i02_1438
ko:K21990	eld:i02_2690
ko:K22041	eld:i02_1266
ko:K22024	eld:i02_0734
ko:K22014	eld:i02_0258
ko:K22051	eld:i02_4753
ko:K21964	eld:i02_0385
ko:K21967	eld:i02_0382
ko:K21972	eld:i02_1433
ko:K21973	eld:i02_1435
ko:K08319	eld:i02_3026
ko:K22131	eld:i02_3029
ko:K01816	eld:i02_0599
ko:K05275	eld:i02_1657
ko:K22130	eld:i02_3028
ko:K22129	eld:i02_0733
ko:K22105	eld:i02_4517
ko:K22104	eld:i02_3664
ko:K22110	eld:i02_4907
ko:K03079	eld:i02_4071
ko:K08994	eld:i02_1764
ko:K03078	eld:i02_4070
ko:K03077	eld:i02_4072
ko:K15634	eld:i02_4995
ko:K22304	eld:i02_1285
ko:K22293	eld:i02_1789
ko:K13566	eld:i02_0349
ko:K11206	eld:i02_0684
ko:K00424	eld:i02_0783
