ko:K19744	paem:U769_05545
ko:K02357	paem:U769_06615
ko:K10778	paem:U769_06910
ko:K00074	paem:U769_06940
ko:K00626	paem:U769_06945
ko:K03576	paem:U769_06955
ko:K02442	paem:U769_06965
ko:K00111	paem:U769_06970
ko:K02444	paem:U769_06975
ko:K00864	paem:U769_06980
ko:K02440	paem:U769_06985
ko:K00864	paem:U769_06995
ko:K07213	paem:U769_07015
ko:K07552	paem:U769_07025
ko:K00140	paem:U769_07040
ko:K01908	paem:U769_07050
ko:K03424	paem:U769_07075
ko:K03435	paem:U769_07080
ko:K00882	paem:U769_07090
ko:K02769	paem:U769_07095
ko:K02770	paem:U769_07095
ko:K00012	paem:U769_07100
ko:K12963	paem:U769_07105
ko:K12962	paem:U769_07110
ko:K07264	paem:U769_07115
ko:K13014	paem:U769_07120
ko:K10011	paem:U769_07125
ko:K10012	paem:U769_07130
ko:K07806	paem:U769_07135
ko:K02919	paem:U769_06890
ko:K16081	paem:U769_07175
ko:K00066	paem:U769_07195
ko:K09861	paem:U769_07200
ko:K02010	paem:U769_07205
ko:K00611	paem:U769_07210
ko:K12685	paem:U769_07220
ko:K07390	paem:U769_07230
ko:K03594	paem:U769_07240
ko:K02192	paem:U769_07245
ko:K03386	paem:U769_07250
ko:K03683	paem:U769_07255
ko:K01465	paem:U769_07260
ko:K01940	paem:U769_07270
ko:K01759	paem:U769_07275
ko:K07213	paem:U769_07295
ko:K01756	paem:U769_07310
ko:K01756	paem:U769_07315
ko:K10773	paem:U769_07330
ko:K03613	paem:U769_07335
ko:K03612	paem:U769_07340
ko:K03614	paem:U769_07345
ko:K03615	paem:U769_07350
ko:K03616	paem:U769_07355
ko:K03617	paem:U769_07360
ko:K01874	paem:U769_07380
ko:K03593	paem:U769_07385
ko:K01494	paem:U769_07390
ko:K01713	paem:U769_07415
ko:K00027	paem:U769_07435
ko:K16053	paem:U769_07450
ko:K08369	paem:U769_07455
ko:K09898	paem:U769_07475
ko:K01953	paem:U769_07495
ko:K07090	paem:U769_07505
ko:K15461	paem:U769_07510
ko:K09915	paem:U769_07525
ko:K00116	paem:U769_07530
ko:K15553	paem:U769_07545
ko:K15554	paem:U769_07550
ko:K15555	paem:U769_07552
ko:K00299	paem:U769_07560
ko:K15553	paem:U769_07565
ko:K04091	paem:U769_07570
ko:K15554	paem:U769_07575
ko:K15555	paem:U769_07580
ko:K09948	paem:U769_07595
ko:K07589	paem:U769_07600
ko:K01495	paem:U769_07605
ko:K13938	paem:U769_07610
ko:K09932	paem:U769_07615
ko:K06205	paem:U769_07620
ko:K06518	paem:U769_07630
ko:K01692	paem:U769_07660
ko:K06995	paem:U769_07665
ko:K00263	paem:U769_07700
ko:K05786	paem:U769_07425
ko:K02067	paem:U769_08845
ko:K02065	paem:U769_08850
ko:K02066	paem:U769_08855
ko:K03498	paem:U769_08860
ko:K06940	paem:U769_08865
ko:K09780	paem:U769_08900
ko:K06190	paem:U769_08905
ko:K07053	paem:U769_08910
ko:K05896	paem:U769_08920
ko:K19746	paem:U769_05540
ko:K00248	paem:U769_27475
ko:K00138	paem:U769_15355
ko:K01487	paem:U769_00700
ko:K01487	paem:U769_18155
ko:K02661	paem:U769_02125
ko:K00104	paem:U769_29430
ko:K03719	paem:U769_26265
ko:K01139	paem:U769_29345
ko:K00249	paem:U769_12465
ko:K07003	paem:U769_14115
ko:K02058	paem:U769_00760
ko:K01533	paem:U769_18015
ko:K01485	paem:U769_02250
ko:K12253	paem:U769_27260
ko:K16636	paem:U769_00245
ko:K18001	paem:U769_20830
ko:K11913	paem:U769_00430
ko:K01758	paem:U769_02065
ko:K01800	paem:U769_15245
ko:K09472	paem:U769_03880
ko:K00130	paem:U769_29545
ko:K18000	paem:U769_20835
ko:K18002	paem:U769_20825
ko:K18003	paem:U769_20820
ko:K18004	paem:U769_03875
ko:K01007	paem:U769_16865
ko:K00146	paem:U769_04475
ko:K00020	paem:U769_07045
ko:K02614	paem:U769_28655
ko:K06148	paem:U769_21515
ko:K03719	paem:U769_05015
ko:K03719	paem:U769_12305
ko:K03719	paem:U769_29200
ko:K17940	paem:U769_12240
ko:K00004	paem:U769_04340
ko:K05599	paem:U769_12665
ko:K11311	paem:U769_12655
ko:K01267	paem:U769_08645
ko:K12976	paem:U769_25515
ko:K01977	paem:U769_03405
ko:K01977	paem:U769_29525
ko:K01977	paem:U769_23070
ko:K01977	paem:U769_25770
ko:K01985	paem:U769_03425
ko:K01985	paem:U769_25750
ko:K01985	paem:U769_29505
ko:K01985	paem:U769_23050
ko:K00114	paem:U769_15365
ko:K01729	paem:U769_07160
ko:K07068	paem:U769_20730
ko:K07003	paem:U769_09525
ko:K06998	paem:U769_16135
ko:K01133	paem:U769_00155
ko:K07506	paem:U769_05365
ko:K13053	paem:U769_09890
ko:K15856	paem:U769_29965
ko:K18148	paem:U769_30050
ko:K18138	paem:U769_23555
ko:K14228	paem:U769_26070
ko:K14232	paem:U769_24880
ko:K14221	paem:U769_08555
ko:K14221	paem:U769_09435
ko:K14221	paem:U769_09440
ko:K14221	paem:U769_16655
ko:K01980	paem:U769_25755
ko:K01980	paem:U769_23055
ko:K01980	paem:U769_03420
ko:K01980	paem:U769_29510
ko:K03366	paem:U769_04105
ko:K00004	paem:U769_04080
ko:K09017	paem:U769_00860
ko:K01800	paem:U769_12860
ko:K01978	paem:U769_23795
ko:K16011	paem:U769_07140
ko:K14742	paem:U769_06465
ko:K18093	paem:U769_20990
ko:K03719	paem:U769_24230
ko:K18029	paem:U769_17735
ko:K03585	paem:U769_23550
ko:K11917	paem:U769_13440
ko:K00249	paem:U769_21415
ko:K00249	paem:U769_18085
ko:K05600	paem:U769_12660
ko:K00557	paem:U769_25925
ko:K11441	paem:U769_13900
ko:K18073	paem:U769_16685
ko:K18072	paem:U769_16690
ko:K02768	paem:U769_07087
ko:K08483	paem:U769_07087
ko:K11183	paem:U769_07087
ko:K07814	paem:U769_26250
ko:K10014	paem:U769_10335
ko:K00632	paem:U769_07520
ko:K07222	paem:U769_29645
ko:K17850	paem:U769_04300
ko:K04343	paem:U769_16370
ko:K07782	paem:U769_16165
ko:K11747	paem:U769_19745
ko:K18100	paem:U769_07395
ko:K18101	paem:U769_07400
ko:K18099	paem:U769_07405
ko:K00249	paem:U769_27345
ko:K18118	paem:U769_29920
ko:K09472	paem:U769_01095
ko:K11894	paem:U769_17405
ko:K00523	paem:U769_28830
ko:K18235	paem:U769_02400
ko:K18289	paem:U769_21400
ko:K18304	paem:U769_18610
ko:K14219	paem:U769_21270
ko:K14219	paem:U769_21275
ko:K18296	paem:U769_25185
ko:K18295	paem:U769_25190
ko:K18294	paem:U769_25195
ko:K18298	paem:U769_12760
ko:K18299	paem:U769_12755
ko:K18300	paem:U769_12750
ko:K18305	paem:U769_03825
ko:K18306	paem:U769_03820
ko:K18307	paem:U769_03815
ko:K18308	paem:U769_03810
ko:K14224	paem:U769_09220
ko:K14224	paem:U769_10860
ko:K14224	paem:U769_09230
ko:K14218	paem:U769_09215
ko:K14218	paem:U769_09225
ko:K14218	paem:U769_03415
ko:K14218	paem:U769_23060
ko:K14218	paem:U769_25760
ko:K14218	paem:U769_29515
ko:K14220	paem:U769_09180
ko:K14220	paem:U769_24885
ko:K14219	paem:U769_25095
ko:K14219	paem:U769_01355
ko:K02487	paem:U769_24570
ko:K15125	paem:U769_00217
ko:K11073	paem:U769_01510
ko:K07092	paem:U769_26320
ko:K14228	paem:U769_12345
ko:K14228	paem:U769_05745
ko:K14228	paem:U769_27055
ko:K14228	paem:U769_27060
ko:K14222	paem:U769_12280
ko:K14225	paem:U769_03450
ko:K14233	paem:U769_12155
ko:K14233	paem:U769_10690
ko:K14232	paem:U769_11410
ko:K14232	paem:U769_09770
ko:K14237	paem:U769_11140
ko:K12538	paem:U769_07775
ko:K12538	paem:U769_19515
ko:K07165	paem:U769_07750
ko:K07165	paem:U769_11550
ko:K07165	paem:U769_05355
ko:K14237	paem:U769_08550
ko:K14237	paem:U769_09430
ko:K07165	paem:U769_19245
ko:K07165	paem:U769_26840
ko:K07165	paem:U769_13290
ko:K07165	paem:U769_16095
ko:K18291	paem:U769_21420
ko:K18292	paem:U769_21395
ko:K18301	paem:U769_06500
ko:K18303	paem:U769_06510
ko:K14219	paem:U769_16725
ko:K14235	paem:U769_03465
ko:K14234	paem:U769_03455
ko:K14234	paem:U769_24315
ko:K14234	paem:U769_28180
ko:K00138	paem:U769_04730
ko:K14236	paem:U769_03445
ko:K14227	paem:U769_03410
ko:K14227	paem:U769_23065
ko:K14227	paem:U769_29520
ko:K14227	paem:U769_25765
ko:K14229	paem:U769_20895
ko:K14229	paem:U769_24875
ko:K14223	paem:U769_25560
ko:K14230	paem:U769_25585
ko:K14230	paem:U769_26065
ko:K14230	paem:U769_21180
ko:K14230	paem:U769_02940
ko:K14238	paem:U769_26360
ko:K14231	paem:U769_28120
ko:K14225	paem:U769_22530
ko:K14233	paem:U769_21280
ko:K14233	paem:U769_20745
ko:K14226	paem:U769_16710
ko:K14226	paem:U769_16720
ko:K14228	paem:U769_16715
ko:K14219	paem:U769_07965
ko:K14225	paem:U769_10865
ko:K14225	paem:U769_10870
ko:K14225	paem:U769_12260
ko:K08721	paem:U769_25180
ko:K04057	paem:U769_17250
ko:K22589	paem:U769_11740
ko:K10814	paem:U769_14365
ko:K10816	paem:U769_14355
ko:K00100	paem:U769_20030
ko:K11073	paem:U769_19645
ko:K11688	paem:U769_25275
ko:K07126	paem:U769_27802
ko:K03601	paem:U769_22600
ko:K11752	paem:U769_22730
ko:K12368	paem:U769_24175
ko:K18473	paem:U769_28510
ko:K16234	paem:U769_27845
ko:K11904	paem:U769_18205
ko:K11904	paem:U769_28985
ko:K11908	paem:U769_22675
ko:K11914	paem:U769_17420
ko:K11904	paem:U769_00505
ko:K11904	paem:U769_00480
ko:K11904	paem:U769_11725
ko:K07645	paem:U769_26225
ko:K11904	paem:U769_22745
ko:K11904	paem:U769_13370
ko:K11916	paem:U769_17375
ko:K18459	paem:U769_01475
ko:K11904	paem:U769_08390
ko:K18480	paem:U769_08840
ko:K11912	paem:U769_00395
ko:K11894	paem:U769_22710
ko:K11904	paem:U769_27810
ko:K00681	paem:U769_00845
ko:K00681	paem:U769_01860
ko:K00681	paem:U769_19060
ko:K19296	paem:U769_07145
ko:K18540	paem:U769_06900
ko:K02664	paem:U769_27585
ko:K02663	paem:U769_27590
ko:K07794	paem:U769_22405
ko:K00249	paem:U769_19835
ko:K18691	paem:U769_06055
ko:K21645	paem:U769_29825
ko:K09690	paem:U769_11775
ko:K12994	paem:U769_29935
ko:K09690	paem:U769_29950
ko:K18800	paem:U769_28750
ko:K18893	paem:U769_08740
ko:K20862	paem:U769_29065
ko:K09892	paem:U769_28775
ko:K18954	paem:U769_01245
ko:K07339	paem:U769_21830
ko:K18843	paem:U769_21835
ko:K18850	paem:U769_12020
ko:K09691	paem:U769_18830
ko:K18930	paem:U769_26200
ko:K01971	paem:U769_14610
ko:K01856	paem:U769_12680
ko:K07810	paem:U769_03940
ko:K03496	paem:U769_27515
ko:K03111	paem:U769_24530
ko:K08151	paem:U769_20105
ko:K03646	paem:U769_20925
ko:K11811	paem:U769_13805
ko:K03111	paem:U769_15755
ko:K04054	paem:U769_17105
ko:K04053	paem:U769_17115
ko:K04056	paem:U769_17245
ko:K03496	paem:U769_18450
ko:K13060	paem:U769_18600
ko:K03497	paem:U769_30505
ko:K03496	paem:U769_30510
ko:K18973	paem:U769_30265
ko:K07665	paem:U769_10965
ko:K19055	paem:U769_16460
ko:K03761	paem:U769_30345
ko:K03976	paem:U769_06990
ko:K04052	paem:U769_17120
ko:K04051	paem:U769_17125
ko:K04049	paem:U769_17150
ko:K04060	paem:U769_17215
ko:K04059	paem:U769_17220
ko:K00042	paem:U769_18260
ko:K03892	paem:U769_13820
ko:K12545	paem:U769_07760
ko:K07215	paem:U769_23030
ko:K12987	paem:U769_22860
ko:K03526	paem:U769_05855
ko:K08642	paem:U769_16300
ko:K12241	paem:U769_03730
ko:K12240	paem:U769_03725
ko:K08085	paem:U769_24935
ko:K02675	paem:U769_24960
ko:K05799	paem:U769_26185
ko:K06599	paem:U769_02145
ko:K00335	paem:U769_11965
ko:K00336	paem:U769_11960
ko:K00433	paem:U769_11570
ko:K00632	paem:U769_09865
ko:K18991	paem:U769_02880
ko:K12238	paem:U769_03710
ko:K06600	paem:U769_02150
ko:K10954	paem:U769_25610
ko:K12993	paem:U769_29940
ko:K19000	paem:U769_21090
ko:K11020	paem:U769_20020
ko:K07326	paem:U769_12910
ko:K02030	paem:U769_28050
ko:K05375	paem:U769_13175
ko:K07746	paem:U769_24850
ko:K00148	paem:U769_29790
ko:K06992	paem:U769_16905
ko:K11383	paem:U769_30115
ko:K06893	paem:U769_16590
ko:K03458	paem:U769_18225
ko:K12988	paem:U769_27375
ko:K00108	paem:U769_29540
ko:K12979	paem:U769_21110
ko:K07326	paem:U769_00205
ko:K05913	paem:U769_04350
ko:K12239	paem:U769_03720
ko:K09017	paem:U769_02245
ko:K00091	paem:U769_25355
ko:K01802	paem:U769_22895
ko:K03293	paem:U769_22210
ko:K03668	paem:U769_21165
ko:K06858	paem:U769_04615
ko:K06867	paem:U769_12735
ko:K00020	paem:U769_08285
ko:K06992	paem:U769_15885
ko:K01239	paem:U769_00740
ko:K04050	paem:U769_17135
ko:K11918	paem:U769_13415
ko:K11919	paem:U769_13395
ko:K00344	paem:U769_11755
ko:K01046	paem:U769_10640
ko:K16291	paem:U769_10680
ko:K01505	paem:U769_09470
ko:K01802	paem:U769_06300
ko:K07749	paem:U769_06215
ko:K06893	paem:U769_08185
ko:K16638	paem:U769_20885
ko:K05799	paem:U769_00630
ko:K09017	paem:U769_18240
ko:K01710	paem:U769_28445
ko:K00108	paem:U769_06335
ko:K01271	paem:U769_24180
ko:K22468	paem:U769_13090
ko:K00525	paem:U769_19990
ko:K00525	paem:U769_30180
ko:K02030	paem:U769_28045
ko:K00344	paem:U769_28820
ko:K01406	paem:U769_19510
ko:K03446	paem:U769_10780
ko:K12979	paem:U769_24250
ko:K19168	paem:U769_22365
ko:K06884	paem:U769_14560
ko:K07216	paem:U769_17365
ko:K19092	paem:U769_24855
ko:K19221	paem:U769_19395
ko:K12349	paem:U769_21590
ko:K07497	paem:U769_11445
ko:K19246	paem:U769_19925
ko:K01066	paem:U769_13235
ko:K19344	paem:U769_02635
ko:K01066	paem:U769_29600
ko:K19290	paem:U769_07190
ko:K01992	paem:U769_07800
ko:K01992	paem:U769_28800
ko:K04771	paem:U769_22335
ko:K19293	paem:U769_07165
ko:K19294	paem:U769_07155
ko:K19295	paem:U769_07150
ko:K19302	paem:U769_04785
ko:K03722	paem:U769_20570
ko:K07497	paem:U769_24704
ko:K07497	paem:U769_20890
ko:K19342	paem:U769_07820
ko:K19345	paem:U769_02630
ko:K19353	paem:U769_24275
ko:K00249	paem:U769_23865
ko:K01795	paem:U769_07170
ko:K19337	paem:U769_29880
ko:K19337	paem:U769_08995
ko:K06867	paem:U769_08420
ko:K19300	paem:U769_04250
ko:K19339	paem:U769_07845
ko:K19416	paem:U769_12150
ko:K19340	paem:U769_07830
ko:K06867	paem:U769_25255
ko:K19341	paem:U769_07825
ko:K19292	paem:U769_07180
ko:K19577	paem:U769_23450
ko:K18567	paem:U769_08345
ko:K18567	paem:U769_14820
ko:K21699	paem:U769_00695
ko:K19610	paem:U769_21145
ko:K19609	paem:U769_21140
ko:K02650	paem:U769_24325
ko:K19610	paem:U769_11722
ko:K19611	paem:U769_11710
ko:K10024	paem:U769_21365
ko:K03446	paem:U769_19580
ko:K00799	paem:U769_23690
ko:K20261	paem:U769_03785
ko:K20257	paem:U769_20815
ko:K19594	paem:U769_07285
ko:K19713	paem:U769_12820
ko:K07165	paem:U769_15020
ko:K19713	paem:U769_25040
ko:K00992	paem:U769_03055
ko:K19711	paem:U769_22455
ko:K19696	paem:U769_09910
ko:K07666	paem:U769_26220
ko:K08305	paem:U769_04875
ko:K01003	paem:U769_26725
ko:K20260	paem:U769_16160
ko:K20260	paem:U769_03795
ko:K07119	paem:U769_14345
ko:K07119	paem:U769_17500
ko:K19784	paem:U769_19760
ko:K00799	paem:U769_10945
ko:K06131	paem:U769_14515
ko:K06132	paem:U769_29210
ko:K00995	paem:U769_12255
ko:K07147	paem:U769_25780
ko:K13877	paem:U769_19490
ko:K15777	paem:U769_10760
ko:K17722	paem:U769_02265
ko:K13775	paem:U769_10490
ko:K19803	paem:U769_28615
ko:K20260	paem:U769_16155
ko:K21636	paem:U769_16045
ko:K09796	paem:U769_05945
ko:K09471	paem:U769_29205
ko:K12132	paem:U769_22770
ko:K20971	paem:U769_04965
ko:K11915	paem:U769_00400
ko:K20258	paem:U769_12350
ko:K20265	paem:U769_26370
ko:K20276	paem:U769_16285
ko:K20277	paem:U769_08040
ko:K20260	paem:U769_03800
ko:K13061	paem:U769_07410
ko:K20262	paem:U769_16130
ko:K20261	paem:U769_16145
ko:K20262	paem:U769_03770
ko:K20320	paem:U769_04295
ko:K20259	paem:U769_12355
ko:K20455	paem:U769_22185
ko:K20429	paem:U769_20350
ko:K20444	paem:U769_20315
ko:K20534	paem:U769_26450
ko:K09788	paem:U769_22190
ko:K20972	paem:U769_26640
ko:K07076	paem:U769_18730
ko:K01214	paem:U769_14490
ko:K11529	paem:U769_18265
ko:K20881	paem:U769_28525
ko:K01046	paem:U769_26420
ko:K20987	paem:U769_14035
ko:K21008	paem:U769_09615
ko:K21006	paem:U769_09605
ko:K21007	paem:U769_09610
ko:K21010	paem:U769_09625
ko:K21011	paem:U769_09630
ko:K16011	paem:U769_14045
ko:K16011	paem:U769_29955
ko:K20997	paem:U769_14050
ko:K20998	paem:U769_14030
ko:K20999	paem:U769_14025
ko:K21000	paem:U769_14020
ko:K21001	paem:U769_14015
ko:K21002	paem:U769_14010
ko:K21003	paem:U769_14005
ko:K21004	paem:U769_14000
ko:K21005	paem:U769_13995
ko:K20940	paem:U769_03765
ko:K00821	paem:U769_02710
ko:K21135	paem:U769_18585
ko:K21137	paem:U769_00815
ko:K21061	paem:U769_19417
ko:K21021	paem:U769_20155
ko:K21019	paem:U769_23335
ko:K01768	paem:U769_08825
ko:K20973	paem:U769_10835
ko:K20974	paem:U769_17690
ko:K20975	paem:U769_15400
ko:K00840	paem:U769_21335
ko:K21062	paem:U769_19485
ko:K20976	paem:U769_08120
ko:K20977	paem:U769_08115
ko:K20978	paem:U769_08110
ko:K07689	paem:U769_12245
ko:K00249	paem:U769_14210
ko:K21053	paem:U769_00770
ko:K21020	paem:U769_00870
ko:K21103	paem:U769_03805
ko:K13877	paem:U769_14245
ko:K21022	paem:U769_20230
ko:K21023	paem:U769_17090
ko:K21024	paem:U769_23515
ko:K21029	paem:U769_25525
ko:K21025	paem:U769_27170
ko:K21009	paem:U769_09620
ko:K08968	paem:U769_10845
ko:K21136	paem:U769_00810
ko:K13609	paem:U769_19495
ko:K20968	paem:U769_17160
ko:K21133	paem:U769_18580
ko:K21134	paem:U769_00820
ko:K21012	paem:U769_09635
ko:K00632	paem:U769_10240
ko:K21218	paem:U769_07265
ko:K06903	paem:U769_03155
ko:K06907	paem:U769_03180
ko:K06908	paem:U769_03185
ko:K06906	paem:U769_03205
ko:K06905	paem:U769_03215
ko:K03791	paem:U769_03220
ko:K04068	paem:U769_11515
ko:K06217	paem:U769_04930
ko:K00558	paem:U769_01288
ko:K00560	paem:U769_01760
ko:K00287	paem:U769_01800
ko:K02316	paem:U769_02955
ko:K03553	paem:U769_06805
ko:K14059	paem:U769_21990
ko:K03676	paem:U769_28005
ko:K06903	paem:U769_28260
ko:K06907	paem:U769_28285
ko:K06908	paem:U769_28290
ko:K06906	paem:U769_28310
ko:K06905	paem:U769_28315
ko:K01520	paem:U769_29260
ko:K02314	paem:U769_27020
ko:K03546	paem:U769_23080
ko:K07336	paem:U769_24265
ko:K02314	paem:U769_24455
ko:K09935	paem:U769_25085
ko:K14744	paem:U769_21810
ko:K03791	paem:U769_21820
ko:K07313	paem:U769_21850
ko:K02314	paem:U769_21860
ko:K02315	paem:U769_21865
ko:K14744	paem:U769_15567
ko:K02314	paem:U769_15655
ko:K00558	paem:U769_15747
ko:K14059	paem:U769_15825
ko:K02335	paem:U769_30160
ko:K03863	paem:U769_26890
ko:K00108	paem:U769_14690
ko:K02482	paem:U769_12340
ko:K16637	paem:U769_14370
ko:K21253	paem:U769_20109
ko:K20938	paem:U769_13495
ko:K20938	paem:U769_13585
ko:K00526	paem:U769_19995
ko:K03862	paem:U769_26885
ko:K21416	paem:U769_04095
ko:K21417	paem:U769_04090
ko:K11690	paem:U769_28485
ko:K21405	paem:U769_04110
ko:K21420	paem:U769_12080
ko:K21472	paem:U769_30450
ko:K11690	paem:U769_21380
ko:K21405	paem:U769_04735
ko:K22044	paem:U769_27965
ko:K01451	paem:U769_10340
ko:K01420	paem:U769_18040
ko:K01451	paem:U769_23395
ko:K21711	paem:U769_29870
ko:K10914	paem:U769_01410
ko:K21563	paem:U769_02685
ko:K21512	paem:U769_21795
ko:K21498	paem:U769_25660
ko:K21607	paem:U769_04370
ko:K21700	paem:U769_00685
ko:K21757	paem:U769_12675
ko:K21825	paem:U769_21345
ko:K21829	paem:U769_05535
ko:K21826	paem:U769_29580
ko:K21831	paem:U769_26970
ko:K21833	paem:U769_29670
ko:K21834	paem:U769_29675
ko:K21830	paem:U769_29120
ko:K21832	paem:U769_29740
ko:K21990	paem:U769_11130
ko:K05802	paem:U769_18720
ko:K03741	paem:U769_13810
ko:K01816	paem:U769_18255
ko:K22131	paem:U769_02810
ko:K22132	paem:U769_19950
ko:K22067	paem:U769_16785
ko:K03595	paem:U769_22310
ko:K07183	paem:U769_16790
ko:K00304	paem:U769_29770
ko:K00302	paem:U769_29775
ko:K03892	paem:U769_01287
ko:K22209	paem:U769_04635
ko:K12242	paem:U769_03705
ko:K22292	paem:U769_09055
ko:K22250	paem:U769_27660
ko:K22296	paem:U769_17730
ko:K01337	paem:U769_03975
ko:K22302	paem:U769_15670
ko:K22345	paem:U769_21570
ko:K22303	paem:U769_00980
ko:K02257	paem:U769_00595
ko:K02257	paem:U769_19145
ko:K11391	paem:U769_25280
ko:K13566	paem:U769_05885
ko:K11206	paem:U769_24065
ko:K22491	paem:U769_25505
ko:K22452	paem:U769_10585
ko:K22468	paem:U769_00730
ko:K22549	paem:U769_19425
ko:K22550	paem:U769_19419
ko:K09123	paem:U769_19460
ko:K22548	paem:U769_19480
