ko:K09476	yph:YPC_2755
ko:K02027	yph:YPC_3967
ko:K00632	yph:YPC_0473
ko:K02032	yph:YPC_3790
ko:K01731	yph:YPC_2093
ko:K04772	yph:YPC_4279
ko:K14059	yph:YPC_2227
ko:K17758	yph:YPC_0631
ko:K17759	yph:YPC_0631
ko:K00344	yph:YPC_0685
ko:K05603	yph:YPC_2349
ko:K00254	yph:YPC_2747
ko:K01497	yph:YPC_1852
ko:K00632	yph:YPC_1497
ko:K01120	yph:YPC_3159
ko:K11928	yph:YPC_2410
ko:K08485	yph:YPC_4301
ko:K13695	yph:YPC_2049
ko:K01187	yph:YPC_0967
ko:K17733	yph:YPC_4330
ko:K01138	yph:YPC_0976
ko:K07483	yph:YPC_4674
ko:K06867	yph:YPC_0548
ko:K06867	yph:YPC_3657
ko:K03585	yph:YPC_3413
ko:K03719	yph:YPC_1757
ko:K01185	yph:YPC_2214
ko:K01175	yph:YPC_3225
ko:K05396	yph:YPC_2419
ko:K07483	yph:YPC_0053
ko:K07483	yph:YPC_0285
ko:K07483	yph:YPC_0796
ko:K05875	yph:YPC_4580
ko:K02483	yph:YPC_1382
ko:K06867	yph:YPC_3144
ko:K02058	yph:YPC_2456
ko:K02058	yph:YPC_2634
ko:K02058	yph:YPC_2901
ko:K07483	yph:YPC_4750
ko:K17948	yph:YPC_2405
ko:K00523	yph:YPC_3395
ko:K18324	yph:YPC_1333
ko:K18335	yph:YPC_2582
ko:K21908	yph:YPC_3989
ko:K07483	yph:YPC_4562
ko:K07483	yph:YPC_4430
ko:K07491	yph:YPC_3236
ko:K02057	yph:YPC_2454
ko:K15125	yph:YPC_1636
ko:K02401	yph:YPC_2487
ko:K00523	yph:YPC_3396
ko:K12973	yph:YPC_2537
ko:K01093	yph:YPC_1752
ko:K01531	yph:YPC_1767
ko:K11896	yph:YPC_0048
ko:K11900	yph:YPC_2691
ko:K07491	yph:YPC_0992
ko:K13735	yph:YPC_4443
ko:K08484	yph:YPC_1042
ko:K03837	yph:YPC_2867
ko:K07491	yph:YPC_2028
ko:K08997	yph:YPC_2046
ko:K13896	yph:YPC_2929
ko:K03807	yph:YPC_3759
ko:K07491	yph:YPC_3769
ko:K03759	yph:YPC_3011
ko:K02042	yph:YPC_3027
ko:K02048	yph:YPC_1363
ko:K07491	yph:YPC_1389
ko:K11891	yph:YPC_1470
ko:K11904	yph:YPC_2685
ko:K18326	yph:YPC_1271
ko:K03293	yph:YPC_0368
ko:K16234	yph:YPC_4525
ko:K11904	yph:YPC_0825
ko:K11904	yph:YPC_1471
ko:K11904	yph:YPC_0785
ko:K11893	yph:YPC_4025
ko:K11904	yph:YPC_4404
ko:K11904	yph:YPC_4415
ko:K11891	yph:YPC_4028
ko:K11906	yph:YPC_4024
ko:K11904	yph:YPC_4019
ko:K11901	yph:YPC_4012
ko:K11902	yph:YPC_4011
ko:K18507	yph:YPC_4461
ko:K18522	yph:YPC_1030
ko:K18521	yph:YPC_1062
ko:K07497	yph:YPC_2312
ko:K18518	yph:YPC_2042
ko:K18504	yph:YPC_4266
ko:K18511	yph:YPC_3611
ko:K18508	yph:YPC_2860
ko:K00335	yph:YPC_1564
ko:K18520	yph:YPC_1266
ko:K18503	yph:YPC_3368
ko:K18516	yph:YPC_4231
ko:K18691	yph:YPC_3120
ko:K18697	yph:YPC_3122
ko:K18765	yph:YPC_4343
ko:K07483	yph:YPC_3834
ko:K11741	yph:YPC_0646
ko:K10747	yph:YPC_4846
ko:K18889	yph:YPC_3428
ko:K20881	yph:YPC_0077
ko:K18800	yph:YPC_0897
ko:K18778	yph:YPC_3767
ko:K18657	yph:YPC_2746
ko:K18890	yph:YPC_3427
ko:K18843	yph:YPC_1422
ko:K18850	yph:YPC_1734
ko:K03553	yph:YPC_3622
ko:K07473	yph:YPC_4384
ko:K07128	yph:YPC_4791
ko:K07128	yph:YPC_4793
ko:K03497	yph:YPC_4849
ko:K03497	yph:YPC_4860
ko:K10748	yph:YPC_1897
ko:K03746	yph:YPC_2133
ko:K03169	yph:YPC_2147
ko:K03674	yph:YPC_2858
ko:K07724	yph:YPC_3309
ko:K08722	yph:YPC_1554
ko:K05839	yph:YPC_3419
ko:K04565	yph:YPC_3699
ko:K07493	yph:YPC_0345
ko:K07493	yph:YPC_1258
ko:K07493	yph:YPC_1539
ko:K07493	yph:YPC_1682
ko:K07493	yph:YPC_1687
ko:K07493	yph:YPC_1722
ko:K07493	yph:YPC_1820
ko:K07493	yph:YPC_2139
ko:K07493	yph:YPC_2176
ko:K07493	yph:YPC_2208
ko:K07493	yph:YPC_2334
ko:K07493	yph:YPC_2556
ko:K07493	yph:YPC_2587
ko:K07493	yph:YPC_2661
ko:K07493	yph:YPC_3047
ko:K07493	yph:YPC_3321
ko:K07493	yph:YPC_4875
ko:K07497	yph:YPC_4730
ko:K07483	yph:YPC_4741
ko:K07483	yph:YPC_4752
ko:K07497	yph:YPC_4760
ko:K07497	yph:YPC_4736
ko:K03976	yph:YPC_3369
ko:K03526	yph:YPC_3069
ko:K07483	yph:YPC_0555
ko:K03646	yph:YPC_1177
ko:K07497	yph:YPC_4215
ko:K05785	yph:YPC_0470
ko:K07724	yph:YPC_0581
ko:K07480	yph:YPC_0666
ko:K05793	yph:YPC_0708
ko:K05792	yph:YPC_0709
ko:K05791	yph:YPC_0710
ko:K03895	yph:YPC_0800
ko:K03894	yph:YPC_0802
ko:K03894	yph:YPC_0803
ko:K07480	yph:YPC_0829
ko:K07480	yph:YPC_0834
ko:K18984	yph:YPC_0750
ko:K07497	yph:YPC_0052
ko:K19048	yph:YPC_4407
ko:K07497	yph:YPC_0532
ko:K07497	yph:YPC_4759
ko:K18979	yph:YPC_0632
ko:K18988	yph:YPC_2979
ko:K07497	yph:YPC_3221
ko:K19000	yph:YPC_1103
ko:K07452	yph:YPC_4219
ko:K19129	yph:YPC_1663
ko:K19221	yph:YPC_1842
ko:K19162	yph:YPC_3418
ko:K19222	yph:YPC_2039
ko:K19236	yph:YPC_2032
ko:K19147	yph:YPC_4218
ko:K19127	yph:YPC_1661
ko:K19226	yph:YPC_1987
ko:K01710	yph:YPC_0360
ko:K02777	yph:YPC_1390
ko:K07012	yph:YPC_1660
ko:K19130	yph:YPC_1664
ko:K19228	yph:YPC_1989
ko:K01406	yph:YPC_4478
ko:K19128	yph:YPC_1662
ko:K19168	yph:YPC_0911
ko:K00336	yph:YPC_1565
ko:K19270	yph:YPC_1551
ko:K19265	yph:YPC_1414
ko:K01992	yph:YPC_1244
ko:K01992	yph:YPC_1245
ko:K03722	yph:YPC_3005
ko:K07497	yph:YPC_2385
ko:K07489	yph:YPC_0833
ko:K03722	yph:YPC_2243
ko:K07497	yph:YPC_2368
ko:K01138	yph:YPC_0991
ko:K07497	yph:YPC_0533
ko:K07497	yph:YPC_0795
ko:K19267	yph:YPC_1747
ko:K19337	yph:YPC_2249
ko:K19304	yph:YPC_2253
ko:K19334	yph:YPC_3784
ko:K19270	yph:YPC_2087
ko:K19302	yph:YPC_2862
ko:K19333	yph:YPC_2103
ko:K00525	yph:YPC_3210
ko:K19303	yph:YPC_2016
ko:K01007	yph:YPC_2043
ko:K19577	yph:YPC_1025
ko:K06415	yph:YPC_2168
ko:K07489	yph:YPC_0815
ko:K02796	yph:YPC_2526
ko:K00525	yph:YPC_2995
ko:K19775	yph:YPC_4092
ko:K19745	yph:YPC_4344
ko:K19778	yph:YPC_3185
ko:K07486	yph:YPC_4874
ko:K00799	yph:YPC_2877
ko:K07147	yph:YPC_4345
ko:K15777	yph:YPC_3916
ko:K05874	yph:YPC_1021
ko:K07497	yph:YPC_4216
ko:K19802	yph:YPC_1971
ko:K19803	yph:YPC_2918
ko:K19804	yph:YPC_1855
ko:K19810	yph:YPC_0648
ko:K15540	yph:YPC_1454
ko:K07263	yph:YPC_4500
ko:K21636	yph:YPC_3791
ko:K13638	yph:YPC_0175
ko:K07686	yph:YPC_4522
ko:K20268	yph:YPC_1592
ko:K20264	yph:YPC_2566
ko:K00526	yph:YPC_3211
ko:K19591	yph:YPC_3365
ko:K22132	yph:YPC_1058
ko:K02438	yph:YPC_4440
ko:K20885	yph:YPC_1654
ko:K20862	yph:YPC_0389
ko:K21021	yph:YPC_4141
ko:K22025	yph:YPC_1867
ko:K21086	yph:YPC_4497
ko:K21087	yph:YPC_3506
ko:K08968	yph:YPC_2115
ko:K00821	yph:YPC_0108
ko:K20968	yph:YPC_4715
ko:K00857	yph:YPC_2131
ko:K14744	yph:YPC_2213
ko:K06223	yph:YPC_2223
ko:K06903	yph:YPC_2378
ko:K06907	yph:YPC_2383
ko:K02335	yph:YPC_4238
ko:K00287	yph:YPC_4100
ko:K09882	yph:YPC_4832
ko:K02316	yph:YPC_3934
ko:K06191	yph:YPC_3208
ko:K03546	yph:YPC_3494
ko:K06217	yph:YPC_3254
ko:K04068	yph:YPC_3792
ko:K01520	yph:YPC_0207
ko:K03676	yph:YPC_0226
ko:K06919	yph:YPC_0929
ko:K02314	yph:YPC_0684
ko:K00560	yph:YPC_1044
ko:K06223	yph:YPC_0090
ko:K06866	yph:YPC_3148
ko:K00050	yph:YPC_1582
ko:K07493	yph:YPC_4244
ko:K21470	yph:YPC_2760
ko:K07726	yph:YPC_0950
ko:K21698	yph:YPC_4323
ko:K21695	yph:YPC_4321
ko:K21936	yph:YPC_0718
ko:K21948	yph:YPC_2969
ko:K22015	yph:YPC_0658
ko:K22051	yph:YPC_0639
ko:K22130	yph:YPC_2968
ko:K03595	yph:YPC_3131
ko:K22105	yph:YPC_0302
ko:K22131	yph:YPC_2966
ko:K22110	yph:YPC_4504
ko:K22110	yph:YPC_2098
ko:K03079	yph:YPC_3651
ko:K22444	yph:YPC_1634
ko:K03077	yph:YPC_3643
ko:K03077	yph:YPC_1860
ko:K02257	yph:YPC_3453
ko:K11391	yph:YPC_3992
ko:K00590	yph:YPC_4214
ko:K07319	yph:YPC_4855
ko:K00424	yph:YPC_1172
ko:K22601	yph:YPC_3558
